index,value
"(0,)",(-2.833506289664364+0.0649024958979114j)
"(1,)",(-5.3981256764603165+3.6389818206418862j)
"(2,)",(-3.8159367564194646-0.05528518983479732j)
"(3,)",(1.0225252790310984+2.655683929426356j)
"(4,)",(-0.1282681433079512-4.704223990256165j)
"(5,)",(-2.148444420191549+7.871197007149216j)
"(6,)",(3.735095926592543-9.556806062008553j)
"(7,)",(-8.45204502893453+6.013569570620776j)
"(8,)",(12.916340864080581+12.579917606347014j)
"(9,)",(16.449476729146216+3.6632014606935672j)
"(10,)",(2.6170482496505345+15.781166439767283j)
"(11,)",(-7.267022017165335-8.720610044127175j)
"(12,)",(6.484691963795568+2.5672291463841352j)
"(13,)",(-6.507859553247777+0.02371028119518881j)
"(14,)",(4.511192023276135-0.6471394049938858j)
