index,value
"(0,)",(-3.4817120387104623+6.7256792734968815j)
"(1,)",(-8.749406052046762-2.559928807664088j)
"(2,)",(0.9970095673562183+4.167324546373431j)
"(3,)",(-4.291165762687451+2.0510837666469106j)
"(4,)",(7.180045894082183-5.748456633902641j)
"(5,)",(-8.09973662410473+5.119096912289509j)
"(6,)",(17.452248154054903+10.558756783720993j)
"(7,)",(14.124739264411769+6.665137517868707j)
"(8,)",(-10.256505392280513+0.8061996171687137j)
"(9,)",(5.164775637872967-0.1533405951929414j)
"(10,)",(-3.9920608858664925-4.2560349707225775j)
