index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)"
"(1.6153846153846159, -3.0)",(0.0002935796334546303-0.007980185665351355j),(-0.0038115635887196564-0.0005755592950889226j),(0.009436675798264937+0.0033433932179515774j),(-0.005354306108174135+0.015492487782213788j),(0.0014393275128630114+0.014212781207661885j),(0.004392848877178887-0.005311450777179488j),(0.0007417346423983178+0.002584741130998945j),(-0.006067489849643752+0.0018273496783808212j),(0.015921069041331865+0.012015157535552486j),(0.0042620595330328+0.013164048303203625j)
"(1.7692307692307692, -3.0)",(0.002303651198433702-0.007902822560803074j),(-0.0032247813516125784-0.0014929295882264064j),(0.006924170101479137+0.006358294270084599j),(-0.012135799109198157+0.010483280341130337j),(-0.007579200027891576+0.012395128733734277j),(0.007135287681882127-0.0009124075124069614j),(-0.0014963279821209074+0.0022956568336668023j),(-0.005097920288219556-0.0026892385735327964j),(0.005673446562260255+0.018136423478050424j),(-0.0019022280883175086+0.014549816841001208j)
"(1.9230769230769234, -3.0)",(0.004726807965170657-0.007071915579523158j),(-0.002391998982160311-0.0022573116974085937j),(0.0033386746685251335+0.008162605595559829j),(-0.015463379589940845+0.002415394136521528j),(-0.013859724709728492+0.004976044145576751j),(0.005955661532902903+0.004524471679679695j),(-0.002783834743446393+0.0003301946051787685j),(-0.0014166828807397282-0.005072745146826731j),(-0.0064043468759101526+0.016857654021004722j),(-0.009043106431335967+0.012488496493452786j)
"(2.0769230769230775, -3.0)",(0.0071656452075950314-0.005110405913000576j),(-0.0013420158937516755-0.0027491771480589937j),(-0.0007205102802337048+0.008237718747524717j),(-0.013835370015739236-0.006394686738305813j),(-0.013933499519618585-0.005220728253969479j),(0.0009406573689835135+0.007692154555537766j),(-0.002056570759986925-0.0020080476807759194j),(0.002618940142018457-0.004065340547615801j),(-0.014973738937548314+0.008187203741562106j),(-0.014808923520769995+0.0062202163185453695j)
"(2.230769230769231, -3.0)",(0.008921630265954484-0.0018414296527112803j),(-0.00016639186588089197-0.0028579890914032383j),(-0.0043574551254558025+0.006412117886334467j),(-0.007376104837857652-0.01284953746838612j),(-0.006986622115893445-0.01326463772233273j),(-0.005147957681934709+0.006127497961936958j),(0.0003220064364034074-0.002932477617887497j),(0.004426714583184131-0.0005584429941168828j),(-0.015643581153280555-0.0039010193260792057j),(-0.016285494811933646-0.0032105666828109933j)
"(2.384615384615385, -3.0)",(0.009099435856825148+0.002453529434075526j),(0.0009809553797180863-0.002513235333597045j),(-0.006602483382194098+0.0030425087257917155j),(0.0017635477197998205-0.014271795390122813j),(0.00395400731872515-0.014538913367404253j),(-0.008235299755773026+0.0002647048920318016j),(0.0025965135120895213-0.0015585238427379355j),(0.0029610984653297206+0.002888511373618483j),(-0.007925637433121854-0.012991568444129223j),(-0.011502331537090666-0.01255694772028347j)
"(2.5384615384615383, -3.0)",(0.006936954031230678+0.006836191271485177j),(0.0019005719846050722-0.00171883196623246j),(-0.006752660804591244-0.0009592241006606808j),(0.00993007430235782-0.009783162609685545j),(0.013007588209498037-0.007683421066203325j),(-0.00573440679610295-0.0062187407238972845j),(0.00286989046378719+0.0011912191143742409j),(-0.00047472927217925875+0.0038240849939330523j),(0.003713122054141382-0.013873684830830147j),(-0.0011829580322103314-0.017315206168249702j)
"(2.6923076923076925, -3.0)",(0.002324480725241729+0.00977676748671355j),(0.0023846087519270097-0.000582378388992417j),(-0.004715155499407917-0.004333044082692622j),(0.01345178862187631-0.0011273842032048895j),(0.014615390311698787+0.0038601075626535j),(0.0011223054947019388-0.008588721031359362j),(0.0007293477652420853+0.0031010313009392316j),(-0.0031552880373826586+0.0017463654675213592j),(0.012074417092516278-0.006167955850765606j),(0.010513030846056053-0.014097465226370388j)
"(2.8461538461538467, -3.0)",(-0.003716267879328461+0.00965987755981139j),(0.0022746701893946127+0.0006731568822252892j),(-0.0011835976729814895-0.005900831962210371j),(0.010525132065690316+0.007735083599791779j),(0.0072652727630755755+0.013234832375572892j),(0.007541093127081691-0.004627783157020262j),(-0.0021681035463166558+0.0024378129322696284j),(-0.0030458888484409417-0.0014886819408139495j),(0.011849013229567738+0.004867706299015637j),(0.017414447192121988-0.003320967645190951j)
"(3.0, -3.0)",(-0.008987466204047136+0.005692168786183078j),(0.0015332666230827349+0.0017313093629502986j),(0.0025022772347469023-0.0050798585305421385j),(0.0024832133701086813+0.012384859638535214j),(-0.004822725783929856+0.01426103964805719j),(0.008457093681401916+0.0031305798671460838j),(-0.003311078199126401-0.0004154000161776998j),(-0.00044555007184742245-0.0031696210360306403j),(0.0035376181032181894+0.011587572955413248j),(0.01485359470447526+0.0097951061964454j)
"(-3.0, -2.8461538461538463)",(0.012527525532588166-0.0028374648274296145j),(0.006773025750834794+0.013743596656186241j),(0.010955431300695106+0.006040430865531179j),(-0.0025452486333526654-0.00490542923715523j),(0.0023065057301932465-0.0003637809277719508j),(-0.0007405160831115104+0.006799058433358717j),(0.01779646175200985-0.004495005692305584j),(0.009896147802104054+0.006228642618097085j),(-0.0020377972367802977-0.0022765003475472114j),(-0.0031459550516789274+0.0016622373503611691j)
"(-2.8461538461538463, -2.8461538461538463)",(0.005250235381932677-0.011597639317151482j),(0.01484755384435344+0.004062174606899805j),(0.012547080104378232-0.0032443957354477164j),(-0.005374506050665708-0.0023925756501111564j),(0.0017725697748830545-0.0015936440307454947j),(0.0035083898102619814+0.0054562772445875905j),(0.009212908236665478-0.0158776172932558j),(0.011646436325186678-0.004232540446603216j),(-0.0031872845061813055+0.0005154820022828825j),(-0.00034586168107108255+0.0034635579810486936j)
"(-2.6923076923076925, -2.8461538461538463)",(-0.005865987852532628-0.011152740055681587j),(0.013068627184476753-0.008223078551631144j),(0.007380815919591137-0.011206885218287065j),(-0.006108137754547199+0.0014206846200413314j),(0.0007134891390768353-0.0023502625121530453j),(0.005739678714514492+0.002131855336823508j),(-0.004392204703768398-0.017742514999461518j),(0.004304080931416697-0.01242793289004471j),(-0.0014115259383464425+0.003123583582920304j),(0.0026106771058395308+0.002178302836709124j)
"(-2.5384615384615383, -2.8461538461538463)",(-0.012227245320306966-0.002377015954085157j),(0.0030541795700539695-0.015155431345406985j),(-0.0018006067857626493-0.013767940657310584j),(-0.004426059107938516+0.005020529080424481j),(-0.0005487187194868631-0.0024958940963516005j),(0.005573716362300379-0.001414158245211407j),(-0.01502748875208511-0.010100307008334121j),(-0.007083362482193367-0.012049244671333337j),(0.0018948421236851243+0.0031275631675171394j),(0.00319756770971661-0.0008802897601514497j)
"(-2.3846153846153846, -2.8461538461538463)",(-0.009507925883488727+0.007794721134626346j),(-0.008617588850083424-0.012821515083106055j),(-0.010476746446194464-0.009812571837416111j),(-0.0009423786090169657+0.007087703827357565j),(-0.001717594314187955-0.002062829978332085j),(0.003707953040270973-0.0038890949031910927j),(-0.01772357616462714+0.0019453556561369045j),(-0.01456720633122667-0.0029715124438275545j),(0.003909879736100758+0.000297635415058198j),(0.001107569023877254-0.003035045322173751j)
"(-2.230769230769231, -2.8461538461538463)",(-0.0002724329542201625+0.01211339542181656j),(-0.015064941986444608-0.003202512748719015j),(-0.014761429389902308-0.0013389595672134629j),(0.0031661131466937456+0.006957315114593504j),(-0.002582985685479492-0.001192629208388148j),(0.0012275107266469403-0.0048438271508437795j),(-0.012498637746737633+0.012161161818251064j),(-0.012993310022560175+0.00902533474018326j),(0.002781318295650851-0.0031832752233473625j),(-0.0017485045313355668-0.002612993168207085j)
"(-2.0769230769230766, -2.8461538461538463)",(0.008721743773817521+0.008127239286750748j),(-0.01315550756032853+0.007842318864370371j),(-0.013073737919478117+0.007914044466546064j),(0.006665847614236487+0.004732564882726718j),(-0.003039170885844213-7.222467463037392e-05j),(-0.0009798573040764368-0.004521332149173606j),(-0.003015288475000737+0.01665450517778807j),(-0.0031545685354106507+0.016531725373112746j),(-0.0008491971361694379-0.0045027345969027455j),(-0.003053067277080489-0.0001679211055616552j)
"(-1.923076923076923, -2.8461538461538463)",(0.011678410009989308-0.0008556197950532266j),(-0.00463737955022216+0.01446152283526237j),(-0.006423776621557537+0.014357734285771735j),(0.00867437297094257+0.001096741029522628j),(-0.0030747608273717576+0.0011172544050326396j),(-0.0024749960272074075-0.0034768204607486153j),(0.006259264472157982+0.015035706733333909j),(0.009342683329609202+0.015249434198392448j),(-0.004366289038248142-0.0024254375063150436j),(-0.0019476787436274348+0.0022472335361515368j)
"(-1.7692307692307692, -2.8461538461538463)",(0.007360066963028451-0.008812386882213585j),(0.005663392477043628+0.01390234073128694j),(0.002484077674536454+0.01596268838805465j),(0.00884562317251228-0.0030232122135528013j),(-0.0027478265111604487+0.002233946986112648j),(-0.003224161570457184-0.002244523825363968j),(0.012327792500258273+0.009436797656811208j),(0.017975705192819498+0.006034198187988361j),(-0.005162190231571675+0.0018245553619101733j),(0.0005237849274311529+0.0028474479520397074j)
"(-1.6153846153846154, -2.8461538461538463)",(-0.0009305709620756088-0.011199484854074748j),(0.012873824765675019+0.007274181721945085j),(0.010625352641031384+0.012689828563678434j),(0.0073331016428746475-0.0067786804998481946j),(-0.002156374054248887+0.003191336126433915j),(-0.0034211613966131215-0.001172319327172029j),(0.014399063997874051+0.0026999975766839276j),(0.018964628815382256-0.0064546802189822325j),(-0.0024528745146981928+0.005514093804738471j),(0.002466411191957268+0.0013789390438428363j)
"(-1.4615384615384615, -2.8461538461538463)",(-0.008152685167048654-0.007355010723064819j),(0.01439480815954326-0.001823049068881145j),(0.015793818443952362+0.006036814412918043j),(0.004613755776365617-0.009603424430901258j),(-0.0014114774483344032+0.00395976416173871j),(-0.0033154048533806085-0.00040820374860856787j),(0.013338596095976782-0.003026106323232587j),(0.012588242504953287-0.016880241304291218j),(0.0023279400355267683+0.00626925610254611j),(0.0026016985149860702-0.0009516003389801925j)
"(-1.3076923076923075, -2.8461538461538463)",(-0.01070905483582114-7.305977363291413e-05j),(0.010518310232724128-0.00950829206682676j),(0.017117595336774635-0.0018515139822283975j),(0.0012759673769831685-0.011274338832866628j),(-0.0006179550347716048+0.004557634960499298j),(-0.003109763060623101+3.532322713224735e-05j),(0.010650959937025035-0.0067886463036727195j),(0.0020532812073200805-0.02188573753775094j),(0.006591216166571021+0.003465388438589827j),(0.0010163700696219598-0.0025394745907736343j)
"(-1.1538461538461537, -2.8461538461538463)",(-0.008031090673844672+0.00665130873114085j),(0.003545954067472086-0.013330066886381227j),(0.014955168331350136-0.009027812084320618j),(-0.0021505138112650093-0.01186169095095674j),(0.00013506973441121164+0.005037021603891235j),(-0.0029273773207628643+0.00020531402607402584j),(0.0076726565234353965-0.008615606196059073j),(-0.008732504039126182-0.02100201429324002j),(0.008161836046450295-0.0016498367444200274j),(-0.0011485480729546758-0.002475400227779056j)
"(-1.0, -2.8461538461538463)",(-0.002126159151516131+0.009912569551833617j),(-0.00369768562276394-0.012832444266272783j),(0.01042088454966119-0.014248760998032134j),(-0.005288121717308941-0.011624974314422358j),(0.0007738944935982754+0.0054675945774632535j),(-0.0028184952181644234+0.0001546729144399337j),(0.005223164344470485-0.00902533615317249j),(-0.01697656452662674-0.015930814237121883j),(0.006303356040319266-0.0068941137637456105j),(-0.0025929185447863784-0.0009472534068296855j)
"(-0.8461538461538458, -2.8461538461538463)",(0.0040466626582962364+0.008972826271978122j),(-0.009081488283484127-0.009110826026380584j),(0.004839109979867978-0.017088910613286216j),(-0.007931132300989989-0.010904758697328789j),(0.0012324416605524306+0.0059208477999917915j),(-0.002779047841395814-8.287353913547516e-05j),(0.0036210961661117644-0.00860373841929081j),(-0.02167198840364357-0.009153403017421274j),(0.001756431197513541-0.010351629834978513j),(-0.002616185070132306+0.0011077459937336377j)
"(-0.6923076923076921, -2.8461538461538463)",(0.008152689074934277+0.004967002829756628j),(-0.01168759863843928-0.003913894530257402j),(-0.0006639906339512704-0.017773076691552696j),(-0.01001428179441937-0.010040604112023855j),(0.0014405442120172553+0.006454237810811267j),(-0.002764931554666344-0.0004951861503319432j),(0.0028576746329104633-0.007778283432568636j),(-0.023264598080304465-0.0027829162219271428j),(-0.003949091940016269-0.011124012053740842j),(-0.001330749974281427+0.0026683223166456696j)
"(-0.5384615384615383, -2.8461538461538463)",(0.009251354245133759-0.00014285160630286235j),(-0.011686922148825149+0.0011649193754186744j),(-0.005355651762084731-0.016892433991091194j),(-0.011557090747507902-0.009323675149878289j),(0.0013131408838155101+0.007093057183979072j),(-0.0026982362543152743-0.0010786320560087638j),(0.002766805427612513-0.006763671608076445j),(-0.022887782769137187+0.001934822224772745j),(-0.00933321607766028-0.009400223185504375j),(0.0006128640226853533+0.0031343723354808166j)
"(-0.3846153846153846, -2.8461538461538463)",(0.007696564748646792-0.004597582820557847j),(-0.009879022674109837+0.005124236997280415j),(-0.0089071679594323-0.015138408642071987j),(-0.012604755056839917-0.008977640641937701j),(0.0007467947578774022+0.007807721526699088j),(-0.0024703460273066166-0.0018135980929935396j),(0.003124670538735298-0.005603706558434902j),(-0.021673868108404125+0.0045620787071503415j),(-0.013506933372783782-0.006056410811013504j),(0.002472442467365632+0.0024590267597584255j)
"(-0.23076923076923084, -2.8461538461538463)",(0.004551119058449769-0.007402670330131702j),(-0.007211577650800553+0.007612743490603567j),(-0.011295523043756174-0.013123061125440937j),(-0.013177987150776263-0.0091544342651029j),(-0.00036813645866269986+0.008486801781462628j),(-0.001952464600812369-0.002631549990590667j),(0.0036815770374793136-0.004250306040802429j),(-0.020365193162001746+0.005158959190802776j),(-0.016286948641777904-0.002152178340610261j),(0.0037442458114893902+0.0009807958159752839j)
