index,xy,inc,scat,tot
"(-3.0, -3.0)",[-3. -3.],(0.7773494792181547+0.6290689844200426j),(0.027168624551516703+0.22681055258893523j),(0.8045181037696714+0.8558795370089778j)
"(-2.8461538461538463, -3.0)",[-2.84615385 -3.        ],(-0.10860406938749748+0.994085084946191j),(0.18077157843058148+0.14931170914507938j),(0.072167509043084+1.1433967940912704j)
"(-2.6923076923076925, -3.0)",[-2.69230769 -3.        ],(-0.8948427434723873+0.4463815234245378j),(0.24089099008442663-0.010321888345601365j),(-0.6539517533879607+0.4360596350789364j)
"(-2.5384615384615383, -3.0)",[-2.53846154 -3.        ],(-0.8594811553903232-0.5111674319916275j),(0.18246033952555088-0.1686369276673643j),(-0.6770208158647724-0.6798043596589918j)
"(-2.3846153846153846, -3.0)",[-2.38461538 -3.        ],(-0.03498656293693535-0.9993877828019812j),(0.03923439139253699-0.25353528374813133j),(0.004247828455601642-1.2529230665501125j)
"(-2.230769230769231, -3.0)",[-2.23076923 -3.        ],(0.8216309578085959-0.5700197971742117j),(-0.12341784844700793-0.2350007536268196j),(0.698213109361588-0.8050205508010313j)
"(-2.0769230769230766, -3.0)",[-2.07692308 -3.        ],(0.9238676498953127+0.38271211827810203j),(-0.24319798522223637-0.12858308525744436j),(0.6806696646730763+0.2541290330206577j)
"(-1.923076923076923, -3.0)",[-1.92307692 -3.        ],(0.17785484909783048+0.9840567324358834j),(-0.2846287356798507+0.021658556333014955j),(-0.10677388658202022+1.0057152887688985j)
"(-1.7692307692307692, -3.0)",[-1.76923077 -3.        ],(-0.731455460353972+0.681889220855088j),(-0.24502017021439473+0.16665199578801007j),(-0.9764756305683667+0.848541216643098j)
"(-1.6153846153846154, -3.0)",[-1.61538462 -3.        ],(-0.9691796141665602-0.24635518156506767j),(-0.1462413752674075+0.27041044084295723j),(-1.1154209894339677+0.024055259277889568j)
"(-1.4615384615384615, -3.0)",[-1.46153846 -3.        ],(-0.3170510749839535-0.9484084646667381j),(-0.0205028197655764+0.3176599984930696j),(-0.3375538947495299-0.6307484661736685j)
"(-1.3076923076923075, -3.0)",[-1.30769231 -3.        ],(0.6261780494437382-0.7796800949074147j),(0.10247222066217426+0.312065911070167j),(0.7286502701059125-0.46761418383724773j)
"(-1.1538461538461537, -3.0)",[-1.15384615 -3.        ],(0.9944815197952718+0.10491190011474566j),(0.20296541588446773+0.26922764447813186j),(1.1974469356797395+0.3741395445928775j)
"(-1.0, -3.0)",[-1. -3.],(0.44970134126633127+0.8931789874729827j),(0.2730042224088383+0.20878573867021752j),(0.7227055636751696+1.1019647261432002j)
"(-0.8461538461538458, -3.0)",[-0.84615385 -3.        ],(-0.5079723233823321+0.8613733909737143j),(0.31397804261221246+0.14850040130261632j),(-0.19399428077011965+1.0098737922763306j)
"(-0.6923076923076921, -3.0)",[-0.69230769 -3.        ],(-0.9992509738132139+0.03869743316220923j),(0.3323996856996169+0.10130249824521886j),(-0.6668512881135971+0.13999993140742809j)
"(-0.5384615384615383, -3.0)",[-0.53846154 -3.        ],(-0.5730668990397428-0.8195085900861401j),(0.3356644833865249+0.07487633467995568j),(-0.23740241565321796-0.7446322554061844j)
"(-0.3846153846153846, -3.0)",[-0.38461538 -3.        ],(0.37927880348881066-0.9252824375422329j),(0.32883697741212037+0.0725928452830028j),(0.7081157809009311-0.8526895922592301j)
"(-0.23076923076923084, -3.0)",[-0.23076923 -3.        ],(0.9833895042207711-0.181507804208045j),(0.3127933713747442+0.09450812820635296j),(1.2961828755955154-0.08699967600169203j)
"(-0.07692307692307665, -3.0)",[-0.07692308 -3.        ],(0.6846006950960638+0.7289183001365697j),(0.2837572477088615+0.1374799421799269j),(0.9683579428049254+0.8663982423164965j)
"(0.0769230769230771, -3.0)",[ 0.07692308 -3.        ],(-0.24275454614606543+0.9700877436218941j),(0.2343916742175657+0.19408598059701568j),(-0.008362871928499716+1.1641737242189099j)
"(0.23076923076923084, -3.0)",[ 0.23076923 -3.        ],(-0.9472245930780933+0.3205706946494653j),(0.1568666360074125+0.2509108380002224j),(-0.7903579570706808+0.5714815326496877j)
"(0.384615384615385, -3.0)",[ 0.38461538 -3.        ],(-0.7819999593738021-0.6232784799264066j),(0.048178253587316526+0.2878284304560412j),(-0.7338217057864855-0.33545004947036544j)
"(0.5384615384615388, -3.0)",[ 0.53846154 -3.        ],(0.10121828418299657-0.9948642414656635j),(-0.08310670254149076+0.2807310132780911j),(0.01811158164150581-0.7141332281875725j)
"(0.6923076923076925, -3.0)",[ 0.69230769 -3.        ],(0.8915029151833175-0.4530149580528735j),(-0.21166299178476364+0.20979115545489213j),(0.6798399233985538-0.24322380259798138j)
"(0.8461538461538463, -3.0)",[ 0.84615385 -3.        ],(0.8632537488429478+0.5047702102032139j),(-0.29689493830736613+0.0726662370121068j),(0.5663588105355817+0.5774364472153207j)
"(1.0, -3.0)",[ 1. -3.],(0.04240776977795813+0.999100385878446j),(-0.295889139487935-0.10296375279506732j),(-0.25348136970997687+0.8961366330833787j)
"(1.1538461538461542, -3.0)",[ 1.15384615 -3.        ],(-0.8173749219347579+0.5761060987284793j),(-0.18729303153590715-0.25787592188420344j),(-1.004667953470665+0.31823017684427585j)
"(1.3076923076923084, -3.0)",[ 1.30769231 -3.        ],(-0.9266844662156044-0.37584025871997856j),(0.0043169811277607405-0.3203732868906673j),(-0.9223674850878437-0.6962135456106459j)
"(1.4615384615384617, -3.0)",[ 1.46153846 -3.        ],(-0.18515825645731304-0.9827087157778178j),(0.20240900796187047-0.24487964776964877j),(0.017250751504557432-1.2275883635474667j)
"(1.6153846153846159, -3.0)",[ 1.61538462 -3.        ],(0.7263710886646181-0.6873027291901128j),(0.3065491454762336-0.05119654470256545j),(1.0329202341408517-0.7384992738926782j)
"(1.7692307692307692, -3.0)",[ 1.76923077 -3.        ],(0.9709824962710165+0.23915056331797652j),(0.2501058144095805+0.16658821221965373j),(1.221088310680597+0.40573877553763027j)
"(1.9230769230769234, -3.0)",[ 1.92307692 -3.        ],(0.3240858938776612+0.946027659949495j),(0.054782545504328935+0.28281646325257176j),(0.3788684393819901+1.2288441232020668j)
"(2.0769230769230775, -3.0)",[ 2.07692308 -3.        ],(-0.6203703158510077+0.7843090406280684j),(-0.1638232698065184+0.22070743371639184j),(-0.7841935856575261+1.0050164743444603j)
"(2.230769230769231, -3.0)",[ 2.23076923 -3.        ],(-0.9952332446799114-0.0975232725245396j),(-0.26156066452786914+0.017430852787541043j),(-1.2567939092077804-0.08009241973699856j)
"(2.384615384615385, -3.0)",[ 2.38461538 -3.        ],(-0.45632232809179374-0.8898145497152119j),(-0.16902985061778336-0.1853878328373593j),(-0.625352178709577-1.0752023825525712j)
"(2.5384615384615383, -3.0)",[ 2.53846154 -3.        ],(0.5015611366090934-0.865122203069251j),(0.04480841233938387-0.2374589781740215j),(0.5463695489484772-1.1025811812432726j)
"(2.6923076923076925, -3.0)",[ 2.69230769 -3.        ],(0.9989360210741761-0.04611752162132389j),(0.21268197471016073-0.09906977543030569j),(1.211617995784337-0.14518729705162958j)
"(2.8461538461538467, -3.0)",[ 2.84615385 -3.        ],(0.5791373543320645+0.8152299827761837j),(0.19811965404971696+0.11611206524371301j),(0.7772570083817815+0.9313420480198967j)
"(3.0, -3.0)",[ 3. -3.],(-0.3723965313866303+0.9280737165824741j),(0.013806242007872983+0.22589952622691828j),(-0.3585902893787573+1.1539732428093923j)
"(-3.0, -2.8461538461538463)",[-3.         -2.84615385],(0.3084073358240364+0.9512543903761601j),(0.1888847425635927+0.13071030876169218j),(0.4972920783876291+1.0819646991378522j)
"(-2.8461538461538463, -2.8461538461538463)",[-2.84615385 -2.84615385],(-0.6332472876405948+0.7739495285196767j),(0.2318122238147015-0.04224957475126058j),(-0.4014350638258933+0.7316999537684161j)
"(-2.6923076923076925, -2.8461538461538463)",[-2.69230769 -2.84615385],(-0.9934856328403785-0.11395743652676912j),(0.14321930491631096-0.19529171352512167j),(-0.8502663279240675-0.3092491500518908j)
"(-2.5384615384615383, -2.8461538461538463)",[-2.53846154 -2.84615385],(-0.4415547032094214-0.897234330637008j),(-0.02365144849389746-0.2483134113537683j),(-0.46520615170331886-1.1455477419907762j)
"(-2.3846153846153846, -2.8461538461538463)",[-2.38461538 -2.84615385],(0.5157898731927637-0.8567151257633968j),(-0.18299390804535162-0.1811544061124367j),(0.33279596514741205-1.0378695318758335j)
"(-2.230769230769231, -2.8461538461538463)",[-2.23076923 -2.84615385],(0.9995617485482756-0.0296025478483502j),(-0.264528249215321-0.03173077741023076j),(0.7350334993329546-0.061333325258580956j)
