index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.05030673194175621+0.19791134143285682j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.17625696816226374+0.111845907690071j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.2110167994591291-0.03451740096222991j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.1434214289283971-0.16620655441874496j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(0.010873606625796645-0.2257325515864878j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.12800597484079035-0.19506192643495768j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.22267016778404547-0.09365246746593936j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.24777211325271226+0.038664898228875685j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.20502662292269286+0.16130984657006844j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.11467601576939698+0.2463247141936149j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(-0.0037001079477623783+0.2829351932815646j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.10388969265490479+0.2752015610639035j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.19237360243255064+0.23627957831353444j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.2553711182292494+0.1823940934260318j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.29394310372232785+0.12838767753801664j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.31333042396870603+0.08544943033584565j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.31959651778879566+0.060701425716320846j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.316921818698886+0.05780365798892974j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.30586045813239593+0.07760148888051713j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.28270526629143217+0.11802002311212223j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.2402465350881153+0.17287795764941521j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.17044687527351007+0.23006988396496808j)
"(0.384615384615385, -3.0)","(0.384615384615385, -3.0)",(0.06942601155278895+0.2706009274420208j)
"(0.5384615384615388, -3.0)","(0.5384615384615388, -3.0)",(-0.055899050600816534+0.2708563171743577j)
"(0.6923076923076925, -3.0)","(0.6923076923076925, -3.0)",(-0.18229958362761903+0.21030181400495337j)
"(0.8461538461538463, -3.0)","(0.8461538461538463, -3.0)",(-0.270873213776993+0.08436011121500095j)
"(1.0, -3.0)","(1.0, -3.0)",(-0.2788435234789213-0.08269501315756221j)
"(1.1538461538461542, -3.0)","(1.1538461538461542, -3.0)",(-0.18261255902557413-0.234932224690644j)
"(1.3076923076923084, -3.0)","(1.3076923076923084, -3.0)",(-0.0024393119749632694-0.3019712000939614j)
"(1.4615384615384617, -3.0)","(1.4615384615384617, -3.0)",(0.18970270577490395-0.23621353165538161j)
"(1.6153846153846159, -3.0)","(1.6153846153846159, -3.0)",(0.29549662226062196-0.05250235006499442j)
"(1.7692307692307692, -3.0)","(1.7692307692307692, -3.0)",(0.24617746231518797+0.16037923642059604j)
"(1.9230769230769234, -3.0)","(1.9230769230769234, -3.0)",(0.05787247276552228+0.27890434083713744j)
"(2.0769230769230775, -3.0)","(2.0769230769230775, -3.0)",(-0.15925072286161338+0.2233502853568815j)
"(2.230769230769231, -3.0)","(2.230769230769231, -3.0)",(-0.262162576113228+0.024601972115896584j)
"(2.384615384615385, -3.0)","(2.384615384615385, -3.0)",(-0.1769294701779511-0.18057856407169592j)
"(2.5384615384615383, -3.0)","(2.5384615384615383, -3.0)",(0.03443790528166221-0.24102758928488427j)
"(2.6923076923076925, -3.0)","(2.6923076923076925, -3.0)",(0.20818816142248417-0.11046439636129982j)
"(2.8461538461538467, -3.0)","(2.8461538461538467, -3.0)",(0.20429883923170317+0.10456557257328071j)
"(3.0, -3.0)","(3.0, -3.0)",(0.027081635640029994+0.22318495984419712j)
"(-3.0, -2.8461538461538463)","(-3.0, -2.8461538461538463)",(0.18373618020475563+0.09377310126222024j)
"(-2.8461538461538463, -2.8461538461538463)","(-2.8461538461538463, -2.8461538461538463)",(0.2007124932931395-0.06420204830505707j)
"(-2.6923076923076925, -2.8461538461538463)","(-2.6923076923076925, -2.8461538461538463)",(0.10498696394125505-0.18838699213946364j)
"(-2.5384615384615383, -2.8461538461538463)","(-2.5384615384615383, -2.8461538461538463)",(-0.04684836197911575-0.2161904530483269j)
"(-2.3846153846153846, -2.8461538461538463)","(-2.3846153846153846, -2.8461538461538463)",(-0.17847997815766323-0.14105615873857402j)
"(-2.230769230769231, -2.8461538461538463)","(-2.230769230769231, -2.8461538461538463)",(-0.2346223978008168-0.003694338265838603j)
"(-2.0769230769230766, -2.8461538461538463)","(-2.0769230769230766, -2.8461538461538463)",(-0.20046787407483446+0.1370118158308512j)
"(-1.923076923076923, -2.8461538461538463)","(-1.923076923076923, -2.8461538461538463)",(-0.0972312525736762+0.23256111562409781j)
"(-1.7692307692307692, -2.8461538461538463)","(-1.7692307692307692, -2.8461538461538463)",(0.03582650408325047+0.2599607690231215j)
"(-1.6153846153846154, -2.8461538461538463)","(-1.6153846153846154, -2.8461538461538463)",(0.1602255838903031+0.22196699907635886j)
"(-1.4615384615384615, -2.8461538461538463)","(-1.4615384615384615, -2.8461538461538463)",(0.25020108389578605+0.13815593170797844j)
"(-1.3076923076923075, -2.8461538461538463)","(-1.3076923076923075, -2.8461538461538463)",(0.2962049401321664+0.03378829246720556j)
"(-1.1538461538461537, -2.8461538461538463)","(-1.1538461538461537, -2.8461538461538463)",(0.30229318581133535-0.0688673502045903j)
"(-1.0, -2.8461538461538463)","(-1.0, -2.8461538461538463)",(0.2807481198678963-0.15502795705701072j)
"(-0.8461538461538458, -2.8461538461538463)","(-0.8461538461538458, -2.8461538461538463)",(0.24662593964860097-0.21802702166202528j)
"(-0.6923076923076921, -2.8461538461538463)","(-0.6923076923076921, -2.8461538461538463)",(0.21372544980181657-0.2573427307668662j)
"(-0.5384615384615383, -2.8461538461538463)","(-0.5384615384615383, -2.8461538461538463)",(0.1923584502647019-0.2754515839119266j)
"(-0.3846153846153846, -2.8461538461538463)","(-0.3846153846153846, -2.8461538461538463)",(0.18849391502693968-0.27470893100979626j)
"(-0.23076923076923084, -2.8461538461538463)","(-0.23076923076923084, -2.8461538461538463)",(0.20344040685976997-0.2551288358376588j)
"(-0.07692307692307665, -2.8461538461538463)","(-0.07692307692307665, -2.8461538461538463)",(0.23329442014338805-0.2137137984430897j)
"(0.0769230769230771, -2.8461538461538463)","(0.0769230769230771, -2.8461538461538463)",(0.2679602745627564-0.14590991586749602j)
"(0.23076923076923084, -2.8461538461538463)","(0.23076923076923084, -2.8461538461538463)",(0.2905817429924142-0.049578146046740414j)
"(0.384615384615385, -2.8461538461538463)","(0.384615384615385, -2.8461538461538463)",(0.2793635472895633+0.06895108679940776j)
"(0.5384615384615388, -2.8461538461538463)","(0.5384615384615388, -2.8461538461538463)",(0.2141144779376377+0.18903720511790215j)
"(0.6923076923076925, -2.8461538461538463)","(0.6923076923076925, -2.8461538461538463)",(0.08810841472303832+0.2747834851449323j)
"(0.8461538461538463, -2.8461538461538463)","(0.8461538461538463, -2.8461538461538463)",(-0.07865972938469788+0.28445910558868276j)
"(1.0, -2.8461538461538463)","(1.0, -2.8461538461538463)",(-0.23431395231076546+0.19194172562820105j)
"(1.1538461538461542, -2.8461538461538463)","(1.1538461538461542, -2.8461538461538463)",(-0.309052908303028+0.012374912422844312j)
"(1.3076923076923084, -2.8461538461538463)","(1.3076923076923084, -2.8461538461538463)",(-0.2509253614121675-0.1861436372849951j)
"(1.4615384615384617, -2.8461538461538463)","(1.4615384615384617, -2.8461538461538463)",(-0.06809188542668107-0.303778724090185j)
"(1.6153846153846159, -2.8461538461538463)","(1.6153846153846159, -2.8461538461538463)",(0.15393426375178643-0.26440921557340497j)
"(1.7692307692307692, -2.8461538461538463)","(1.7692307692307692, -2.8461538461538463)",(0.2872015263506961-0.07605823201612319j)
"(1.9230769230769234, -2.8461538461538463)","(1.9230769230769234, -2.8461538461538463)",(0.24182771095807495+0.15265359503890213j)
"(2.0769230769230775, -2.8461538461538463)","(2.0769230769230775, -2.8461538461538463)",(0.04079437364227388+0.2708926384781206j)
"(2.230769230769231, -2.8461538461538463)","(2.230769230769231, -2.8461538461538463)",(-0.1773491822176762+0.19317954324258593j)
"(2.384615384615385, -2.8461538461538463)","(2.384615384615385, -2.8461538461538463)",(-0.2506634111284663-0.02372414732918593j)
"(2.5384615384615383, -2.8461538461538463)","(2.5384615384615383, -2.8461538461538463)",(-0.12251125616463643-0.20996158819629915j)
"(2.6923076923076925, -2.8461538461538463)","(2.6923076923076925, -2.8461538461538463)",(0.1008736918686447-0.2136884308751376j)
"(2.8461538461538467, -2.8461538461538463)","(2.8461538461538467, -2.8461538461538463)",(0.22887793156603167-0.033165613938614544j)
"(3.0, -2.8461538461538463)","(3.0, -2.8461538461538463)",(0.14941500032966235+0.17179697014985362j)
"(-3.0, -2.6923076923076925)","(-3.0, -2.6923076923076925)",(0.19576895952244666-0.07227557758737051j)
"(-2.8461538461538463, -2.6923076923076925)","(-2.8461538461538463, -2.6923076923076925)",(0.08480055966179117-0.19548354461650946j)
"(-2.6923076923076925, -2.6923076923076925)","(-2.6923076923076925, -2.6923076923076925)",(-0.07884070748693031-0.20315589657529584j)
"(-2.5384615384615383, -2.6923076923076925)","(-2.5384615384615383, -2.6923076923076925)",(-0.20088558119915753-0.09752231745203184j)
"(-2.3846153846153846, -2.6923076923076925)","(-2.3846153846153846, -2.6923076923076925)",(-0.22148891604959+0.05970812820095886j)
"(-2.230769230769231, -2.6923076923076925)","(-2.230769230769231, -2.6923076923076925)",(-0.13890104767007705+0.1912303174816475j)
"(-2.0769230769230766, -2.6923076923076925)","(-2.0769230769230766, -2.6923076923076925)",(0.0030615867445396815+0.24432840934334216j)
"(-1.923076923076923, -2.6923076923076925)","(-1.923076923076923, -2.6923076923076925)",(0.14568829424748364+0.20749182545767625j)
