index,value
"(0,)",(-3.671223212976619+1.0838692076593346j)
"(1,)",(-4.860726978404191+3.2404542223544768j)
"(2,)",(-4.744140397907794-0.16063730719193398j)
"(3,)",(4.104295778833178+1.5927928603511683j)
"(4,)",(-5.52699501726989-1.6796740217140909j)
"(5,)",(5.104649351490381+3.8118263210268997j)
"(6,)",(-4.974350628053104-8.624864930162673j)
"(7,)",(0.9408189339119022+15.885482276215384j)
"(8,)",(18.573946047238284+3.7152430078232563j)
"(9,)",(9.63954907573989+13.885171501802851j)
"(10,)",(-8.713810824787974-0.5087126305863174j)
"(11,)",(5.812589286305815-4.038191473064944j)
"(12,)",(-5.835439017006578+3.8754861330762975j)
"(13,)",(4.345947631782179-2.7819602334649085j)
