index,xy,inc,scat,tot
"(-3.0, -3.0)",[-3. -3.],(0.7773494792181547+0.6290689844200426j),(0.05030673194175621+0.19791134143285682j),(0.8276562111599108+0.8269803258528994j)
"(-2.8461538461538463, -3.0)",[-2.84615385 -3.        ],(-0.10860406938749748+0.994085084946191j),(0.17625696816226374+0.111845907690071j),(0.06765289877476627+1.105930992636262j)
"(-2.6923076923076925, -3.0)",[-2.69230769 -3.        ],(-0.8948427434723873+0.4463815234245378j),(0.2110167994591291-0.03451740096222991j),(-0.6838259440132582+0.41186412246230786j)
"(-2.5384615384615383, -3.0)",[-2.53846154 -3.        ],(-0.8594811553903232-0.5111674319916275j),(0.1434214289283971-0.16620655441874496j),(-0.7160597264619262-0.6773739864103725j)
"(-2.3846153846153846, -3.0)",[-2.38461538 -3.        ],(-0.03498656293693535-0.9993877828019812j),(0.010873606625796645-0.2257325515864878j),(-0.024112956311138703-1.225120334388469j)
"(-2.230769230769231, -3.0)",[-2.23076923 -3.        ],(0.8216309578085959-0.5700197971742117j),(-0.12800597484079035-0.19506192643495768j),(0.6936249829678055-0.7650817236091694j)
"(-2.0769230769230766, -3.0)",[-2.07692308 -3.        ],(0.9238676498953127+0.38271211827810203j),(-0.22267016778404547-0.09365246746593936j),(0.7011974821112672+0.28905965081216267j)
"(-1.923076923076923, -3.0)",[-1.92307692 -3.        ],(0.17785484909783048+0.9840567324358834j),(-0.24777211325271226+0.038664898228875685j),(-0.06991726415488178+1.022721630664759j)
"(-1.7692307692307692, -3.0)",[-1.76923077 -3.        ],(-0.731455460353972+0.681889220855088j),(-0.20502662292269286+0.16130984657006844j),(-0.9364820832766649+0.8431990674251564j)
"(-1.6153846153846154, -3.0)",[-1.61538462 -3.        ],(-0.9691796141665602-0.24635518156506767j),(-0.11467601576939698+0.2463247141936149j),(-1.0838556299359572-3.046737145276368e-05j)
"(-1.4615384615384615, -3.0)",[-1.46153846 -3.        ],(-0.3170510749839535-0.9484084646667381j),(-0.0037001079477623783+0.2829351932815646j),(-0.3207511829317159-0.6654732713851735j)
"(-1.3076923076923075, -3.0)",[-1.30769231 -3.        ],(0.6261780494437382-0.7796800949074147j),(0.10388969265490479+0.2752015610639035j),(0.730067742098643-0.5044785338435113j)
"(-1.1538461538461537, -3.0)",[-1.15384615 -3.        ],(0.9944815197952718+0.10491190011474566j),(0.19237360243255064+0.23627957831353444j),(1.1868551222278225+0.3411914784282801j)
"(-1.0, -3.0)",[-1. -3.],(0.44970134126633127+0.8931789874729827j),(0.2553711182292494+0.1823940934260318j),(0.7050724594955806+1.0755730808990145j)
"(-0.8461538461538458, -3.0)",[-0.84615385 -3.        ],(-0.5079723233823321+0.8613733909737143j),(0.29394310372232785+0.12838767753801664j),(-0.21402921966000427+0.989761068511731j)
