index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.06035287157846154+0.03306621283842729j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.06345088909597693-0.016731661116147573j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.037997293260505334-0.04911268235595817j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.008189237733259743-0.059456206367511547j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(-0.016011572941526084-0.06137639033378652j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.043521469319974616-0.0636433021721608j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.08573133188546171-0.05683654363332331j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.13805237470981546-0.02078668099271257j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.17669037626284448+0.056336153775774604j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.17224870645649443+0.16468455952855263j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(-0.10818481425764426+0.2751519852478968j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.009319864147852325+0.35422039909381164j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.15500777813653346+0.3801323314930049j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.29701736690969843+0.3509798761930105j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.40955938687050075+0.2824244968365609j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.4795768236828049+0.19895240553820642j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.5062060463330802+0.12439806586304963j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.49567855727243915+0.07555101060900442j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.45540378244352847+0.05960867623890162j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.3900545994522044+0.07421866031313615j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.30093830341974376+0.10856026675714715j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.18863855213838263+0.1448682338136055j)
"(0.384615384615385, -3.0)","(0.384615384615385, -3.0)",(0.05790371114304535+0.16106069147579316j)
"(0.5384615384615388, -3.0)","(0.5384615384615388, -3.0)",(-0.07727033667913195+0.13576007180743743j)
"(0.6923076923076925, -3.0)","(0.6923076923076925, -3.0)",(-0.19143029774169748+0.05627344191049546j)
"(0.8461538461538463, -3.0)","(0.8461538461538463, -3.0)",(-0.2516378778816055-0.07215687341208718j)
"(1.0, -3.0)","(1.0, -3.0)",(-0.22918796623872073-0.2204608706568518j)
"(1.1538461538461542, -3.0)","(1.1538461538461542, -3.0)",(-0.11632506777750064-0.33934071947850103j)
"(1.3076923076923084, -3.0)","(1.3076923076923084, -3.0)",(0.06021526218705986-0.37601035824893114j)
"(1.4615384615384617, -3.0)","(1.4615384615384617, -3.0)",(0.2396964535432426-0.30039119692905164j)
"(1.6153846153846159, -3.0)","(1.6153846153846159, -3.0)",(0.3484120856061437-0.12800779772127113j)
"(1.7692307692307692, -3.0)","(1.7692307692307692, -3.0)",(0.33573180611235853+0.07709191491034059j)
"(1.9230769230769234, -3.0)","(1.9230769230769234, -3.0)",(0.2060475467579749+0.22846523165494245j)
"(2.0769230769230775, -3.0)","(2.0769230769230775, -3.0)",(0.02340636682856502+0.26320110217525716j)
"(2.230769230769231, -3.0)","(2.230769230769231, -3.0)",(-0.12119441628883712+0.18049478565979388j)
"(2.384615384615385, -3.0)","(2.384615384615385, -3.0)",(-0.16406758919345982+0.043995773568412555j)
"(2.5384615384615383, -3.0)","(2.5384615384615383, -3.0)",(-0.10860147552935108-0.059395155611897274j)
"(2.6923076923076925, -3.0)","(2.6923076923076925, -3.0)",(-0.01919659133660425-0.07862474912034033j)
"(2.8461538461538467, -3.0)","(2.8461538461538467, -3.0)",(0.029821322464274283-0.03151457572357001j)
"(3.0, -3.0)","(3.0, -3.0)",(0.01225422718218129+0.01619669059708588j)
"(-3.0, -2.8461538461538463)","(-3.0, -2.8461538461538463)",(0.07483672513324505-0.02222960522628866j)
