index,value
"(0,)",(-0.9920195774223199-1.0713792977437375j)
"(1,)",(-5.103393633634705+3.231920325774666j)
"(2,)",(-5.23239558421995+2.4416440301765907j)
"(3,)",(-0.7193944057924733+0.6054074479964779j)
"(4,)",(0.5061895405580219+0.7490385293531809j)
"(5,)",(3.0273876103049053-2.5277207755991684j)
"(6,)",(-8.033794031618616+2.221358890237793j)
"(7,)",(7.625884690698529+4.030997873545279j)
"(8,)",(-3.6241637613452893-12.037085589478025j)
"(9,)",(-6.406194490478856+10.366381258190135j)
"(10,)",(11.932754766948323+10.728522370100398j)
"(11,)",(12.811374795395288+5.22926121248385j)
"(12,)",(13.464963332260904+9.012471464768414j)
"(13,)",(-2.3827802192577208+12.52043094402578j)
"(14,)",(-7.497904242298418-10.081312155918823j)
"(15,)",(8.758359779392217-0.08430001968600953j)
"(16,)",(-7.412606733505347+5.222134796677026j)
"(17,)",(2.1907234264945634-4.242543929703697j)
"(18,)",(1.2912984265834662+1.6005310480130506j)
