index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)"
"(-0.6923076923076921, -1.6153846153846154)",(0.012528370376497235-0.008880491999800436j),(0.002814235216331119+0.015298328999989567j),(-0.011932105629788704+0.013504154106798805j),(-0.006336695296651946+0.01581612524602537j),(0.012294148250705263+0.005023019869244574j),(-0.005903950803091253-0.006882485113822449j),(0.006162786950442458+0.0027285757826068873j),(-0.010259681452422174+0.0034735503121980423j),(0.02230692486914343+0.019489993829682514j),(0.001025444962912664+0.018268528505416635j),(0.0012089227876589117-0.007107795259179053j),(-0.006010098121006665+0.004711525443508462j)
"(-0.5384615384615383, -1.6153846153846154)",(0.0022226247792472157-0.014851452941114191j),(0.011234867130354579+0.010185189055383086j),(-0.00453211862961985+0.01745356667662811j),(-0.0019681914424781893+0.01751400309119099j),(0.013489253750336626+0.004483404936529676j),(-0.005506399706005828-0.008250680430035816j),(0.005429313937580318+0.004503859869735249j),(-0.00919176059928547+0.0010950684633261943j),(0.024690546881265568+0.01214700274778267j),(0.015486730593217068+0.01581184440080142j),(-0.005659003932027651-0.00542307815880304j),(0.00014541681709400253+0.007465694549523656j)
"(-0.3846153846153846, -1.6153846153846154)",(-0.008438744624036643-0.011940210263834787j),(0.014533700999172873+0.0019535709484293637j),(0.0028222880339623013+0.01768187529048835j),(0.0016680302499863487+0.018017371501933957j),(0.014307271344920313+0.004845368270280942j),(-0.004083595271008734-0.010004623765577918j),(0.0036641508795570077+0.006548169266273943j),(-0.00787122559310112-0.0021059687411565074j),(0.022165312778700333+0.00895769746979285j),(0.02592387942220524+0.005898912576074425j),(-0.00867957984300155+0.0013649117626179633j),(0.0057632449650066265+0.0044802818986286784j)
"(-0.23076923076923084, -1.6153846153846154)",(-0.013772296398131045-0.0033638429149654347j),(0.012865183090505739-0.005661112931116786j),(0.008600991070527706+0.015389213779565838j),(0.004193376305438899+0.017940196032624818j),(0.014633000833288067+0.006268833699422073j),(-0.001267475580920107-0.011625373381322747j),(0.0004621546974805797+0.008032389379444234j),(-0.005277832103682059-0.005306746314761646j),(0.017007120353876297+0.009751345471697204j),(0.030371071325366737-0.005279335350728091j),(-0.005583944754250009+0.008583013257006231j),(0.007036068909884456-0.0013332955104427403j)
"(-0.07692307692307665, -1.6153846153846154)",(-0.012496149203809561+0.00561068592804057j),(0.008266344275792105-0.010477622222278509j),(0.01229895125667484+0.012025501298095655j),(0.005470299288287039+0.017770576544887968j),(0.014134284347381763+0.008754389256056653j),(0.003040713416208772-0.012176998685341032j),(-0.003928527059321092+0.007692416578010126j),(-0.0010071841219177612-0.007100152182494735j),(0.009996199315879297+0.011956551140512944j),(0.031187984650546473-0.012227150892707407j),(0.001754883651377692+0.012314023185930072j),(0.003935684514420448-0.0059039727021846095j)
"(0.0769230769230771, -1.6153846153846154)",(-0.0068880048901426285+0.011264685833523459j),(0.0030407134162087003-0.012176998685341054j),(0.014134284347381773+0.008754389256056658j),(0.005470299288287037+0.017770576544887968j),(0.012298951256674814+0.012025501298095672j),(0.008266344275792113-0.010477622222278478j),(-0.008111494698482387+0.00442681544928918j),(0.003935684514420536-0.005903972702184622j),(0.0017548836513776077+0.012314023185930011j),(0.03118798465054647-0.012227150892707376j),(0.0099961993158794+0.011956551140512934j),(-0.0010071841219177985-0.0071001521824946715j)
"(0.23076923076923084, -1.6153846153846154)",(-0.0002292266316830079+0.012718989168337119j),(-0.0012674755809201305-0.011625373381322733j),(0.01463300083328808+0.0062688336994220755j),(0.004193376305438908+0.017940196032624808j),(0.008600991070527695+0.015389213779565827j),(0.012865183090505746-0.00566111293111674j),(-0.009697095289031028-0.0015790626944008112j),(0.007036068909884539-0.0013332955104426837j),(-0.005583944754250007+0.008583013257006174j),(0.0303710713253667-0.0052793353507280425j),(0.01700712035387637+0.00975134547169716j),(-0.00527783210368207-0.0053067463147615625j)
"(0.384615384615385, -1.6153846153846154)",(0.005184677389532606+0.011133959258958496j),(-0.004083595271008784-0.010004623765577885j),(0.014307271344920339+0.0048453682702809244j),(0.0016680302499863277+0.01801737150193395j),(0.002822288033962286+0.017681875290488334j),(0.014533700999172863+0.0019535709484294183j),(-0.006628013726855995-0.00797172994793905j),(0.0057632449650066+0.004480281898628763j),(-0.008679579843001519+0.001364911762617928j),(0.02592387942220515+0.005898912576074526j),(0.022165312778700437+0.008957697469792808j),(-0.00787122559310109-0.0021059687411564367j)
"(0.5384615384615388, -1.6153846153846154)",(0.008591998701316826+0.008264142109774967j),(-0.005506399706005863-0.008250680430035797j),(0.013489253750336636+0.004483404936529676j),(-0.0019681914424781975+0.01751400309119098j),(-0.004532118629619848+0.017453566676628094j),(0.011234867130354525+0.010185189055383142j),(0.0007614803004087795-0.010827210921658137j),(0.0001454168170939288+0.007465694549523691j),(-0.005659003932027566-0.005423078158803067j),(0.015486730593216948+0.01581184440080144j),(0.024690546881265634+0.012147002747782635j),(-0.00919176059928544+0.0010950684633262593j)
"(0.6923076923076925, -1.6153846153846154)",(0.010303752529555815+0.005487941348622351j),(-0.005903950803091287-0.00688248511382243j),(0.012294148250705276+0.005023019869244575j),(-0.006336695296651953+0.015816125246025364j),(-0.011932105629788711+0.013504154106798779j),(0.0028142352163310594+0.015298328999989574j),(0.008664088447121342-0.00721981488048255j),(-0.006010098121006748+0.004711525443508446j),(0.0012089227876589427-0.007107795259178999j),(0.001025444962912544+0.018268528505416593j),(0.022306924869143457+0.0194899938296825j),(-0.010259681452422145+0.003473550312198109j)
"(0.8461538461538463, -1.6153846153846154)",(0.011009036511296505+0.00356029631208215j),(-0.005631345167551312-0.00607066088800339j),(0.010664087283180381+0.006201353421738281j),(-0.010699887425136336+0.012382346133407704j),(-0.016955068702030264+0.005695225124089437j),(-0.00780714240628071+0.013783445457837372j),(0.011510531634268024+0.0017136731382454515j),(-0.007469876556077995-0.0022250986871243843j),(0.006271819394709267-0.0025762140730670314j),(-0.010719419231765644+0.010923772658402248j),(0.01250352436494205+0.027277658845437668j),(-0.011992727059079921+0.004409906366005701j)
"(1.0, -1.6153846153846154)",(0.011288622968836906+0.0027965727804244497j),(-0.004912769476537031-0.0057716193295523j),(0.008458777670669526+0.007658172239379453j),(-0.01395811758606864+0.007039566658903203j),(-0.017105764333968394-0.004341890240901242j),(-0.015228093147222215+0.005008760222367201j),(0.006223008082425159+0.010183284199505638j),(-0.002364463628980042-0.007571906058896251j),(0.005157585883926935+0.003913302842867761j),(-0.012964918963458662-0.001559559107427499j),(-0.003763251411672222+0.028762868866258614j),(-0.014584345036808232+0.0030088308117021635j)
"(1.1538461538461542, -1.6153846153846154)",(0.011377767012715796+0.003329392138115713j),(-0.0038376244837803023-0.005828697349987204j),(0.005576140187679944+0.008929324529480273j),(-0.014865817850115334+0.0002949108438609514j),(-0.011213179410520639-0.013209645419656323j),(-0.014484946486015728-0.007108058948652121j),(-0.00421721405085853+0.01141870430308397j),(0.0051626888158207195-0.006174961793657849j),(-0.0008481662170007887+0.006187948071636162j),(-0.0052327070060432515-0.010106037580995335j),(-0.019572788555269324+0.018866050970673686j),(-0.016837419404180175-0.0017238637032858661j)
"(1.3076923076923084, -1.6153846153846154)",(0.011060467284394488+0.005211935896296963j),(-0.002412748899508672-0.006018059002317647j),(0.0020866856185094876+0.009476862758041722j),(-0.01250162956604175-0.006511751233158952j),(-0.000735055722786344-0.016926435776433234j),(-0.004901481340377202-0.015404526827107497j),(-0.011840805989387523+0.0035378088220988147j),(0.008061270544782607+0.0011512959198358534j),(-0.005673878781898606+0.0021499963375930186j),(0.00517488372697628-0.008687321085237482j),(-0.025034978227657333+1.787741652564497e-05j),(-0.015997369440155597-0.009625160847063968j)
"(1.4615384615384617, -1.6153846153846154)",(0.009655017095770007+0.008264352942282465j),(-0.0006392472618679785-0.006059439410914227j),(-0.0016540681760686651+0.00879601033300834j),(-0.0068702607134506-0.011426566971376438j),(0.010065534185441179-0.013089046506767385j),(0.008124338416611237-0.013938970572218375j),(-0.009890143491531812-0.007638593410242536j),(0.0031838508341352437+0.0075745121716036526j),(-0.0044470900932650536-0.003911301655411485j),(0.00913369307302122+0.00010350024103791048j),(-0.015280019166062676-0.01703294640240075j),(-0.00918840706548293-0.01776673228426636j)
"(1.6153846153846159, -1.6153846153846154)",(0.0062308563844561664+0.011698320203275202j),(0.0013962811416703628-0.005629088271656232j),(-0.0049771340621301225+0.006605695784461015j),(0.0006740928134237197-0.012576004887766204j),(0.015788302125074243-0.0028908693388527786j),(0.015788302125074257-0.0028908693388527613j),(0.0006740928134237677-0.01257600488776623j),(-0.004977134062130183+0.0066056957844609614j),(0.0013962811416704532-0.00562908827165621j),(0.003957528542415347+0.007369492300798365j),(0.003482834985955839-0.020599880405552846j),(0.0034828349859558233-0.02059988040555284j)
"(1.7692307692307692, -1.6153846153846154)",(0.00026573419220039633+0.013813802060125075j),(0.003429021541660078-0.004418314039097259j),(-0.007024302652557284+0.003070129275988672j),(0.007573204138224865-0.009165102933154918j),(0.012981673557730293+0.008601019571183886j),(0.01213565554300359+0.010313765395594794j),(0.010893798606962301-0.006442633214026658j),(-0.008238932392544121-0.0010720901675774005j),(0.005545527139465278-0.0012856499835255727j),(-0.004309720914005377+0.0064371602537532605j),(0.017147641307465798-0.008470992004243085j),(0.016596499164176073-0.01347292060246429j)
"(1.9230769230769234, -1.6153846153846154)",(-0.00734398241395926+0.012337135791854106j),(0.0049647928972204-0.002271566748722602j),(-0.007052022810881527-0.001066802256120268j),(0.010990803366760683-0.0022787075081680337j),(0.002851897170796715+0.01481527855561396j),(-0.0006349734037620808+0.01575635423653782j),(0.011348967366625743+0.005674433194747636j),(-0.003071005465799178-0.007744520299773286j),(0.0035743377443172497+0.004306784025877845j),(-0.0071931032978720935-0.0008247338664625584j),(0.015250500374650304+0.008762953282322041j),(0.021412849583644585+0.0022079627320986377j)
"(2.0769230769230775, -1.6153846153846154)",(-0.013663309329826208+0.0058203997949727825j),(0.005352618793593412+0.0006093228231248119j),(-0.004842046590282354-0.004579598625258624j),(0.00927011350050235+0.005147643708102317j),(-0.008626089687261005+0.011783500325252895j),(-0.012821399400407751+0.008863262980535757j),(0.0012237822299983356+0.012636173112962163j),(0.005338653849918568-0.006408992611883773j),(-0.002237516984185752+0.005034566578241663j),(-0.002352348146644453-0.006399459316223493j),(0.0006601713161680877+0.01624856686594246j),(0.01264005722937107+0.017293993973322357j)
"(2.230769230769231, -1.6153846153846154)",(-0.014631105988920031-0.004414205170906791j),(0.004059046881413294+0.003503883622460997j),(-0.0010237979798515024-0.006172736732508578j),(0.0031545189306181696+0.009517855953977054j),(-0.01406662567131284+0.001306222590393228j),(-0.014515202107689905-0.005100821164034031j),(-0.010131037329611034+0.007626549693878364j),(0.008169226659985165+0.0016811038535093853j),(-0.005424600348587119+0.00020270614077407911j),(0.004448574491822309-0.004685268413456908j),(-0.012643104397361113+0.008288920277694227j),(-0.005208407687128641+0.02048143637158646j)
"(2.384615384615385, -1.6153846153846154)",(-0.007865848516869757-0.013523150285130889j),(0.0011107260337225736+0.005257081967289741j),(0.0029457035042044282-0.005115302011284243j),(-0.004160083520377491+0.008534705173640206j),(-0.009754194078158685-0.00956718360184291j),(-0.004114080889760678-0.014601846674582333j),(-0.011713197437407091-0.0047735013929564125j),(0.002320927073102044+0.008000443873735778j),(-0.002515415886269312-0.004724575525988178j),(0.005867663590568057+0.0018556323023545195j),(-0.012605169349733977-0.006383247641342696j),(-0.01904272498376708+0.008176850611100966j)
"(2.5384615384615383, -1.6153846153846154)",(0.004270176311840734-0.015354040375877164j),(-0.002542278625761503+0.0047754892185375404j),(0.00529949304432492-0.0017961095788537104j),(-0.008557264599703799+0.002802989517965079j),(0.0012308484889560075-0.01315645249537681j),(0.009600539811741174-0.011454802110689681j),(-0.0017886311863593185-0.012474034584483594j),(-0.006013032254507857+0.005739211341295472j),(0.003123210728224927-0.004258091471642022j),(0.0008342471033208006+0.0058282810457980375j),(-0.0005102820288102314-0.013260951881520568j),(-0.017352541663511356-0.010417529694101866j)
"(2.6923076923076925, -1.6153846153846154)",(0.014474212716770992-0.007193549573960936j),(-0.005148460499669692+0.0018317899478520847j),(0.004851923605677876+0.0022045658674896425j),(-0.007470610062538364-0.004168208816770748j),(0.010755130876274204-0.006907291929585308j),(0.014624287674949521+0.0016387045740277406j),(0.00988063146369898-0.00772603395672j),(-0.007830200101056612-0.002715834932764783j),(0.0051216463696022235+0.000968466563922592j),(-0.0047080758117185725+0.0031303605956360695j),(0.010779061156620175-0.006371159922583559j),(-0.0011550865063392106-0.01967960177040055j)
"(2.8461538461538467, -1.6153846153846154)",(0.014966623250345932+0.006530911214951124j),(-0.005013159489823996-0.002335113878436312j),(0.0018059998393500497+0.004767821392967403j),(-0.0017277145689681556-0.00795684234594013j),(0.011608926451347456+0.004268742948483703j),(0.006467419523276475+0.012958344038366062j),(0.011521426083944476+0.004780717783846984j),(-0.0011245095846361684-0.008180838698009013j),(0.0013065701639701293+0.004978509580221464j),(-0.00466409986269646-0.002812449825203093j),(0.01010477207177734+0.006214328321569069j),(0.015414462680918185-0.011396645095976881j)
"(3.0, -1.6153846153846154)",(0.004181397629928495+0.0159017498705223j),(-0.0017794230706841452-0.005311952619788662j),(-0.0021155537534726684+0.004417599562134966j),(0.004728768461262774-0.006158092937607992j),(0.003309054670062192+0.011508368367959506j),(-0.0073718793673188746+0.01219342159447301j),(0.0014087681312151942+0.012316948428660024j),(0.006772193639791984-0.004664470602607425j),(-0.003895105890580004+0.0032679576316893173j),(0.0005456278465867742-0.005232750780165288j),(-0.0008327116129606861+0.011250030887133684j),(0.01733671864820667+0.006807507000717948j)
"(-3.0, -1.4615384615384615)",(0.007182957328321345+0.014350727876360825j),(-9.743349877914277e-05+0.014331785493753975j),(0.009423663078022983+0.007084076743762045j),(-0.0006188710352242007-0.007538663743917882j),(0.0016912778885929858+0.0045558995120572095j),(-0.005314660721906393-0.0025981402414722863j),(0.009990753521463698+0.008653558026720099j),(0.018574641689932937-0.002493320137801358j),(0.002704537509159591+0.01030956951196896j),(-0.0005232700307336474-0.005082374614859042j),(-0.003220103348779054+0.004224008588057206j),(0.0052835690581188935-0.006857219010228266j)
"(-2.8461538461538463, -1.4615384615384615)",(0.01619421556986021+0.00046579675942981166j),(0.012412931414688435+0.007669357730720448j),(0.011596962764651995-0.0037658893029834228j),(-0.006561522270115045-0.004465978109049568j),(0.004686743211900339+0.0018790301920476185j),(-0.005395102493284533+0.0022153784489123613j),(0.012728007448546673-0.0029063157553948175j),(0.007499720006395888-0.017866882951911845j),(0.01096656380329089+0.002230381936961087j),(-0.004999302176769677-0.0016819817651371014j),(0.0025210729405619144+0.004756194633932454j),(-0.0038648353949984737-0.0078089246978864j)
"(-2.6923076923076925, -1.4615384615384615)",(0.008227185214514838-0.01412912664629401j),(0.01330045470338299-0.00661077300461459j),(0.003879016720054729-0.012008265121725698j),(-0.00803537525274917+0.0022580841403283336j),(0.004796600555888945-0.0021822402084941987j),(-0.0020765914003698324+0.0053630336272935284j),(0.0053951381196010815-0.01164279529144956j),(-0.011761817899686621-0.01622027437557996j),(0.007265203114437178-0.009293310514842857j),(-0.0037325669548401966+0.003982680793665661j),(0.005449530404656358-0.00029486363411977104j),(-0.008766170816810508+1.6136640344379693e-05j)
"(-2.5384615384615383, -1.4615384615384615)",(-0.008460198463836164-0.014158084806327749j),(0.0015876874946810493-0.01503163954285934j),(-0.007552890125127821-0.01066416274116939j),(-0.0038021708133507636+0.00793179238089106j),(0.00196680702539536-0.005164173492703138j),(0.002238757528714708+0.005216990156162502j),(-0.005431645068282915-0.011300343457564498j),(-0.020664911861353077+0.0013112546587973394j),(-0.005290905839816079-0.011312721526908848j),(0.002141811054493734+0.005243443381585267j),(0.0020570760509362024-0.005138597845204421j),(-0.003907941308037848+0.007901796618371674j)
"(-2.3846153846153846, -1.4615384615384615)",(-0.01662294413593852+0.0004431234833285262j),(-0.0119243460526226-0.009707504607177876j),(-0.013526055749480084-0.0005838423844099803j),(0.003436088832492525+0.008630013334514427j),(-0.0021867249691251657-0.0053986273275417685j),(0.005100102955738573+0.002353841279239905j),(-0.011702995308828883-0.003321675943256185j),(-0.010661291083898359+0.018520483312811916j),(-0.013277485324011962-0.0005426862407041842j),(0.00589058888456253+0.0002601957114676391j),(-0.0038423709829062723-0.004095805702138881j),(0.005337296845989677+0.007071271356663356j)
"(-2.230769230769231, -1.4615384615384615)",(-0.007932824534639227+0.014757236161203932j),(-0.014949309549006211+0.004570075708074605j),(-0.00926788265266557+0.010533365295953096j),(0.009081846988283796+0.003758138894583246j),(-0.005499091530663287-0.002803922896616787j),(0.005401418182689203-0.001400409716409081j),(-0.010118445982931929+0.005890624415012499j),(0.009301280086049605+0.01993267369119187j),(-0.007186059952221131+0.012270565439304668j),(0.0028368222235586227-0.005469678279716699j),(-0.0054202621282216056+0.0017662008288850534j),(0.008757734969163003-0.0015690794969797407j)
"(-2.0769230769230766, -1.4615384615384615)",(0.008798271944917356+0.01438988891470669j),(-0.004819797779902801+0.015130455316656598j),(0.0021689503841597125+0.014377434036719212j),(0.009682481121668158-0.0038458324586843665j),(-0.006439904515554095+0.001339587333297495j),(0.0035217695546813474-0.004324571127862145j),(-0.003196005838389767+0.010698206484673354j),(0.022057427731614936+0.004635013355069366j),(0.007855992859899203+0.013145573835459924j),(-0.003940335888672198-0.005129352547942304j),(-0.0007260670242646265+0.005744187336103656j),(0.0026117214305061923-0.008536506841799962j)
"(-1.923076923076923, -1.4615384615384615)",(0.016961056679212133-0.00016912011223099016j),(0.00964185202647067+0.012909879700213341j),(0.012658305073121616+0.008167905204224467j),(0.00485356209561926-0.009937677256658043j),(-0.0047037375331604675+0.005248850222391471j),(0.0006041134379324476-0.0055898351443019936j),(0.00413212924898677+0.009698914201110723j),(0.01781763951504016-0.01443748505310106j),(0.016607213122310317-0.00031842342241777483j),(-0.006671872489832031+0.001449365316758649j),(0.004956738367538139+0.0031708068362070597j),(-0.006381486406588905-0.006271530248051135j)
"(-1.7692307692307692, -1.4615384615384615)",(0.008761323064894749-0.01461070180052678j),(0.016326282317235197-4.678817273111892e-05j),(0.015116538914052334-0.003847910846241275j),(-0.0028938995736638965-0.011391123387133535j),(-0.0010695378029936089+0.00751614254641625j),(-0.002258024145202518-0.005268147771588479j),(0.008417889635181546+0.0051254107244177016j),(0.001145830834631661-0.023057013802742537j),(0.009061430263269-0.015732501662215508j),(-0.001669923901554527+0.0070610882586419395j),(0.0050856010685690275-0.003154804312629297j),(-0.008534901458211216+0.002713578698232477j)
"(-1.6153846153846154, -1.4615384615384615)",(-0.0077013921107511474-0.015250196641237772j),(0.010065534185441176-0.013089046506767413j),(0.0081243384166112-0.013938970572218394j),(-0.009890143491531842-0.007638593410242501j),(0.003183850834135269+0.0075745121716036265j),(-0.0044470900932650605-0.003911301655411469j),(0.009133693073021205+0.00010350024103791507j),(-0.015280019166062687-0.017032946402400734j),(-0.00918840706548297-0.01776673228426634j),(0.006022002972597075+0.004920485009840195j),(-0.00063924726186796-0.006059439410914251j),(-0.0016540681760686322+0.008796010333008303j)
"(-1.4615384615384615, -1.4615384615384615)",(-0.01699751816458377-0.001877249839181179j),(-0.003873343634959781-0.016203424739007304j),(-0.003873343634959777-0.016203424739007297j),(-0.01327661848812948-0.000474597564385565j),(0.006895131553611358+0.005670534281765514j),(-0.005836493396086052-0.0021268758821266468j),(0.007679460539509506-0.0034634330688037033j),(-0.02200205771535461-0.002930738727919191j),(-0.022002057715354666-0.0029307387279191442j),(0.007679460539509497-0.003463433068803803j),(-0.005836493396086076-0.002126875882126634j),(0.006895131553611355+0.005670534281765508j)
"(-1.3076923076923075, -1.4615384615384615)",(-0.011059598046296838+0.01301420571028716j),(-0.014936130005820471-0.00760301233029422j),(-0.014082160068204447-0.009812048811552855j),(-0.012102725758721091+0.007252435144922177j),(0.00939245671746313+0.002527568042546142j),(-0.006605975955867064-0.00035778095004118155j),(0.005732806682219454-0.005268067574960614j),(-0.018529774759260077+0.009712489518986978j),(-0.017647253001385615+0.017351030241604788j),(0.0004748722297715065-0.009239683621335005j),(-0.0045933782477243865+0.004377769497399235j),(0.00828285516568413-0.0032130092526450158j)
"(-1.1538461538461537, -1.4615384615384615)",(0.004254761937148711+0.01647019771875136j),(-0.015683216856391718+0.006019847955957503j),(-0.017569953141485125+0.0014212878876833257j),(-0.007243962965007736+0.013083187363480353j),(0.01055926275217951-0.001045668880122101j),(-0.007052164601770796+0.0011449727761184156j),(0.00432634988630837-0.005862862535959727j),(-0.010551026302412394+0.015831255117949878j),(0.001285661635298688+0.027535990280042624j),(-0.008842016299509889-0.005364412832211952j),(0.0018876797355409335+0.00622000328315283j),(0.0013559544658357278-0.008712323166461491j)
"(-1.0, -1.4615384615384615)",(0.015666138603066183+0.006310810372509553j),(-0.006502583235838551+0.015450062235205455j),(-0.013462596654742916+0.011995381630248108j),(-0.0005490780330735483+0.015791389067501122j),(0.010690904239582242-0.004423291531418045j),(-0.007471161765287227+0.0022490361032880143j),(0.0038128398292042814-0.0058564582796043485j),(-0.003808650612475601+0.016178406467863615j),(0.02169808588625433+0.021208413061800477j),(-0.010362516547710757+0.005701074880045527j),(0.006578716124795446+0.001201807958215174j),(-0.006710831595759746-0.005572496048415975j)
"(-0.8461538461538458, -1.4615384615384615)",(0.014443994383421015-0.00839554688318011j),(0.006050506618580675+0.015496980302062733j),(-0.0043996552495935305+0.017817175844944456j),(0.006131845929717985+0.015449068753167405j),(0.010284104996978917-0.007252626252098661j),(-0.008098813188001429+0.002842609875182344j),(0.004189147150815409-0.005521554888489432j),(-0.0007021017193869246+0.013978038979133241j),(0.03211536939884005+0.004511629306135507j),(-0.0008864745580150861+0.013890033972632155j),(0.004288042222139156-0.0054410946200671596j),(-0.008155304527165012+0.0027235083622648114j)
"(-0.6923076923076921, -1.4615384615384615)",(0.0026942184953992424-0.01623349475356537j),(0.014643199558065315+0.007394733577420591j),(0.005633288011837431+0.01768995086936909j),(0.011571941293690595+0.012973706637434477j),(0.009861792514627855-0.00940278417588245j),(-0.00906085947106207+0.0027515993905474117j),(0.005311006147551244-0.004739445229224964j),(-0.0008529936410274102+0.011520814766863445j),(0.030882323316800058-0.011298489734227625j),(0.012947319074537266+0.01090786722862347j),(-0.0028312391992214156-0.006681199896659469j),(-0.002117289043078574+0.00817140338302749j)
"(-0.5384615384615383, -1.4615384615384615)",(-0.01015437214979783-0.012533657071204237j),(0.01567085548302207-0.0034846340165885213j),(0.013424554031540751+0.012939111734559283j),(0.015322045846326864+0.009551556846817516j),(0.009867215031183525-0.010840617306001275j),(-0.010291451120395012+0.0017042444310204415j),(0.006848982011155413-0.0031053101160686304j),(-0.0029862897548364967+0.009170003915360813j),(0.02427971775873842-0.019041337150578753j),(0.021058080719513792-0.0026628927459731305j),(-0.007679613527992952-0.000964757658612513j),(0.005422405360121445+0.006223222380165074j)
"(-0.3846153846153846, -1.4615384615384615)",(-0.015674761121300885-0.001328241826990306j),(0.0102140756136013-0.011756418301155284j),(0.017563240191974326+0.0060299391590044405j),(0.017527848990227822+0.006217883709380153j),(0.010605897446301001-0.01149656766356111j),(-0.011414537410645883-0.0006058681335849389j),(0.0080807427504855-0.0001914699809332312j),(-0.005776685092484042+0.006123953064223448j),(0.01898480665536766-0.01827364000328471j),(0.018854958903194215-0.01914863819477407j),(-0.005396543066811388+0.0065717429916491345j),(0.00801522830842839-0.0006913675460770544j)
"(-0.23076923076923084, -1.4615384615384615)",(-0.01192002191434415+0.009527600368835317j),(0.0019995602169787705-0.014826482929526024j),(0.01830585307674361-0.0007699806782038002j),(0.018620218166272105+0.0036808124320074696j),(0.01219010007127289-0.011167326346614678j),(-0.01165477614924164-0.0042993104640480775j),(0.007805434674868737+0.003943207422892754j),(-0.007624078664079366+0.0016574397674477708j),(0.016860109137624854-0.011916148000998727j),(0.01018237483209856-0.031268730025785826j),(0.00250201758448245+0.00945320976063429j),(0.004305896894726879-0.006544765817076378j)
"(-0.07692307692307665, -1.4615384615384615)",(-0.0028037972862625495+0.014459962762115799j),(-0.0053510472785904175-0.013173840118889044j),(0.016826777823366428-0.00609047704056859j),(0.019036146292902994+0.0023316236145501643j),(0.014450922425884987-0.009497988206599665j),(-0.00993620365927675-0.008937200398530699j),(0.004785490667213649+0.008144562274612915j),(-0.006676188038723917-0.0036533096578858664j),(0.015247407122727144-0.0029705050491602644j),(0.0029712508295630883-0.03683940004248877j),(0.010646023523908789+0.005445044925662775j),(-0.0020750672862067973-0.007377365943342401j)
"(0.0769230769230771, -1.4615384615384615)",(0.006176530608813219+0.012742901659967158j),(-0.009936203659276782-0.008937200398530668j),(0.014450922425885002-0.00949798820659966j),(0.019036146292902997+0.002331623614550164j),(0.016826777823366414-0.0060904770405685845j),(-0.005351047278590375-0.013173840118889044j),(-0.0011303844085668205+0.010074854726178478j),(-0.0020750672862067383-0.007377365943342464j),(0.010646023523908693+0.0054450449256628125j),(0.0029712508295631113-0.036839400042488736j),(0.0152474071227272-0.0029705050491603516j),(-0.006676188038723918-0.0036533096578857593j)
"(0.23076923076923084, -1.4615384615384615)",(0.011600262186881108+0.007073703941129755j),(-0.011654776149241665-0.004299310464048052j),(0.012190100071272915-0.011167326346614678j),(0.018620218166272105+0.003680812432007468j),(0.018305853076743598-0.0007699806782038198j),(0.0019995602169788017-0.01482648292952603j),(-0.007862518484819768+0.0073803357035649424j),(0.004305896894726962-0.006544765817076376j),(0.002502017584482394+0.009453209760634245j),(0.010182374832098592-0.031268730025785764j),(0.01686010913762485-0.011916148000998824j),(-0.007624078664079308+0.0016574397674478387j)
"(0.384615384615385, -1.4615384615384615)",(0.01302875651880258+0.0007300408819352474j),(-0.011414537410645872-0.0006058681335848918j),(0.010605897446301029-0.011496567663561112j),(0.01752784899022782+0.0062178837093801505j),(0.01756324019197431+0.006029939159004458j),(0.010214075613601315-0.011756418301155253j),(-0.011360376940887557-6.340956125986454e-05j),(0.00801522830842846-0.0006913675460769707j),(-0.005396543066811401+0.00657174299164907j),(0.018854958903194233-0.019148638194773943j),(0.018984806655367652-0.018273640003284842j),(-0.005776685092483955+0.006123953064223465j)
"(0.5384615384615388, -1.4615384615384615)",(0.01185018168748804-0.004271651226052552j),(-0.010291451120394996+0.0017042444310204842j),(0.009867215031183553-0.010840617306001278j),(0.015322045846326864+0.009551556846817516j),(0.013424554031540756+0.012939111734559255j),(0.015670855483022075-0.0034846340165884627j),(-0.008162083981472765-0.008600772360769927j),(0.005422405360121413+0.006223222380165167j),(-0.007679613527992881-0.0009647576586125605j),(0.021058080719513737-0.002662892745972985j),(0.02427971775873842-0.01904133715057883j),(-0.0029862897548363957+0.009170003915360816j)
"(0.6923076923076925, -1.4615384615384615)",(0.00978394718929151-0.007420659048747296j),(-0.009060859471062062+0.0027515993905474364j),(0.009861792514627859-0.00940278417588246j),(0.011571941293690595+0.012973706637434485j),(0.005633288011837414+0.01768995086936908j),(0.014643199558065279+0.007394733577420664j),(0.0010642330359292575-0.012224582967696558j),(-0.0021172890430786713+0.008171403383027524j),(-0.0028312391992213544-0.006681199896659459j),(0.01294731907453714+0.010907867228623505j),(0.03088232331680008-0.011298489734227654j),(-0.0008529936410273173+0.011520814766863442j)
