index,value
"(0,)",(0.38234629958339994+1.1308309702622508j)
"(1,)",(-1.3959764856126233+2.0391911372696043j)
"(2,)",(-4.555613742164598+2.9994373238348455j)
"(3,)",(-5.95429995610503+3.2229663446606587j)
"(4,)",(-5.727351145255211+3.0893904717305984j)
"(5,)",(-3.7579922726385284+2.7827264128935862j)
"(6,)",(-0.8696818368083923+1.7293368061663885j)
"(7,)",(1.3861892958936501+0.26524022690027693j)
"(8,)",(2.2180736114134114-0.2808897844889229j)
"(9,)",(2.7283544684598615+0.3939659916608945j)
"(10,)",(3.305698685416478-0.10558964718816477j)
"(11,)",(0.9025853991959907-2.621628295780791j)
"(12,)",(-5.202276799115717-2.196299145360912j)
"(13,)",(-7.446171476515482+3.8521428141114917j)
"(14,)",(-0.524481751220252+7.146806264729585j)
"(15,)",(6.778995351121167+0.227803768789403j)
"(16,)",(4.01846164331924-9.070195150594982j)
"(17,)",(-4.488108201481728-8.855404650904344j)
"(18,)",(-7.746290859359414+0.04454145696256173j)
"(19,)",(-3.2767647846978267+8.474642470561154j)
"(20,)",(3.593350908852126+11.41943318786549j)
"(21,)",(8.281035629522664+10.222577425207682j)
"(22,)",(10.123673738077732+8.002160601614559j)
"(23,)",(10.473474479986379+6.6961387829707455j)
"(24,)",(10.393289104801966+6.949052752259448j)
"(25,)",(9.662111816448888+8.658167665970563j)
"(26,)",(6.958210229553166+10.830672858740108j)
"(27,)",(1.301818786479454+11.024986910514073j)
"(28,)",(-5.413904919105329+6.204002030355008j)
"(29,)",(-7.642120805618488-3.271523314386916j)
"(30,)",(-1.7307401347299876-10.15599596295497j)
"(31,)",(6.176355713201326-6.530371053659603j)
"(32,)",(5.236307926090081+3.5479772804279595j)
"(33,)",(-3.5457518055938797+7.100417582009347j)
"(34,)",(-7.73120580569997+1.5090461706768075j)
"(35,)",(-3.166047629740399-3.0893944594047253j)
"(36,)",(2.1242872019423165-1.8412949157561176j)
"(37,)",(3.188304575168727+0.3866635569480864j)
"(38,)",(2.441351698168855+0.17593536406307653j)
"(39,)",(2.4110635953075983-0.4659932515173356j)
