index,value
"(0,)",(1.1271722143012726+2.4305126047594166j)
"(1,)",(0.6664203475377521+0.5786698013663893j)
"(2,)",(-2.2473365987264837+2.419881024907887j)
"(3,)",(-3.2624676304252738+3.1160113845171966j)
"(4,)",(-5.114772831148459+3.189092794399229j)
"(5,)",(-5.968387304886936+3.5821228136427075j)
"(6,)",(-6.179870501931885+3.4489487879319256j)
"(7,)",(-5.832738061651282+3.4139475785031856j)
"(8,)",(-4.721330018330583+3.2092620226004342j)
"(9,)",(-3.1659159901741756+2.7863328946001444j)
"(10,)",(-1.302511720901117+2.143699708881497j)
"(11,)",(0.5140773157266303+1.2615495867217565j)
"(12,)",(1.9486902204348657+0.35731613774322923j)
"(13,)",(2.8348141431438183-0.30045730207246213j)
"(14,)",(3.2287197658146494-0.48097686301911735j)
"(15,)",(3.4030358143328483-0.20859186717343037j)
"(16,)",(3.5777213019646052+0.13608423094435462j)
"(17,)",(3.63214388230853+0.007594491005615822j)
"(18,)",(3.0283462030716315-0.8799165428095543j)
"(19,)",(1.1509348650145106-2.1423549298908755j)
"(20,)",(-2.051298136766266-2.7546093446548383j)
"(21,)",(-5.619072147320573-1.6880866348053747j)
"(22,)",(-7.838007319370028+1.1871463953961174j)
"(23,)",(-7.2333477665674915+4.6509778327924165j)
"(24,)",(-3.67335903722559+6.651947465741075j)
"(25,)",(1.2897408785843583+5.578065079489981j)
"(26,)",(5.210242477116763+1.398096618086071j)
"(27,)",(6.1714024339747-4.179335701340473j)
"(28,)",(3.856205429318721-8.648409934804999j)
"(29,)",(-0.41064553177336993-10.069185267328116j)
"(30,)",(-4.545599727609765-7.958768119726192j)
"(31,)",(-6.829342214708609-3.2743299002671478j)
"(32,)",(-6.592553787550317+2.2967751996524957j)
"(33,)",(-4.225834745186083+7.184645885490666j)
"(34,)",(-0.7213027386323647+10.469628334970789j)
"(35,)",(2.8781783421122107+11.97235238397101j)
"(36,)",(5.847729619111114+12.038164885337526j)
"(37,)",(7.891020076132393+11.233439248257302j)
"(38,)",(9.060267160724838+10.108788408166566j)
"(39,)",(9.596184745554549+9.080779406348949j)
"(40,)",(9.772334288813969+8.410126921294287j)
"(41,)",(9.783344638347113+8.227639581826253j)
"(42,)",(9.684040689888242+8.564566158784208j)
"(43,)",(9.374605249991088+9.361763252842353j)
"(44,)",(8.629541706901756+10.451422887603448j)
"(45,)",(7.174611532335904+11.524040353113j)
"(46,)",(4.814816571837693+12.112618779758925j)
"(47,)",(1.597884071152981+11.641589712662412j)
"(48,)",(-2.040879896014413+9.584801318465901j)
"(49,)",(-5.249721198839392+5.735493333398057j)
"(50,)",(-6.954293988100244+0.5032251161823433j)
"(51,)",(-6.304585749957694-4.948130351928603j)
"(52,)",(-3.2334102668055236-8.931350754281492j)
"(53,)",(1.201168928522765-9.904979009657904j)
"(54,)",(5.048038520386384-7.337819976702051j)
"(55,)",(6.345408373345412-2.24105931936622j)
"(56,)",(4.253292070834528+3.1182434821960783j)
"(57,)",(-0.31150285939544187+6.353941064237187j)
"(58,)",(-5.102121892431326+6.2804702722390395j)
"(59,)",(-7.811504384601765+3.5313715635035368j)
"(60,)",(-7.4191055102643055+0.04111033516924856j)
"(61,)",(-4.596676834182243-2.3263989775464893j)
"(62,)",(-0.9861736823945364-2.7508515480793507j)
"(63,)",(1.7747516117209088-1.7604619546745548j)
"(64,)",(3.2400105603993694-0.5730022017491461j)
"(65,)",(3.596371449364878+0.23020603502787362j)
"(66,)",(3.3852219732544757-0.0330361341947496j)
"(67,)",(3.710122792945489-0.3264506559005651j)
"(68,)",(2.879850129673009-0.3216581675917294j)
"(69,)",(3.0210696435898896-1.2612295882956812j)
