index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)"
"(0.384615384615385, -2.0769230769230766)",(-0.0033197488680205027-0.010834490518109134j),(0.004760320516769857+0.00805778887657091j),(-0.011726056985094288-0.0016223633107213787j),(-0.000883713247344722-0.013922778753147324j),(0.004917885203748536-0.013827674648361248j),(-0.0033071766068731635-0.01323445422875565j),(-0.011116262426381623+0.0024088249057500296j),(0.007674687465444519+0.004615656295910577j),(-0.006093091036930743-0.00448851804020891j),(0.007995144307627619+0.003930131589185833j),(-0.009912337301646904-0.013061797606197795j),(-0.023359269696577215-0.0006702797474224519j),(-0.003755501676908539-0.013968092593695768j),(0.0041026080420715405+0.007239933286858321j)
"(0.5384615384615388, -2.0769230769230766)",(-0.00619418639225945-0.009315021380644422j),(0.005908073930083698+0.006680577029876786j),(-0.011310644064020733-0.0009076505557848659j),(0.00041873976436028546-0.013597244186787141j),(0.008167421156337585-0.012102791902495509j),(0.0022033476212173575-0.013647722381895983j),(-0.011046953459597239-0.0037827753899678947j),(0.0033399748736937527+0.008575642046476357j),(-0.00150543637957397-0.007435617201525016j),(0.0030918713296816587+0.007758443558835891j),(-0.0012259701609766938-0.014601107943178836j),(-0.022254890372750927-0.006213434082658968j),(-0.005573368926030959-0.014996624021695769j),(0.006307220509209782+0.006096022164181078j)
"(0.6923076923076925, -2.0769230769230766)",(-0.007936924534501972-0.007741892044359787j),(0.006359168555298906+0.005627311156197151j),(-0.010798552886011734-0.0009206535259621889j),(0.002400200925275026-0.012987459582928632j),(0.01131953967592636-0.008996003289806154j),(0.008044506231475757-0.01138952777202315j),(-0.007231055082842762-0.009493564857933096j),(-0.003063865120828732+0.008918445828432585j),(0.004190226726656468-0.006369375865492157j),(-0.003199181133115821+0.007245211498514957j),(0.007188264298532687-0.010992388798580784j),(-0.017784978971864946-0.013371306802666435j),(-0.005388125178675506-0.016594833433279346j),(0.0077754022316658235+0.005185298330156538j)
"(0.8461538461538463, -2.0769230769230766)",(-0.008830404002573893-0.006630317106467966j),(0.006332466350803597+0.0050336022913210965j),(-0.010202403778316552-0.0015663062414291123j),(0.00487232544483122-0.011807148466304348j),(0.013559796083353306-0.00440667294345614j),(0.012585370623353211-0.006139506039091006j),(-0.00021781953388466245-0.012142991060974797j),(-0.008464637405843014+0.004598290015644334j),(0.0075633065470728554-0.0012807119997501881j),(-0.007221526547979314+0.002315498101080609j),(0.01149539513801138-0.0029037305018151847j),(-0.00889973163353951-0.019021932436176003j),(-0.002632529203999763-0.018482427704328428j),(0.00870655454447527+0.004981271094693544j)
"(1.0, -2.0769230769230766)",(-0.00912593276149426-0.006241417255804122j),(0.005960450825407676+0.004907339021959032j),(-0.00942526009742995-0.002723484031125542j),(0.00750133738312767-0.00976265979787568j),(0.013946497327443477+0.001293877937790473j),(0.013946405893582222+0.0012914517395193961j),(0.0074959496268200854-0.009765822469148188j),(-0.009426624285197376-0.002715720986200784j),(0.005965114071997174+0.004900881057617395j),(-0.006140112350092866-0.003982074259953744j),(0.009130119895833708+0.005768548583213809j),(0.0029753745798421875-0.019331745308783035j),(0.0029818664116876706-0.019327972383329457j),(0.009122895870311464+0.005775851041823864j)
"(1.1538461538461542, -2.0769230769230766)",(-0.008914220476714096-0.006661791674539281j),(0.005277243008942732+0.005176352492843286j),(-0.008301039147586406-0.004224755091540211j),(0.009777483636010583-0.006668099644382718j),(0.011718100363187047+0.007124016781562471j),(0.010855090957523201+0.008775808700771265j),(0.012168095839103487-0.0025586053404507737j),(-0.0045994980528382785-0.008835126540590996j),(-1.8493576584764773e-05+0.007767057496071995j),(-0.0005391713247338574-0.007084980734536045j),(0.0014081370231881793+0.009830457429666609j),(0.013349295705436134-0.012201083275087551j),(0.010635575589367665-0.017013598496988407j),(0.008723029111449976+0.007653088517087059j)
"(1.3076923076923084, -2.0769230769230766)",(-0.008081520101724516-0.007833816497915957j),(0.004240391407661173+0.005704289870400045j),(-0.006651013155453017-0.0058233922357565195j),(0.011052628516064176-0.002590289397824368j),(0.006725954192959924+0.011577008748764364j),(0.0036304249109850827+0.01338385131445346j),(0.010769402226087053+0.0063805689473088525j),(0.0035451814735462605-0.009441850102240162j),(-0.006183576100152936+0.0047686025915365466j),(0.0053055636335887675-0.004460126365910588j),(-0.006392081711752951+0.006637470029827312j),(0.0166782368119355+0.00017689274444553546j),(0.01765838521718905-0.009821447452735058j),(0.006893440596029785+0.010311621804335994j)
"(1.4615384615384617, -2.0769230769230766)",(-0.006341807117752368-0.009506825830223133j),(0.0027765834129412515+0.006282655843905112j),(-0.004361926971500177-0.007171978571851525j),(0.010682706301129706+0.0020215736943529072j),(-0.00018093660809201641+0.013039809975274081j),(-0.005311303822928413+0.012670523223241002j),(0.0032721117474066503+0.012131542338926143j),(0.009580126962288747-0.0034597475117370603j),(-0.007543551425532725-0.002148074385216012j),(0.006535334835190643+0.001825117407429476j),(-0.008536912591493487-0.0012040236519676596j),(0.010469442981547667+0.011284929877927844j),(0.019967557474153935+0.0016732227374857262j),(0.0029968695613625342+0.012804059717374187j)
"(1.6153846153846159, -2.0769230769230766)",(-0.003370890614036415-0.011136412795023844j),(0.0008509716577071813+0.006620225272813843j),(-0.0014813564079590525-0.007841832002619762j),(0.008276895658683114+0.0063012412252803195j),(-0.007089792248756206+0.010510069063733942j),(-0.012051294990529617+0.0062570359197498095j),(-0.006432922195337379+0.010811260433027879j),(0.00879376870376773+0.005291540439205447j),(-0.0026174509452725385-0.007422393220851305j),(0.0020134931088210384+0.006349010972934749j),(-0.0035883832058172574-0.007289538579700108j),(-0.0016330237883792995+0.014152216904831058j),(0.014368911907369244+0.013380701583826312j),(-0.0029939842079705794+0.01347929721932025j)
"(1.7692307692307692, -2.0769230769230766)",(0.0009241996796932649-0.01182869143374688j),(-0.0014427586098853034+0.006361021649432769j),(0.0016950270207948914-0.0074094960140828215j),(0.003988669640514046+0.009113687889111812j),(-0.011513452099505444+0.004345388495910977j),(-0.01298814428289224-0.0032715450769720492j),(-0.012295225582667282+0.002602001258197928j),(0.00123534205158518+0.01024533982364328j),(0.004666790249230888-0.0063610861011162536j),(-0.004227012634991971+0.005005556786426149j),(0.003958112729129194-0.006610918173047929j),(-0.011273885858666849+0.006934382641894041j),(0.0017222585886546022+0.0189937693736505j),(-0.009751118361500645+0.01053258378696995j)
"(1.9230769230769234, -2.0769230769230766)",(0.006038233191111978-0.010489407495398909j),(-0.0037937192953446395+0.005165026579505433j),(0.004594025136283488-0.005616285845143436j),(-0.0012928154540680849+0.009425393866942496j),(-0.011433893615984963-0.0034117761665126596j),(-0.007118048887923696-0.011103622907634015j),(-0.010050372534004282-0.007483383907593362j),(-0.00748620199284281+0.0071573783184938206j),(0.007890845930002183+0.00039244378191701597j),(-0.006378558891763173-0.0009863416149912814j),(0.007345958498516799-0.00010910639473643563j),(-0.011436181239336199-0.0046662406101311915j),(-0.011792722685056009+0.014142209843428899j),(-0.014404709681042663+0.003294582752271398j)
"(2.0769230769230775, -2.0769230769230766)",(0.010600516162183861-0.006315729223333394j),(-0.005640242429055181+0.0028687742373489557j),(0.006453921424183979-0.002564338946616549j),(-0.006027750867460958+0.006818969625638025j),(-0.006507294986987231-0.009554848762248493j),(0.0027046273594370073-0.012684897580575418j),(-0.0007618929569966146-0.012449298238415087j),(-0.010207061863212004-0.0018761248322223228j),(0.0039261286495291614+0.00686046389910591j),(-0.002372419345349843-0.005907629813653763j),(0.00369582791307791+0.005988667923457582j),(-0.002483035654953972-0.011309339063324758j),(-0.0176936737137272+0.0007713554526994714j),(-0.013665287909857058-0.006373581236831971j)
"(2.230769230769231, -2.0769230769230766)",(0.012556067428178014+0.0004364807768350333j),(-0.0062679022852549-0.0003075765657221578j),(0.006567236180736307+0.0011420365720512062j),(-0.008496539778267545+0.0019280679922501706j),(0.00128267172634444-0.01112090409670586j),(0.010818139454110476-0.006729358904821368j),(0.00912965720365114-0.008387203956572109j),(-0.004320057695526296-0.009442840451080245j),(-0.0037448503000342636+0.006957734053553278j),(0.003875891279093183-0.004947631165168008j),(-0.0032053645436727327+0.005960106215429931j),(0.007626615717577137-0.0077907491793330124j),(-0.011492429723044845-0.012522562267585214j),(-0.006207250453222088-0.013949041432234934j)
"(2.384615384615385, -2.0769230769230766)",(0.01007259391502525+0.00784802264866993j),(-0.005091698729418257-0.003617898650320415j),(0.0046374580137360675+0.004435268873816068j),(-0.007573056963119118-0.0035132080397928234j),(0.008179612474647732-0.007110337180209693j),(0.012050776231710575+0.0033354755326937906j),(0.012143873626410371+0.002002423666260014j),(0.0053765494245227394-0.00887584254890455j),(-0.007881492484935899+0.00041478706405122023j),(0.0061399955215020235+0.000925645262805761j),(-0.006528477196542729+0.00012725080504205285j),(0.010072072572885967+0.002194874311853654j),(0.002644598873209187-0.016080086485380007j),(0.00518706737902697-0.014455357629078219j)
"(2.5384615384615383, -2.0769230769230766)",(0.0029811592629775015+0.012602969740245057j),(-0.002071978410988162-0.005880954851495609j),(0.0011028023071458773+0.0060968272423851345j),(-0.0034655845329740393-0.007219602497562368j),(0.010479258438902208+0.0005292401872646103j),(0.0053758470995747985+0.01102255932017719j),(0.005689063458808655+0.010799774960405033j),(0.010350921302372838-0.0004142117512699698j),(-0.004377446516968677-0.006549570468180238j),(0.002144704977430037+0.005751270374029374j),(-0.003153854505276022-0.005475238015113387j),(0.003161887160907574+0.009259791141934844j),(0.013903443702351586-0.0071250469606516645j),(0.01401830445025356-0.006288076550525938j)
"(2.6923076923076925, -2.0769230769230766)",(-0.006151949225165699+0.011572484137542664j),(0.0019477087219409864-0.005926638828735401j),(-0.0027965963945792475+0.005307849103585682j),(0.0020555282224423003-0.0074122735348890485j),(0.006779265000317843+0.00756730199307809j),(-0.004815719510000776+0.011015482383024326j),(-0.005287620690278947+0.010878966754622361j),(0.005946719448493605+0.00844842125743085j),(0.0034447160066774308-0.0070629376034530116j),(-0.003978258194065028+0.0045852878059140624j),(0.0032220859873613346-0.005214416574976222j),(-0.006090736554587484+0.007055388573036263j),(0.01325576201178782+0.006987857652658615j),(0.013977739720826226+0.006226224991802618j)
"(2.8461538461538467, -2.0769230769230766)",(-0.01255446394520297+0.004185924037099413j),(0.005302004972198307-0.003313045262232632j),(-0.005389460064486034+0.002211694255443284j),(0.006287258801786083-0.0038996143609866763j),(-0.0007992088744475521+0.00980815719878364j),(-0.011337792710220042+0.0032026881737350194j),(-0.011809949269831274+0.0019984610937702637j),(-0.003956125678001358+0.009505036790725025j),(0.007817154740977184-0.0005184021741496672j),(-0.005858678970983582-0.001321795686155675j),(0.005946082983989282+0.00039327726750285405j),(-0.008739530146139145-0.0017214311770230122j),(0.0015217758484341582+0.01430514618922146j),(0.004189827186288578+0.014595839405208555j)
"(3.0, -2.0769230769230766)",(-0.011866294926263815-0.006082869482017292j),(0.006180639464596944+0.0010705446540618163j),(-0.005352092398064459-0.0018765987841258408j),(0.006962221778997327+0.001520528657096315j),(-0.007548943801290975+0.0058258491632836905j),(-0.009366894970269846-0.0067458423971667346j),(-0.008297050918147038-0.00846638033480203j),(-0.010122621415404286+0.0016263507102846735j),(0.004272535977345478+0.006533768422885392j),(-0.001557116287302289-0.005736314090736192j),(0.0023407283546341257+0.005311289567834842j),(-0.0026286572838628923-0.008122805786508978j),(-0.01075942884233444+0.00868410383783715j),(-0.008733559013598196+0.012228793884149174j)
"(-3.0, -1.923076923076923)",(-0.01078825999918304+0.007835153107802442j),(-0.01181585159097408-0.0021994397225746256j),(-0.011514247221084439+0.0008757806066100784j),(-0.0012761668523914031+0.009366966350274434j),(0.005729119485991225-0.004128564607866315j),(-0.0048944092804366944+0.0029304143587596133j),(0.004977309665152652-0.004183855174881371j),(-0.010146910440468981+0.0029059429539846685j),(0.0009725978919792332+0.015447333950119078j),(-0.004709651794346325+0.012775560833108515j),(-0.005497025500738396-0.00617434498977824j),(0.004024999667927715+0.004160906614770849j),(-0.0036476435841928108-0.004926237372011897j),(0.006887280197233977+0.004271798133139584j)
"(-2.8461538461538463, -1.923076923076923)",(0.0012175878212282907+0.013373429477786341j),(-0.008499293050712058+0.008698665761913357j),(-0.006429478312754828+0.009895941226118301j),(0.0064207794259771+0.007359495029594274j),(0.001126826919532405-0.007248280318229742j),(-0.0016213413676721207+0.005626381494970012j),(0.0007327562185120179-0.006433100451996611j),(-0.004644662874884651+0.009324941833783957j),(0.013172893051903152+0.008554916888777865j),(0.008844319434857922+0.011104751437847548j),(-0.008365855240437543+0.0020607192625197506j),(0.005664639248929853-0.0017765650624189673j),(-0.0061129921300484905+0.001017565964696071j),(0.007076569854334682-0.0040322569000990965j)
"(-2.6923076923076925, -1.923076923076923)",(0.012143647176457798+0.005940937393105051j),(0.0023915610712164884+0.012065671994614374j),(0.003875475375110302+0.011419756620345375j),(0.010094064436733833+0.00020619759897062332j),(-0.004392552286933058-0.006241331269691143j),(0.002568312617493617+0.005451896347183503j),(-0.003697370375586073-0.005288593934611081j),(0.0033628856449818595+0.009681121906456569j),(0.015039876222688231-0.00516137741307928j),(0.01473428052597783-0.0016566589057450736j),(-0.00225005137698839+0.008721391525803803j),(0.0010064083879319306-0.006014875858833673j),(-0.0019244817009253414+0.005964118944902637j),(-0.00011550993260340269-0.008180883617139041j)
"(-2.5384615384615383, -1.923076923076923)",(0.011519700690832566-0.0072339817245216384j),(0.011361690201387619+0.00505016641720625j),(0.011543996013022619+0.004305744025810264j),(0.007341233531906634-0.007425327152434897j),(-0.007767434166813582-0.0017104939495398287j),(0.005622762957958545+0.0026623124831503205j),(-0.006197301274269543-0.0017518389669120746j),(0.008921689194003336+0.004619414298131198j),(0.005697150105595641-0.014999752646762931j),(0.0069820906534439585-0.013850327663404991j),(0.006873866700975925+0.006481398388454939j),(-0.005030937155212902-0.00375382737580918j),(0.004441861599433985+0.00452314316291109j),(-0.007222968459370094-0.003912856694829537j)
"(-2.3846153846153846, -1.923076923076923)",(6.307851901221542e-05-0.013678345239815131j),(0.010868967585119155-0.006292200281118628j),(0.010973426608509158-0.0061586230534540105j),(-9.218482541901762e-05-0.010802307223724382j),(-0.00730433266743205+0.0039440523218765705j),(0.006299620133129923-0.00134871530351166j),(-0.006010562241840245+0.002314049084016894j),(0.009535472502427927-0.002315192936060173j),(-0.007448626749777425-0.014299451344755756j),(-0.007837352279625466-0.014232300303553927j),(0.009503503347807076-0.0029390717892345216j),(-0.005836464046674744+0.0028052942274788264j),(0.006150917080787577-0.0018223535845684985j),(-0.007000743300226803+0.00435187812886456j)
"(-2.230769230769231, -1.923076923076923)",(-0.011487014800624243-0.007547399438563959j),(0.001493978478535824-0.012585877327125206j),(0.0026871956826544554-0.012560802635953204j),(-0.00779369225291382-0.008012863002076535j),(-0.003339628578026399+0.00800744065965871j),(0.004537121810832748-0.004920849439547546j),(-0.003681476936235518+0.005307425841334855j),(0.005892289868218989-0.00751387796399869j),(-0.0154564080305164-0.004559451683752261j),(-0.01690630546037445-0.0020866211181288785j),(0.0023820257585118665-0.010245213649278724j),(-0.00027629524468972684+0.006692644506830772j),(0.0013351707725983777-0.006355958136867385j),(0.0002441493577349284+0.008262546974735385j)
"(-2.0769230769230766, -1.923076923076923)",(-0.012708849669138263+0.005376264069712707j),(-0.00910365006219465-0.008964828962970661j),(-0.007573114738766462-0.010692093332579315j),(-0.01154234609429064-0.0007351669038175694j),(0.0022603393617197792+0.008792713128530099j),(0.001186726652398687-0.006875460988328209j),(-0.00038898232197791304+0.006490035094783396j),(0.00048150650710214124-0.009247893660568912j),(-0.014257430430495172+0.007258830238473139j),(-0.012556850351641629+0.012704416731262576j),(-0.00799802760379952-0.007804233973338725j),(0.0059630835989354205+0.0035707919377865036j),(-0.004989389180716619-0.004287877750136008j),(0.007242542844139352+0.004019061307244933j)
"(-1.923076923076923, -1.923076923076923)",(-0.002791359730004519+0.013555825093020162j),(-0.012777882742131862+0.0014787870910292844j),(-0.013199964502703092-0.0020087855148245145j),(-0.009578106575203709+0.007167848178510061j),(0.007218133373409555+0.006190157922507389j),(-0.0025620824704245503-0.006832171612593576j),(0.0027545133085304413+0.005969177472410238j),(-0.004291386558824766-0.007860976678338827j),(-0.006070039138112017+0.014537643962628483j),(0.0018286783655839492+0.01862376524647705j),(-0.011610972209655996+0.0027569738347784185j),(0.006273986670339383-0.003610918464337741j),(-0.006266433044080801+0.00228058976888114j),(0.007207672632329075-0.0041009025047906815j)
"(-1.7692307692307692, -1.923076923076923)",(0.0094394369910725+0.010155949896046096j),(-0.007115985213179871+0.010795649316060994j),(-0.011005572580209599+0.007971432604189208j),(-0.0031109668130896626+0.01196896684946038j),(0.009871313665583602+0.0013689636693021406j),(-0.005705198619925277-0.00510326504333821j),(0.0050911361980686635+0.004329073395262978j),(-0.007196464350657268-0.004794504135795342j),(0.003752284170219577+0.014897174089990384j),(0.015691077556947985+0.011667768190638628j),(-0.004463547778630198+0.012014012957905192j),(-2.3456012357392615e-06-0.0075727417932806105j),(-0.0011658806963053881+0.006664414270834064j),(0.0003462875174256292-0.008287100538923403j)
"(-1.6153846153846154, -1.923076923076923)",(0.013784109310926627-0.0015583639439131977j),(0.003433196180553957+0.012510417554634692j),(-0.002661823481277669+0.013549961698952605j),(0.004798978252836492+0.011835262299009393j),(0.00965747109974865-0.003983581802095818j),(-0.007696765776558979-0.002365251557328984j),(0.0064584468444988975+0.0022350215524292124j),(-0.008214777265230143-0.0014920563900487024j),(0.010803630015261974+0.01013725618945733j),(0.020128453131322263-0.0028667763485078915j),(0.007774366223355397+0.011457177428098193j),(-0.00684168917456773-0.0040765037855307945j),(0.005222679360641872+0.004466783479242115j),(-0.006770562144765464-0.004778747096506957j)
"(-1.4615384615384615, -1.923076923076923)",(0.0071621649616495486-0.011863135120469988j),(0.011539226541724639+0.005960454427555111j),(0.007027007257087603+0.012114607844612612j),(0.010993177494447448+0.007253640085932014j),(0.007014893885375378-0.008405350403652525j),(-0.008462145761107159+0.0006758342643194441j),(0.007030990884665771+0.00019287077317770154j),(-0.00799251675830224+0.0011781766502241215j),(0.013620577810299317+0.0037065605645366273j),(0.013693946925138603-0.015882417236943606j),(0.01501904791376211+0.0009022796344384308j),(-0.007490435362265085+0.003865647032543364j),(0.006648556515423349-0.002163743689751954j),(-0.0077179113317261796+0.002972034029071777j)
"(-1.3076923076923075, -1.923076923076923)",(-0.0047397945541956775-0.01298117306256048j),(0.012301085451007875-0.0041097108028518925j),(0.013269392092330773+0.004973496134695154j),(0.013554385084190577+0.00028316232252541805j),(0.002937674775547772-0.011080791509214268j),(-0.008253813247964913+0.003497177119523282j),(0.007125688872291555-0.001514800427628554j),(-0.007280428863981138+0.0029477378791847673j),(0.013179438879205044-0.0016996180252692114j),(0.0014720737457679912-0.02132046121238723j),(0.011355898613138711-0.011882601535991423j),(-0.0009393259247797553+0.008940372083089381j),(0.0017698102460524416-0.0069055376340845j),(-0.0019518507435710545+0.008009125630344274j)
"(-1.1538461538461537, -1.923076923076923)",(-0.012912048287233802-0.004741659227418546j),(0.005949746000006532-0.01146081549244968j),(0.013692842474112234-0.004118109952320198j),(0.012226705846021178-0.006659046803592047j),(-0.0015133784003211776-0.011889881851888376j),(-0.007470017095060078+0.005825735104890416j),(0.0070623053136790424-0.0027798554966556315j),(-0.00663263929488469+0.0038971101074080643j),(0.011316132492142241-0.005012548747841567j),(-0.009981105854285762-0.018950656014774293j),(-0.0008512129756580659-0.017999465051072028j),(0.007298374162367797+0.006350777137463869j),(-0.004883963419929796-0.00541184331554591j),(0.005314495811547904+0.0062533840482933995j)
"(-1.0, -1.923076923076923)",(-0.012059236517367615+0.006421813272535546j),(-0.003268915396581942-0.012390009528496037j),(0.008893043152419492-0.01130143303978399j),(0.008027037715692317-0.011781300671468686j),(-0.005542110316664056-0.011209690970542543j),(-0.0065149138350828915+0.0075991585561831585j),(0.00709468066041187-0.0035798911417142007j),(-0.006347260886307026+0.004191842217304908j),(0.009503354088921428-0.006369190225413846j),(-0.016899099478497905-0.012482464904628565j),(-0.013970951743775674-0.013978302275809375j),(0.010302596662417908-0.0021405291623337263j),(-0.007427170618698532+0.0009260425275338395j),(0.008148906068438905-0.00043372035922685265j)
"(-0.8461538461538458, -1.923076923076923)",(-0.0036263058050348173+0.013045387821971049j),(-0.010367885519457137-0.007278049282235804j),(0.0013902733304523675-0.014342157941935847j),(0.0024970715455601756-0.014331017592368243j),(-0.008734561261796815-0.00964093568285917j),(-0.005725537088850856+0.008878088808263004j),(0.007386809479309886-0.003895846497110861j),(-0.00651345870131118+0.0039209431317188325j),(0.008451068326687844-0.00630952592904662j),(-0.019159771977439215-0.006047759213123544j),(-0.02136891358407614-0.0029310266986203484j),(0.0054932367951257425-0.010196299698512731j),(-0.0038114197619997883+0.006721915820074042j),(0.004748182023088637-0.006570986871652068j)
"(-0.6923076923076921, -1.923076923076923)",(0.006470144129316605+0.011719690421158682j),(-0.012454667247057238+0.000612939805753246j),(-0.00597183042145714-0.013077966883081946j),(-0.0029652551724936877-0.014483841764065843j),(-0.011011450258307541-0.0077857201820089655j),(-0.005353003464905432+0.009752916680586567j),(0.007998773652505549-0.003656818286635233j),(-0.007051325599711327+0.0030450229673203814j),(0.008231807293748585-0.005235215348737427j),(-0.018591750270236372-0.002042997480998507j),(-0.021351530503316413+0.009189321440755575j),(-0.003995114259946232-0.012274406563949472j),(0.002970424992618532+0.007468503899315552j),(-0.0018667047082301478-0.007830619137077844j)
"(-0.5384615384615383, -1.923076923076923)",(0.012492662187874617+0.004277239360178252j),(-0.009599535976170059+0.007559398495497222j),(-0.011228319614806439-0.008818284130760773j),(-0.0074669046784442885-0.012960066551497928j),(-0.012500854140292351-0.006126145183347153j),(-0.0055688022303047+0.0102664479684284j),(0.008857525335978089-0.002723981471936626j),(-0.007701046990894814+0.0014363698608549174j),(0.00849872069111348-0.003275058477383526j),(-0.01695709619172215-0.0010066491992049124j),(-0.016641663328852564+0.017984194867656084j),(-0.012575259772911292-0.007325101551484151j),(0.00795051632156887+0.0028422038290936854j),(-0.006960931534672156-0.003934668665462066j)
"(-0.3846153846153846, -1.923076923076923)",(0.012149521479297822-0.004611815790712603j),(-0.003896440996387651+0.01125851640276697j),(-0.013699382387806436-0.0033606883360548278j),(-0.010668070309850022-0.01062472172403888j),(-0.013401960821424114-0.004993102561779449j),(-0.0064660762714755455+0.01035974573207612j),(0.009708814214024046-0.0009298339930875674j),(-0.007988166361301756-0.0009898633855728615j),(0.008607921855883023-0.00045093111478634423j),(-0.014952443110908343-0.002443944856845897j),(-0.011348132161983595+0.022297723973924776j),(-0.016451886387240346+0.0016642882697411128j),(0.008092646231082273-0.003897147097578935j),(-0.00767898620588851+0.002076424592814711j)
"(-0.23076923076923084, -1.923076923076923)",(0.006827728753158454-0.010784988081861773j),(0.0021362463067193557+0.011357738916938871j),(-0.013743180234091271+0.0017968867320145277j),(-0.012636497065822096-0.008219023577029918j),(-0.013877491530912155-0.004586219416004736j),(-0.00803371191718892+0.009847025125934997j),(0.010078312994771917+0.0018080900275168252j),(-0.007253064187343422-0.004057176425579123j),(0.007724981052057834+0.0029914347180961484j),(-0.012255364035370465-0.005425557408624574j),(-0.008429762173585776+0.02308372931773952j),(-0.015436048187484038+0.010720146493278248j),(0.0037869381789623086-0.008931971236959083j),(-0.00434718789071776+0.00664506058184544j)
"(-0.07692307692307665, -1.923076923076923)",(-0.0003080555079302081-0.01251616875445402j),(0.006744308744399781+0.008882887623807583j),(-0.012234362341431694+0.00580553806946525j),(-0.013642610721668606-0.0062514495323912865j),(-0.013984668898936055-0.005003626238137534j),(-0.010095935843932808+0.008434234793398125j),(0.009307029997235466+0.005299855927069201j),(-0.004862736092319262-0.007094003531203281j),(0.005114229361574617+0.006253231387258182j),(-0.008156177153049485-0.008644388957712407j),(-0.008874782113004118+0.02141992907266822j),(-0.011923957204422339+0.017438830574684254j),(-0.0024453502328372345-0.010369991106181942j),(0.0007019166875346276+0.007942560249364839j)
"(0.0769230769230771, -1.923076923076923)",(-0.0064466785520452255-0.010442513796800685j),(0.009307029997235462+0.005299855927069186j),(-0.010095935843932797+0.008434234793398141j),(-0.013984668898936061-0.005003626238137524j),(-0.013642610721668601-0.006251449532391282j),(-0.012234362341431708+0.0058055380694652155j),(0.0067443087443997745+0.008882887623807588j),(-0.0006581550478442935-0.008877984227263635j),(0.0007019166875345752+0.007942560249364844j),(-0.002445350232837147-0.010369991106181933j),(-0.011923957204422365+0.01743883057468421j),(-0.008874782113004112+0.021419929072668254j),(-0.008156177153049539-0.008644388957712381j),(0.005114229361574688+0.006253231387258137j)
"(0.23076923076923084, -1.923076923076923)",(-0.0102225950197695-0.0063497764941603824j),(0.01007831299477191+0.0018080900275168144j),(-0.008033711917188905+0.009847025125935013j),(-0.013877491530912155-0.004586219416004729j),(-0.012636497065822101-0.00821902357702991j),(-0.013743180234091277+0.0017968867320145212j),(0.0021362463067193457+0.01135773891693888j),(0.004522433744835699-0.008013088384362009j),(-0.004347187890717805+0.006645060581845405j),(0.0037869381789623663-0.008931971236959041j),(-0.015436048187484029+0.010720146493278212j),(-0.008429762173585797+0.023083729317739547j),(-0.0122553640353705-0.005425557408624519j),(0.007724981052057857+0.002991434718096081j)
"(0.384615384615385, -1.923076923076923)",(-0.01165715954810266-0.0019596707956836016j),(0.00970881421402405-0.0009298339930875924j),(-0.006466076271475525+0.010359745732076127j),(-0.013401960821424117-0.004993102561779443j),(-0.010668070309850014-0.010624721724038883j),(-0.013699382387806418-0.0033606883360548768j),(-0.0038964409963876978+0.011258516402766962j),(0.00868336747797086-0.003817712369377458j),(-0.00767898620588852+0.0020764245928146623j),(0.008092646231082279-0.0038971470975788657j),(-0.016451886387240326+0.0016642882697410423j),(-0.01134813216198364+0.022297723973924762j),(-0.014952443110908396-0.0024439448568458373j),(0.008607921855883013-0.0004509311147864189j)
"(0.5384615384615388, -1.923076923076923)",(-0.011525991121374554+0.0016751348942695525j),(0.008857525335978084-0.0027239814719366364j),(-0.0055688022303046775+0.01026644796842841j),(-0.012500854140292348-0.0061261451833471365j),(-0.007466904678444256-0.012960066551497944j),(-0.011228319614806415-0.008818284130760802j),(-0.009599535976170089+0.0075593984954971894j),(0.009373238201788208+0.0026732865632291716j),(-0.006960931534672134-0.003934668665462118j),(0.007950516321568835+0.0028422038290937274j),(-0.012575259772911252-0.007325101551484226j),(-0.016641663328852613+0.017984194867656043j),(-0.016957096191722185-0.0010066491992048788j),(0.00849872069111346-0.003275058477383598j)
"(0.6923076923076925, -1.923076923076923)",(-0.010740795487812134+0.004184998671794936j),(0.007998773652505533-0.0036568182866352373j),(-0.005353003464905426+0.009752916680586563j),(-0.011011450258307541-0.007785720182008961j),(-0.0029652551724936864-0.01448384176406584j),(-0.005971830421457097-0.013077966883081953j),(-0.012454667247057245+0.0006129398057531944j),(0.005274939143127066+0.008472172210308224j),(-0.001866704708230094-0.00783061913707786j),(0.002970424992618472+0.007468503899315557j),(-0.00399511425994615-0.012274406563949505j),(-0.02135153050331644+0.009189321440755504j),(-0.018591750270236428-0.002042997480998484j),(0.008231807293748552-0.0052352153487375125j)
"(0.8461538461538463, -1.923076923076923)",(-0.01000887929819254+0.005607211331948849j),(0.007386809479309876-0.0038958464971108626j),(-0.005725537088850849+0.008878088808263j),(-0.008734561261796817-0.009640935682859165j),(0.0024970715455601917-0.014331017592368232j),(0.0013902733304523998-0.014342157941935833j),(-0.010367885519457132-0.007278049282235843j),(-0.0022063895599893496+0.009940123511186299j),(0.0047481820230887055-0.006570986871652046j),(-0.0038114197619998538+0.006721915820073995j),(0.005493236795125808-0.010196299698512703j),(-0.021368913584076124-0.002931026698620444j),(-0.01915977197743924-0.006047759213123542j),(0.008451068326687813-0.006309525929046691j)
