index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)"
"(0.0769230769230771, -3.0)",(0.006321945433881822-0.007073581498920692j),(-0.003559437982418116+0.0074301666745639604j),(-0.005913657468898181-0.008968923279179796j),(0.006619289364972148-0.010736289809406864j),(0.007341392193088412-0.0103970666954232j),(-0.00430149020402379-0.01014053567850239j),(-0.00569073001381222+0.006330326114035762j),(0.005722993223280495-0.003245570240838163j),(-0.005076238300245277+0.003961017182345133j),(0.008082830939245146-0.00524978711397498j),(-0.012601593473715932-0.010003964938357769j),(-0.014125396069766552-0.008890266910080935j),(0.0066511175747789725-0.007838765684446001j),(-0.003336241783961092+0.005695816767429114j)
"(0.23076923076923084, -3.0)",(0.0038029815964734865-0.008588118098205701j),(-0.001650387214134818+0.00778992636435754j),(-0.006880880483706613-0.007864324384231087j),(0.006354923073835176-0.010718758775109345j),(0.008460745406790168-0.009610739499477014j),(-0.00195470473250393-0.011091506775165233j),(-0.0076749478691754015+0.004262899237990627j),(0.006683388787910225-0.0007104747189866657j),(-0.006151133295504596+0.0014186519939405648j),(0.008841162814962314-0.0019137190335043333j),(-0.010007969403697088-0.011680669242487809j),(-0.014744663499560332-0.00875810416078412j),(0.00513482013490979-0.009684038599928021j),(-0.0014366539460595532+0.006648757005649948j)
"(0.384615384615385, -3.0)",(0.0014613757405653773-0.00919833529418452j),(-0.0001504605360612996+0.007686908530960035j),(-0.0073306343746855195-0.007004043817051398j),(0.006550512789742755-0.010380649586818747j),(0.009841353692419164-0.008250178692525223j),(0.0011035221318227934-0.011428946666957944j),(-0.008959245719880778+0.0011806250473347882j),(0.0064527529228429765+0.002359481545842253j),(-0.00600462806559251-0.0016172694373277749j),(0.008309969763650487+0.0018346954472956646j),(-0.006185935994606765-0.013228801893950802j),(-0.014456725109956122-0.009760330644920536j),(0.003989116419962395-0.010961034152012208j),(0.00027973441331121307+0.00703863604310642j)
"(0.5384615384615388, -3.0)",(-0.0004316086930213183-0.009243262897662361j),(0.00088702338860598+0.007366058312853149j),(-0.0073777811879826615-0.00647305890856793j),(0.007157990591836546-0.009702032247482386j),(0.011251795040450239-0.006188216824074372j),(0.0046495013629440545-0.010706000423148697j),(-0.008899813743964041-0.002632787628520067j),(0.004630760340221276+0.005281927351353927j),(-0.004274077594930182-0.0044255402654832555j),(0.006087575003074969+0.005240757664274671j),(-0.001242603292313923-0.01373595331698582j),(-0.01303393182975898-0.01176461337764787j),(0.0035315791719739234-0.011854070522366063j),(0.0016344976666238956+0.007142343248095746j)
"(0.6923076923076925, -3.0)",(-0.0017776073353747788-0.009040463481610592j),(0.0014833790030444063+0.007003828916617296j),(-0.007098562028124965-0.006287038007107936j),(0.008076565933851997-0.00861808925723017j),(0.012355366188599646-0.003356244520361508j),(0.008189758399418465-0.00853801809302786j),(-0.006977198540812142-0.006461809574116608j),(0.0012705094984898507+0.007066034873258794j),(-0.001106666291211798-0.00600878517005828j),(0.0023103330787350917+0.00725343528935513j),(0.004191516924024544-0.012283214009924973j),(-0.01010574752967843-0.014282713021966735j),(0.003974232500825655-0.012431239221132465j),(0.002557012211320612+0.007208503364289721j)
"(0.8461538461538463, -3.0)",(-0.0025733439726149843-0.008828591378556952j),(0.0016868284912460972+0.0067024522550284595j),(-0.0065237848235862525-0.006409890557954658j),(0.009143393286597832-0.007043439290020351j),(0.012728390508382995+0.00017926687782310213j),(0.010960393141729403-0.0047817865213638875j),(-0.003107732654820299-0.009210604222222552j),(-0.002875228281645241+0.006745264433166424j),(0.002626524003728993-0.0054905211500339895j),(-0.002117339242511145+0.006929776815950995j),(0.00886961656046089-0.008360126037902774j),(-0.005397628428324329-0.016406700649411056j),(0.005429339201076044-0.012563086938182958j),(0.003014901426363198+0.007415372358592933j)
"(1.0, -3.0)",(-0.002843481265288224-0.008751043511128842j),(0.001543290158356355+0.006498166526578666j),(-0.005645955598397034-0.00676232752477098j),(0.01012514107841083-0.00491046997527366j),(0.011925786107322258+0.00413857123706808j),(0.012050857605733073+0.0002635334982985768j),(0.0020645276518180085-0.009695013765544375j),(-0.006375979041644157+0.003913949948696239j),(0.005453788681407535-0.0026835485437146298j),(-0.005635008674054373+0.004031263172047742j),(0.011193229275495204-0.0023605801878560356j),(0.0009011045095779106-0.01688427316961893j),(0.007848938072773462-0.01189507260455878j),(0.002958768209708961+0.007850369342223397j)
"(1.1538461538461542, -3.0)",(-0.002598009520414733-0.008856729346286535j),(0.0010851381173310093+0.006372102022841846j),(-0.0044371137724286-0.00722309629457972j),(0.01072200125580889-0.0022205745447127045j),(0.009604474883703135+0.007980969803431881j),(0.010681606192875504+0.005724018889316351j),(0.007091534485733011-0.007168729513603863j),(-0.007585473934258288-0.0007674902545002415j),(0.005899054366260359+0.001479910679478996j),(-0.006635321896505416-0.0005055904029271851j),(0.009907704746733517+0.004150881640160157j),(0.007780516199720534-0.014476907209689402j),(0.010896085305241075-0.009909187930535275j),(0.002296197346026507+0.008489175528204709j)
"(1.3076923076923084, -3.0)",(-0.0018175443648626183-0.009100948702317962j),(0.0003347505937640132+0.006258938892275958j),(-0.002875835939902698-0.007628251819752746j),(0.010597521036351377+0.000898730053414616j),(0.005692890037766794+0.010932184377510064j),(0.006595600041373979+0.010208770999023413j),(0.010054466212288393-0.0019090928796010763j),(-0.0054943456336490615-0.005478765232324912j),(0.003386564546272105+0.005066535998647392j),(-0.004413987701846854-0.0046599897179158325j),(0.0050025943959884625+0.008776182501055944j),(0.0133375334436158-0.008624984367204604j),(0.013805678752362396-0.006126448193159363j),(0.0009072232832119902+0.00916497197158089j)
"(1.4615384615384617, -3.0)",(-0.0004674100865948109-0.009340394151504915j),(-0.0006803496949036747+0.006053972074431657j),(-0.0009816679535431202-0.007776393591227787j),(0.00944493285280225+0.004147122791009418j),(0.000559805103132154+0.01212812014337285j),(0.0004234851867939758+0.012154376560225038j),(0.009347087012919227+0.004476257775982311j),(-0.000583933988113789-0.00786351988204622j),(-0.0010732112593728434+0.006017581734689573j),(8.441455088129423e-05-0.006214900278971503j),(-0.001744314278627601+0.009358696181032113j),(0.015280388359134813-0.00017871373887424325j),(0.015365908040056067-0.0004673511639017089j),(-0.00128621516504369+0.009539542581358366j)
"(1.6153846153846159, -3.0)",(0.0014582102508952249-0.009328593451626302j),(-0.001903900084895431+0.005623290464245916j),(0.0011476764883017628-0.007448877687096865j),(0.0070903734842924825+0.007041160023226378j),(-0.004900580599813852+0.010885189471897778j),(-0.006200061229546746+0.010441787693732362j),(0.004655624142762152+0.009380866768917214j),(0.004943845358303017-0.006291316440850174j),(-0.005059024127686307+0.0034702972803152448j),(0.0044049580693604285-0.004132931530413288j),(-0.00720094484709689+0.005389471225297048j),(0.012059114126206257+0.008326613908255318j),(0.014188693701961573+0.006327669498915258j),(-0.004193693528175486+0.009113876888113413j)
"(1.7692307692307692, -3.0)",(0.003863940571403488-0.008730356036282985j),(-0.0032236680275566157+0.0048241106293469916j),(0.003306410952956712-0.00645228084513042j),(0.003614280404071407+0.00896998194626386j),(-0.009364649707801223+0.007044640396418385j),(-0.010980096608938495+0.005089865467996434j),(-0.0024107326382504005+0.01028288082957665j),(0.008029013101006852-0.0011241903492165283j),(-0.006015187448801011-0.0013251523682827017j),(0.005870499217050742+0.00046259434636240055j),(-0.008440125146868274-0.0011794527162502897j),(0.0041670386493840705+0.013389198375965864j),(0.009354944304179023+0.012481289672739702j),(-0.007401517101046533+0.007334651417434636j)
"(1.9230769230769234, -3.0)",(0.0064670629951632105-0.0071823736172156065j),(-0.0044495300357330824+0.003541932534808085j),(0.005174171252035453-0.004684020889610959j),(-0.000552065892132297+0.00933651963924268j),(-0.011418222565502798+0.0012605566891105283j),(-0.011810824151430286-0.002338542287239387j),(-0.008629395688894705+0.006210361491392141j),(0.006529176229401045+0.0049654113486354585j),(-0.0030354635571283113-0.005388662400443626j),(0.003412079772989442+0.004636924319086137j),(-0.004687419306027675-0.006604161749508989j),(-0.0053064857238882485+0.01230561587599259j),(0.0012651938794015288+0.01551824088279386j),(-0.01007398123801355+0.0038398388853170353j)
"(2.0769230769230775, -3.0)",(0.008735222420810377-0.004423532521049732j),(-0.00531134860700648+0.0017463085279038795j),(0.006351879857444326-0.002210006069450796j),(-0.0046166778025404425+0.007773676572709878j),(-0.010100074660478164-0.004950031716332285j),(-0.007874074307321108-0.009001213858704357j),(-0.01061095835498267-0.0012473632339949116j),(0.0009047944615311334+0.008238166009367793j),(0.0021228853532752204-0.005835788778906596j),(-0.0013760375854944946+0.005471659797297288j),(0.001738897821582965-0.007520596843320283j),(-0.011713256277956392+0.005161962850837715j),(-0.007814764735563378+0.013343115928847333j),(-0.011045118357264726-0.00118569656487516j)
"(2.230769230769231, -3.0)",(0.009911310572757837-0.000491124091635679j),(-0.005494642987105919-0.0004439741679980751j),(0.00645333141763953+0.0006727084572440257j),(-0.007562101287729387+0.004377932515687034j),(-0.005469551990837739-0.009546311543791241j),(-0.0004330397602271181-0.011854246412502361j),(-0.0068264969559826355-0.008264906459498657j),(-0.005527496092288493+0.006274951743963597j),(0.00587532727672861-0.002083954832630968j),(-0.005052624645704316+0.0022745372395450007j),(0.006570198089634433-0.0033583235757143966j),(-0.011403436265884229-0.004412337726238158j),(-0.014173775378596319+0.005738854223739032j),(-0.009218556547162372-0.0067040098870881975j)
"(2.384615384615385, -3.0)",(0.00919426492069882+0.004077288704661336j),(-0.004727609421668878-0.002711693178103221j),(0.00524731391424023+0.003428613881416615j),(-0.008443298849971378-0.00014395990853266016j),(0.001097144814970487-0.010697012403522652j),(0.007295465355085775-0.009212353378647243j),(0.001009786436648697-0.010692230202481943j),(-0.008426895460564904-1.4637086394423244e-05j),(0.005308140777115395+0.0033114168579001495j),(-0.0047919196329667315-0.0025994883191173914j),(0.0064520526817986425+0.0028986873321326634j),(-0.004392086030583831-0.01082945850427303j),(-0.014337624148468262-0.004633984725801034j),(-0.004246230621372086-0.010846542640796682j)
"(2.5384615384615383, -3.0)",(0.006098500792682426+0.008165268311343453j),(-0.002914502474756502-0.004548426092707032j),(0.002814264483401282+0.0053720306114240475j),(-0.006786329901824362-0.004534945814871033j),(0.007166595599134024-0.007677982012485552j),(0.011457096966041138-0.001989829768237427j),(0.008407285127059051-0.006692803600795165j),(-0.005472070219374298-0.006480692666687065j),(0.0006160882844655029+0.006246315106095967j),(-0.0007331900426000149-0.005321651907325098j),(0.001567080140578394+0.00661545018126311j),(0.00496008682263931-0.010018118556328946j),(-0.00740172728009291-0.012821360793484874j),(0.002809434855937596-0.011518789476251052j)
"(2.6923076923076925, -3.0)",(0.0009007002025361345+0.010282167341532204j),(-0.00027670459386651213-0.005359690366057217j),(-0.0003514697839639236+0.005866398723942496j),(-0.002933949317358958-0.007325790008875427j),(0.010144078265228179-0.0014939164703159336j),(0.009625799684784053+0.006285649940980279j),(0.01061814713345253+0.0016094354142740742j),(0.0015504619476732246-0.008385700972550323j),(-0.004649974429256352+0.00424249738423421j),(0.0038576212498722083-0.0036349461990789955j),(-0.004231721228133672+0.005000481052108237j),(0.010397680023457409-0.0025478013267898505j),(0.0035186173436404884-0.014079132509491341j),(0.009356113930426022-0.007552594745499603j)
"(2.8461538461538467, -3.0)",(-0.005065422437523527+0.009135879770778893j),(0.0025748858713184543-0.004681241260338861j),(-0.0033771409920977068+0.0045974018568796255j),(0.001866881903843507-0.007401252621409518j),(0.008525953437621976+0.005238011632127065j),(0.0024974061175890437+0.011078207445549007j),(0.005878478593807389+0.008966202850549575j),(0.007561786272138059-0.00402266681672862j),(-0.006179693814800684-0.0012751065514639906j),(0.005120530148054781+0.001091883129279732j),(-0.0063046584745276866-0.0005271786274665931j),(0.008149674921823608+0.006241116266534562j),(0.012274932956535232-0.007139410487663206j),(0.012151997619491298+0.0001227500227295747j)
"(3.0, -3.0)",(-0.00958377866862144+0.004442805302816349j),(0.004727790753495346-0.0024566916989260715j),(-0.005240232512023978+0.0018172590940185966j),(0.0057907890684368675-0.004586551352187718j),(0.0028901284109219454+0.009325480504575047j),(-0.006028588440533012+0.009450903085351006j),(-0.0029128050183279417+0.010288884379219043j),(0.007833078318070692+0.0035368414701159156j),(-0.002530229321675186-0.0057942269365037985j),(0.0019318522940898397+0.0048026411907342755j),(-0.0030438010505634615-0.0053132812039533624j),(2.659959734638613e-05+0.009856230763663558j),(0.013256410248850374+0.004101079097995015j),(0.009098917502392643+0.0081937703584395j)
"(-3.0, -2.8461538461538463)",(0.011167604201788583-0.002357302881481616j),(0.005017680556605533+0.00967278956080309j),(0.0028590760992885495+0.010925671001492844j),(0.009041704871709582+0.0036545515944269745j),(-0.0002604044842398956-0.007353658129333811j),(-0.0014672090431008165+0.005365806807599947j),(0.0006179581538518406-0.0054123112133338275j),(-0.0018222877336125122+0.007754402218980081j),(0.01255408085961084-0.00178441717208719j),(0.012432196159170615-0.006394958776401908j),(0.0060694221615338025+0.007548547768237214j),(-0.005459642646278377-0.002616446257513762j),(0.004352031520628667+0.002969476927838721j),(-0.005626479083457683-0.0033208260182923527j)
"(-2.8461538461538463, -2.8461538461538463)",(0.004782823594108377-0.010366374688285255j),(0.01067771169522211+0.00237240718227494j),(0.010008373681373667+0.005570523661066851j),(0.009390684172325655-0.0034565593211992604j),(-0.004942013350732861-0.005786803033935239j),(0.0019871051875591833+0.005365585995854401j),(-0.0025942520233120203-0.004801476076361916j),(0.0032335838285876837+0.007115703817273196j),(0.007929112593965235-0.009807237036791004j),(0.0034311337884389064-0.013930261713031336j),(0.010087334233875152-0.0004687566029090149j),(-0.0053536118477809135+0.0032262442929933475j),(0.004908541174449106-0.00206654987097488j),(-0.005902065876688478+0.0027797641147760998j)
"(-2.6923076923076925, -2.8461538461538463)",(-0.005319340332265432-0.010095903103872978j),(0.008802925722911022-0.006544974068840574j),(0.011156009632493679-0.0032133116790908356j),(0.004952219827866016-0.008992552901816747j),(-0.00768820546659764-0.0017064997699250582j),(0.004783169614695725+0.003447216007257148j),(-0.0048038881369403316-0.0026308258106656165j),(0.006631822819109736+0.003828430539798936j),(-0.0004554688964780028-0.01249488176484473j),(-0.008132738669902776-0.012252921247129848j),(0.005986750164217329-0.008681592649670774j),(-0.0003434452316671315+0.006458412344903542j),(0.0009991452799782844-0.0052947682336823764j),(-0.0010950865252265921+0.006418622997891587j)
"(-2.5384615384615383, -2.8461538461538463)",(-0.011207565232510965-0.0020746449131917605j),(0.0009912259284044968-0.010944618827187119j),(0.005861574137944596-0.010192723849775395j),(-0.001966812589929563-0.010343782419788167j),(-0.00751154810327412+0.0031736023068365065j),(0.00607381237158777+0.0003924527923794552j),(-0.005504414213740173+0.0002014561507409839j),(0.007480000588021415-0.0004314894907433921j),(-0.008108531690894242-0.00931708603811047j),(-0.01478908460377066-0.0027997276964596826j),(-0.003209291647235087-0.010553670382953033j),(0.005282000141159109+0.004135179158137988j),(-0.003863276380432275-0.003853795822933776j),(0.00456783957757947+0.004618382836005536j)
