index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.08650353657070098+0.19705682329422824j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.2007306465290471+0.0864427268005255j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.21158429568794965-0.06828305008067004j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.12293616029161852-0.19050975755153293j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(-0.018096644926102124-0.2312671215166358j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.1524020558775374-0.1831361852062364j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.23497192786536547-0.07179707205576816j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.2465587492654638+0.0622136187187194j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.19247842050095457+0.18044530722093993j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.09436189464444951+0.2571916687903031j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(0.020144018912489767+0.2833991245779171j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.12656287637031094+0.26503622092574397j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.20959035620709285+0.21768814429261502j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.26476985427692007+0.15974937755456828j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.2961487883660837+0.10682010532985813j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.31168659968802076+0.06904260864430656j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.3186718458426626+0.05140993177975668j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.3206678034819435+0.05560930439405859j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.31629712128727133+0.08154160845820778j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.29947540760979047+0.12725713782137257j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.2608800983283753+0.1871244056206232j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.1910529553667648+0.24917947584323685j)
"(0.384615384615385, -3.0)","(0.384615384615385, -3.0)",(0.08568942368700758+0.29365726144610727j)
"(0.5384615384615388, -3.0)","(0.5384615384615388, -3.0)",(-0.04742652943474479+0.2954224578753173j)
"(0.6923076923076925, -3.0)","(0.6923076923076925, -3.0)",(-0.18280431127165217+0.23253833572639823j)
"(0.8461538461538463, -3.0)","(0.8461538461538463, -3.0)",(-0.27838453134102203+0.10036065467415631j)
"(1.0, -3.0)","(1.0, -3.0)",(-0.2886832374990356-0.07477288636162949j)
"(1.1538461538461542, -3.0)","(1.1538461538461542, -3.0)",(-0.18960992673636437-0.23323244823475361j)
"(1.3076923076923084, -3.0)","(1.3076923076923084, -3.0)",(-0.004140201516714327-0.3013590319633535j)
"(1.4615384615384617, -3.0)","(1.4615384615384617, -3.0)",(0.19087732455687248-0.23132394255181116j)
"(1.6153846153846159, -3.0)","(1.6153846153846159, -3.0)",(0.2932860504293061-0.04195108294692415j)
"(1.7692307692307692, -3.0)","(1.7692307692307692, -3.0)",(0.23498940555251355+0.17176224901453827j)
