index,value
"(0,)",(-2.1958064017190355-0.273893135025428j)
"(1,)",(-5.636245891010892+3.4355372109573j)
"(2,)",(-3.581048321622797+1.0976898321688315j)
"(3,)",(-1.0899016176530525+1.2474361949564803j)
"(4,)",(3.971718912876103-2.3761164420101215j)
"(5,)",(-7.365931134734708+3.1221676686439723j)
"(6,)",(8.218518900337513-0.1497678424564567j)
"(7,)",(-8.96283359585242-7.454632065314541j)
"(8,)",(3.693031780108331+16.057361877689228j)
"(9,)",(14.795985402845687+4.791014658642793j)
"(10,)",(14.739257088315538+9.367148291268705j)
"(11,)",(-4.997948865066128+11.033277870324696j)
"(12,)",(-1.882919597865314-11.692675996186892j)
"(13,)",(3.532402328301931+7.036309124665533j)
"(14,)",(-5.135997345581035-2.9795060079871556j)
"(15,)",(4.000782383165232+0.7221784505438548j)
