index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(-0.012804201599387964+0.3838300220374742j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.27865824956849145+0.3289422898600906j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.4704699460772732+0.06907326153596545j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.43635866613572005-0.2726904591118687j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(0.17635680225512732-0.5159747944337425j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.18230744825450085-0.5343931396602984j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.4662715958431905-0.32736615197788j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.5580662698869849-0.007898265941746894j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.4511154399096333+0.2750308097438797j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.23186426835503768+0.42054303501216084j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(-0.014885245943945736+0.41514357708054045j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.12026785665398917+0.31567260149458864j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.15588569558070067+0.20114646511531425j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.12348467045398634+0.12909586979214546j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.07176895440805213+0.11764689477676077j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.03849008273998008+0.15290507545970172j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.038351522604833654+0.20801492628174292j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.06582983842277633+0.2599027748338275j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.10491182130067472+0.2968824063623786j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.1382591443429875+0.31763834032913874j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.15250106878753023+0.3256752429027089j)
