index,value
"(0,)",(1.8387843681315619+3.0977170156100655j)
"(1,)",(1.1146859653408803-0.6732845471223081j)
"(2,)",(-1.541770842335385+2.491962236495545j)
"(3,)",(-1.5853869681189048+2.6392706629870704j)
"(4,)",(-3.996210666993608+2.9195512394512595j)
"(5,)",(-4.822488392985761+3.7583628504823063j)
"(6,)",(-5.687618369858269+3.5611544142850646j)
"(7,)",(-6.291774946394876+3.831561245043741j)
"(8,)",(-6.173075540353705+3.7773149629649545j)
"(9,)",(-5.856582066863311+3.644287778055358j)
"(10,)",(-5.014358552629035+3.4966342989387083j)
"(11,)",(-3.846569569860952+3.133196775404906j)
"(12,)",(-2.4427062699369504+2.6678065274019485j)
"(13,)",(-0.8907252255499167+2.023872347148889j)
"(14,)",(0.5904403095658739+1.2559434116685224j)
"(15,)",(1.868891647771581+0.46565205533269105j)
"(16,)",(2.81493623490222-0.23227452517500335j)
"(17,)",(3.394534485721735-0.6864239319088883j)
"(18,)",(3.677206507920851-0.8168048153487976j)
"(19,)",(3.7874933401190543-0.6450826968221535j)
"(20,)",(3.849083306251304-0.32564235549122156j)
"(21,)",(3.8822393378245192-0.11183504876313455j)
"(22,)",(3.749360812438166-0.24498986382967147j)
"(23,)",(3.177177782331794-0.8196403287068521j)
"(24,)",(1.8770852502204556-1.6738970105072486j)
"(25,)",(-0.2655517297340131-2.3889267195328503j)
"(26,)",(-3.0273346283807996-2.432101804443512j)
"(27,)",(-5.807422180957172-1.4074501667422403j)
"(28,)",(-7.775528880845847+0.6926997376389115j)
"(29,)",(-8.17742907621321+3.3722874145797386j)
"(30,)",(-6.673562892062861+5.740662606419397j)
"(31,)",(-3.5478783726343384+6.829526538776838j)
"(32,)",(0.33063761878209386+5.9896065138184955j)
"(33,)",(3.7961848273108023+3.186844471881984j)
"(34,)",(5.804885552890962-0.9407777419179095j)
"(35,)",(5.8031118722102715-5.292098932283892j)
"(36,)",(3.894416022947805-8.681208199820489j)
"(37,)",(0.7545023717097727-10.221776298439696j)
"(38,)",(-2.643675864022414-9.569370254466296j)
"(39,)",(-5.364305036493251-6.953373630746846j)
"(40,)",(-6.772631802068089-3.0248048582739706j)
"(41,)",(-6.6529509581186135+1.3902093647862737j)
"(42,)",(-5.176594637300978+5.529522673771936j)
"(43,)",(-2.7693098564498246+8.855232357684383j)
"(44,)",(0.053493801275493524+11.111311881050632j)
"(45,)",(2.8266163673906215+12.295205443746243j)
"(46,)",(5.219940574650433+12.580461563198496j)
"(47,)",(7.064918545915151+12.228109310402187j)
"(48,)",(8.33658805433796+11.51293860720419j)
"(49,)",(9.111064335438726+10.67608925122347j)
"(50,)",(9.516224904913866+9.903517135590889j)
"(51,)",(9.687317987154433+9.323297711798684j)
"(52,)",(9.733124888363257+9.012833064577311j)
"(53,)",(9.71404213873789+9.008130590951257j)
"(54,)",(9.631464131492292+9.30975430411155j)
"(55,)",(9.427677176649507+9.88277496433009j)
"(56,)",(8.996277753758704+10.650723005381996j)
"(57,)",(8.203912751563527+11.486227590080212j)
"(58,)",(6.923977730516911+12.203738576667547j)
"(59,)",(5.080922683694419+12.562183950247082j)
"(60,)",(2.6995157318764953+12.28648618710227j)
"(61,)",(-0.05262097543654232+11.114977305381885j)
"(62,)",(-2.846975119119934+8.873193335254179j)
"(63,)",(-5.220536232247881+5.562532305839222j)
"(64,)",(-6.660453957310615+1.4377717529889313j)
"(65,)",(-6.7438413601216025-2.9643944146645396j)
"(66,)",(-5.302156847880814-6.882984903279632j)
"(67,)",(-2.5536600001428345-9.492578473284256j)
"(68,)",(0.8645984478438491-10.142785555430322j)
"(69,)",(4.015664779048347-8.604374777358311j)
"(70,)",(5.925456514298034-5.221278803506407j)
"(71,)",(5.918598523436101-0.8802364180972875j)
"(72,)",(3.8929046816743202+3.2347354813225175j)
"(73,)",(0.40150905704932316+6.02210552213546j)
"(74,)",(-3.5063601383454883+6.84436167777862j)
"(75,)",(-6.666940209450948+5.740650601743273j)
"(76,)",(-8.207740366522609+3.3525642076502367j)
"(77,)",(-7.835393911882022+0.6628224931181665j)
"(78,)",(-5.9084149047690815-1.445610665676142j)
"(79,)",(-3.141686312148419-2.484039375680143j)
"(80,)",(-0.40032931266701643-2.412451524990481j)
"(81,)",(1.720577965567378-1.7236272836061892j)
"(82,)",(3.0903423118633953-0.8266357561787485j)
"(83,)",(3.5878079015250903-0.21642104988990563j)
"(84,)",(3.8727796452093384-0.1988933765173564j)
"(85,)",(3.8752314260604703-0.14912642834415046j)
"(86,)",(3.635011974407883-0.8500884495511833j)
"(87,)",(4.218848107584286-0.8557599221320191j)
"(88,)",(2.8961267530679713-0.4991937949056574j)
"(89,)",(3.189897750206695-1.7270559622795159j)
