index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)"
"(0.0769230769230771, -3.0)",(0.0063639964048915615-0.007176331757634167j),(-4.579575503485887e-05+0.007831847665929852j),(-0.008327359949525565-0.003408010733492786j),(0.0014257043959698251-0.009975172497084872j),(0.0073005682936014525-0.007769822840587763j),(0.006103065687050529-0.008577093630477301j),(-0.002477671790457748-0.009403989692095724j),(-0.008295187182832297+0.0021234142389239025j),(0.005517633925206994+0.0050485977850147105j),(-0.0017773116226595452-0.006714003688452414j),(-0.0011889918861545704+0.0074033243254679375j),(0.007267283429163535-0.006498119924569203j),(-0.009841395189426016-0.009018566660851476j),(-0.014145291098750868-0.00441598498339455j),(-0.004119622855156365-0.011313038693794807j),(0.008673291648467031+0.000836940114462671j),(-0.006475699582403841+0.0029916701052128134j)
"(0.23076923076923084, -3.0)",(0.0038416241624868357-0.008735256707988933j),(0.0019006809597834884+0.007439585577077599j),(-0.008624307876627647-0.0018470531552390972j),(0.0005798558415484812-0.009920778816395498j),(0.007407582801936297-0.007596668692478316j),(0.007140768402020959-0.007805190843430015j),(-0.0003471619965122757-0.009849076158054262j),(-0.008701469148692988-0.0005337604083913467j),(0.0032757070264206353+0.00685309309471448j),(0.0011736992667145411-0.006858130802980091j),(-0.004059397649352161+0.006096785306436415j),(0.008692213098532632-0.0033437724699198865j),(-0.0073106170137878165-0.010563200739587898j),(-0.014018938105143975-0.004958976587802035j),(-0.005934437093886563-0.011045359951617678j),(0.00893427080778405-0.0015687191540089134j),(-0.005276745489010945+0.0049563346185474925j)
"(0.384615384615385, -3.0)",(0.0014840308682360645-0.00938427424094031j),(0.0033169173933179814+0.006753307775477658j),(-0.008603515793659306-0.0006950103359042666j),(0.0001992261055929972-0.009778083257374176j),(0.007816146282610825-0.007064057118521257j),(0.008357374308551796-0.006530755117063932j),(0.0022808535574512694-0.009701073962283823j),(-0.00810045725778562-0.0035910310889093527j),(0.00012693760399465923+0.007708515913414957j),(0.004205222697479651-0.005569342658743446j),(-0.006299209645142555+0.0034343272059315804j),(0.008890039951610201+0.0005549603691744836j),(-0.003669744349426516-0.011747118219266483j),(-0.013240671500524088-0.00660196376563056j),(-0.006842577547388801-0.011044029341848775j),(0.008804763264449615-0.0034309562568799507j),(-0.003892959702601814+0.0062535793145595j)
"(0.5384615384615388, -3.0)",(-0.0004268990258057717-0.009458483688938315j),(0.004235517851901214+0.006031959875757793j),(-0.008435213961909369+1.6869170750556907e-05j),(0.00026999156986165474-0.009602084685484734j),(0.008449085850385094-0.006128077064386261j),(0.009537072654360315-0.004648978906488405j),(0.005166923455343336-0.008626260703278661j),(-0.0061607895542083084-0.006547047094567074j),(-0.003444884577810333+0.007018558322263158j),(0.006450116650381816-0.0027333913290398396j),(-0.0070411292630560805-0.00026188721202666736j),(0.0072559584257416284+0.00449398444015727j),(0.0008777751728529068-0.011719938029195371j),(-0.011460941624868562-0.009047869825709891j),(-0.0068049469355883005-0.01152034409590597j),(0.008661730106403472-0.004672897859459031j),(-0.002653206343253389+0.007030331745128592j)
"(0.6923076923076925, -3.0)",(-0.0017835108195884083-0.009275945740368947j),(0.0047400702532000155+0.005447017425362349j),(-0.00822810665131723+0.0002997675264015999j),(0.0007672390328175318-0.00938612860615149j),(0.009170157533139963-0.0047308163093087545j),(0.010375545683191129-0.002119066441783635j),(0.00786513399457195-0.006374596456514954j),(-0.0028273604136096783-0.008654162429983273j),(-0.0065339746747661315+0.004477015484651385j),(0.006939881452361828+0.001158555058193902j),(-0.005638584841746513-0.004039579983859951j),(0.003685478052611721+0.00732180532345264j),(0.005590259790697849-0.009707454943484862j),(-0.008273357212551954-0.011670717166318014j),(-0.005707558453231265-0.012439415942758913j),(0.008770892562984852-0.005280179439215007j),(-0.0017578857700089401+0.007478959530901199j)
"(0.8461538461538463, -3.0)",(-0.0025760119211907673-0.009076734210822574j),(0.00491450533457918+0.0050918603199378715j),(-0.00802715590028488+0.00018038305783639466j),(0.0016544403594230092-0.009067698074943311j),(0.009778857078537765-0.0028319694213067635j),(0.010502657905608333+0.0009684418993207831j),(0.009743504573165605-0.002920554795047012j),(0.001487755327344433-0.009082082902073334j),(-0.008005675872154536+0.00038586744719903466j),(0.005065777868227841+0.0049294285186221205j),(-0.0021547679814393635-0.006494614243508043j),(-0.001074009443296469+0.007819603423877646j),(0.009174968215200082-0.005444765883452633j),(-0.003509817886997019-0.013477735030166804j),(-0.003389160022445432-0.013479958017272883j),(0.009259647421785065-0.00521158584005911j),(-0.0013169222688416032+0.007758771948146455j)
"(1.0, -3.0)",(-0.0028254874218179306-0.009003824302288495j),(0.004814211399566485+0.004999286616932374j),(-0.007818446807980125-0.0003110567567878249j),(0.002871148972702172-0.008538669494828215j),(0.010015925183937277-0.00045251937098347736j),(0.009548919570736756+0.004327533408651897j),(0.010103586970545062+0.0013929569594645262j),(0.005821303846932518-0.007234882152113743j),(-0.0069441752443455095-0.004170757671113879j),(0.0010993541330884514+0.007015360183353198j),(0.002312926328556613-0.006354988114481645j),(-0.005399777328711218+0.005377728825288807j),(0.010156186983883856+0.00037337090524485595j),(0.0023948709770147208-0.013274706077958538j),(0.00021330058203301177-0.014013009080707366j),(0.010093003331143829-0.004357486276573976j),(-0.0013924165022001459+0.007951139130988319j)
"(1.1538461538461542, -3.0)",(-0.0025415411970234753-0.009102390984284957j),(0.004455197646253421+0.0051551188340026016j),(-0.0075367572423583225-0.0011386586312622038j),(0.004312796846555898-0.007663064707150973j),(0.00959113569345332+0.002275742106647982j),(0.007261934554003322+0.0074463728274082805j),(0.008412602279606754+0.005780108212476417j),(0.00880857820016945-0.003144829281046012j),(-0.0032340670504417274-0.0075095238354005245j),(-0.003560602736021788+0.006180155981994554j),(0.00582510471326329-0.003298285352823005j),(-0.007348833559513035+0.0006543627585987481j),(0.007635653397528209+0.005966405950680429j),(0.008160896113767305-0.010135720257313508j),(0.004822331514276642-0.013178747739696775j),(0.011036151962613731-0.0025633634070952403j),(-0.0020216896730306947+0.00803539613069681j)
"(1.3076923076923084, -3.0)",(-0.0017086938960852597-0.009320773699333935j),(0.0038170877083697034+0.005502903532823453j),(-0.007076006349012018-0.0022471855215088978j),(0.0058093001953719095-0.006306824939632284j),(0.0082430763282352+0.005069247422192948j),(0.0036570609862627518+0.009630360294770652j),(0.004605390588405384+0.009096928302441673j),(0.009133486328282975+0.002241887963651052j),(0.0020286166753026814-0.007988730638124029j),(-0.0067564617101772365+0.0023750599566696898j),(0.006466848178693711+0.0014815182531693167j),(-0.005722082346618949-0.004305786225305234j),(0.0021271989396528033+0.009005399513837218j),(0.011831123347892976-0.004089138020837589j),(0.009579446769593221-0.010158336299573472j),(0.011621919741186273+0.00026691548577969257j),(-0.0032077426365412867+0.007877784924789077j)
"(1.4615384615384617, -3.0)",(-0.0003022709043704738-0.009507551304082311j),(0.0028580441915688985+0.0059404032183193786j),(-0.006306240495743769-0.00354099168253404j),(0.007112904540298975-0.004382663264049225j),(0.005831986777101843+0.007483434763875859j),(-0.000845485135892919+0.010151287791024083j),(-0.0006609007785329181+0.010146969000037333j),(0.006190057377839948+0.00712858785949802j),(0.00667170587714234-0.004934358702574567j),(-0.006616191915962367-0.0028094515333615313j),(0.0035755320295885176+0.005526010177111744j),(-0.0010849943315956023-0.006882528761868113j),(-0.004147856203852076+0.007820417263793063j),(0.011542589490805274+0.0033531822351365636j),(0.01300277777369317-0.004664199325983073j),(0.011180061552690726+0.00399114772185638j),(-0.004873333707059053+0.007239241525578591j)
"(1.6153846153846159, -3.0)",(0.0016661752200925486-0.00941149103064718j),(0.001541967566712717+0.006313342024020799j),(-0.005102283578404148-0.004862344134342273j),(0.0079090220465634-0.0019075025629460404j),(0.0024498367416557866+0.008962550256229529j),(-0.005374678281033113+0.008502169783037406j),(-0.005970185036190406+0.008177618276316115j),(0.0006652807729033729+0.009439813530335036j),(0.008319678086901107+0.0006375167191742129j),(-0.002823915931553227-0.006634585337008085j),(-0.001458852165283832+0.006370085828303802j),(0.00408396327393977-0.005429682987494102j),(-0.008044840004552056+0.002701765635376307j),(0.006722749605388715+0.009367830654762994j),(0.013366148601835234+0.002514907863264976j),(0.009006326109618618+0.008026088756238992j),(-0.0067881365436235465+0.005822329243410097j)
"(1.7692307692307692, -3.0)",(0.004078074925086177-0.008702610671138335j),(-0.00012191632690709668+0.006416235239107868j),(-0.0033874686186594967-0.005979714796418556j),(0.007863824667184174+0.0009398062400896198j),(-0.0014905926874807106+0.008967614503965337j),(-0.008736948514570676+0.004697565553041776j),(-0.009476653935573282+0.003398345492167715j),(-0.005365666642367118+0.007805676587924069j),(0.005742570495512125+0.006103380485481839j),(0.0027453267024935535-0.006687556440900551j),(-0.005632206504789934+0.003229516710864992j),(0.00660770960438444-0.0006363648946601228j),(-0.007267576436062331-0.00369588374804055j),(-0.0009748631681620736+0.011015177725100012j),(0.009560845628620316+0.00929853768630129j),(0.004714842007084039+0.011253214987479988j),(-0.00850137394316701+0.003382548283847883j)
"(1.9230769230769234, -3.0)",(0.006628603852883089-0.007039233939637496j),(-0.0020314792585130036+0.0060133848337315995j),(-0.0011897751002531037-0.006600135781896579j),(0.006715168214015509+0.0037847067012991404j),(-0.005244487954776356+0.007175242382713515j),(-0.009758892410926107-0.0005081790481520816j),(-0.00960759850413919-0.002765170715119011j),(-0.00912594754750973+0.0025234122832601727j),(-7.326590951705664e-05+0.008406742911323437j),(0.006763263066382998-0.0025933976388914878j),(-0.0061096426100987625-0.002077132301445889j),(0.0047111316237728506+0.004474796811720277j),(-0.0021266487378367783-0.007557066460561206j),(-0.007896109333526144+0.007084548600595935j),(0.002122451097894797+0.01286222833197573j),(-0.001303114304214563+0.012214818979275194j),(-0.009341331087265363-8.95133066123493e-05j)
"(2.0769230769230775, -3.0)",(0.008777480529489153-0.004199725241593826j),(-0.003949820009745424+0.004892504160754625j),(0.0013029843473426337-0.00641957064697422j),(0.0043961944799495245+0.006079646878503699j),(-0.007857858411733332+0.003696509399054159j),(-0.007785478919146544-0.005646548179896433j),(-0.005913156106960768-0.00796096695875804j),(-0.008497238520205327-0.004142997839560477j),(-0.006014292737857769+0.0058999557978058805j),(0.006466015300941309+0.0032867892516053763j),(-0.002341001267026344-0.0059737988051227825j),(-0.0004312901716209893+0.006355308958035614j),(0.0041506727026905275-0.006337013075231215j),(-0.01016807257481038-0.0005723761387147881j),(-0.006291694736105254+0.011044264075196215j),(-0.0075705420418174865+0.009714718886708464j),(-0.008557730344600617-0.0041613389125969395j)
"(2.230769230769231, -3.0)",(0.009789366152718948-0.00026894999349474143j),(-0.00549442466780289+0.0029546460027475153j),(0.003715047997488583-0.005217026962773489j),(0.0011552639739900146+0.007211758595591338j),(-0.00844525310006628-0.0007807052902346819j),(-0.003147239458204852-0.008918799277488659j),(0.00037819536480973635-0.009819317956888776j),(-0.0034148603439281516-0.008788051034598017j),(-0.008430520145367642-0.00026583623834355136j),(0.0017565353446728506+0.007043413962376783j),(0.0031454480074790295-0.005551719719694507j),(-0.005149656532360818+0.003547850237854353j),(0.007279281296975421-0.0008155505814883518j),(-0.00626454074871085-0.007518920412619124j),(-0.011701704977358346+0.004013021730974885j),(-0.011735455803077036+0.003690046495584472j),(-0.0056479652129942945-0.00784810183256124j)
"(2.384615384615385, -3.0)",(0.008922627913170873+0.004183766249958892j),(-0.006189555551442123+0.00032390569183776994j),(0.005515971516719797-0.002978734136371496j),(-0.0023889848850970103+0.006699189692058421j),(-0.006569468607830714-0.005041531833998137j),(0.0026756641437944238-0.008901036933100577j),(0.006560251807308148-0.00718383604183244j),(0.0036368886622557698-0.008661179171569472j),(-0.005514478390056754-0.006385006050514406j),(-0.0042767393526171125+0.0058674273766543454j),(0.006276772800116149-0.0009401870816080083j),(-0.005843656105928892-0.0019062894660984361j),(0.004993454061933787+0.005042272368097449j),(0.0014465034716240079-0.00930420429129263j),(-0.010932995594055517-0.005006094277626778j),(-0.011529709148119537-0.004129532251766543j),(-0.0007974125067643034-0.009767375556213383j)
