index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.027168624551516703+0.22681055258893523j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.18077157843058148+0.14931170914507938j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.24089099008442663-0.010321888345601365j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.18246033952555088-0.1686369276673643j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(0.03923439139253699-0.25353528374813133j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.12341784844700793-0.2350007536268196j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.24319798522223637-0.12858308525744436j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.2846287356798507+0.021658556333014955j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.24502017021439473+0.16665199578801007j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.1462413752674075+0.27041044084295723j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(-0.0205028197655764+0.3176599984930696j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.10247222066217426+0.312065911070167j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.20296541588446773+0.26922764447813186j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.2730042224088383+0.20878573867021752j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.31397804261221246+0.14850040130261632j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.3323996856996169+0.10130249824521886j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.3356644833865249+0.07487633467995568j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.32883697741212037+0.0725928452830028j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.3127933713747442+0.09450812820635296j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.2837572477088615+0.1374799421799269j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.2343916742175657+0.19408598059701568j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.1568666360074125+0.2509108380002224j)
"(0.384615384615385, -3.0)","(0.384615384615385, -3.0)",(0.048178253587316526+0.2878284304560412j)
"(0.5384615384615388, -3.0)","(0.5384615384615388, -3.0)",(-0.08310670254149076+0.2807310132780911j)
"(0.6923076923076925, -3.0)","(0.6923076923076925, -3.0)",(-0.21166299178476364+0.20979115545489213j)
"(0.8461538461538463, -3.0)","(0.8461538461538463, -3.0)",(-0.29689493830736613+0.0726662370121068j)
"(1.0, -3.0)","(1.0, -3.0)",(-0.295889139487935-0.10296375279506732j)
"(1.1538461538461542, -3.0)","(1.1538461538461542, -3.0)",(-0.18729303153590715-0.25787592188420344j)
"(1.3076923076923084, -3.0)","(1.3076923076923084, -3.0)",(0.0043169811277607405-0.3203732868906673j)
"(1.4615384615384617, -3.0)","(1.4615384615384617, -3.0)",(0.20240900796187047-0.24487964776964877j)
"(1.6153846153846159, -3.0)","(1.6153846153846159, -3.0)",(0.3065491454762336-0.05119654470256545j)
"(1.7692307692307692, -3.0)","(1.7692307692307692, -3.0)",(0.2501058144095805+0.16658821221965373j)
"(1.9230769230769234, -3.0)","(1.9230769230769234, -3.0)",(0.054782545504328935+0.28281646325257176j)
"(2.0769230769230775, -3.0)","(2.0769230769230775, -3.0)",(-0.1638232698065184+0.22070743371639184j)
"(2.230769230769231, -3.0)","(2.230769230769231, -3.0)",(-0.26156066452786914+0.017430852787541043j)
"(2.384615384615385, -3.0)","(2.384615384615385, -3.0)",(-0.16902985061778336-0.1853878328373593j)
"(2.5384615384615383, -3.0)","(2.5384615384615383, -3.0)",(0.04480841233938387-0.2374589781740215j)
"(2.6923076923076925, -3.0)","(2.6923076923076925, -3.0)",(0.21268197471016073-0.09906977543030569j)
"(2.8461538461538467, -3.0)","(2.8461538461538467, -3.0)",(0.19811965404971696+0.11611206524371301j)
"(3.0, -3.0)","(3.0, -3.0)",(0.013806242007872983+0.22589952622691828j)
"(-3.0, -2.8461538461538463)","(-3.0, -2.8461538461538463)",(0.1888847425635927+0.13071030876169218j)
"(-2.8461538461538463, -2.8461538461538463)","(-2.8461538461538463, -2.8461538461538463)",(0.2318122238147015-0.04224957475126058j)
