index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)"
"(-0.3846153846153846, -2.5384615384615383)",(-0.0098630532186278-0.004482274773359874j),(0.008395278536983207-0.004177929113818224j),(0.004095202087883048+0.010046943232743421j),(-0.005786595138037136+0.010334943712916315j),(-0.0068079593440640305+0.009831849769584353j),(0.0011902921055466135+0.011080899982357777j),(0.009734247142691426-0.00013712755480486022j),(-0.004628056883635094-0.006878131474135849j),(0.0008229868838859043+0.007391900692006903j),(0.0010759944170633919-0.00786942473750494j),(-0.006522390621635777+0.008774973336275848j),(0.014068200952353598+0.007979875139918905j),(0.01621206896868832+0.005452114723462776j),(-0.001586804684853801+0.011971554032196532j),(-0.004221875949617168-0.007232022123752638j),(0.005211974813110331+0.0052517421564210074j)
"(-0.23076923076923084, -2.5384615384615383)",(-0.010682907894620987+0.001059165757440909j),(0.005672657003155405-0.0072222260163626595j),(0.0070998085198895+0.007975258355595576j),(-0.0033297424895851924+0.011295328887783705j),(-0.005823366050863477+0.010534102152331554j),(0.0009662796767116045+0.011310825539890013j),(0.00992840441196102+0.0012149073191350219j),(-0.0029995614618465068-0.007978032452867108j),(-0.0014104644926526042+0.007400615168970914j),(0.0033494756191529925-0.007002767164254658j),(-0.00784623563859999+0.006680143068342284j),(0.013215110193809542+0.008089441797723654j),(0.017500253251443953+0.00191694203437275j),(0.003820324653180447+0.012354097852493029j),(-0.0077206709982254144-0.004139496105997384j),(0.007267180146582918+0.001626063332293839j)
"(-0.07692307692307665, -2.5384615384615383)",(-0.00893451330550731+0.005770655882702227j),(0.0024078078266918544-0.008645276569163793j),(0.008922074554991048+0.005492918358386351j),(-0.001306592281292384+0.011596713436723975j),(-0.005301926632462058+0.010849830354169004j),(0.0001384465521197713+0.01152731592645906j),(0.009760040352935099+0.003135107839586773j),(-0.0006206057639973648-0.008730800968211338j),(-0.003988032684989575+0.006521546632377091j),(0.005618810837996022-0.005151602999859829j),(-0.009001314063013187+0.003685696437111757j),(0.011344390066363327+0.0093319765095867j),(0.017871205840577224+2.5105937339978537e-06j),(0.008254022525436644+0.01108049300951687j),(-0.009209851098608004-0.00011733666285463307j),(0.00720118063157404-0.0021649600476082763j)
"(0.0769230769230771, -2.5384615384615383)",(-0.005749293360937279+0.008833922870220442j),(-0.0006206057639973683-0.008730800968211334j),(0.009760040352935097+0.0031351078395867875j),(0.00013844655211977708+0.01152731592645906j),(-0.005301926632462059+0.010849830354169004j),(-0.001306592281292384+0.011596713436723978j),(0.00892207455499105+0.005492918358386352j),(0.0024078078266918583-0.008645276569163791j),(-0.006393018459274144+0.004405728303747145j),(0.00720118063157404-0.0021649600476082655j),(-0.009209851098608-0.00011733666285468415j),(0.00825402252543661+0.011080493009516905j),(0.017871205840577224+2.5105937340253204e-06j),(0.011344390066363348+0.009331976509586665j),(-0.00900131406301317+0.0036856964371117834j),(0.005618810837995979-0.005151602999859853j)
"(0.23076923076923084, -2.5384615384615383)",(-0.0022229352849709202+0.01021231598036845j),(-0.0029995614618465107-0.007978032452867111j),(0.00992840441196102+0.0012149073191350377j),(0.0009662796767116036+0.011310825539890008j),(-0.0058233660508634775+0.010534102152331554j),(-0.003329742489585193+0.011295328887783708j),(0.007099808519889502+0.007975258355595578j),(0.005672657003155412-0.0072222260163626595j),(-0.007821653031462483+0.001025061810943373j),(0.00726718014658291+0.0016260633322938516j),(-0.007720670998225397-0.004139496105997406j),(0.003820324653180413+0.01235409785249306j),(0.017500253251443953+0.0019169420343727503j),(0.013215110193809547+0.008089441797723631j),(-0.007846235638599989+0.006680143068342316j),(0.0033494756191529544-0.007002767164254687j)
"(0.384615384615385, -2.5384615384615383)",(0.0009044783665906261+0.010335094031919567j),(-0.0046280568836350984-0.006878131474135851j),(0.009734247142691426-0.00013712755480486052j),(0.0011902921055466126+0.011080899982357773j),(-0.0068079593440640305+0.009831849769584355j),(-0.005786595138037161+0.010334943712916305j),(0.00409520208788306+0.010046943232743416j),(0.00839527853698321-0.004177929113818223j),(-0.007400105974098084-0.0030742196537054817j),(0.0052119748131103155+0.0052517421564210335j),(-0.004221875949617123-0.007232022123752658j),(-0.0015868046848538527+0.011971554032196529j),(0.01621206896868831+0.005452114723462802j),(0.014068200952353607+0.007979875139918881j),(-0.006522390621635764+0.008774973336275868j),(0.0010759944170633576-0.007869424737504939j)
"(0.5384615384615388, -2.5384615384615383)",(0.0032929968026960982+0.00977371300920092j),(-0.005593298952880615-0.005801049974465419j),(0.009410686392630431-0.0009048018319911908j),(0.0008417694692485079+0.010877244465424466j),(-0.008124731542969152+0.00861914936637988j),(-0.008371058383251802+0.00842475116955172j),(-1.8912574158503129e-06+0.010991418651184888j),(0.009549155429775063+0.0002660657298112007j),(-0.004631033527976653-0.006687580657235987j),(0.001179821314713603+0.007275232452329079j),(0.0006860207161611884-0.008017144597576097j),(-0.006798413364357241+0.009002205320071335j),(0.013162675751794597+0.00982332173281247j),(0.013871263026707754+0.009258324560678235j),(-0.005632812626335571+0.010132976049806584j),(-0.0007957720716480772-0.008126592034157774j)
"(0.6923076923076925, -2.5384615384615383)",(0.004890558373916675+0.009032847587359047j),(-0.0060512550177116466-0.004972843449266552j),(0.00909475647235774-0.0011243237441116356j),(-4.1782331074830644e-05+0.010651695354499668j),(-0.009548336413369423+0.006757579988070744j),(-0.010583983931959357+0.0053792059947015j),(-0.0046506723972263376+0.010081776592873539j),(0.008219255439508053+0.0051663400435767665j),(7.86802176586983e-05-0.008248811925348641j),(-0.0035710040942550547+0.00643044819741057j),(0.005328118158243198-0.005655374937656521j),(-0.009976419705053098+0.0034637775745817493j),(0.007743685045531872+0.013575579683172107j),(0.012247144474123516+0.011749704451301798j),(-0.005574927370870802+0.010915968216746388j),(-0.002092248354532409-0.008166773940401158j)
"(0.8461538461538463, -2.5384615384615383)",(0.0057811233561877225+0.008466458823639647j),(-0.006144562351107325-0.004501042931093539j),(0.008829596802552738-0.000844547776803771j),(-0.0014065395009432414+0.010279683870840524j),(-0.010744794543626765+0.004157001016586848j),(-0.011767137686499854+0.0012623495387726782j),(-0.008808255135187315+0.006891278820464253j),(0.004150882398749849+0.00892383512990789j),(0.005156251873256346-0.006574048705815988j),(-0.006894637558104441+0.002547101592054104j),(0.007502872488465162-0.0007150132884678733j),(-0.009411069997479116-0.0031375205975760797j),(0.00030445963204346415+0.014776061261503482j),(0.00863246640280537+0.014702389560364505j),(-0.006560324857108846+0.011099464331715192j),(-0.0027576262641982405-0.008287203795179728j)
"(1.0, -2.5384615384615383)",(0.006061059207548067+0.008272643552144847j),(-0.005960421558775537-0.004411100277240986j),(0.00857581745784847-0.00011264231584728947j),(-0.0031551858440010015+0.009579536358608809j),(-0.011286047565855963+0.0008591411857412363j),(-0.011241101968055906-0.003473518506139226j),(-0.011111138969739698+0.0016651585177128556j),(-0.001754172659349432+0.009798289196547487j),(0.008259145463733224-0.0017862452468061325j),(-0.006786736242112768-0.0028231025390914573j),(0.005757043214812344+0.004552809083516339j),(-0.004771280556145613-0.008049783289746888j),(-0.0073368708541673875+0.01183487631712311j),(0.0027427328402471383+0.016699732803434314j),(-0.00857755691811671+0.010385353838101394j),(-0.0027474663296850467-0.008642279673189424j)
"(1.1538461538461542, -2.5384615384615383)",(0.0057657253747592785+0.00851356856629092j),(-0.0055184064318691385-0.0046721182653821774j),(0.008225574385383861+0.0010178098582699327j),(-0.005111381233571529+0.008346847763751325j),(-0.010716349900472962-0.0028755656289693775j),(-0.008556494790588592-0.007933116421928309j),(-0.010349845005387557-0.004432004789532408j),(-0.007380487514063069+0.006813315318245077j),(0.007432096187137145+0.00419360925690998j),(-0.0028247811630755927-0.0067895870820468785j),(0.0007081842227978404+0.00713681742533442j),(0.0020156034695618676-0.008633931332938275j),(-0.012207160357340811+0.004753219084467091j),(-0.00476972046542036+0.015926889405461j),(-0.011257015359886111+0.008253641601230557j),(-0.0019720475910085084-0.009215099660345045j)
"(1.3076923076923084, -2.5384615384615383)",(0.004846083466705502+0.009124102383712097j),(-0.004778474337069235-0.0052041695126727495j),(0.00762107103768866+0.0024619889160719917j),(-0.006990436438928096+0.00641140910860233j),(-0.008683547113006642-0.0065145826697569405j),(-0.0038052119072655363-0.010901160936156073j),(-0.006139276496327607-0.0094350827497187j),(-0.010093270704624346+0.0006482172980547861j),(0.002536352276008971+0.008222648021732754j),(0.0029924903614141365-0.006721674970716668j),(-0.004727224975059669+0.005200017962745635j),(0.007265809084646006-0.00428984927103856j),(-0.011646445786584421-0.004037948959694055j),(-0.011869295256171091+0.011020188810339808j),(-0.013705877893400406+0.0042201881605161045j),(-0.00031275439855364077-0.009782321416751437j)
"(1.4615384615384617, -2.5384615384615383)",(0.003193941288563969+0.009897153470528258j),(-0.003665452401296796-0.005869696374412911j),(0.0065845986927059955+0.0040707389954180275j),(-0.008397271734209375+0.0037175826396574547j),(-0.005121244387383366-0.0092846680552941j),(0.0021419338352369243-0.011199990905700428j),(0.0005198231340127941-0.011218764256994503j),(-0.008103815189570077-0.0061342260001940666j),(-0.004055856556559373+0.007656061157723023j),(0.007007249449364545-0.0022535742628580872j),(-0.006898236165423726-0.000231644067686777j),(0.0076732126576229895+0.0024797683355727144j),(-0.005356272191282732-0.010306519329295645j),(-0.015507470307401988+0.002297830819097664j),(-0.014509765662970157-0.0016823299846897113j),(0.002272307623661629-0.009888277849699685j)
"(1.6153846153846159, -2.5384615384615383)",(0.0007205097378504529+0.010459564757781037j),(-0.0021116044554430917-0.00645940660945515j),(0.004968046958937891+0.005602415416465521j),(-0.008875492047769135+0.00041441506157084983j),(-0.00042562882100086576-0.010334159830290133j),(0.007656883600203106-0.008231394761353985j),(0.007214764690789797-0.008545544787080837j),(-0.0018482486797933705-0.010025798185113781j),(-0.008392663319182887+0.002333716110732321j),(0.006258640603413159+0.0038760209031269183j),(-0.004079892725183944-0.0054296602667683515j),(0.002866887134916576+0.007186106897828103j),(0.003493932660319681-0.010397726752184396j),(-0.013137148318313063-0.007452484194098866j),(-0.012153108888401588-0.008371055506258265j),(0.005560038454096387-0.008891962562550143j)
"(1.7692307692307692, -2.5384615384615383)",(-0.002510318941320094+0.010278669471918342j),(-0.00011874768904349305-0.0066905041266670075j),(0.002724022453500694+0.006719007200973378j),(-0.0080234173863399-0.0030783331331988104j),(0.004470874108952184-0.009031764188556684j),(0.010781154463595882-0.0024984146611757327j),(0.010928425450654571-0.00204650880202549j),(0.0056339485782984765-0.00851330104095174j),(-0.007387328338912749-0.0046830543606258025j),(0.0009414360700281228+0.007299374242035053j),(0.001795577853283825-0.006447783284895431j),(-0.003748696722362793+0.006437336336206327j),(0.009551590836196042-0.004079910082907205j),(-0.004798168715261906-0.013690944777046144j),(-0.00593990305605952-0.013555119559086806j),(0.008861127079578346-0.006174155067141024j)
