index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.010791920970986484+0.14822646233334932j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.11174591752421414+0.10495968910114604j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.1586816005448204+0.006167409342196655j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.13193294914113834-0.09951466671459788j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(0.046250961728720064-0.166521328984512j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.062290882367105366-0.17061756420454757j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.15451660107919973-0.11353868408635528j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.20245786990648093-0.016645412485844262j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.19581336719324569+0.09040341735997465j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.14097517980970367+0.180531033900853j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(-0.05526067217310145+0.23644043768394463j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.040515503516669125+0.25308935446011704j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.12847165249949416+0.23605666903615508j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.19743617819615858+0.19743834590774795j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.24364100028899827+0.15122658401487177j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.2689738593827718+0.10972963180537004j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.2780062117130166+0.08172130273524895j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.2749973186593195+0.07209471263274812j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.26169308348733006+0.08221168128190967j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.23635176117862428+0.11005199460345536j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.1942756820679623+0.14965049076957426j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.13014644903769393+0.19006173998786535j)
"(0.384615384615385, -3.0)","(0.384615384615385, -3.0)",(0.04227799438280261+0.21504122097348358j)
"(0.5384615384615388, -3.0)","(0.5384615384615388, -3.0)",(-0.061964599043783375+0.205377387177856j)
"(0.6923076923076925, -3.0)","(0.6923076923076925, -3.0)",(-0.16201619242857104+0.14556682571921928j)
"(0.8461538461538463, -3.0)","(0.8461538461538463, -3.0)",(-0.22535790922436014+0.034394361898468444j)
"(1.0, -3.0)","(1.0, -3.0)",(-0.21802264491031417-0.10507094242251648j)
"(1.1538461538461542, -3.0)","(1.1538461538461542, -3.0)",(-0.12393645314392618-0.22442593598058358j)
"(1.3076923076923084, -3.0)","(1.3076923076923084, -3.0)",(0.03536461350395228-0.26562698980374533j)
"(1.4615384615384617, -3.0)","(1.4615384615384617, -3.0)",(0.19601085797538242-0.19261976076215837j)
"(1.6153846153846159, -3.0)","(1.6153846153846159, -3.0)",(0.2750355190667528-0.0235194730490782j)
"(1.7692307692307692, -3.0)","(1.7692307692307692, -3.0)",(0.21808253909372044+0.1621719070255225j)
"(1.9230769230769234, -3.0)","(1.9230769230769234, -3.0)",(0.044632399484782245+0.25905412918916815j)
"(2.0769230769230775, -3.0)","(2.0769230769230775, -3.0)",(-0.1472566452864164+0.2028383316729289j)
"(2.230769230769231, -3.0)","(2.230769230769231, -3.0)",(-0.23531251334171296+0.0249724674882627j)
"(2.384615384615385, -3.0)","(2.384615384615385, -3.0)",(-0.15965115808529776-0.15467165867078528j)
"(2.5384615384615383, -3.0)","(2.5384615384615383, -3.0)",(0.02302001516601549-0.20762117479830136j)
"(2.6923076923076925, -3.0)","(2.6923076923076925, -3.0)",(0.17172547270613364-0.09735974915574562j)
"(2.8461538461538467, -3.0)","(2.8461538461538467, -3.0)",(0.16907027829487767+0.08309004669112727j)
"(3.0, -3.0)","(3.0, -3.0)",(0.021708566749717554+0.18070404721564975j)
"(-3.0, -2.8461538461538463)","(-3.0, -2.8461538461538463)",(0.12012282089034214+0.08849561492219758j)
"(-2.8461538461538463, -2.8461538461538463)","(-2.8461538461538463, -2.8461538461538463)",(0.15216631109633-0.020520566893080742j)
"(-2.6923076923076925, -2.8461538461538463)","(-2.6923076923076925, -2.8461538461538463)",(0.10181656784724356-0.12162934048734825j)
"(-2.5384615384615383, -2.8461538461538463)","(-2.5384615384615383, -2.8461538461538463)",(-0.0019671520359526348-0.16460253516296064j)
"(-2.3846153846153846, -2.8461538461538463)","(-2.3846153846153846, -2.8461538461538463)",(-0.10910217953738556-0.13260855835192714j)
"(-2.230769230769231, -2.8461538461538463)","(-2.230769230769231, -2.8461538461538463)",(-0.17497952021528942-0.042753655008576315j)
"(-2.0769230769230766, -2.8461538461538463)","(-2.0769230769230766, -2.8461538461538463)",(-0.1772594173019062+0.06833298146597326j)
"(-1.923076923076923, -2.8461538461538463)","(-1.923076923076923, -2.8461538461538463)",(-0.11890115017584109+0.1624681097243445j)
"(-1.7692307692307692, -2.8461538461538463)","(-1.7692307692307692, -2.8461538461538463)",(-0.021127541921558697+0.21308695375928616j)
"(-1.6153846153846154, -2.8461538461538463)","(-1.6153846153846154, -2.8461538461538463)",(0.08758128002686068+0.21067742744507598j)
"(-1.4615384615384615, -2.8461538461538463)","(-1.4615384615384615, -2.8461538461538463)",(0.1815870231044065+0.16143752760543098j)
"(-1.3076923076923075, -2.8461538461538463)","(-1.3076923076923075, -2.8461538461538463)",(0.24462582494294863+0.0817502784920873j)
"(-1.1538461538461537, -2.8461538461538463)","(-1.1538461538461537, -2.8461538461538463)",(0.27199009115225825-0.008712065275805989j)
"(-1.0, -2.8461538461538463)","(-1.0, -2.8461538461538463)",(0.2689368808330901-0.09288022703117779j)
"(-0.8461538461538458, -2.8461538461538463)","(-0.8461538461538458, -2.8461538461538463)",(0.24680266115836677-0.1596560191376557j)
"(-0.6923076923076921, -2.8461538461538463)","(-0.6923076923076921, -2.8461538461538463)",(0.2186092324713605-0.20436087164602412j)
"(-0.5384615384615383, -2.8461538461538463)","(-0.5384615384615383, -2.8461538461538463)",(0.19555784017814462-0.2269189093930188j)
"(-0.3846153846153846, -2.8461538461538463)","(-0.3846153846153846, -2.8461538461538463)",(0.18495428865684346-0.22903099986241668j)
