index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.07683625016307268+0.1663678786122733j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.1535567198444131+0.0538132413573041j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.12636691770147931-0.060203773751957235j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.041970933490375874-0.10850208562043057j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(-0.032076510011478224-0.08779215074191367j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.061796592560055076-0.03966309198770672j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.05910070509223186-0.0031292021348644887j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.05368206970179841+0.01594627817970848j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.05822760898766908+0.03831633371481486j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.05754025113962701+0.08267207351370677j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(-0.025162510461233176+0.14406676592763634j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.051905494755606525+0.1959654402759171j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.16160283697508265+0.20999138343841442j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.2745459509400934+0.17542615089220995j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.36176297195411145+0.105082586978096j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.40859746238696515+0.026924114804214867j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.41724842939911505-0.030010668129723257j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.3995610110344762-0.04634721832611364j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.36673683574877736-0.016143756960380812j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.3221622369399325+0.05446682949185067j)
