index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)"
"(0.5384615384615388, -3.0)",(-0.0004242684294538325-0.010536724498053854j),(0.001204736991907026+0.006896864483235125j),(-0.006813456262739494-0.0055656015745478805j),(0.005993944639773225-0.008359760600200813j),(0.009406793470324496-0.005252444073959512j),(0.0038409340732708155-0.009278033846717626j),(-0.008162414697616978-0.0020606286293916878j),(0.004660074831361597+0.004783073554035208j),(-0.004138523260177576-0.00422076346902901j),(0.005358986469876318+0.005267472499953802j),(-0.0006738397855295974-0.012109212640883516j),(-0.011156959737266435-0.009894433120355681j),(0.003668111607840217-0.010405075062881582j),(0.0011605714903352798+0.006815511016736585j)
"(0.6923076923076925, -3.0)",(-0.0019612361382431416-0.010332718756675154j),(0.0017565504806448472+0.006553329391717067j),(-0.006615691848638114-0.005424084719322049j),(0.006805704350287142-0.007490480801035919j),(0.010346120432378446-0.0028802385489278847j),(0.006902166337751116-0.0074188973549989224j),(-0.006506844194012169-0.00558412412373748j),(0.0015578431256669562+0.006620377809662592j),(-0.0011537047681336675-0.0057598694662423155j),(0.0017458835646876293+0.006937805977796242j),(0.004168947493723896-0.010713151409142993j),(-0.008690389866166626-0.012040815863128685j),(0.0039710625130770765-0.010847339654632386j),(0.001975624018447194+0.006907890917492371j)
"(0.8461538461538463, -3.0)",(-0.002871440770365641-0.010106027205514468j),(0.0019369675524009574+0.0062822639682783305j),(-0.006156508397090329-0.0055730036048100865j),(0.007764213396978297-0.006199844439440162j),(0.010680891730203595+8.277740354636987e-05j),(0.009294360844979454-0.004204949630814647j),(-0.003075871834088208-0.008152759693983758j),(-0.0023706430351216716+0.0065012330840087396j),(0.002405766932146085-0.00533609707487077j),(-0.002364376244559767+0.006415138204016264j),(0.008269296101387739-0.007060788200215531j),(-0.004699903242328852-0.01389227749025483j),(0.005135051872523899-0.01087168357720446j),(0.002351243229271569+0.007103771179077224j)
"(1.0, -3.0)",(-0.003178536830222345-0.010020415710740884j),(0.0017870510824150824+0.00611690237476242j),(-0.005422690117925964-0.005947738036345164j),(0.00867446434774392-0.004419030135727642j),(0.010037388917915705+0.0034092328086115743j),(0.01024634671668679+0.00010211041465774167j),(0.0015547645606267199-0.00869777444176507j),(-0.0057903203848254795+0.003990755414404339j),(0.005167821724248185-0.00273054373562846j),(-0.00552128143737831+0.0035421569973691103j),(0.010156418048291106-0.0015649896583376241j),(0.0006806260995531939-0.014363207287201732j),(0.007108144820890163-0.010200190029868434j),(0.0022426511365780345+0.007471722143256579j)
"(1.1538461538461542, -3.0)",(-0.0028931396777403407-0.010131430696970103j),(0.0013337039409823705+0.006037255058412033j),(-0.0043797231981596504-0.006443810916069029j),(0.009279054325913364-0.0021344877022268587j),(0.008122543996488802+0.006653309059522713j),(0.009103302002353252+0.004755786359107765j),(0.006090072050890116-0.006545050195077042j),(-0.007128487766418192-0.0003471248528320641j),(0.005715151574701493+0.001228173759423822j),(-0.006273243467140741-0.0007573715253154697j),(0.008718899955460544+0.004281411490490596j),(0.006603160246819231-0.012358073435267382j),(0.00959731031033633-0.008419105121953102j),(0.0015746840353258605+0.00797786850676792j)
"(1.3076923076923084, -3.0)",(-0.001996187889389366-0.010387102140728535j),(0.000593578207032915+0.005977488161864832j),(-0.0029958839271874323-0.006913988240273194j),(0.009280337413477786+0.0005607432990181524j),(0.004865083999452887+0.00916994292052066j),(0.00565548352486292+0.008577515910575435j),(0.008817775930082454-0.001934577739557103j),(-0.005376185125040416-0.00483829811146165j),(0.0034379219077907827+0.004736867096814798j),(-0.004032722982579799-0.004589705911215874j),(0.0040364502483416715+0.008256580188317583j),(0.011421517094427317-0.007354840772175607j),(0.011958375043989824-0.00514593264015001j),(0.0002591784586914944+0.008462343227942376j)
"(1.4615384615384617, -3.0)",(-0.0004551315674513243-0.01062356593012494j),(-0.0004113835562921852+0.0058319331079217974j),(-0.0012745796842204332-0.007170453917084205j),(0.008395004545282615+0.0034218707142680766j),(0.0005591133053092488+0.010230522944390417j),(0.00044203330220021775+0.010249125363131193j),(0.008305835515352598+0.0037133925261295417j),(-0.0009061884069697765-0.007262825355859451j),(-0.0007843374151845537+0.005811906304632777j),(0.0002623760944712243-0.00592254049196705j),(-0.002156779640247735+0.008438421890150065j),(0.013119537255773446-6.441264048548635e-05j),(0.013182005815861843-0.000326044019714555j),(-0.0017422376543910505+0.008621360115431737j)
"(1.6153846153846159, -3.0)",(0.0017262890101087318-0.010562687760391657j),(-0.0016296979736377015+0.005464632314393407j),(0.0007087567273870353-0.007000980778542599j),(0.006443584551775756+0.0060359884739040635j),(-0.004058392408871238+0.009246056555967828j),(-0.005155506334166448+0.008831106335612824j),(0.004265934225386335+0.008097916417053187j),(0.004281281553805197-0.006030672167951929j),(-0.004691712018229371+0.003542097444189889j),(0.004302498822115136-0.003845982833709488j),(-0.0069413362656205796+0.004497513558799769j),(0.01031072877248249+0.007302087944090354j),(0.012114773896784519+0.005419485680752603j),(-0.004310786005815362+0.008026978103637557j)
"(1.7692307692307692, -3.0)",(0.0044281337612654985-0.009832117918127393j),(-0.002952278673926963+0.004729713103799063j),(0.0027743355100786154-0.006207059038924186j),(0.0034609614376144757+0.007862125593987291j),(-0.007878787689014772+0.0060573028118865455j),(-0.00920463068022926+0.004342159929231755j),(-0.0018982750263202275+0.008994366629526167j),(0.007333532286745699-0.0013828670085394414j),(-0.0058098383204515875-0.0009906961857878305j),(0.0056075638445951355+0.000542405716204208j),(-0.007704367389709107-0.0016194869162801263j),(0.0034104703920981166+0.011655182321612298j),(0.007990262986062372+0.01060965444773751j),(-0.007047160504622103+0.006229426838767359j)
"(1.9230769230769234, -3.0)",(0.007321798807016063-0.008036774945562292j),(-0.004189925416768431+0.0035094056259308394j),(0.004625874658386573-0.004666442172748463j),(-0.0002083295939590894+0.00834850384580115j),(-0.00969758292945943+0.001185369572496876j),(-0.009934389810472906-0.001903447295603828j),(-0.007369984019171739+0.005536949727163927j),(0.006187920682795605+0.00427338221893705j),(-0.0031533516234266254-0.004996781237721244j),(0.0032153337260506006+0.004479207688537201j),(-0.003919362142202688-0.006408739208369806j),(-0.00485203072015176+0.01060141218664451j),(0.0011370737546024562+0.013176385428255805j),(-0.0092052342720967+0.0029719481078988625j)
"(2.0769230769230775, -3.0)",(0.009807586808383076-0.004905314022376495j),(-0.005071510060370494+0.0017712483849756252j),(0.005878262144731663-0.002411119518662804j),(-0.003885595206100314+0.007122923928753702j),(-0.00866947490570116-0.0041103553666098774j),(-0.006654221456700522-0.007519006213092115j),(-0.009186484421953554-0.0009045729854231918j),(0.0011585458969071173+0.007478970262301021j),(0.0017351711618681942-0.005662599812651049j),(-0.0013512590942702577+0.005236738220088658j),(0.0020894525611252703-0.006875870206306568j),(-0.01035536618464448+0.004234845843889296j),(-0.006555633140171412+0.011355687140256514j),(-0.009792508915169357-0.0015148352764802271j)
"(2.230769230769231, -3.0)",(0.011050913034485873-0.0005038858184923042j),(-0.0052813448611914-0.00036560813248116234j),(0.00614059055274002+0.000304417461411616j),(-0.00666103770984313+0.004210068983465006j),(-0.0047968175324386185-0.008100592031856932j),(-0.0004178706131012262-0.00994685944041996j),(-0.006001609345717362-0.007014870660286745j),(-0.004779692960200802+0.005918323295878783j),(0.0054809032106847766-0.002276251022192096j),(-0.004848415363860958+0.0021773556498735974j),(0.006332100069525698-0.002720653013850345j),(-0.00988595862989976-0.004186339559212207j),(-0.011971481689178986+0.004945039370124153j),(-0.007925387035359933-0.006278268560883323j)
"(2.384615384615385, -3.0)",(0.01018823882951379+0.0045516595453083085j),(-0.004548939025365819-0.002581789578313462j),(0.005153060834947425+0.0029845912205811133j),(-0.007648803541269396+0.00018406071899343401j),(0.0007967809631649904-0.009196366345078226j),(0.0060812750148712715-0.007763446632142924j),(0.0007207670216336593-0.009193997832458294j),(-0.007632226927761629+0.0003020656063071881j),(0.005205676619144104+0.0028713399342481546j),(-0.004608439612154641-0.002476399517715765j),(0.005853723026981814+0.0031034338593538637j),(-0.003531841020453005-0.009682165161481654j),(-0.012165970628646768-0.0038370184682907445j),(-0.003399951006934658-0.00969887365037102j)
"(2.5384615384615383, -3.0)",(0.006720654142836732+0.009025163301963075j),(-0.002784415127058506-0.004368292577981281j),(0.0029457518754330133+0.00496637387558532j),(-0.006348600744882314-0.003856314668476584j),(0.00605701984971681-0.006718289523139017j),(0.009607411278564687-0.0017206095984331163j),(0.007115494010706204-0.005836478003925047j),(-0.00517174067203693-0.0056522180129014166j),(0.0009054939349324534+0.0058837731552083454j),(-0.0007469088162255923-0.005102555620244185j),(0.0010745835335164854+0.0062932172407967136j),(0.004738142956568151-0.00869338768664013j),(-0.00633833835863968-0.010812685771706104j),(0.002779256541346686-0.010031622635887824j)
"(2.6923076923076925, -3.0)",(0.0009895564042350117+0.01129859492154035j),(-0.00021809796595797772-0.005137059222837948j),(-4.743888861525117e-05+0.005605764640454682j),(-0.0029812393320296504-0.006566919228775881j),(0.008739597803667593-0.0014555771130535854j),(0.008109974375122146+0.005234787901239609j),(0.009089272826994548+0.0012530736536734341j),(0.0011050349326446071-0.0075970839928710815j),(-0.0041750272552692255+0.0042513577994936335j),(0.0036599345912113838-0.0035363855643728154j),(-0.004264429121395964+0.0044527465323506875j),(0.00933467005742598-0.0018690219726999837j),(0.002911011630060165-0.011941187984196893j),(0.00834820877167696-0.006381778294712777j)
"(2.8461538461538467, -3.0)",(-0.005525383034123188+0.009999859253239696j),(0.0025341773987642923-0.0044412400401301665j),(-0.003004773400069116+0.004546574813101411j),(0.0013914847818409638-0.006863746828927327j),(0.007482606075495318+0.004389541335139958j),(0.0021484839098343898+0.009295152631245529j),(0.005105281531227894+0.007581285342530071j),(0.006647611826337879-0.003858314889174459j),(-0.005896191393311099-0.0008811440084706019j),(0.004933561658167503+0.0009681834431129949j),(-0.005905618848949967-0.0008487769642672842j),(0.007012892986313467+0.005898227304227599j),(0.010375802891423857-0.006098919382924504j),(0.010569886549436015+0.0003421384103098282j)
"(3.0, -3.0)",(-0.010419272773306202+0.004867758020314183j),(0.004570139403164711-0.0022497404264238455j),(-0.004924444554996759+0.0019737793802657084j),(0.005120553750338074-0.004478575376841956j),(0.002691329873649489+0.00805418335408659j),(-0.005023247948318877+0.00797354152777902j),(-0.0023789746470814785+0.008781680088997549j),(0.007116279631571204+0.0029125830768543456j),(-0.0026842832664043074-0.00532383386853053j),(0.0019458401974313342+0.004574359499537678j),(-0.0025845220094863532-0.005175232574812551j),(-0.00040377771587481117+0.008821382227920994j),(0.011258028165545527+0.00344359841876696j),(0.007754897490653869+0.007247254347740761j)
"(-3.0, -2.8461538461538463)",(0.011686879062300468-0.0022187689540276116j),(0.004345343343429962+0.008167730082668646j),(0.0024613008007075463+0.009176877809113896j),(0.007958302777806143+0.0030029812949367005j),(-0.0005772251145258269-0.0067700106716255025j),(-0.001169020457448087+0.0051958940251322855j),(0.0007227301585544573-0.00515352616792472j),(-0.0021473005196065574+0.007021332236764479j),(0.010871702002336055-0.0013751368346588064j),(0.010556819620682773-0.005453260385468867j),(0.0051000481133911+0.0070683014725301165j),(-0.005028836168681468-0.002749210612615313j),(0.004249182706926664+0.0027471235508733987j),(-0.00545497567971167-0.0028280376908081015j)
"(-2.8461538461538463, -2.8461538461538463)",(0.005210754699417102-0.010727712254997678j),(0.00910432137540035+0.0019147845599625864j),(0.008439777149584169+0.004633392891104081j),(0.00809586709356261-0.0031807166237812394j),(-0.004797149359663684-0.005099530454143173j),(0.002144719263008148+0.005034085853683293j),(-0.0023912865954191977-0.004639769019539711j),(0.0025431824663288277+0.00676824260614417j),(0.00703903047977979-0.008374489798184111j),(0.002871316528112719-0.011834047403546998j),(0.009054760758368417+2.9555062679394953e-05j),(-0.005222616992986403+0.002761455729560694j),(0.004670483761269685-0.0020866593684427436j),(-0.005409689308735062+0.0029210231428215597j)
"(-2.6923076923076925, -2.8461538461538463)",(-0.005365187275985912-0.010678681158112994j),(0.007433014384194044-0.005670507333686434j),(0.009355313402370021-0.002751587566494469j),(0.004133023065756388-0.007874405370656803j),(-0.007110285653618346-0.0012365644910952826j),(0.004727321640601832+0.0030589123427602295j),(-0.004566975776870475-0.0025781427858493603j),(0.005902687948658459+0.003962202223723941j),(-0.00014371973959311247-0.010889864366503464j),(-0.006947972303989228-0.010354506521655508j),(0.005705187939073024-0.007495895800258131j),(-0.0006796438992092014+0.006063740920587846j),(0.0008670230874477012-0.00510236659986231j),(-0.000700255703976471+0.006108637946122312j)
"(-2.5384615384615383, -2.8461538461538463)",(-0.011725479711534101-0.0023988206822554425j),(0.00072047213939676-0.009359596396858448j),(0.004873723436469565-0.008583695814712538j),(-0.001862266079863298-0.008896870815026534j),(-0.0067198472579883105+0.0031965805505609264j),(0.005802175529263425+7.348187163629859e-05j),(-0.005277232530070022+0.0001617577504696195j),(0.006980445650493436+6.824223024368533e-05j),(-0.006865152666304352-0.00834719320626702j),(-0.012545205853445856-0.002292952721138666j),(-0.002442825451492516-0.00950462063431636j),(0.004726706511264112+0.004188732735784813j),(-0.003763229508735902-0.0036477856611682093j),(0.004554332695909113+0.004127647094400753j)
