index,value
"(0,)",(-1.407272646022391+1.331126753554303j)
"(1,)",(-5.374698053264638+5.722960508163325j)
"(2,)",(-7.508992046315653+4.157193845437366j)
"(3,)",(-1.5360560179632126+3.2208331668630557j)
"(4,)",(0.5936520070208751+1.233983769549492j)
"(5,)",(4.923716217001505+0.32349674092132297j)
"(6,)",(-6.424041603960086-3.208344811612303j)
"(7,)",(0.610509013707444+9.43033792358855j)
"(8,)",(5.837872002542001-11.706979848415898j)
"(9,)",(-11.488618191034314-0.13554884679656154j)
"(10,)",(7.097742201358518+12.607973134748836j)
"(11,)",(13.488173680197955+3.920595279701474j)
"(12,)",(12.6036320004386+2.616946189970365j)
"(13,)",(11.773599600352387+9.109466153653736j)
"(14,)",(-7.901900425102234+7.963756928765575j)
"(15,)",(-2.608220016902548-13.522038494276678j)
"(16,)",(7.534802723766629+5.151672218779123j)
"(17,)",(-9.016450748334925+2.2523537256268096j)
"(18,)",(3.13567820612586-3.758264268160211j)
"(19,)",(2.05962939816936+2.800787956445591j)
