index,value
"(0,)",(-2.481420289777102+6.984870552360067j)
"(1,)",(8.76581480278873-0.6495522300389878j)
"(2,)",(-3.169322526872812-1.2374968798042576j)
"(3,)",(1.2388287266280846+6.888261029315389j)
"(4,)",(2.3197284567190763-0.13929398866747622j)
"(5,)",(-4.397151133789597+2.8870053627366747j)
"(6,)",(-0.5764718792458394+5.358150771900766j)
"(7,)",(-2.6916994952982924+1.3876509829346069j)
"(8,)",(-5.626568398346469+4.549136259837709j)
"(9,)",(-3.514991093253327+4.373735845717304j)
"(10,)",(-6.083060012416791+2.770606721029766j)
"(11,)",(-6.906270160433282+4.881363821751181j)
"(12,)",(-6.155406850950836+3.916125838117972j)
"(13,)",(-8.016586653171053+3.627976270605881j)
"(14,)",(-7.872586892758626+4.668718187261467j)
"(15,)",(-7.774046009307089+3.7844055909977623j)
"(16,)",(-8.676929834029487+4.018476706629478j)
"(17,)",(-8.146231374977319+4.353659227774278j)
"(18,)",(-8.126582116352896+3.79829920626964j)
"(19,)",(-8.20686368486292+4.110777639185257j)
"(20,)",(-7.499645160489665+4.088376244762534j)
"(21,)",(-7.2444798179136995+3.8076554345069478j)
"(22,)",(-6.7378533112215475+4.002505038502409j)
"(23,)",(-5.902127675600287+3.825843745855801j)
"(24,)",(-5.326641780944815+3.669413219819788j)
"(25,)",(-4.464791188003856+3.6829444432162903j)
"(26,)",(-3.533522852570105+3.4274802351836833j)
"(27,)",(-2.717037178988413+3.2613851656348327j)
"(28,)",(-1.7167663391785704+3.0972188299279724j)
"(29,)",(-0.7768407055864568+2.782808322867109j)
"(30,)",(0.10551426260582675+2.5461332084908004j)
"(31,)",(1.0399319353471768+2.2593753814735744j)
"(32,)",(1.8541391490899584+1.9212716754144683j)
"(33,)",(2.6079854347783877+1.6450482582636683j)
"(34,)",(3.312667975694828+1.3399884793913857j)
"(35,)",(3.8812930032854673+1.0584556891173542j)
"(36,)",(4.376005327102783+0.8406245880522922j)
"(37,)",(4.778971167324+0.639966518250052j)
"(38,)",(5.068435723069239+0.506022641259074j)
"(39,)",(5.293623248303381+0.43671156909122955j)
"(40,)",(5.4407838751152715+0.40798668420712847j)
"(41,)",(5.52216237245263+0.4408036416405716j)
"(42,)",(5.5686420995547055+0.5077362356131325j)
"(43,)",(5.571968067132021+0.5868134911487148j)
"(44,)",(5.546510058202604+0.6693728948091655j)
"(45,)",(5.497942741716908+0.7179932611760194j)
"(46,)",(5.410360835948715+0.710990677330539j)
"(47,)",(5.2788133418573056+0.6300200151695536j)
"(48,)",(5.0825812836664195+0.45024316678402876j)
"(49,)",(4.7930396356218665+0.16709419070966147j)
"(50,)",(4.387662329617126-0.21825545622924247j)
"(51,)",(3.8362496365942595-0.6956337186525356j)
"(52,)",(3.114754891329889-1.2355163053815632j)
"(53,)",(2.2100650520493965-1.801367767892037j)
"(54,)",(1.1160497075923992-2.346040529765722j)
"(55,)",(-0.1554992656155436-2.813363942732271j)
"(56,)",(-1.5757316744759826-3.1486215539024007j)
"(57,)",(-3.1002193802806204-3.2989039863508083j)
"(58,)",(-4.665712685520404-3.2201410103191463j)
"(59,)",(-6.196187727193785-2.884543226953692j)
"(60,)",(-7.607052736660037-2.282109131295126j)
"(61,)",(-8.809491297475203-1.4256774764036635j)
"(62,)",(-9.719592790085485-0.35226247104717956j)
"(63,)",(-10.264604763973923+0.8792213454874638j)
"(64,)",(-10.389613864398857+2.189685454193202j)
"(65,)",(-10.064469309018927+3.4856856189208054j)
"(66,)",(-9.286990568197318+4.6667098898167705j)
"(67,)",(-8.085147342931844+5.632445565880516j)
"(68,)",(-6.5167967480368105+6.291787949832161j)
"(69,)",(-4.6659725689876606+6.570751253918952j)
"(70,)",(-2.637759986647163+6.418992905798131j)
"(71,)",(-0.5509424803534779+5.815174271343862j)
"(72,)",(1.470810784681273+4.769395314074082j)
"(73,)",(3.3077067107878984+3.3232081197394594j)
"(74,)",(4.852611975012737+1.5472738343488723j)
"(75,)",(6.0186747801512706-0.4636741556797377j)
"(76,)",(6.745012099270539-2.597508431094466j)
"(77,)",(7.0004630322935695-4.732621411167859j)
"(78,)",(6.784806434421446-6.746518940898747j)
"(79,)",(6.127552268410835-8.524036017844342j)
"(80,)",(5.084685884320994-9.964741077861252j)
"(81,)",(3.7335398842701846-10.988949308474266j)
"(82,)",(2.1664691990703346-11.54183182880842j)
"(83,)",(0.4839317635504976-11.59558594240288j)
"(84,)",(-1.2125306801426277-11.149579377982805j)
"(85,)",(-2.826760327903961-10.228612307070698j)
"(86,)",(-4.2734982768685-8.879679706008993j)
"(87,)",(-5.482656913161872-7.1675610136662335j)
"(88,)",(-6.402115547215196-5.16970106016153j)
"(89,)",(-6.999046586208083-2.9708535840441854j)
"(90,)",(-7.259850848417122-0.6578528221884081j)
"(91,)",(-7.188863293907017+1.6851200652757647j)
"(92,)",(-6.806109802805228+3.980521751457579j)
"(93,)",(-6.14438657812103+6.160541256748097j)
"(94,)",(-5.245952971207771+8.16921654797099j)
"(95,)",(-4.1591268132546375+9.96359493814467j)
"(96,)",(-2.9350065730474775+11.51402202495783j)
"(97,)",(-1.62451293226529+12.80367633699186j)
