index,value
"(98,)",(-0.27588661303486717+13.827514145919086j)
"(99,)",(1.0672868847745942+14.590791659923669j)
"(100,)",(2.3674913631119328+15.107324239501255j)
"(101,)",(3.594147671559769+15.39763669789537j)
"(102,)",(4.723983253504246+15.487128970435352j)
"(103,)",(5.740967056229781+15.404353698194399j)
"(104,)",(6.635893842384073+15.179479329100534j)
"(105,)",(7.405700964706075+14.84298094147987j)
"(106,)",(8.052598576585895+14.42457583420423j)
"(107,)",(8.583092250261224+13.952407172478548j)
"(108,)",(9.006957732855536+13.452458535900572j)
"(109,)",(9.336223751646822+12.94816975678474j)
"(110,)",(9.584205587858822+12.46022779925233j)
"(111,)",(9.764611368267612+12.006491887936033j)
"(112,)",(9.89074998115649+11.602014508731259j)
"(113,)",(9.974847880028303+11.259134976529833j)
"(114,)",(10.027472935841452+10.98760200613496j)
"(115,)",(10.057083471438665+10.79470334906652j)
"(116,)",(10.069684101454492+10.685393540700298j)
"(117,)",(10.068587045741825+10.662378162616761j)
"(118,)",(10.054298859754166+10.726165015858733j)
"(119,)",(10.024493907622386+10.875080053504886j)
"(120,)",(9.974099546527377+11.105210124106687j)
"(121,)",(9.895508934129165+11.410329224726183j)
"(122,)",(9.778863943663382+11.78179013215182j)
"(123,)",(9.612482843370879+12.2083623402558j)
"(124,)",(9.38340980751698+12.676128635908597j)
"(125,)",(9.078020380785453+13.168369482560907j)
"(126,)",(8.682818855968005+13.665478252049926j)
"(127,)",(8.185296879028432+14.145058336798602j)
"(128,)",(7.574822701684383+14.582033495713393j)
"(129,)",(6.843734422644212+14.948954272742725j)
"(130,)",(5.988309532139123+15.216604152359832j)
"(131,)",(5.009724871559991+15.354612028239487j)
"(132,)",(3.915116375076849+15.332492721958307j)
"(133,)",(2.7181630306487934+15.120964827408308j)
"(134,)",(1.4396525397011697+14.693191367537876j)
"(135,)",(0.10784012409463273+14.026671603982706j)
"(136,)",(-1.2421049928849186+13.1050311369098j)
"(137,)",(-2.568514086011035+11.919586500490741j)
"(138,)",(-3.8243942788470786+10.471631140941554j)
"(139,)",(-4.959711403571983+8.773689945947844j)
"(140,)",(-5.923030088905005+6.850542916630527j)
"(141,)",(-6.664692197355983+4.740701721675559j)
"(142,)",(-7.140455007158192+2.4954434586414185j)
"(143,)",(-7.313650514299547+0.17828500982062234j)
"(144,)",(-7.159813072920745-2.1359282319350275j)
"(145,)",(-6.6695849772042894-4.365634557220225j)
"(146,)",(-5.849651249705984-6.424649698822194j)
"(147,)",(-4.727079604318733-8.226475790701734j)
"(148,)",(-3.3478887399626704-9.692036494543004j)
"(149,)",(-1.7752675823795645-10.751187453904647j)
"(150,)",(-0.09154129570383684-11.350099400659568j)
"(151,)",(1.6109309144839887-11.458222351462057j)
"(152,)",(3.2328369877887013-11.065291973913022j)
"(153,)",(4.6695560151113185-10.190701447406393j)
"(154,)",(5.8281488298091695-8.882670187457315j)
"(155,)",(6.625257380424856-7.208489682241138j)
"(156,)",(6.9931863433575145-5.265915789877578j)
"(157,)",(6.899604108462098-3.166624205715688j)
"(158,)",(6.330188860227212-1.0248934456976293j)
"(159,)",(5.303178662100158+1.0273965826171771j)
"(160,)",(3.8803445751508896+2.8789179955977957j)
"(161,)",(2.1278783993610357+4.434492740146389j)
"(162,)",(0.15120119926304554+5.598726697213236j)
"(163,)",(-1.9215115255865287+6.33681894164704j)
"(164,)",(-3.9913307492928176+6.626076637686001j)
"(165,)",(-5.915708165491116+6.456956510276237j)
"(166,)",(-7.581391299492632+5.9066064099516815j)
"(167,)",(-8.931715787651768+5.016681300917523j)
"(168,)",(-9.848786209636554+3.8611852498835493j)
"(169,)",(-10.32259099492126+2.5952905430731046j)
"(170,)",(-10.375683032165341+1.2505045423656282j)
"(171,)",(-9.940795578175566-0.04940950665954702j)
"(172,)",(-9.158870752144058-1.1589217720064102j)
"(173,)",(-8.080155723436526-2.1454349932358845j)
"(174,)",(-6.675560697116104-2.843765488994955j)
"(175,)",(-5.229826689932267-3.2252473906783266j)
"(176,)",(-3.682776039287348-3.4797726520936347j)
"(177,)",(-2.0552728100792743-3.3477377661166186j)
"(178,)",(-0.7204488286739394-3.0342470373940404j)
"(179,)",(0.6626472584206726-2.7420000112563674j)
"(180,)",(1.8949679531700223-2.045750414357528j)
"(181,)",(2.64576812260533-1.5290213131882975j)
"(182,)",(3.6470321743184404-1.1205605752974366j)
"(183,)",(4.226889395239343-0.281868207816965j)
"(184,)",(4.405607240515366-0.12790224980260145j)
"(185,)",(5.211247207297253+0.16833847552917724j)
"(186,)",(5.110752440018645+0.864916313339569j)
"(187,)",(5.105438757931033+0.32094483295954035j)
"(188,)",(5.973936463592603+0.7351119164484121j)
"(189,)",(5.125025940085821+1.1210450166581394j)
"(190,)",(5.529592310244398-0.11592879512952337j)
"(191,)",(6.3683528537781555+1.044710031453476j)
"(192,)",(4.589562035092881+0.7487084420460235j)
"(193,)",(6.13669788832884-0.7709276735442234j)
"(194,)",(6.1506254163236385+1.8210045428461266j)
"(195,)",(3.488617512537682-0.09733840915267233j)
"(196,)",(6.973253665736708-0.8387964998560014j)
"(197,)",(4.439472917251014+3.286947106702093j)
"(198,)",(1.9218568703471295-1.8643361999430565j)
"(199,)",(7.75908261154069+0.13784242459396978j)
