index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)"
"(-3.0, -3.0)",(0.008955749191912615+0.005069273680770411j),(-0.001199256517689053+0.007412498003393614j),(-0.004830465107352171+0.006130887033950321j),(-0.0027017737457082644+0.007129948470143546j),(0.004699386320887677+0.0052303854725468816j),(0.003587618573283638-0.005109768155860993j),(-0.005512254949740536+0.0009045528803327203j),(0.00515965248775528+0.0017189552852882762j),(-0.004187074679072538-0.0045068038021974155j),(-0.0013859674103827249+0.007648935172274149j),(0.00872284362940536+0.00370400012303514j),(0.009439548631250391+0.0023390958575998486j),(0.002081365527291263+0.007982739829453708j),(-0.006340319103152237-0.0013599517592612809j),(0.005180816933758411-0.0019207957069513049j),(-0.0037867373229802793+0.00396960599936267j),(0.00041966074643978284-0.006037982783477914j)
"(-2.8461538461538463, -3.0)",(0.009526352804608364-0.0040261151351365715j),(0.004914327740728286+0.005736862997029373j),(0.0011540576767386987+0.0077961565167632444j),(0.002963089979011328+0.007144867965489455j),(0.007094330589684377+0.0010156353997160666j),(-0.0002045407463013555-0.006378731886481298j),(-0.0040971535850905134+0.003960169841269784j),(0.005297204564722138-0.0014597522089935889j),(-0.005998555268413558-0.001309335804639561j),(0.0035809960549870153+0.0068596356409953915j),(0.008984440224916105-0.003196652014020587j),(0.008244542291201275-0.005547865204802028j),(0.007814178607403662+0.0033503619663068835j),(-0.004898078092833599+0.004525150236267495j),(0.0013390731372451828-0.005468553087877678j),(0.0011540606331491832+0.005417645524624928j),(-0.004690930806196851-0.003870478594536719j)
"(-2.6923076923076925, -3.0)",(0.0027698565914464762-0.01001425847113898j),(0.007595249950256417+7.09203349571446e-05j),(0.006439735917314664+0.004669157417837297j),(0.007088179544860811+0.0033602650390434684j),(0.006297384488297222-0.0036996310890581975j),(-0.003947915790135641-0.005195363577732794j),(-0.0013060869234176075+0.005668332555597652j),(0.0037651305357046224-0.00408644582602269j),(-0.005741988101777781+0.002140464864273347j),(0.006873678228388835+0.0034511524236719112j),(0.0047502621809651065-0.008317867689738356j),(0.0017252592976055438-0.010000215120434251j),(0.007759700098697724-0.004084848994098252j),(0.0007947829804979531+0.006820609035608431j),(-0.0037952596285965095-0.004309602288983031j),(0.005149210330746288+0.0021873005518735565j),(-0.0059228985881699696+0.0014979935992230605j)
"(-2.5384615384615383, -3.0)",(-0.006031728977765782-0.008514759847362328j),(0.0051677841980821825-0.005617825266957424j),(0.007933818605192022-0.0012007820344481532j),(0.007662628358188135-0.002126591036997492j),(0.00283516642639486-0.006880817999821746j),(-0.006310106618058322-0.002169343582451955j),(0.0018580535481032192+0.005644005810932146j),(0.0012388671363561328-0.005486582442396998j),(-0.0038468612064790817+0.004756132862789125j),(0.0075783529616880105-0.0009156834991600987j),(-0.0014798219431877324-0.009486732067654059j),(-0.005899105802727458-0.008508547558656264j),(0.0019766412322511904-0.008832334632249842j),(0.006102786746984767+0.0035909667712450697j),(-0.005835225878733367+0.0005767330606006621j),(0.004836843234801849-0.0029247928436846207j),(-0.0023857538268821426+0.00565313910845302j)
"(-2.3846153846153846, -3.0)",(-0.010437825517514897-0.0008827113196971798j),(-0.000573362825518991-0.007644784675320751j),(0.004980465487104638-0.006375111384853158j),(0.004613087887498271-0.006606723010582772j),(-0.0017431019101893453-0.007377777252918564j),(-0.006645078280507149+0.0015515662704814884j),(0.0044796488154510115+0.004101278788342281j),(-0.0014842920672926436-0.005503011028204498j),(-0.001131991998339747+0.006002485348747117j),(0.005956888133884332-0.004662553052617783j),(-0.006811029548964776-0.0067675439687033415j),(-0.010292440025809648-0.002316556283911508j),(-0.005427701181361975-0.007609000345138225j),(0.006814921149179594-0.002650865577680115j),(-0.0030896102417914523+0.005137097122292058j),(0.000549909105211292-0.005686689525597819j),(0.0030040759775001114+0.0053791355655306424j)
"(-2.230769230769231, -3.0)",(-0.0075577600912323465+0.007304876513912447j),(-0.00590191009991537-0.004936211056450717j),(-0.0005923787398188282-0.008129262280094288j),(-0.0004631746908296269-0.008147197245441338j),(-0.00568354320869803-0.005223789551976577j),(-0.005062625780709104+0.004802645450934379j),(0.005995116104737469+0.0016244600217954147j),(-0.003769653282416823-0.004384048113226886j),(0.001597010512565355+0.005889987746845074j),(0.0029664215809550474-0.006872913826713045j),(-0.009401071832195088-0.0018239302034902731j),(-0.009498044951409393+0.0049968496544980714j),(-0.00955956198837356-0.0013547567257189397j),(0.002375153714377668-0.007179939691240828j),(0.0022250856552629+0.005719097713609634j),(-0.004214842528648464-0.003951563851881238j),(0.006096597313950296+0.001041518097269523j)
"(-2.0769230769230766, -3.0)",(0.0003333407842278191+0.010536727777688937j),(-0.007689832030380804+0.0006347920434353661j),(-0.005805122495028544-0.00579984662553728j),(-0.005304783761474599-0.006329740752284156j),(-0.007734782663659851-0.0013797684917408654j),(-0.002206628406146156+0.006785267535886136j),(0.006257032427084258-0.0011113202248044809j),(-0.005275505642574377-0.0025779229257201033j),(0.003794234299762842+0.004778213544445261j),(-0.0003266567637644068-0.007390872569747324j),(-0.008939862056603003+0.0032832521816190765j),(-0.004464621383189962+0.009937876884992205j),(-0.008019662588386232+0.005931011265394678j),(-0.003998599275085035-0.006735680930697138j),(0.005996091193910586+0.0019047387138638185j),(-0.005786516207860157+0.0008313106946303343j),(0.004726726139789603-0.00402351974717636j)
"(-1.923076923076923, -3.0)",(0.007907569751376095+0.007010468121035537j),(-0.005164436415133294+0.005753418438618239j),(-0.008216347283201678-0.0007919828240224908j),(-0.00807212839314491-0.002143602280231401j),(-0.007479708347681805+0.0028152630077657383j),(0.0010831195417005622+0.0072125248253364395j),(0.005446579153748771-0.003554747516012085j),(-0.005944596041715879-0.0005419658733559234j),(0.00523582957464975+0.003141319296989595j),(-0.00314561834382571-0.006591257626766666j),(-0.006268028237100749+0.007061394268146445j),(0.0021523867418119036+0.010818574631762043j),(-0.001977178667220922+0.010110212956587695j),(-0.007950109147347964-0.0016780768383723077j),(0.005466761265391777-0.003442217257418276j),(-0.003105373641676275+0.0050391880474711164j),(6.638918414288236e-05-0.006227992371391658j)
"(-1.7692307692307692, -3.0)",(0.010564193977651347-0.0007056268558047357j),(1.4833759887169164e-05+0.007739328778957356j),(-0.006997262183285355+0.004455336873667146j),(-0.007995356417654344+0.0026995054735604283j),(-0.005270543049975363+0.0061817469328294935j),(0.004066545050440207+0.006244816333788733j),(0.0039198729352224225-0.005381241466575119j),(-0.00591662074541842+0.001376233535393238j),(0.005955741330098477+0.001396055119447634j),(-0.00513281807278762-0.005054735241872568j),(-0.0026462489978621275+0.00894758555041275j),(0.007709270301242947+0.00803169045799413j),(0.0051609994479420215+0.009295263592223596j),(-0.0070249967817443025+0.004677855991409466j),(0.0010885858036387007-0.0065552979273281525j),(0.0017809399421435358+0.005727725305835552j),(-0.004581181031998399-0.0042488278935735235j)
"(-1.6153846153846154, -3.0)",(0.007114176387963346-0.007860428526217253j),(0.005045888867281041+0.005868294870386124j),(-0.0029963404700651505+0.007769782486134494j),(-0.00542235800226574+0.006569383479129012j),(-0.0019159765211233823+0.008024823869813418j),(0.006271336270254423+0.004310825097012949j),(0.0020624974854484856-0.006495230483663916j),(-0.0054231733469888126+0.0029787640573212463j),(0.006133807813978235-0.0001770436605355937j),(-0.006280235233945391-0.003316583585828076j),(0.0008505368486562502+0.009150946149009763j),(0.010720167155878361+0.0032230625759428386j),(0.010052683223135803+0.004363211940527517j),(-0.0019428616462089647+0.008559851799819595j),(-0.004152877692574314-0.005444892167186617j),(0.005504604969437456+0.0025914569863378454j),(-0.006254732902768048+0.0003927243298621895j)
