index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)"
"(-1.4615384615384615, -3.0)",(-7.95863646014085e-05-0.010609327570899985j),(0.007606909078951299+0.0013780709042055556j),(0.0019743988163369738+0.008113356248376013j),(-0.0014231977604317531+0.008469989466745506j),(0.0016845652133117568+0.008199698235520613j),(0.007526196814308689+0.0019137147828231565j),(0.0001928347241466429-0.006971921958520278j),(-0.004704576951768498+0.004200920623467064j),(0.005994480187755249-0.001436827310815611j),(-0.006779504070344848-0.0017474880178377991j),(0.0036072155345398837+0.008270644455331384j),(0.0110603000531839-0.0018119331379826895j),(0.011061309367804141-0.002178657309795875j),(0.004359964887732152+0.008030354568700122j),(-0.0070067995538378525-0.0009478109266584367j),(0.005776877026322029-0.0021902343877732034j),(-0.004158270033528615+0.00471318361213664j)
"(-1.3076923076923075, -3.0)",(-0.007022568418554424-0.007954854429049155j),(0.0068642976087176285-0.0035168900314437217j),(0.006084483246042844+0.005736256669911893j),(0.0027532568122361134+0.008199332436463865j),(0.004815098524493027+0.006984968313100846j),(0.007900931363833052-0.0005121848110217528j),(-0.00147825535645499-0.006980656481689035j),(-0.0039624624036784005+0.005068019597778388j),(0.005741469884936529-0.0023437854871721157j),(-0.006882071858366361-0.0005440698094582736j),(0.005450563787629095+0.006949646493260508j),(0.009504216723581755-0.005864287599369391j),(0.008520304529796355-0.007822750930472343j),(0.008778138850624957+0.0036798692031425385j),(-0.005973669739150121+0.004222455029540769j),(0.002651643866273568-0.005694743588467991j),(0.00021802270271190576+0.006299760000371595j)
"(-1.1538461538461537, -3.0)",(-0.010468608887724985-0.0017036156709783962j),(0.0035162266817716837-0.006833420790781237j),(0.008175109482515285+0.0017609763587303968j),(0.006115676549591477+0.006185564237624723j),(0.007069085296714754+0.0048756189405326595j),(0.007608229591296539-0.002672226687128802j),(-0.0028442787829140483-0.006718629676323135j),(-0.0033441161943675575+0.005648589623624833j),(0.005528116882852321-0.0029116313345372755j),(-0.006808665639889961+0.00022290994632229885j),(0.006486000995653707+0.005681158164611032j),(0.007096502460641661-0.008497132432305403j),(0.0039532829221635615-0.011145196777124075j),(0.009654038060309974-0.0022638103048219327j),(-0.0018373103947546183+0.007357855002172562j),(-0.0019147509468130262-0.006103565991573607j),(0.00436463224098034+0.004574111320241209j)
"(-1.0, -3.0)",(-0.00933264878071672+0.005016318733484495j),(-0.0008720647722366113-0.0075971108468932316j),(0.00798380629062081-0.0024480577117939988j),(0.008139100571973099+0.0031711388058216685j),(0.008344362222274483+0.0023912349048388053j),(0.006910539460192011-0.004419720987696962j),(-0.003875909329387317-0.006367213457671684j),(-0.002946826499509737+0.006016144356469313j),(0.005451033464940582-0.003166014798396855j),(-0.0067074963465153315+0.0005483002684317934j),(0.0069202677140041335+0.004760108720066679j),(0.004707566876780018-0.009848365670344559j),(-0.0009605368274021118-0.011998411374675583j),(0.007169887042353011-0.007429130564538831j),(0.0032320804084099626+0.007183793968589783j),(-0.005517007233641824-0.0034842435382604897j),(0.006301399295466376+0.0007235007754175056j)
"(-0.8461538461538458, -3.0)",(-0.004669353867366987+0.009492344347887836j),(-0.004713816815577067-0.005959592099235383j),(0.005969047059640176-0.005804043723671547j),(0.008757492567293693-9.060418043716352e-05j),(0.008760629457656948-4.9151962008861085e-05j),(0.006054695597465552-0.005725657432561749j),(-0.004586508757940255-0.006070529216318175j),(-0.002829923084684706+0.006222773669534083j),(0.005552857229999708-0.0031172744913997162j),(-0.006643163318961855+0.00044669816930784795j),(0.006936346195478605+0.004316226835992486j),(0.0028702185097462534-0.010312917851801967j),(-0.0050698086647270576-0.011082594444686357j),(0.0027061596597293953-0.010389320418577491j),(0.007078431546897688+0.0041330961842742j),(-0.006635127800000968+0.0006678816382210668j),(0.005445540136011167-0.003297151874953731j)
"(-0.6923076923076921, -3.0)",(0.001334744130350367+0.010471981417455742j),(-0.0069921703195491725-0.002819897773733932j),(0.002943439623871682-0.007746562186439575j),(0.008225315162584412-0.00303147810752828j),(0.008554951052568382-0.002177101601906631j),(0.00523855206060994-0.006633743326294972j),(-0.005000905549579424-0.0059294045299759235j),(-0.003025037385999235+0.0062830302544145756j),(0.005823731531282063-0.002748451267681422j),(-0.006598150530031178-6.887037303986068e-05j),(0.00663133745109184+0.004366080577294685j),(0.0018170788531395084-0.010284921100430078j),(-0.007919032913528334-0.009365442309532528j),(-0.0021302191676734242-0.01093259815086938j),(0.008535070338768313-0.00032553108256627445j),(-0.005133900299738117+0.004503869587904382j),(0.0025275258388818677-0.005872339432224805j)
"(-0.5384615384615383, -3.0)",(0.006552914010692167+0.0082430686208412j),(-0.0074353898999389885+0.0007171264778043559j),(-0.00027924580631223173-0.008229428150653955j),(0.006943919194870401-0.005338481115567156j),(0.00799296588143567-0.003867674871806191j),(0.004602763583905596-0.0072172097462484385j),(-0.005132264687342917-0.00600230533911496j),(-0.003538573301346709+0.006165820683287637j),(0.006196872262658062-0.0020188015866066792j),(-0.00647744954047991-0.0009822562092221057j),(0.006003044627238043+0.0048465164682094915j),(0.0015917907095210817-0.010016729450484154j),(-0.009562294883072942-0.007673548641058123j),(-0.006202128348639809-0.009704356124498603j),(0.007610020868632765-0.004631663801179579j),(-0.0019290978481944468+0.0067388133859557185j),(-0.0010960420120654736-0.006331991113908267j)
"(-0.3846153846153846, -3.0)",(0.009688613921129841+0.0040491265307093655j),(-0.006358467949839447+0.0037667697379517692j),(-0.003105635017635638-0.007553777790252255j),(0.005319412912240804-0.006929022043384075j),(0.007311649515953006-0.0051015478142045515j),(0.004236933287550361-0.007545283778158942j),(-0.004968520840612733-0.006306240538866318j),(-0.004343532758337055+0.005793988243565335j),(0.006539963984352288-0.0008842611843050067j),(-0.006117854720544255-0.002245779680403721j),(0.0049710329912768785+0.005618176600046779j),(0.0021404743449210018-0.009574129835827243j),(-0.01026718156006867-0.006535063144793914j),(-0.009053238468694958-0.007655138361601029j),(0.005082549116817591-0.007781727840665079j),(0.0017199205278652019+0.007002105010847073j),(-0.004184827719926216-0.004929978440685115j)
"(-0.23076923076923084, -3.0)",(0.010448002772305155-0.0006613048933833345j),(-0.004361628882838497+0.005855927986213672j),(-0.005232848714241556-0.006165081738760438j),(0.003679196353841853-0.007878850067118531j),(0.00669292623463118-0.005918841867961648j),(0.0041900882965557155-0.00766097695574213j),(-0.004468955826061662-0.0068133903487066685j),(-0.005361152713219477+0.0050544857026771015j),(0.006650990317186922+0.0006635321689060517j),(-0.0053130776053415514-0.0037346593000769732j),(0.0034279386396744364+0.006448133771855491j),(0.003342824200717536-0.008850069290469017j),(-0.010274485672336483-0.006192237983183031j),(-0.010754401046820973-0.0056276039853963376j),(0.0019370357840423438-0.009496027766464877j),(0.004811071432441389+0.005665424346943674j),(-0.006043558789555015-0.0024374012140480975j)
"(-0.07692307692307665, -3.0)",(0.009278497881771462-0.004777953044559618j),(-0.00205466170142182+0.006905672239198119j),(-0.006609121839454221-0.004493864603311999j),(0.0022439952704127477-0.008342742834628582j),(0.006258978523702615-0.006378579831982919j),(0.0044782149515763614-0.007568885404138258j),(-0.003572207430976056-0.007442612016969253j),(-0.00643734751613432+0.003824703074448007j),(0.006273567864477828+0.0025422643244802294j),(-0.0038702422986855696-0.005199978932088773j),(0.0013225989417176176+0.006996893270657745j),(0.004984014415688922-0.007618227314038941j),(-0.009670935995100424-0.0066643679653177875j),(-0.011615050662888-0.0041879245195835186j),(-0.0010413605268196915-0.010036159144680465j),(0.006863638149231702+0.003437699200848598j),(-0.006570191971563115+0.0003160044194525059j)
"(0.0769230769230771, -3.0)",(0.0069553873268970974-0.0077384481000679845j),(0.00010754091804885583+0.007100216613466934j),(-0.007344777185625873-0.002869175014404569j),(0.0011373627978903175-0.008490996668459178j),(0.006078292422577283-0.0065296265303501355j),(0.005084723736013967-0.007231541765502483j),(-0.002217901659956045-0.008048976744758109j),(-0.007325282932399396+0.0020203120469108812j),(0.005149624154745947+0.004521436392985961j),(-0.001706881952952037-0.0062500060234682055j),(-0.0012321087115649352+0.006847236656022794j),(0.0066982741878217145-0.005631466833642503j),(-0.00837088811436497-0.007780806713305241j),(-0.011928846433525488-0.003637096373359717j),(-0.0034075520436860807-0.00990784743585245j),(0.007876624285450969+0.0010028256546430825j),(-0.006063068215131966+0.0027365998267611952j)
"(0.23076923076923084, -3.0)",(0.004236540119259345-0.009471427077883638j),(0.001872697071579308+0.006736380526745934j),(-0.007621267171188052-0.001496775682534133j),(0.0004125404508381299-0.008468854038827498j),(0.006173472431598731-0.006393887835196409j),(0.005952715778943998-0.0065744030535421j),(-0.0003834929705101658-0.0084190438896278j),(-0.0076923036209713015-0.00033582282354823313j),(0.003120285141114841+0.00619181831844813j),(0.0010254917084407122-0.006401036658669171j),(-0.003860653859340175+0.0056123220790584j),(0.007939960884739576-0.0027740976427903332j),(-0.006192980880943683-0.009167097832970598j),(-0.011817718733342933-0.004082105553310946j),(-0.004997724678284376-0.009618680126009435j),(0.00813724910511419-0.0011692355141237822j),(-0.0049717800257230585+0.004551761900254347j)
"(0.384615384615385, -3.0)",(0.0016769824680064314-0.010213951654941867j),(0.0031603891669107326+0.006110079971969527j),(-0.0076233036908764625-0.00047777369580596517j),(8.131112572879538e-05-0.008375998781724065j),(0.006525278448704095-0.0059606199540447715j),(0.006971065530679406-0.005501523646711908j),(0.001865969242663262-0.00828382088535644j),(-0.007172743553400818-0.0030373868150468707j),(0.00026300044504128713+0.007004766329095418j),(0.0038436318477723-0.0052313774290469964j),(-0.005904752286265324+0.0031325193019723662j),(0.008053468971458705+0.0007532981696133185j),(-0.0030234616228963754-0.01022693740195172j),(-0.011174248390242083-0.005471901008636257j),(-0.005787321204064638-0.009544125610183562j),(0.008024070157969748-0.002844386505506908j),(-0.003713588193036104+0.005749529539584328j)
"(0.5384615384615388, -3.0)",(-0.0004088506283341127-0.010323054273484036j),(0.003998859062032746+0.00545597977926382j),(-0.007499487709750301+0.0001568064249900978j),(0.00013583772874869388-0.008259428361664146j),(0.007070917873697152-0.0051909780594208465j),(0.007960067540312218-0.003924947782767387j),(0.004325599327067466-0.007362942504980746j),(-0.005480977716169816-0.005643713593545779j),(-0.0029852939207009473+0.006419731715352817j),(0.005949228786093019-0.0026281163770333618j),(-0.0065659047564676516-0.00029493733177918344j),(0.006495595450101601+0.004298021437465063j),(0.0009607588997120066-0.010204083841307889j),(-0.009695470611833285-0.007559884034024367j),(-0.005758938520579146-0.009873429544094122j),(0.007875827479691287-0.003950118264612298j),(-0.0025907096524650647+0.006463737395943061j)
"(0.6923076923076925, -3.0)",(-0.001896037847595536-0.010142573335381308j),(0.0044625295058471365+0.004930613555920066j),(-0.007345662976511369+0.0004126284829589395j),(0.0005596011064804866-0.008113535296588117j),(0.007698063755225771-0.004033044187829536j),(0.008666633806313691-0.0018093269974090978j),(0.00661784519500587-0.005448740256984322j),(-0.002574819027366375-0.007503193987014912j),(-0.005807443509350854+0.004159131591244176j),(0.006446026997083273+0.0009647287098579194j),(-0.005247855109787884-0.0037929529560877064j),(0.00318522241423784+0.006804438699518834j),(0.005095909118330716-0.008407099181805587j),(-0.00702111711736556-0.009819207837436334j),(-0.00483246023764979-0.010583222963950928j),(0.007929330417316202-0.004476161809831563j),(-0.0017864447437311041+0.006868446503597693j)
"(0.8461538461538463, -3.0)",(-0.002768268846150488-0.009934456251847641j),(0.00462601409888302+0.004620102189938454j),(-0.007201891591388168+0.0003086703594633646j),(0.0013267454837212478-0.007883976623131818j),(0.00823945943484296-0.0024481040142006415j),(0.008782475740199013+0.0007721443782101478j),(0.008210933693518618-0.002523831600283884j),(0.0011817304720431023-0.007897786483717037j),(-0.007181841445141913+0.0004932807701988725j),(0.004763697564718582+0.004469248660885919j),(-0.0020069061637593114-0.00606653438628335j),(-0.0011787836631510415+0.007165296632323615j),(0.008220056984595832-0.004602279595532158j),(-0.0029879017417119985-0.01140171069302396j),(-0.002883722440660478-0.011408350204792606j),(0.008295783204151455-0.00439512312566255j),(-0.0013996354876406423+0.007106263500391727j)
"(1.0, -3.0)",(-0.0030455139352379666-0.009855788038930433j),(0.00453753031634073+0.004555361801484442j),(-0.007055573649869742-0.00013323380590104706j),(0.0023910590754220567-0.007475280883420394j),(0.008476149035219439-0.0004475765446224011j),(0.007998512667747499+0.0035839933508879456j),(0.008520100379797516+0.0011196549794029072j),(0.00495043976884017-0.006317836564114321j),(-0.006285065618672388-0.0036063420930291666j),(0.001138114026005535+0.006445496546809689j),(0.002146792098761128-0.005938906432288675j),(-0.00510269645883286+0.004840957380760465j),(0.009008058298871878+0.0005778648426421474j),(0.002049828963386998-0.01127217576277194j),(0.00013663946181737476-0.011825862488099895j),(0.008942723727229731-0.003625768528505639j),(-0.0014828053288111279+0.007248114836435491j)
"(1.1538461538461542, -3.0)",(-0.002737758596909476-0.009956742062927543j),(0.0042087207594349845+0.004723799275012543j),(-0.006846990295745229-0.000886250152465049j),(0.00366759268822742-0.006765043484409868j),(0.008159364313270853+0.0018642067679618902j),(0.006101065227802685+0.006202102766365312j),(0.007102041955905645+0.0048196031340776175j),(0.007552843350322173-0.0027991923276815753j),(-0.003010808487318579-0.00663407411269669j),(-0.0031578456491966676+0.005745925642637023j),(0.005422156507448493-0.003105753884597261j),(-0.006812332267973055+0.00045734713741667953j),(0.0066623107016994705+0.0055226418443663355j),(0.006998814991825808-0.008612428431200327j),(0.004001089935085255-0.011117060315564637j),(0.009666759781428941-0.002052668541592767j),(-0.0020622362890857023+0.007272971323280112j)
"(1.3076923076923084, -3.0)",(-0.0018299439891024654-0.010181375219857871j),(0.0036173584760568725+0.005072849504735524j),(-0.0064775869358307345-0.0019057236544430883j),(0.005012485099367796-0.005629035196042678j),(0.00705989732187792+0.0042531921332521466j),(0.003097393516474585+0.008047722589791582j),(0.003906456134235898+0.007616507874118336j),(0.00786008761596723+0.0018367368175285096j),(0.0016672263881019206-0.007123539857003278j),(-0.006147056073907103+0.002305435083216173j),(0.006042974399659407+0.001337099747563818j),(-0.005229498022309014-0.004094463574285107j),(0.0016673134358690736+0.008135814227277308j),(0.010160615013857899-0.003424695115770003j),(0.008000369122209897-0.008590329021247232j),(0.010071560182902381+0.00038742781331445444j),(-0.003129092831137257+0.007060684486281595j)
"(1.4615384615384617, -3.0)",(-0.00029906244427540824-0.01036515616622041j),(0.002721470398196507+0.0055060169090366j),(-0.005824538966575964-0.003109134156846323j),(0.006210094302897844-0.003980477039030225j),(0.005046854089959911+0.006344478659826088j),(-0.0006684566975407211+0.00850972927761469j),(-0.0005128948548606529+0.008509662628614805j),(0.005358922381591846+0.00604434164572773j),(0.005820146039488875-0.004469915952257154j),(-0.00610111742049193-0.002439369226724402j),(0.00338243588510125+0.005118425255113881j),(-0.0009021866298691334-0.0064105357814337495j),(-0.0039517024775869445+0.00693444490738972j),(0.009900170812511488+0.0029915534308145785j),(0.010899208343720351-0.003989396345379144j),(0.009597429024772395+0.0035570460903294595j),(-0.004599553095974435+0.006402887447704743j)
"(1.6153846153846159, -3.0)",(0.001836888023247025-0.010236408931249878j),(0.0014853678242676307+0.005876658449337467j),(-0.004766624806211322-0.004354888691933886j),(0.006979933517481271-0.0018219751037271811j),(0.002183469495728359+0.007660868190095684j),(-0.004473907096207122+0.007156157205995673j),(-0.004969278351494901+0.006871147535918275j),(0.0006443938380788344+0.00804797728770328j),(0.007340322363636399+0.00043386446908372613j),(-0.0027034126991239056-0.005991123591747823j),(-0.0012894479454388398+0.005947086070558508j),(0.003870017043375501-0.0049985729086494774j),(-0.0073540891766499+0.002223736493173296j),(0.005700437143072496+0.008175349622988038j),(0.011243650801377479+0.0020441029904993135j),(0.0076654266843976995+0.006953157546071359j),(-0.006253948133487669+0.005048806248079443j)
"(1.7692307692307692, -3.0)",(0.004443293075441257-0.009441050789552532j),(-8.236182276850423e-05+0.005988982217096615j),(-0.0032249780543336555-0.005429840070293994j),(0.0070165573388752895+0.0007002281094428469j),(-0.001191922402776069+0.00772917654115375j),(-0.00732039794502136+0.003986526912099211j),(-0.007918499048841827+0.0028771579940965633j),(-0.0045072244231564845+0.00668221980470824j),(0.005132668913177393+0.005275263821703813j),(0.0023636064723354788-0.006131573895934627j),(-0.0051981235385122745+0.0030734050859468373j),(0.006161362040531397-0.0005223719826519439j),(-0.006499749526113681-0.003555334935567733j),(-0.0010009624524140817+0.009548973472609057j),(0.008080708136916229+0.007775148767290173j),(0.003970216494193382+0.009634255518016183j),(-0.007684449166038448+0.0028056913081904535j)
"(1.9230769230769234, -3.0)",(0.007185634691903206-0.007616653897990231j),(-0.0018834011382218069+0.0056188069140726j),(-0.001216625079533715-0.006059085642816125j),(0.006069759143342243+0.0032612468501743304j),(-0.004448933653019827+0.006250542282149022j),(-0.008216275542352611-0.0003805074847628118j),(-0.008044885640283193-0.0022808359563125306j),(-0.007729784425182104+0.002205173162637475j),(5.403819957763927e-05+0.007360056489580202j),(0.006078718236044391-0.002483043787508217j),(-0.005703614620251722-0.001845239283963722j),(0.004354221884463111+0.004211179540894448j),(-0.0017346106616910172-0.006943421460893224j),(-0.0069986264384675635+0.006049648422329272j),(0.001832477055645391+0.010819807514100041j),(-0.0011429630305265406+0.010387741318338735j),(-0.008304098599903493-0.0003040503252325507j)
"(2.0769230769230775, -3.0)",(0.009480134901044877-0.004534520036671022j),(-0.0036903455852907614+0.004565785585684567j),(0.0010915118559297293-0.005951876705311316j),(0.004057264212869162+0.005371930158539649j),(-0.00676286908891112+0.003293438996878756j),(-0.0065941497845318576-0.004720446730697426j),(-0.004969501706355149-0.006637560409772998j),(-0.007224559599557539-0.0034556371538438588j),(-0.0051698054998967225+0.005229852052977717j),(0.0059085508960771+0.0028447311207627727j),(-0.002260879675491636-0.005506384909612571j),(-0.0004422973807586951+0.005925636904514644j),(0.003959666114767711-0.005682325469620311j),(-0.008891658789828998-0.0006835655903231868j),(-0.005278071728924591+0.009326796510978992j),(-0.006428514442183525+0.008229781553747699j),(-0.0074792477747480735-0.0038722399982716307j)
"(2.230769230769231, -3.0)",(0.010541242778801531-0.0002973970451941306j),(-0.005138014969232746+0.002739935659416085j),(0.00335297664088619-0.004889984324418189j),(0.0011784230685853354+0.006470531047115377j),(-0.007349397098860019-0.000573165243800995j),(-0.0027091681780755366-0.007516907586443757j),(0.00028582271549189655-0.008210463715192679j),(-0.0029387725862961467-0.0074105038552941295j),(-0.007340327807447553-0.00012352598519702586j),(0.0017196999618325738+0.006315766688308095j),(0.002825037644238132-0.00519291995920785j),(-0.004820994044145508+0.0032888096006933425j),(0.006690396491388382-0.0005618703091985591j),(-0.0053590204646970395-0.006730746246370497j),(-0.009879953379129884+0.0034028777237871824j),(-0.009921025489737672+0.003126266981807901j),(-0.0048140417229025085-0.007025492418385049j)
"(2.384615384615385, -3.0)",(0.009586267122997046+0.00447577302944736j),(-0.005775966018912361+0.00026558811672473245j),(0.005069763978639325-0.0028464458317146776j),(-0.0020267247843493877+0.006098274428992485j),(-0.005795377401644345-0.004309080851406852j),(0.0022106934177853546-0.007551081609814301j),(0.005463115015240593-0.0060263227819554585j),(0.0030231726581414447-0.007330483433408652j),(-0.004864212717865741-0.005474818445751642j),(-0.00373364892744069+0.005357921453985883j),(0.005790189378437863-0.0009753755744879037j),(-0.0054502157877478995-0.001793628149414186j),(0.004461852502894063+0.004753117736227756j),(0.0014704017866688506-0.00817725650127494j),(-0.009253150569716794-0.004240211525008428j),(-0.009733922452628805-0.00346436460914907j),(-0.0005200815940725942-0.008576324071744489j)
