index,xy,inc,scat,tot
"(-3.0, -3.0)",[-3. -3.],(0.7773494792181547+0.6290689844200426j),(0.04723488327443549+0.1453440923391737j),(0.8245843624925902+0.7744130767592162j)
"(-2.8461538461538463, -3.0)",[-2.84615385 -3.        ],(-0.10860406938749748+0.994085084946191j),(0.13811118189214466+0.08241844819332345j),(0.029507112504647187+1.0765035331395145j)
"(-2.6923076923076925, -3.0)",[-2.69230769 -3.        ],(-0.8948427434723873+0.4463815234245378j),(0.16635597451529566-0.027548001552584085j),(-0.7284867689570917+0.4188335218719537j)
"(-2.5384615384615383, -3.0)",[-2.53846154 -3.        ],(-0.8594811553903232-0.5111674319916275j),(0.11614655631510429-0.1318952534627488j),(-0.7433345990752189-0.6430626854543763j)
"(-2.3846153846153846, -3.0)",[-2.38461538 -3.        ],(-0.03498656293693535-0.9993877828019812j),(0.010285032153853998-0.18151368397743356j),(-0.02470153078308135-1.1809014667794147j)
"(-2.230769230769231, -3.0)",[-2.23076923 -3.        ],(0.8216309578085959-0.5700197971742117j),(-0.10326106969585759-0.15535120326154558j),(0.7183698881127383-0.7253710004357573j)
"(-2.0769230769230766, -3.0)",[-2.07692308 -3.        ],(0.9238676498953127+0.38271211827810203j),(-0.17726235666140458-0.06816994550290821j),(0.7466052932339081+0.3145421727751938j)
"(-1.923076923076923, -3.0)",[-1.92307692 -3.        ],(0.17785484909783048+0.9840567324358834j),(-0.18766425369525308+0.04158375379727711j),(-0.009809404597422605+1.0256404862331605j)
"(-1.7692307692307692, -3.0)",[-1.76923077 -3.        ],(-0.731455460353972+0.681889220855088j),(-0.14010896704625847+0.13424037102947864j),(-0.8715644274002305+0.8161295918845666j)
"(-1.6153846153846154, -3.0)",[-1.61538462 -3.        ],(-0.9691796141665602-0.24635518156506767j),(-0.059720837628119174+0.18701476314209392j),(-1.0289004517946794-0.059340418422973745j)
"(-1.4615384615384615, -3.0)",[-1.46153846 -3.        ],(-0.3170510749839535-0.9484084646667381j),(0.02614698291535781+0.19856945189120714j),(-0.2909040920685957-0.749839012775531j)
"(-1.3076923076923075, -3.0)",[-1.30769231 -3.        ],(0.6261780494437382-0.7796800949074147j),(0.10050653545058377+0.1813921765336699j),(0.726684584894322-0.5982879183737448j)
"(-1.1538461538461537, -3.0)",[-1.15384615 -3.        ],(0.9944815197952718+0.10491190011474566j),(0.1591804497582713+0.15042944973737538j),(1.153661969553543+0.25534134985212104j)
"(-1.0, -3.0)",[-1. -3.],(0.44970134126633127+0.8931789874729827j),(0.20561807221536035+0.1159198165750721j),(0.6553194134816916+1.0090988040480549j)
"(-0.8461538461538458, -3.0)",[-0.84615385 -3.        ],(-0.5079723233823321+0.8613733909737143j),(0.2443047617365433+0.08282706266754493j),(-0.2636675616457888+0.9442004536412593j)
"(-0.6923076923076921, -3.0)",[-0.69230769 -3.        ],(-0.9992509738132139+0.03869743316220923j),(0.27722273277456255+0.0541490038037769j),(-0.7220282410386514+0.09284643696598613j)
"(-0.5384615384615383, -3.0)",[-0.53846154 -3.        ],(-0.5730668990397428-0.8195085900861401j),(0.303779707570475+0.03401554180508056j),(-0.26928719146926783-0.7854930482810595j)
"(-0.3846153846153846, -3.0)",[-0.38461538 -3.        ],(0.37927880348881066-0.9252824375422329j),(0.32200560199594086+0.028308834149654936j),(0.7012844054847516-0.896973603392578j)
"(-0.23076923076923084, -3.0)",[-0.23076923 -3.        ],(0.9833895042207711-0.181507804208045j),(0.32892891047662054+0.04292191667487023j),(1.3123184146973916-0.13858588753317477j)
"(-0.07692307692307665, -3.0)",[-0.07692308 -3.        ],(0.6846006950960638+0.7289183001365697j),(0.3197881251926771+0.0808566608536361j),(1.004388820288741+0.8097749609902057j)
"(0.0769230769230771, -3.0)",[ 0.07692308 -3.        ],(-0.24275454614606543+0.9700877436218941j),(0.28738666078414127+0.13917562600600838j),(0.04463211463807584+1.1092633696279024j)
"(0.23076923076923084, -3.0)",[ 0.23076923 -3.        ],(-0.9472245930780933+0.3205706946494653j),(0.2234784394615706+0.20650901566067664j),(-0.7237461536165226+0.5270797103101419j)
"(0.384615384615385, -3.0)",[ 0.38461538 -3.        ],(-0.7819999593738021-0.6232784799264066j),(0.1233979292861557+0.2622468099013532j),(-0.6586020300876464-0.36103167002505343j)
"(0.5384615384615388, -3.0)",[ 0.53846154 -3.        ],(0.10121828418299657-0.9948642414656635j),(-0.0066894704996586785+0.27946236167504906j),(0.09452881368333789-0.7154018797906145j)
"(0.6923076923076925, -3.0)",[ 0.69230769 -3.        ],(0.8915029151833175-0.4530149580528735j),(-0.14326180894261925+0.23366033020157978j),(0.7482411062406982-0.21935462785129373j)
"(0.8461538461538463, -3.0)",[ 0.84615385 -3.        ],(0.8632537488429478+0.5047702102032139j),(-0.24545961094075125+0.11700846284291365j),(0.6177941379021965+0.6217786730461276j)
"(1.0, -3.0)",[ 1. -3.],(0.04240776977795813+0.999100385878446j),(-0.26725689485545023-0.047478384205296514j),(-0.2248491250774921+0.9516220016731495j)
"(1.1538461538461542, -3.0)",[ 1.15384615 -3.        ],(-0.8173749219347579+0.5761060987284793j),(-0.18188279329614027-0.20257476002084057j),(-0.9992577152308981+0.3735313387076387j)
"(1.3076923076923084, -3.0)",[ 1.30769231 -3.        ],(-0.9266844662156044-0.37584025871997856j),(-0.008137082377088552-0.2747665555329704j),(-0.934821548592693-0.650606814252949j)
"(1.4615384615384617, -3.0)",[ 1.46153846 -3.        ],(-0.18515825645731304-0.9827087157778178j),(0.18096245000505873-0.21330635870200249j),(-0.004195806452254314-1.1960150744798204j)
"(1.6153846153846159, -3.0)",[ 1.61538462 -3.        ],(0.7263710886646181-0.6873027291901128j),(0.2843280437823774-0.031792771039341645j),(1.0106991324469954-0.7190955002294545j)
"(1.7692307692307692, -3.0)",[ 1.76923077 -3.        ],(0.9709824962710165+0.23915056331797652j),(0.23069643809777254+0.17960945302353137j),(1.201678934368789+0.4187600163415079j)
"(1.9230769230769234, -3.0)",[ 1.92307692 -3.        ],(0.3240858938776612+0.946027659949495j),(0.03588090844136374+0.2944240790645226j),(0.3599668023190249+1.2404517390140177j)
"(2.0769230769230775, -3.0)",[ 2.07692308 -3.        ],(-0.6203703158510077+0.7843090406280684j),(-0.18758489312273424+0.23057563318929217j),(-0.8079552089737418+1.0148846738173605j)
"(2.230769230769231, -3.0)",[ 2.23076923 -3.        ],(-0.9952332446799114-0.0975232725245396j),(-0.29285452588721833+0.019018968287359155j),(-1.2880877705671296-0.07850430423718044j)
"(2.384615384615385, -3.0)",[ 2.38461538 -3.        ],(-0.45632232809179374-0.8898145497152119j),(-0.2028062725242329-0.20057467828228415j),(-0.6591286006160266-1.090389227997496j)
"(2.5384615384615383, -3.0)",[ 2.53846154 -3.        ],(0.5015611366090934-0.865122203069251j),(0.02137740116106923-0.27228028436264484j),(0.5229385377701626-1.137402487431896j)
"(2.6923076923076925, -3.0)",[ 2.69230769 -3.        ],(0.9989360210741761-0.04611752162132389j),(0.21361411486627305-0.14489781974691163j),(1.2125501359404491-0.1910153413682355j)
"(2.8461538461538467, -3.0)",[ 2.84615385 -3.        ],(0.5791373543320645+0.8152299827761837j),(0.2284889152300198+0.07820395334721492j),(0.8076262695620843+0.8934339361233987j)
"(3.0, -3.0)",[ 3. -3.],(-0.3723965313866303+0.9280737165824741j),(0.06297203692145381+0.21560653982392858j),(-0.3094244944651765+1.1436802564064026j)
"(-3.0, -2.8461538461538463)",[-3.         -2.84615385],(0.3084073358240364+0.9512543903761601j),(0.13834791683251885+0.05242898022585295j),(0.44675525265655525+1.003683370602013j)
"(-2.8461538461538463, -2.8461538461538463)",[-2.84615385 -2.84615385],(-0.6332472876405948+0.7739495285196767j),(0.14569784895324675-0.05576715462401763j),(-0.487549438687348+0.7181823738956591j)
"(-2.6923076923076925, -2.8461538461538463)",[-2.69230769 -2.84615385],(-0.9934856328403785-0.11395743652676912j),(0.07792357111615444-0.14474598135315156j),(-0.915562061724224-0.2587034178799207j)
"(-2.5384615384615383, -2.8461538461538463)",[-2.53846154 -2.84615385],(-0.4415547032094214-0.897234330637008j),(-0.034503712325890626-0.16915581690475495j),(-0.47605841553531203-1.066390147541763j)
"(-2.3846153846153846, -2.8461538461538463)",[-2.38461538 -2.84615385],(0.5157898731927637-0.8567151257633968j),(-0.13882315955557062-0.11498356217997185j),(0.3769667136371931-0.9716986879433687j)
"(-2.230769230769231, -2.8461538461538463)",[-2.23076923 -2.84615385],(0.9995617485482756-0.0296025478483502j),(-0.18670808687542112-0.006198245292703124j),(0.8128536616728546-0.03580079314105332j)
"(-2.0769230769230766, -2.8461538461538463)",[-2.07692308 -2.84615385],(0.5655855607384725+0.82468962251513j),(-0.15820921923668194+0.10886473336469141j),(0.4073763415017906+0.9335543558798214j)
"(-1.923076923076923, -2.8461538461538463)",[-1.92307692 -2.84615385],(-0.38768326074390597+0.9217926498616555j),(-0.06905257256552239+0.1834398032623147j),(-0.45673583330942835+1.1052324531239703j)
"(-1.7692307692307692, -2.8461538461538463)",[-1.76923077 -2.84615385],(-0.985000524269936+0.1725513465260451j),(0.042065202384423045+0.1945949635196219j),(-0.942935321885513+0.367146310045667j)
"(-1.6153846153846154, -2.8461538461538463)",[-1.61538462 -2.84615385],(-0.6779391191659766-0.7351180522232192j),(0.13637674198414568+0.14909027445411166j),(-0.541562377181831-0.5860277777691076j)
"(-1.4615384615384615, -2.8461538461538463)",[-1.46153846 -2.84615385],(0.25157238915791963-0.9678384849825803j),(0.1929148529731158+0.07224592038397748j),(0.4444872421310354-0.8955925645986028j)
"(-1.3076923076923075, -2.8461538461538463)",[-1.30769231 -2.84615385],(0.9501025966958736-0.3119375831023863j),(0.21210893174176312-0.009726849186455305j),(1.1622115284376366-0.32166443228884156j)
