index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.003625714386933737+0.15822525032470983j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.11376378639713207+0.11738661861630506j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.16891373537559828+0.013993462179862273j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.14506696920493847-0.10051261120097583j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(0.05586842696380363-0.1759248916285757j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.06049612526061856-0.1842063024953445j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.16117141234601745-0.12577018775632168j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.21494100442958558-0.02316995036479342j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.2099469899380571+0.09135673324561004j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.15287225444203112+0.1881703376110384j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(-0.06251728475982889+0.2483823308273253j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.03852751217681119+0.2665842906827002j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.1309948746546428+0.24892331498320172j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.2029989718071255+0.2084887840953199j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.25066551924497943+0.1602427978703749j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.2761438726420925+0.11718221599873166j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.28437644127460926+0.0884170045785191j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.2799198086710006+0.07886600834154288j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.26466624636198943+0.08968246598158085j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.2368910455394752+0.11846546731523494j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.19188463179535453+0.15874002395859055j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.12443854532860618+0.19897776086256322j)
"(0.384615384615385, -3.0)","(0.384615384615385, -3.0)",(0.033251164497245383+0.22239761860113874j)
"(0.5384615384615388, -3.0)","(0.5384615384615388, -3.0)",(-0.07358133533324492+0.20951299160181325j)
"(0.6923076923076925, -3.0)","(0.6923076923076925, -3.0)",(-0.17452960100330378+0.14508063602084967j)
"(0.8461538461538463, -3.0)","(0.8461538461538463, -3.0)",(-0.23624428009544038+0.02887098898830775j)
"(1.0, -3.0)","(1.0, -3.0)",(-0.2246120373827586-0.11444650256171068j)
"(1.1538461538461542, -3.0)","(1.1538461538461542, -3.0)",(-0.1245550550127596-0.23482064121282442j)
"(1.3076923076923084, -3.0)","(1.3076923076923084, -3.0)",(0.040294634813278024-0.27342710063546144j)
"(1.4615384615384617, -3.0)","(1.4615384615384617, -3.0)",(0.2036822949731344-0.19508092997693022j)
"(1.6153846153846159, -3.0)","(1.6153846153846159, -3.0)",(0.28132844759787745-0.020399448294661005j)
"(1.7692307692307692, -3.0)","(1.7692307692307692, -3.0)",(0.21974375783078812+0.1681533313760565j)
"(1.9230769230769234, -3.0)","(1.9230769230769234, -3.0)",(0.04133205752405635+0.26362331292681174j)
"(2.0769230769230775, -3.0)","(2.0769230769230775, -3.0)",(-0.15255131342620845+0.2028862512752964j)
"(2.230769230769231, -3.0)","(2.230769230769231, -3.0)",(-0.23830430099396935+0.020791042346762677j)
"(2.384615384615385, -3.0)","(2.384615384615385, -3.0)",(-0.15790608217281182-0.15949173487996046j)
"(2.5384615384615383, -3.0)","(2.5384615384615383, -3.0)",(0.028056641620842794-0.20892322636560706j)
"(2.6923076923076925, -3.0)","(2.6923076923076925, -3.0)",(0.17574549321056557-0.09386035483772112j)
"(2.8461538461538467, -3.0)","(2.8461538461538467, -3.0)",(0.16845261512315882+0.08853191538789788j)
"(3.0, -3.0)","(3.0, -3.0)",(0.01675388246110782+0.1833528177674122j)
"(-3.0, -2.8461538461538463)","(-3.0, -2.8461538461538463)",(0.12262016420838348+0.10059846701388406j)
"(-2.8461538461538463, -2.8461538461538463)","(-2.8461538461538463, -2.8461538461538463)",(0.16288428744408437-0.013779804356812263j)
"(-2.6923076923076925, -2.8461538461538463)","(-2.6923076923076925, -2.8461538461538463)",(0.11448160608943428-0.12444838554319927j)
"(-2.5384615384615383, -2.8461538461538463)","(-2.5384615384615383, -2.8461538461538463)",(0.005528459847265273-0.17558050498113312j)
"(-2.3846153846153846, -2.8461538461538463)","(-2.3846153846153846, -2.8461538461538463)",(-0.11077757967460525-0.14611208597834985j)
"(-2.230769230769231, -2.8461538461538463)","(-2.230769230769231, -2.8461538461538463)",(-0.18508155507637236-0.05231071271622713j)
"(-2.0769230769230766, -2.8461538461538463)","(-2.0769230769230766, -2.8461538461538463)",(-0.19135904495351355+0.06686478635950839j)
"(-1.923076923076923, -2.8461538461538463)","(-1.923076923076923, -2.8461538461538463)",(-0.1314560512315808+0.16951186933786383j)
"(-1.7692307692307692, -2.8461538461538463)","(-1.7692307692307692, -2.8461538461538463)",(-0.027930451375522924+0.22593931398058145j)
"(-1.6153846153846154, -2.8461538461538463)","(-1.6153846153846154, -2.8461538461538463)",(0.08816083919370833+0.22524982780709218j)
"(-1.4615384615384615, -2.8461538461538463)","(-1.4615384615384615, -2.8461538461538463)",(0.1887348962808511+0.17403962757449062j)
"(-1.3076923076923075, -2.8461538461538463)","(-1.3076923076923075, -2.8461538461538463)",(0.2560811751346439+0.09017123676655403j)
"(-1.1538461538461537, -2.8461538461538463)","(-1.1538461538461537, -2.8461538461538463)",(0.28521433263172596-0.004993757929993278j)
"(-1.0, -2.8461538461538463)","(-1.0, -2.8461538461538463)",(0.28195628444817533-0.09310266096802418j)
"(-0.8461538461538458, -2.8461538461538463)","(-0.8461538461538458, -2.8461538461538463)",(0.2585552324442973-0.1624008097214014j)
"(-0.6923076923076921, -2.8461538461538463)","(-0.6923076923076921, -2.8461538461538463)",(0.2288788384626491-0.20809124924729722j)
"(-0.5384615384615383, -2.8461538461538463)","(-0.5384615384615383, -2.8461538461538463)",(0.20467984129676814-0.23029009338358583j)
"(-0.3846153846153846, -2.8461538461538463)","(-0.3846153846153846, -2.8461538461538463)",(0.19345783658376353-0.23098229567162493j)
"(-0.23076923076923084, -2.8461538461538463)","(-0.23076923076923084, -2.8461538461538463)",(0.1975510946784445-0.21137478021441758j)
"(-0.07692307692307665, -2.8461538461538463)","(-0.07692307692307665, -2.8461538461538463)",(0.21372395980730555-0.17070915281435828j)
"(0.0769230769230771, -2.8461538461538463)","(0.0769230769230771, -2.8461538461538463)",(0.23284198758946628-0.1072059038843068j)
"(0.23076923076923084, -2.8461538461538463)","(0.23076923076923084, -2.8461538461538463)",(0.24012156339371854-0.021352507513035905j)
"(0.384615384615385, -2.8461538461538463)","(0.384615384615385, -2.8461538461538463)",(0.21744347837974962+0.0791207470112902j)
"(0.5384615384615388, -2.8461538461538463)","(0.5384615384615388, -2.8461538461538463)",(0.14946988327525607+0.17480340756244703j)
"(0.6923076923076925, -2.8461538461538463)","(0.6923076923076925, -2.8461538461538463)",(0.03372375857101996+0.2347337846086664j)
"(0.8461538461538463, -2.8461538461538463)","(0.8461538461538463, -2.8461538461538463)",(-0.10903825236524106+0.2253973264022486j)
"(1.0, -2.8461538461538463)","(1.0, -2.8461538461538463)",(-0.23222924504963038+0.1292653943879761j)
"(1.1538461538461542, -2.8461538461538463)","(1.1538461538461542, -2.8461538461538463)",(-0.27731908635684066-0.0345157659761273j)
"(1.3076923076923084, -2.8461538461538463)","(1.3076923076923084, -2.8461538461538463)",(-0.20521713260969462-0.20285509950980762j)
"(1.4615384615384617, -2.8461538461538463)","(1.4615384615384617, -2.8461538461538463)",(-0.030884617438248278-0.28989121755187247j)
"(1.6153846153846159, -2.8461538461538463)","(1.6153846153846159, -2.8461538461538463)",(0.16567826064759794-0.23571127000655265j)
"(1.7692307692307692, -2.8461538461538463)","(1.7692307692307692, -2.8461538461538463)",(0.2733660407530624-0.056016392331509554j)
"(1.9230769230769234, -2.8461538461538463)","(1.9230769230769234, -2.8461538461538463)",(0.22030963306360832+0.14865873502226457j)
"(2.0769230769230775, -2.8461538461538463)","(2.0769230769230775, -2.8461538461538463)",(0.034995686977796994+0.24763168365744595j)
"(2.230769230769231, -2.8461538461538463)","(2.230769230769231, -2.8461538461538463)",(-0.15726983792010277+0.1730582375061944j)
"(2.384615384615385, -2.8461538461538463)","(2.384615384615385, -2.8461538461538463)",(-0.21788343714379765-0.018449261420890803j)
"(2.5384615384615383, -2.8461538461538463)","(2.5384615384615383, -2.8461538461538463)",(-0.10453887792855421-0.17725556965505038j)
"(2.6923076923076925, -2.8461538461538463)","(2.6923076923076925, -2.8461538461538463)",(0.0853141759258065-0.17638457098386828j)
"(2.8461538461538467, -2.8461538461538463)","(2.8461538461538467, -2.8461538461538463)",(0.1880538244921366-0.021601890258203894j)
"(3.0, -2.8461538461538463)","(3.0, -2.8461538461538463)",(0.11438913204037775+0.14614570168025506j)
"(-3.0, -2.6923076923076925)","(-3.0, -2.6923076923076925)",(0.15761148732432156-0.023797036873590277j)
"(-2.8461538461538463, -2.6923076923076925)","(-2.8461538461538463, -2.6923076923076925)",(0.09567475210290426-0.13314772668911196j)
"(-2.6923076923076925, -2.6923076923076925)","(-2.6923076923076925, -2.6923076923076925)",(-0.024597582486106148-0.16740689570602352j)
"(-2.5384615384615383, -2.6923076923076925)","(-2.5384615384615383, -2.6923076923076925)",(-0.13556904874188608-0.11117714166138996j)
"(-2.3846153846153846, -2.6923076923076925)","(-2.3846153846153846, -2.6923076923076925)",(-0.18250398067066867+0.0033495074014524943j)
"(-2.230769230769231, -2.6923076923076925)","(-2.230769230769231, -2.6923076923076925)",(-0.14747080463147066+0.12145750007519446j)
"(-2.0769230769230766, -2.6923076923076925)","(-2.0769230769230766, -2.6923076923076925)",(-0.04924898253308159+0.19494088242287616j)
"(-1.923076923076923, -2.6923076923076925)","(-1.923076923076923, -2.6923076923076925)",(0.07275065004282669+0.19989298864728441j)
"(-1.7692307692307692, -2.6923076923076925)","(-1.7692307692307692, -2.6923076923076925)",(0.17788603754157037+0.13944727318900907j)
"(-1.6153846153846154, -2.6923076923076925)","(-1.6153846153846154, -2.6923076923076925)",(0.23813930969650257+0.0359007107880889j)
"(-1.4615384615384615, -2.6923076923076925)","(-1.4615384615384615, -2.6923076923076925)",(0.24358368460399143-0.08108936129776019j)
"(-1.3076923076923075, -2.6923076923076925)","(-1.3076923076923075, -2.6923076923076925)",(0.2007242438908924-0.18509079875642967j)
"(-1.1538461538461537, -2.6923076923076925)","(-1.1538461538461537, -2.6923076923076925)",(0.1265804774868846-0.25955595158282413j)
"(-1.0, -2.6923076923076925)","(-1.0, -2.6923076923076925)",(0.04152755194832708-0.29982753793223643j)
"(-0.8461538461538458, -2.6923076923076925)","(-0.8461538461538458, -2.6923076923076925)",(-0.03661172745129994-0.3111911384641929j)
"(-0.6923076923076921, -2.6923076923076925)","(-0.6923076923076921, -2.6923076923076925)",(-0.09572521908382936-0.3045887526940816j)
"(-0.5384615384615383, -2.6923076923076925)","(-0.5384615384615383, -2.6923076923076925)",(-0.1296061746343645-0.29183829949857515j)
"(-0.3846153846153846, -2.6923076923076925)","(-0.3846153846153846, -2.6923076923076925)",(-0.13613672373759433-0.2817110627805563j)
"(-0.23076923076923084, -2.6923076923076925)","(-0.23076923076923084, -2.6923076923076925)",(-0.11505954181336955-0.2773717955667531j)
"(-0.07692307692307665, -2.6923076923076925)","(-0.07692307692307665, -2.6923076923076925)",(-0.06695003368495889-0.2750960504835065j)
"(0.0769230769230771, -2.6923076923076925)","(0.0769230769230771, -2.6923076923076925)",(0.00552798198022479-0.26429062421939975j)
"(0.23076923076923084, -2.6923076923076925)","(0.23076923076923084, -2.6923076923076925)",(0.0940621156399946-0.2295818844742458j)
"(0.384615384615385, -2.6923076923076925)","(0.384615384615385, -2.6923076923076925)",(0.1805153239685377-0.1563432810855557j)
"(0.5384615384615388, -2.6923076923076925)","(0.5384615384615388, -2.6923076923076925)",(0.23589948477179343-0.04021601658088733j)
"(0.6923076923076925, -2.6923076923076925)","(0.6923076923076925, -2.6923076923076925)",(0.2272555492133387+0.10205527349567972j)
"(0.8461538461538463, -2.6923076923076925)","(0.8461538461538463, -2.6923076923076925)",(0.13456163897965395+0.22786705693868978j)
"(1.0, -2.6923076923076925)","(1.0, -2.6923076923076925)",(-0.02792437845710026+0.2795880096130771j)
"(1.1538461538461542, -2.6923076923076925)","(1.1538461538461542, -2.6923076923076925)",(-0.20099524785450748+0.2144100661970296j)
"(1.3076923076923084, -2.6923076923076925)","(1.3076923076923084, -2.6923076923076925)",(-0.29773892767146504+0.0412044119871184j)
"(1.4615384615384617, -2.6923076923076925)","(1.4615384615384617, -2.6923076923076925)",(-0.2516734495587275-0.16313496192688864j)
"(1.6153846153846159, -2.6923076923076925)","(1.6153846153846159, -2.6923076923076925)",(-0.07111550583249657-0.2834869214000089j)
"(1.7692307692307692, -2.6923076923076925)","(1.7692307692307692, -2.6923076923076925)",(0.1446751664264132-0.23863341600468338j)
"(1.9230769230769234, -2.6923076923076925)","(1.9230769230769234, -2.6923076923076925)",(0.25757300026128577-0.0499808475525764j)
"(2.0769230769230775, -2.6923076923076925)","(2.0769230769230775, -2.6923076923076925)",(0.18907345667352174+0.15500375108326342j)
"(2.230769230769231, -2.6923076923076925)","(2.230769230769231, -2.6923076923076925)",(-0.008504401392340228+0.22734422431547902j)
"(2.384615384615385, -2.6923076923076925)","(2.384615384615385, -2.6923076923076925)",(-0.17906772850436173+0.11544422341648218j)
"(2.5384615384615383, -2.6923076923076925)","(2.5384615384615383, -2.6923076923076925)",(-0.1844956515541307-0.08254672878915868j)
"(2.6923076923076925, -2.6923076923076925)","(2.6923076923076925, -2.6923076923076925)",(-0.025827485123052142-0.19323790760409335j)
"(2.8461538461538467, -2.6923076923076925)","(2.8461538461538467, -2.6923076923076925)",(0.14971577700737607-0.11894747797482585j)
"(3.0, -2.6923076923076925)","(3.0, -2.6923076923076925)",(0.17738231709038674+0.0685806528011204j)
"(-3.0, -2.5384615384615383)","(-3.0, -2.5384615384615383)",(0.09219113326396894-0.13155286499446822j)
