index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)","(18,)","(19,)","(20,)","(21,)","(22,)","(23,)","(24,)","(25,)","(26,)","(27,)","(28,)","(29,)","(30,)","(31,)","(32,)","(33,)","(34,)","(35,)","(36,)","(37,)","(38,)","(39,)","(40,)","(41,)","(42,)","(43,)","(44,)","(45,)","(46,)","(47,)","(48,)","(49,)","(50,)","(51,)","(52,)","(53,)","(54,)","(55,)","(56,)","(57,)","(58,)","(59,)","(60,)","(61,)","(62,)","(63,)","(64,)","(65,)","(66,)","(67,)","(68,)","(69,)","(70,)","(71,)","(72,)","(73,)","(74,)","(75,)","(76,)","(77,)","(78,)","(79,)"
"(0,)",(0.0016522291305243455+0.0014891344545516212j),(0.0007592338426214081+0.001336732466799302j),(-0.0002162714652462195+0.0008397879245266311j),(-0.000541713126735788+0.0004446314044943199j),(-0.0006073352605512807+4.998217942928454e-05j),(-0.00047704997054306655-0.00026745414848832984j),(-0.0002293282341183582-0.0004452733188187953j),(4.675728311387421e-05-0.00046286461348542577j),(0.0002708442902571778-0.00034253477880486405j),(0.0003893515648444749-0.00013843790777381696j),(0.0003849709254485614+8.194440886832761e-05j),(0.0002753474617338573+0.000257366740233684j),(0.00010273524131667531+0.00034767001581204537j),(-8.105138028842696e-05+0.000340529096193943j),(-0.0002294240249735132+0.00024970448214359014j),(-0.00031160864307466416+0.00010693065825482736j),(-0.0003171077122971431-4.907877787348523e-05j),(-0.00025423275150439703-0.00018301411634470243j),(-0.0001444606007620677-0.00027024425066001054j),(-1.5031422439130933e-05-0.0002999366329702423j),(0.00010797618243451961-0.00027432612433433577j),(0.00020459314910220995-0.00020532457125946492j),(0.00026334697773586495-0.00010997549989410935j),(0.0002812904597729665-6.0875497535750415e-06j),(0.0002623613871607731+9.107178344492883e-05j),(0.0002149209377968718+0.0001706606048226833j),(0.00014922106678307186+0.00022679447869903462j),(7.531350048520583e-05+0.00025805979139856066j),(1.6443689585366387e-06+0.00026643757836629074j),(-6.564522309366047e-05+0.0002560327518678511j),(-0.00012283651678744425+0.00023189819522328927j),(-0.00016835532228453833+0.00019911820345640895j),(-0.0002022869288872542+0.00016220658068965605j),(-0.0002258351747907406+0.0001247982377388198j),(-0.0002408267157114473+8.957163683731724e-05j),(-0.0002493131231504336+5.832643773726569e-05j),(-0.00025328568198413514+3.214641845048593e-05j),(-0.00025449321359428023+1.1592787040459602e-05j),(-0.00025434068700279567-3.1097248184161143e-06j),(-0.00025384283216529745-1.1916423660998016e-05j),(-0.000253609232818068-1.4847183244126245e-05j),(-0.00025384283216529837-1.19164236609982e-05j),(-0.00025434068700279486-3.1097248184162494e-06j),(-0.00025449321359427937+1.1592787040459441e-05j),(-0.00025328568198413514+3.214641845048578e-05j),(-0.0002493131231504344+5.832643773726612e-05j),(-0.00024082671571144676+8.957163683731732e-05j),(-0.00022583517479074077+0.00012479823773882013j),(-0.00020228692888725464+0.00016220658068965668j),(-0.0001683553222845381+0.00019911820345640903j),(-0.000122836516787445+0.00023189819522329095j),(-6.564522309366e-05+0.00025603275186785005j),(1.6443689585368843e-06+0.0002664375783662895j),(7.531350048520611e-05+0.00025805979139856185j),(0.00014922106678307104+0.00022679447869903337j),(0.00021492093779687142+0.00017066060482268333j),(0.00026236138716077416+9.107178344492923e-05j),(0.00028129045977296684-6.0875497535758106e-06j),(0.0002633469777358655-0.00010997549989411035j),(0.0002045931491022086-0.00020532457125946443j),(0.00010797618243451882-0.000274326124334335j),(-1.5031422439130852e-05-0.00029993663297024403j),(-0.00014446060076206903-0.00027024425066001157j),(-0.0002542327515043958-0.00018301411634470108j),(-0.0003171077122971423-4.907877787348463e-05j),(-0.0003116086430746641+0.00010693065825482712j),(-0.00022942402497351278+0.0002497044821435899j),(-8.10513802884272e-05+0.0003405290961939467j),(0.0001027352413166766+0.00034767001581204504j),(0.0002753474617338548+0.0002573667402336804j),(0.00038497092544856294+8.194440886832746e-05j),(0.00038935156484447677-0.00013843790777381777j),(0.0002708442902571761-0.00034253477880486253j),(4.675728311387436e-05-0.00046286461348542794j),(-0.00022932823411835786-0.00044527331881879563j),(-0.00047704997054306335-0.00026745414848832914j),(-0.000607335260551284+4.9982179429284436e-05j),(-0.00054171312673579+0.0004446314044943242j),(-0.00021627146524621753+0.0008397879245266367j),(0.0007413895786515533+0.0012476872216669035j)
"(1,)",(0.0007592338426214081+0.001336732466799302j),(0.001475928530647974+0.0013967723497720795j),(0.0006694784144751185+0.0012954616015925322j),(-0.00017512584856820343+0.0006796713169977463j),(-0.0004319694002613806+0.0003557236875663132j),(-0.000484816556441551+4.0524682024833704e-05j),(-0.00038107239615433946-0.00021309143123896698j),(-0.00018343378072104374-0.00035528288550405463j),(3.6976134414314694e-05-0.00036955396019490775j),(0.00021597892834830085-0.0002736648349533877j),(0.00031075675473466943-0.0001108107118577259j),(0.00030743646833434577+6.514930078439034e-05j),(0.00022005085144187565+0.00020530512642545593j),(8.229600397910115e-05+0.00027755616112437283j),(-6.447263355698739e-05+0.00027201120010138507j),(-0.00018304380362197165+0.00019960873325999639j),(-0.0002488112344083332+8.565436628058269e-05j),(-0.0002533488864267718-3.895029572063247e-05j),(-0.00020325276910229353-0.00014599816678248587j),(-0.00011564507494560797-0.00021579198197065942j),(-1.2268772837059673e-05-0.00023964563848369007j),(8.604272408917565e-05-0.00021931046282837354j),(0.0001633217503141853-0.0001642752994092139j),(0.00021037969481640844-8.81403530137668e-05j),(0.0002248368906703112-5.129823986964196e-06j),(0.0002098178510003675+7.255157483540878e-05j),(0.00017198806490587913+0.00013622802085207553j),(0.00011953167084828153+0.00018118176170949687j),(6.048002706526637e-05+0.00020626792330848237j),(1.5869277600914452e-06+0.00021305709074993115j),(-5.2232541275385675e-05+0.0002048210960251606j),(-9.799785477265584e-05+0.0001855935060230856j),(-0.00013444268896426273+0.0001594365986665091j),(-0.00016162828295671956+0.00012995940278440622j),(-0.0001805116049529646+0.00010007020495640994j),(-0.00019254919881448183+7.191365999963046e-05j),(-0.0001993789303404667+4.6932153917671364e-05j),(-0.0002025916615667711+2.5995556459511723e-05j),(-0.00020358523165101223+9.555470289131462e-06j),(-0.0002034830425312768-2.20613587235405e-06j),(-0.00020309667805564488-9.251902201039285e-06j),(-0.00020291377073945944-1.15967541208491e-05j),(-0.00020309667805564524-9.251902201039212e-06j),(-0.000203483042531277-2.2061358723541716e-06j),(-0.0002035852316510112+9.555470289131239e-06j),(-0.0002025916615667707+2.599555645951178e-05j),(-0.0001993789303404667+4.6932153917671466e-05j),(-0.00019254919881448308+7.191365999963121e-05j),(-0.00018051160495296474+0.00010007020495641033j),(-0.00016162828295671918+0.00012995940278440614j),(-0.00013444268896426316+0.00015943659866650992j),(-9.79978547726551e-05+0.00018559350602308453j),(-5.223254127538546e-05+0.00020482109602516132j),(1.586927760091601e-06+0.00021305709074993207j),(6.048002706526579e-05+0.00020626792330848012j),(0.00011953167084828128+0.00018118176170949703j),(0.00017198806490588024+0.00013622802085207623j),(0.00020981785100036778+7.255157483540827e-05j),(0.00022483689067031196-5.129823986964835e-06j),(0.00021037969481640804-8.81403530137674e-05j),(0.000163321750314184-0.00016427529940921326j),(8.60427240891755e-05-0.00021931046282837378j),(-1.226877283706019e-05-0.00023964563848369154j),(-0.0001156450749456078-0.00021579198197065858j),(-0.0002032527691022939-0.00014599816678248539j),(-0.0002533488864267717-3.895029572063179e-05j),(-0.00024881123440833236+8.565436628058288e-05j),(-0.00018304380362197292+0.00019960873325999888j),(-6.44726335569861e-05+0.0002720112001013853j),(8.22960039791011e-05+0.0002775561611243698j),(0.00022005085144187697+0.00020530512642545637j),(0.000307436468334347+6.514930078439005e-05j),(0.0003107567547346674-0.00011081071185772606j),(0.00021597892834830163-0.00027366483495338927j),(3.697613441431469e-05-0.0003695539601949075j),(-0.00018343378072104247-0.00035528288550405285j),(-0.00038107239615434174-0.00021309143123896828j),(-0.00048481655644155364+4.0524682024835724e-05j),(-0.00043196940026138153+0.0003557236875663172j),(-0.00017512584856820124+0.0006796713169977471j)
"(2,)",(-0.0002162714652462195+0.0008397879245266311j),(0.0006694784144751185+0.0012954616015925322j),(0.0014759285306479657+0.0013967723497720706j),(0.0006694784144751183+0.0012954616015925285j),(-0.0001751258485682023+0.0006796713169977446j),(-0.00043196940026137925+0.0003557236875663129j),(-0.000484816556441549+4.052468202483407e-05j),(-0.000381072396154339-0.0002130914312389663j),(-0.0001834337807210436-0.0003552828855040534j),(3.697613441431431e-05-0.00036955396019490655j),(0.00021597892834830014-0.00027366483495338726j),(0.00031075675473466846-0.00011081071185772578j),(0.00030743646833434474+6.51493007843897e-05j),(0.00022005085144187513+0.00020530512642545493j),(8.229600397910128e-05+0.00027755616112437224j),(-6.447263355698685e-05+0.00027201120010138415j),(-0.0001830438036219715+0.00019960873325999625j),(-0.0002488112344083321+8.56543662805823e-05j),(-0.00025334888642677077-3.8950295720631906e-05j),(-0.00020325276910229296-0.00014599816678248495j),(-0.00011564507494560759-0.0002157919819706587j),(-1.2268772837059785e-05-0.0002396456384836905j),(8.604272408917501e-05-0.00021931046282837235j),(0.00016332175031418453-0.00016427529940921305j),(0.00021037969481640804-8.814035301376677e-05j),(0.00022483689067031044-5.129823986964416e-06j),(0.00020981785100036667+7.255157483540832e-05j),(0.00017198806490587886+0.00013622802085207496j),(0.0001195316708482816+0.0001811817617094973j),(6.048002706526597e-05+0.00020626792330848077j),(1.586927760091434e-06+0.0002130570907499299j),(-5.223254127538552e-05+0.000204821096025161j),(-9.799785477265549e-05+0.0001855935060230847j),(-0.00013444268896426273+0.00015943659866650905j),(-0.00016162828295671885+0.00012995940278440562j),(-0.00018051160495296322+0.00010007020495640911j),(-0.00019254919881448173+7.191365999963055e-05j),(-0.00019937893034046648+4.6932153917671405e-05j),(-0.00020259166156677108+2.5995556459511818e-05j),(-0.00020358523165101014+9.555470289131318e-06j),(-0.00020348304253127664-2.206135872354215e-06j),(-0.00020309667805564456-9.25190220103927e-06j),(-0.00020291377073945887-1.159675412084914e-05j),(-0.00020309667805564394-9.251902201039258e-06j),(-0.0002034830425312765-2.206135872354342e-06j),(-0.00020358523165101063+9.555470289131271e-06j),(-0.00020259166156677+2.599555645951188e-05j),(-0.00019937893034046694+4.693215391767145e-05j),(-0.00019254919881448238+7.191365999963078e-05j),(-0.00018051160495296398+0.00010007020495640974j),(-0.00016162828295671923+0.00012995940278440603j),(-0.0001344426889642616+0.0001594365986665079j),(-9.799785477265528e-05+0.0001855935060230848j),(-5.22325412753857e-05+0.00020482109602516153j),(1.5869277600914047e-06+0.00021305709074992917j),(6.0480027065265756e-05+0.00020626792330848077j),(0.00011953167084828165+0.0001811817617094975j),(0.0001719880649058791+0.00013622802085207501j),(0.0002098178510003678+7.255157483540846e-05j),(0.00022483689067031-5.129823986964558e-06j),(0.0002103796948164067-8.814035301376658e-05j),(0.00016332175031418526-0.000164275299409214j),(8.604272408917507e-05-0.00021931046282837324j),(-1.2268772837059692e-05-0.0002396456384836886j),(-0.00011564507494560794-0.0002157919819706589j),(-0.0002032527691022931-0.00014599816678248528j),(-0.00025334888642677077-3.895029572063179e-05j),(-0.0002488112344083342+8.565436628058348e-05j),(-0.0001830438036219705+0.0001996087332599964j),(-6.44726335569861e-05+0.00027201120010138117j),(8.229600397910147e-05+0.0002775561611243732j),(0.00022005085144187583+0.0002053051264254562j),(0.00030743646833434306+6.514930078438942e-05j),(0.0003107567547346698-0.00011081071185772609j),(0.00021597892834830028-0.00027366483495338645j),(3.697613441431519e-05-0.0003695539601949046j),(-0.00018343378072104374-0.0003552828855040554j),(-0.00038107239615434136-0.00021309143123896692j),(-0.00048481655644155185+4.052468202483545e-05j),(-0.0004319694002613785+0.000355723687566313j)
"(3,)",(-0.000541713126735788+0.0004446314044943199j),(-0.00017512584856820343+0.0006796713169977463j),(0.0006694784144751183+0.0012954616015925285j),(0.0014759285306479653+0.00139677234977207j),(0.000669478414475118+0.0012954616015925283j),(-0.00017512584856820224+0.0006796713169977451j),(-0.00043196940026137855+0.0003557236875663125j),(-0.0004848165564415496+4.052468202483412e-05j),(-0.00038107239615433903-0.00021309143123896622j),(-0.00018343378072104352-0.00035528288550405333j),(3.6976134414314395e-05-0.000369553960194907j),(0.0002159789283483002-0.0002736648349533873j),(0.00031075675473466813-0.00011081071185772591j),(0.00030743646833434463+6.514930078438959e-05j),(0.0002200508514418754+0.00020530512642545515j),(8.229600397910135e-05+0.000277556161124372j),(-6.447263355698707e-05+0.0002720112001013847j),(-0.0001830438036219713+0.00019960873325999598j),(-0.00024881123440833165+8.565436628058235e-05j),(-0.0002533488864267706-3.895029572063155e-05j),(-0.0002032527691022929-0.00014599816678248492j),(-0.00011564507494560832-0.00021579198197065974j),(-1.2268772837059936e-05-0.00023964563848368996j),(8.60427240891749e-05-0.00021931046282837205j),(0.00016332175031418466-0.00016427529940921348j),(0.0002103796948164077-8.814035301376714e-05j),(0.0002248368906703102-5.129823986964596e-06j),(0.0002098178510003668+7.255157483540828e-05j),(0.00017198806490587964+0.00013622802085207567j),(0.00011953167084828117+0.00018118176170949635j),(6.04800270652659e-05+0.00020626792330848015j),(1.5869277600916182e-06+0.00021305709074993085j),(-5.2232541275385445e-05+0.00020482109602516067j),(-9.799785477265567e-05+0.00018559350602308531j),(-0.00013444268896426232+0.00015943659866650902j),(-0.00016162828295671812+0.000129959402784405j),(-0.00018051160495296357+0.00010007020495640976j),(-0.00019254919881448202+7.191365999963089e-05j),(-0.00019937893034046707+4.693215391767166e-05j),(-0.00020259166156676953+2.59955564595117e-05j),(-0.00020358523165101057+9.555470289131318e-06j),(-0.00020348304253127688-2.2061358723540297e-06j),(-0.00020309667805564459-9.251902201039125e-06j),(-0.00020291377073945827-1.1596754120848982e-05j),(-0.0002030966780556442-9.251902201039232e-06j),(-0.00020348304253127664-2.20613587235395e-06j),(-0.00020358523165101054+9.555470289131591e-06j),(-0.00020259166156677083+2.5995556459511906e-05j),(-0.0001993789303404667+4.693215391767152e-05j),(-0.000192549198814482+7.191365999963078e-05j),(-0.00018051160495296447+0.00010007020495641002j),(-0.00016162828295671769+0.00012995940278440497j),(-0.0001344426889642621+0.00015943659866650872j),(-9.799785477265571e-05+0.00018559350602308559j),(-5.2232541275385174e-05+0.0002048210960251593j),(1.5869277600913395e-06+0.00021305709074993047j),(6.048002706526628e-05+0.00020626792330848186j),(0.00011953167084828159+0.00018118176170949624j),(0.0001719880649058797+0.00013622802085207542j),(0.0002098178510003667+7.25515748354079e-05j),(0.00022483689067030925-5.129823986964513e-06j),(0.00021037969481640863-8.814035301376716e-05j),(0.00016332175031418504-0.00016427529940921424j),(8.604272408917438e-05-0.00021931046282837115j),(-1.2268772837060107e-05-0.0002396456384836896j),(-0.00011564507494560779-0.00021579198197065904j),(-0.0002032527691022931-0.00014599816678248506j),(-0.0002533488864267735-3.89502957206318e-05j),(-0.00024881123440833165+8.565436628058306e-05j),(-0.00018304380362196886+0.0001996087332599939j),(-6.447263355698712e-05+0.0002720112001013852j),(8.22960039791014e-05+0.0002775561611243733j),(0.00022005085144187402+0.00020530512642545395j),(0.00030743646833434615+6.514930078439016e-05j),(0.00031075675473466813-0.00011081071185772532j),(0.00021597892834829952-0.000273664834953385j),(3.697613441431506e-05-0.00036955396019490856j),(-0.00018343378072104515-0.00035528288550405496j),(-0.00038107239615434125-0.00021309143123896635j),(-0.0004848165564415491+4.0524682024834544e-05j)
"(4,)",(-0.0006073352605512807+4.998217942928454e-05j),(-0.0004319694002613806+0.0003557236875663132j),(-0.0001751258485682023+0.0006796713169977446j),(0.000669478414475118+0.0012954616015925283j),(0.0014759285306479655+0.0013967723497720701j),(0.0006694784144751183+0.0012954616015925285j),(-0.00017512584856820183+0.0006796713169977442j),(-0.0004319694002613791+0.0003557236875663128j),(-0.0004848165564415496+4.052468202483419e-05j),(-0.00038107239615433887-0.00021309143123896614j),(-0.0001834337807210436-0.0003552828855040535j),(3.6976134414314456e-05-0.0003695539601949068j),(0.00021597892834829984-0.00027366483495338715j),(0.0003107567547346681-0.00011081071185772587j),(0.00030743646833434495+6.514930078438966e-05j),(0.00022005085144187524+0.0002053051264254549j),(8.229600397910138e-05+0.00027755616112437267j),(-6.447263355698719e-05+0.0002720112001013842j),(-0.000183043803621971+0.00019960873325999568j),(-0.00024881123440833144+8.56543662805824e-05j),(-0.0002533488864267705-3.8950295720631615e-05j),(-0.00020325276910229385-0.00014599816678248566j),(-0.00011564507494560794-0.00021579198197065923j),(-1.2268772837059609e-05-0.00023964563848368958j),(8.604272408917507e-05-0.00021931046282837232j),(0.00016332175031418444-0.00016427529940921356j),(0.00021037969481640757-8.814035301376692e-05j),(0.00022483689067031022-5.129823986964529e-06j),(0.00020981785100036772+7.255157483540874e-05j),(0.00017198806490587872+0.00013622802085207501j),(0.00011953167084828096+0.00018118176170949576j),(6.048002706526621e-05+0.00020626792330848104j),(1.586927760091473e-06+0.00021305709074993047j),(-5.223254127538562e-05+0.00020482109602516118j),(-9.799785477265547e-05+0.00018559350602308504j),(-0.00013444268896426175+0.00015943659866650818j),(-0.00016162828295671834+0.0001299594027844056j),(-0.00018051160495296392+0.00010007020495640991j),(-0.00019254919881448265+7.191365999963107e-05j),(-0.00019937893034046564+4.6932153917671256e-05j),(-0.00020259166156677+2.5995556459511615e-05j),(-0.00020358523165101082+9.5554702891314e-06j),(-0.0002034830425312769-2.2061358723541293e-06j),(-0.00020309667805564388-9.251902201039185e-06j),(-0.00020291377073945852-1.1596754120849048e-05j),(-0.0002030966780556443-9.251902201039178e-06j),(-0.0002034830425312766-2.206135872353729e-06j),(-0.00020358523165101138+9.555470289131537e-06j),(-0.00020259166156677062+2.5995556459511906e-05j),(-0.00019937893034046642+4.69321539176714e-05j),(-0.00019254919881448254+7.191365999963103e-05j),(-0.0001805116049529628+0.00010007020495640913j),(-0.00016162828295671836+0.00012995940278440557j),(-0.00013444268896426267+0.00015943659866650937j),(-9.79978547726547e-05+0.00018559350602308353j),(-5.22325412753856e-05+0.00020482109602516045j),(1.5869277600913876e-06+0.00021305709074993163j),(6.0480027065266386e-05+0.0002062679233084808j),(0.00011953167084828192+0.00018118176170949692j),(0.00017198806490587875+0.00013622802085207466j),(0.00020981785100036583+7.255157483540792e-05j),(0.00022483689067031128-5.1298239869644164e-06j),(0.00021037969481640855-8.814035301376754e-05j),(0.00016332175031418355-0.0001642752994092127j),(8.604272408917474e-05-0.00021931046282837213j),(-1.2268772837059787e-05-0.0002396456384836896j),(-0.00011564507494560794-0.00021579198197065887j),(-0.00020325276910229534-0.00014599816678248636j),(-0.00025334888642677104-3.8950295720631113e-05j),(-0.000248811234408329+8.56543662805819e-05j),(-0.00018304380362197168+0.00019960873325999685j),(-6.447263355698726e-05+0.0002720112001013852j),(8.229600397910078e-05+0.00027755616112437045j),(0.000220050851441876+0.00020530512642545615j),(0.0003074364683343443+6.514930078439016e-05j),(0.0003107567547346668-0.00011081071185772433j),(0.00021597892834830141-0.0002736648349533882j),(3.69761344143139e-05-0.0003695539601949087j),(-0.00018343378072104526-0.0003552828855040546j),(-0.00038107239615433865-0.0002130914312389657j)
"(5,)",(-0.00047704997054306655-0.00026745414848832984j),(-0.000484816556441551+4.0524682024833704e-05j),(-0.00043196940026137925+0.0003557236875663129j),(-0.00017512584856820224+0.0006796713169977451j),(0.0006694784144751183+0.0012954616015925285j),(0.001475928530647966+0.0013967723497720706j),(0.000669478414475118+0.0012954616015925277j),(-0.00017512584856820237+0.000679671316997745j),(-0.00043196940026137936+0.0003557236875663129j),(-0.0004848165564415495+4.0524682024834016e-05j),(-0.00038107239615433925-0.00021309143123896662j),(-0.00018343378072104347-0.0003552828855040538j),(3.697613441431442e-05-0.00036955396019490677j),(0.00021597892834829998-0.00027366483495338715j),(0.00031075675473466857-0.00011081071185772612j),(0.00030743646833434485+6.514930078438965e-05j),(0.00022005085144187565+0.0002053051264254557j),(8.229600397910092e-05+0.00027755616112437235j),(-6.447263355698712e-05+0.000272011200101384j),(-0.00018304380362197078+0.00019960873325999574j),(-0.00024881123440833144+8.56543662805823e-05j),(-0.00025334888642677186-3.895029572063199e-05j),(-0.00020325276910229334-0.0001459981667824855j),(-0.00011564507494560762-0.00021579198197065904j),(-1.2268772837059899e-05-0.00023964563848369j),(8.604272408917501e-05-0.00021931046282837232j),(0.00016332175031418442-0.00016427529940921335j),(0.00021037969481640776-8.814035301376683e-05j),(0.00022483689067031142-5.1298239869644715e-06j),(0.00020981785100036683+7.255157483540832e-05j),(0.00017198806490587823+0.00013622802085207485j),(0.00011953167084828136+0.0001811817617094967j),(6.048002706526604e-05+0.00020626792330848077j),(1.586927760091481e-06+0.00021305709074993115j),(-5.223254127538558e-05+0.00020482109602516102j),(-9.799785477265523e-05+0.00018559350602308415j),(-0.00013444268896426208+0.00015943659866650872j),(-0.00016162828295671888+0.00012995940278440568j),(-0.00018051160495296457+0.00010007020495641013j),(-0.00019254919881448132+7.191365999963054e-05j),(-0.00019937893034046615+4.693215391767117e-05j),(-0.00020259166156677037+2.5995556459511676e-05j),(-0.00020358523165101098+9.555470289131285e-06j),(-0.00020348304253127634-2.206135872354153e-06j),(-0.00020309667805564423-9.251902201039207e-06j),(-0.00020291377073945868-1.1596754120849014e-05j),(-0.00020309667805564423-9.25190220103909e-06j),(-0.00020348304253127748-2.206135872354004e-06j),(-0.00020358523165101128+9.55547028913149e-06j),(-0.0002025916615667704+2.5995556459511734e-05j),(-0.00019937893034046707+4.6932153917671405e-05j),(-0.00019254919881448089+7.19136599996304e-05j),(-0.0001805116049529637+0.00010007020495640953j),(-0.00016162828295671926+0.00012995940278440606j),(-0.0001344426889642614+0.0001594365986665077j),(-9.79978547726556e-05+0.00018559350602308453j),(-5.223254127538588e-05+0.00020482109602516175j),(1.5869277600916768e-06+0.00021305709074993066j),(6.0480027065266515e-05+0.00020626792330848153j),(0.00011953167084828121+0.00018118176170949605j),(0.00017198806490587807+0.00013622802085207436j),(0.00020981785100036772+7.255157483540876e-05j),(0.00022483689067031136-5.129823986964539e-06j),(0.00021037969481640673-8.81403530137665e-05j),(0.00016332175031418444-0.00016427529940921335j),(8.604272408917488e-05-0.0002193104628283722j),(-1.2268772837059995e-05-0.0002396456384836896j),(-0.00011564507494560934-0.00021579198197066104j),(-0.0002032527691022937-0.00014599816678248463j),(-0.00025334888642676833-3.895029572063105e-05j),(-0.00024881123440833285+8.565436628058296e-05j),(-0.0001830438036219719+0.0001996087332599968j),(-6.447263355698647e-05+0.0002720112001013827j),(8.229600397910134e-05+0.00027755616112437343j),(0.00022005085144187462+0.00020530512642545526j),(0.000307436468334343+6.514930078439026e-05j),(0.00031075675473467003-0.00011081071185772587j),(0.00021597892834830076-0.00027366483495338905j),(3.6976134414313494e-05-0.0003695539601949086j),(-0.00018343378072104382-0.00035528288550405285j)
"(6,)",(-0.0002293282341183582-0.0004452733188187953j),(-0.00038107239615433946-0.00021309143123896698j),(-0.000484816556441549+4.052468202483407e-05j),(-0.00043196940026137855+0.0003557236875663125j),(-0.00017512584856820183+0.0006796713169977442j),(0.000669478414475118+0.0012954616015925277j),(0.001475928530647964+0.0013967723497720678j),(0.0006694784144751177+0.001295461601592527j),(-0.00017512584856820213+0.0006796713169977441j),(-0.0004319694002613787+0.0003557236875663121j),(-0.00048481655644154925+4.052468202483373e-05j),(-0.0003810723961543386-0.00021309143123896654j),(-0.0001834337807210432-0.00035528288550405306j),(3.697613441431434e-05-0.00036955396019490623j),(0.00021597892834829987-0.00027366483495338704j),(0.00031075675473466797-0.0001108107118577258j),(0.00030743646833434495+6.514930078439003e-05j),(0.00022005085144187489+0.00020530512642545526j),(8.229600397910075e-05+0.00027755616112437164j),(-6.447263355698678e-05+0.0002720112001013834j),(-0.00018304380362197062+0.00019960873325999514j),(-0.00024881123440833236+8.565436628058243e-05j),(-0.0002533488864267709-3.8950295720632035e-05j),(-0.00020325276910229274-0.00014599816678248522j),(-0.0001156450749456076-0.0002157919819706591j),(-1.2268772837059755e-05-0.00023964563848368953j),(8.604272408917493e-05-0.00021931046282837172j),(0.00016332175031418425-0.00016427529940921316j),(0.00021037969481640855-8.814035301376697e-05j),(0.00022483689067031006-5.129823986964281e-06j),(0.00020981785100036588+7.255157483540816e-05j),(0.00017198806490587883+0.0001362280208520752j),(0.00011953167084828083+0.00018118176170949635j),(6.048002706526594e-05+0.0002062679233084812j),(1.586927760091299e-06+0.00021305709074993063j),(-5.2232541275385526e-05+0.00020482109602515972j),(-9.79978547726553e-05+0.00018559350602308447j),(-0.00013444268896426227+0.00015943659866650878j),(-0.00016162828295671912+0.00012995940278440595j),(-0.00018051160495296308+0.00010007020495640917j),(-0.00019254919881448156+7.191365999963032e-05j),(-0.00019937893034046618+4.6932153917671005e-05j),(-0.00020259166156677016+2.5995556459511435e-05j),(-0.00020358523165101+9.555470289131058e-06j),(-0.0002034830425312763-2.206135872354371e-06j),(-0.0002030966780556441-9.251902201039347e-06j),(-0.00020291377073945833-1.1596754120848997e-05j),(-0.00020309667805564486-9.251902201039178e-06j),(-0.000203483042531277-2.206135872354127e-06j),(-0.00020358523165101073+9.555470289131176e-06j),(-0.0002025916615667707+2.599555645951162e-05j),(-0.00019937893034046504+4.6932153917670856e-05j),(-0.00019254919881448162+7.191365999963037e-05j),(-0.0001805116049529643+0.00010007020495640974j),(-0.00016162828295671744+0.00012995940278440437j),(-0.00013444268896426219+0.00015943659866650826j),(-9.799785477265589e-05+0.00018559350602308548j),(-5.223254127538532e-05+0.00020482109602516056j),(1.586927760091618e-06+0.00021305709074993117j),(6.048002706526586e-05+0.00020626792330848023j),(0.00011953167084828043+0.0001811817617094953j),(0.00017198806490587918+0.0001362280208520757j),(0.0002098178510003675+7.255157483540851e-05j),(0.00022483689067030892-5.129823986964299e-06j),(0.0002103796948164074-8.814035301376681e-05j),(0.00016332175031418425-0.0001642752994092131j),(8.604272408917476e-05-0.00021931046282837183j),(-1.226877283706022e-05-0.00023964563848369175j),(-0.00011564507494560827-0.00021579198197065852j),(-0.00020325276910229087-0.0001459981667824834j),(-0.00025334888642677175-3.895029572063188e-05j),(-0.00024881123440833263+8.565436628058246e-05j),(-0.0001830438036219698+0.00019960873325999462j),(-6.447263355698735e-05+0.0002720112001013849j),(8.229600397910048e-05+0.00027755616112437164j),(0.0002200508514418731+0.0002053051264254544j),(0.0003074364683343459+6.514930078439043e-05j),(0.0003107567547346693-0.00011081071185772682j),(0.00021597892834830003-0.0002736648349533886j),(3.697613441431373e-05-0.0003695539601949061j)
