index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(-0.0022442376972805263+0.16699010075804321j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.11587289828649945+0.12802933271147454j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.17803257610901407+0.02042375026899165j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.15645248493250427-0.10188358463563923j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(0.06385941126068895-0.1845670861655127j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.05961105921555987-0.19622886062082925j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.16775703419002877-0.1361678063507915j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.2264361962238514-0.028108673681261437j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.22244243367508804+0.09329342294831833j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.16282062174789838+0.19603780559634215j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(-0.06781587976367943+0.2598124284264756j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.0383036186027224+0.2789395144220277j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.1349907001726022+0.26015740841426904j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.20972218809085239+0.21752308358073957j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.2585552965288866+0.1669307791514541j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.2839133117607808+0.12204659736494547j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.2911204409077915+0.09232752834607803j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.2850562981287906+0.08275353054674478j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.26779793463054885+0.0943160677619159j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.23766847060449553+0.12428100860800499j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.18994025231669046+0.1657045312347552j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.11944652164032443+0.2064987901791926j)
"(0.384615384615385, -3.0)","(0.384615384615385, -3.0)",(0.02513363407923438+0.22932853478483364j)
"(0.5384615384615388, -3.0)","(0.5384615384615388, -3.0)",(-0.08434907220023392+0.2143385036368057j)
"(0.6923076923076925, -3.0)","(0.6923076923076925, -3.0)",(-0.18666059634692278+0.14634960713358233j)
"(0.8461538461538463, -3.0)","(0.8461538461538463, -3.0)",(-0.24765382350296142+0.02583569020388078j)
"(1.0, -3.0)","(1.0, -3.0)",(-0.2329027018218683-0.12121458597448517j)
"(1.1538461538461542, -3.0)","(1.1538461538461542, -3.0)",(-0.12796081970494227-0.24323491037453554j)
"(1.3076923076923084, -3.0)","(1.3076923076923084, -3.0)",(0.04187764624303238-0.28047003068730453j)
"(1.4615384615384617, -3.0)","(1.4615384615384617, -3.0)",(0.20824509470896996-0.19815934656042544j)
"(1.6153846153846159, -3.0)","(1.6153846153846159, -3.0)",(0.2854542340172986-0.018865428300156178j)
"(1.7692307692307692, -3.0)","(1.7692307692307692, -3.0)",(0.22040961717755317+0.17233553973109925j)
"(1.9230769230769234, -3.0)","(1.9230769230769234, -3.0)",(0.03785082083036865+0.26682764003910725j)
"(2.0769230769230775, -3.0)","(2.0769230769230775, -3.0)",(-0.15786535264436466+0.20212843794034732j)
"(2.230769230769231, -3.0)","(2.230769230769231, -3.0)",(-0.24156287776378962+0.015932077370216253j)
"(2.384615384615385, -3.0)","(2.384615384615385, -3.0)",(-0.15646661159482012-0.16540640216776314j)
"(2.5384615384615383, -3.0)","(2.5384615384615383, -3.0)",(0.033420915438123894-0.21179012954305562j)
"(2.6923076923076925, -3.0)","(2.6923076923076925, -3.0)",(0.18122052965150376-0.09171456138883344j)
"(2.8461538461538467, -3.0)","(2.8461538461538467, -3.0)",(0.17010608971819133+0.09382148554086815j)
"(3.0, -3.0)","(3.0, -3.0)",(0.013749404408647987+0.18750944532689373j)
"(-3.0, -2.8461538461538463)","(-3.0, -2.8461538461538463)",(0.1250549307103719+0.11084271348549574j)
"(-2.8461538461538463, -2.8461538461538463)","(-2.8461538461538463, -2.8461538461538463)",(0.17224221988801522-0.008299711754339812j)
"(-2.6923076923076925, -2.8461538461538463)","(-2.6923076923076925, -2.8461538461538463)",(0.12529719871561498-0.1272531302423571j)
"(-2.5384615384615383, -2.8461538461538463)","(-2.5384615384615383, -2.8461538461538463)",(0.011642487569243439-0.18533346236578047j)
"(-2.3846153846153846, -2.8461538461538463)","(-2.3846153846153846, -2.8461538461538463)",(-0.11276233917223785-0.157794095923771j)
