index,value
"(0,)",(-1.5935369283709262+2.089335106776374j)
"(1,)",(-0.75327968004984+3.637432412722484j)
"(2,)",(-5.605873032049628+3.2503384022039983j)
"(3,)",(-7.366269470540716+3.89810931542528j)
"(4,)",(-6.745024506360058+3.290705114811084j)
"(5,)",(-4.592888424425521+3.319866855526949j)
"(6,)",(-1.223889398435091+2.700364916640019j)
"(7,)",(1.158286471225731+1.5537510048940337j)
"(8,)",(2.274859452202036+1.307154889009147j)
"(9,)",(3.3312294161767464+1.5968558161804394j)
"(10,)",(4.001758142875639-0.08825511147353104j)
"(11,)",(0.7954977203613529-3.6057340290025346j)
"(12,)",(-6.07229417121667-2.9340865074298312j)
"(13,)",(-7.782034389274367+3.9278813066665244j)
"(14,)",(0.3039111183537342+7.130439124535787j)
"(15,)",(7.726268300110192-0.4906864919914127j)
"(16,)",(4.117254404035973-9.660626196058038j)
"(17,)",(-4.770361789104486-8.552705521720524j)
"(18,)",(-7.671788619493187+0.6895402641614155j)
"(19,)",(-2.989934356938938+8.559985369867196j)
"(20,)",(3.6227628575627353+10.749400896874606j)
"(21,)",(7.96335916802906+9.074681863611016j)
"(22,)",(9.639820816110715+6.624969465516131j)
"(23,)",(9.966872335125089+5.206854210383815j)
"(24,)",(9.905263875069899+5.413080376284359j)
"(25,)",(9.244827117079119+7.1721947930136185j)
"(26,)",(6.75763089894736+9.603508594158795j)
"(27,)",(1.4158258318573171+10.41151492277372j)
"(28,)",(-5.237943546847825+6.446830391647717j)
"(29,)",(-7.865388941822738-2.604115845974807j)
"(30,)",(-2.167342160846828-10.043713809113635j)
"(31,)",(6.432487350055151-7.147135303429389j)
"(32,)",(6.211478885911625+3.1874878843142245j)
"(33,)",(-3.0678984153731736+7.299134320215584j)
"(34,)",(-8.287004899156198+1.3532328067352277j)
"(35,)",(-3.8927256546592144-4.202610605255984j)
"(36,)",(2.4707126012157876-2.889996640219934j)
"(37,)",(3.8093942024776846+1.07041236477674j)
"(38,)",(2.6680842256603885+1.3262115359241498j)
"(39,)",(3.511653885743211+1.5760016448584473j)
