index,xy,inc,scat,tot
"(-3.0, -3.0)",[-3. -3.],(0.7773494792181547+0.6290689844200426j),(-0.027206109599893096+0.2814421222190686j),(0.7501433696182616+0.9105111066391112j)
"(-2.8461538461538463, -3.0)",[-2.84615385 -3.        ],(-0.10860406938749748+0.994085084946191j),(0.2028005464857932+0.27119909171944595j),(0.09419647709829573+1.2652841766656369j)
"(-2.6923076923076925, -3.0)",[-2.69230769 -3.        ],(-0.8948427434723873+0.4463815234245378j),(0.38477745599127783+0.07773751406905546j),(-0.5100652874811096+0.5241190374935932j)
"(-2.5384615384615383, -3.0)",[-2.53846154 -3.        ],(-0.8594811553903232-0.5111674319916275j),(0.3845610436981801-0.2173146253412297j),(-0.4749201116921431-0.7284820573328572j)
"(-2.3846153846153846, -3.0)",[-2.38461538 -3.        ],(-0.03498656293693535-0.9993877828019812j),(0.17160178738266482-0.45160270306368044j),(0.1366152244457295-1.4509904858656615j)
"(-2.230769230769231, -3.0)",[-2.23076923 -3.        ],(0.8216309578085959-0.5700197971742117j),(-0.1546406832102698-0.4897286804973405j),(0.666990274598326-1.0597484776715522j)
"(-2.0769230769230766, -3.0)",[-2.07692308 -3.        ],(0.9238676498953127+0.38271211827810203j),(-0.4301758340978531-0.30961112615857j),(0.4936918157974596+0.07310099211953203j)
"(-1.923076923076923, -3.0)",[-1.92307692 -3.        ],(0.17785484909783048+0.9840567324358834j),(-0.5297042402906715-0.007600957455979126j),(-0.3518493911928411+0.9764557749799043j)
"(-1.7692307692307692, -3.0)",[-1.76923077 -3.        ],(-0.731455460353972+0.681889220855088j),(-0.43305117494662737+0.27107663055592685j),(-1.1645066353005995+0.9529658514110149j)
"(-1.6153846153846154, -3.0)",[-1.61538462 -3.        ],(-0.9691796141665602-0.24635518156506767j),(-0.2179961892244748+0.4194313245762404j),(-1.187175803391035+0.17307614301117272j)
"(-1.4615384615384615, -3.0)",[-1.46153846 -3.        ],(-0.3170510749839535-0.9484084646667381j),(0.001177677766130411+0.4160578780743864j),(-0.3158733972178231-0.5323505865923517j)
"(-1.3076923076923075, -3.0)",[-1.30769231 -3.        ],(0.6261780494437382-0.7796800949074147j),(0.14007112813789793+0.3141605088820845j),(0.7662491775816361-0.4655195860253302j)
"(-1.1538461538461537, -3.0)",[-1.15384615 -3.        ],(0.9944815197952718+0.10491190011474566j),(0.17630657564387586+0.19438502389532625j),(1.1707880954391476+0.2992969240100719j)
"(-1.0, -3.0)",[-1. -3.],(0.44970134126633127+0.8931789874729827j),(0.140159912722079+0.11836432410570305j),(0.5898612539884103+1.0115433115786858j)
"(-0.8461538461538458, -3.0)",[-0.84615385 -3.        ],(-0.5079723233823321+0.8613733909737143j),(0.08246974105402823+0.10735066573535566j),(-0.4255025823283039+0.96872405670907j)
"(-0.6923076923076921, -3.0)",[-0.69230769 -3.        ],(-0.9992509738132139+0.03869743316220923j),(0.04439816777910923+0.14779308737717875j),(-0.9548528060341047+0.18649052053938797j)
"(-0.5384615384615383, -3.0)",[-0.53846154 -3.        ],(-0.5730668990397428-0.8195085900861401j),(0.043179603362768645+0.21067346896362926j),(-0.5298872956769742-0.6088351211225108j)
"(-0.3846153846153846, -3.0)",[-0.38461538 -3.        ],(0.37927880348881066-0.9252824375422329j),(0.07398854752726018+0.2697288199615556j),(0.45326735101607085-0.6555536175806773j)
"(-0.23076923076923084, -3.0)",[-0.23076923 -3.        ],(0.9833895042207711-0.181507804208045j),(0.12003087711422872+0.310614142642895j),(1.1034203813349999+0.12910633843485j)
"(-0.07692307692307665, -3.0)",[-0.07692308 -3.        ],(0.6846006950960638+0.7289183001365697j),(0.16270340727772248+0.3308684303368615j),(0.8473041023737863+1.0597867304734312j)
"(0.0769230769230771, -3.0)",[ 0.07692308 -3.        ],(-0.24275454614606543+0.9700877436218941j),(0.1876997525434424+0.3346746611669427j),(-0.055054793602623026+1.3047624047888369j)
"(0.23076923076923084, -3.0)",[ 0.23076923 -3.        ],(-0.9472245930780933+0.3205706946494653j),(0.1871181642004915+0.3266883458891409j),(-0.7601064288776018+0.6472590405386063j)
"(0.384615384615385, -3.0)",[ 0.38461538 -3.        ],(-0.7819999593738021-0.6232784799264066j),(0.1597359821668214+0.30774987935789727j),(-0.6222639772069807-0.31552860056850934j)
