index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)"
"(0,)",(-0.008913783815780195+0.028783196477103954j),(-0.0013756708147469982+0.0039438329146771235j),(-0.003016178525909872+0.00015349604252666506j),(0.00653332278745275-0.0001055077045066207j),(-0.003625677826739584+0.010120789901164126j),(-0.010776016394779013+0.006949429101867627j),(-0.003625677826739586+0.010120789901164128j),(0.006533322787452767-0.00010550770450662439j),(-0.003016178525909893+0.0001534960425266785j),(0.008941521539809776+0.0031081380904075463j)
"(1,)",(-0.0013756708147469982+0.0039438329146771235j),(-0.012575456377729208+0.020275271570255195j),(-0.0003309329930698526+0.004899074645698131j),(-0.001476390681732091+0.00012444817009359563j),(0.003999210362372846-0.0009178135135322618j),(-0.001158619922472008+0.007246624379146433j),(-0.006588198506105465+0.005955349383033145j),(-0.0011586199224719968+0.0072466243791464305j),(0.0039992103623728474-0.0009178135135322717j),(-0.0014763906817321026+0.00012444817009359073j)
"(2,)",(-0.003016178525909872+0.00015349604252666506j),(-0.0003309329930698526+0.004899074645698131j),(-0.012575456377729185+0.020275271570255163j),(-0.00033093299306985664+0.004899074645698136j),(-0.001476390681732082+0.00012444817009360596j),(0.0039992103623728405-0.0009178135135322651j),(-0.0011586199224720008+0.007246624379146418j),(-0.006588198506105464+0.005955349383033139j),(-0.0011586199224720112+0.00724662437914643j),(0.00399921036237285-0.0009178135135322536j)
"(3,)",(0.00653332278745275-0.0001055077045066207j),(-0.001476390681732091+0.00012444817009359563j),(-0.00033093299306985664+0.004899074645698136j),(-0.01257545637772918+0.020275271570255163j),(-0.00033093299306985295+0.004899074645698123j),(-0.0014763906817320874+0.0001244481700935948j),(0.0039992103623728275-0.0009178135135322621j),(-0.0011586199224719994+0.007246624379146417j),(-0.006588198506105463+0.005955349383033144j),(-0.001158619922472006+0.007246624379146425j)
"(4,)",(-0.003625677826739584+0.010120789901164126j),(0.003999210362372846-0.0009178135135322618j),(-0.001476390681732082+0.00012444817009360596j),(-0.00033093299306985295+0.004899074645698123j),(-0.012575456377729175+0.020275271570255163j),(-0.00033093299306985886+0.00489907464569813j),(-0.0014763906817320785+0.0001244481700935954j),(0.003999210362372837-0.0009178135135322636j),(-0.001158619922472004+0.007246624379146425j),(-0.0065881985061054665+0.005955349383033142j)
"(5,)",(-0.010776016394779013+0.006949429101867627j),(-0.001158619922472008+0.007246624379146433j),(0.0039992103623728405-0.0009178135135322651j),(-0.0014763906817320874+0.0001244481700935948j),(-0.00033093299306985886+0.00489907464569813j),(-0.01257545637772919+0.020275271570255174j),(-0.0003309329930698523+0.004899074645698133j),(-0.0014763906817320867+0.0001244481700935894j),(0.003999210362372843-0.00091781351353227j),(-0.0011586199224719997+0.0072466243791464305j)
"(6,)",(-0.003625677826739586+0.010120789901164128j),(-0.006588198506105465+0.005955349383033145j),(-0.0011586199224720008+0.007246624379146418j),(0.0039992103623728275-0.0009178135135322621j),(-0.0014763906817320785+0.0001244481700935954j),(-0.0003309329930698523+0.004899074645698133j),(-0.012575456377729187+0.02027527157025518j),(-0.0003309329930698564+0.004899074645698123j),(-0.0014763906817320894+0.0001244481700936j),(0.003999210362372841-0.0009178135135322908j)
"(7,)",(0.006533322787452767-0.00010550770450662439j),(-0.0011586199224719968+0.0072466243791464305j),(-0.006588198506105464+0.005955349383033139j),(-0.0011586199224719994+0.007246624379146417j),(0.003999210362372837-0.0009178135135322636j),(-0.0014763906817320867+0.0001244481700935894j),(-0.0003309329930698564+0.004899074645698123j),(-0.012575456377729177+0.02027527157025516j),(-0.0003309329930698512+0.004899074645698119j),(-0.0014763906817320941+0.00012444817009362087j)
"(8,)",(-0.003016178525909893+0.0001534960425266785j),(0.0039992103623728474-0.0009178135135322717j),(-0.0011586199224720112+0.00724662437914643j),(-0.006588198506105463+0.005955349383033144j),(-0.001158619922472004+0.007246624379146425j),(0.003999210362372843-0.00091781351353227j),(-0.0014763906817320894+0.0001244481700936j),(-0.0003309329930698512+0.004899074645698119j),(-0.012575456377729178+0.020275271570255184j),(-0.0003309329930698567+0.004899074645698126j)
"(9,)",(0.008941521539809776+0.0031081380904075463j),(-0.0014763906817321026+0.00012444817009359073j),(0.00399921036237285-0.0009178135135322536j),(-0.001158619922472006+0.007246624379146425j),(-0.0065881985061054665+0.005955349383033142j),(-0.0011586199224719997+0.0072466243791464305j),(0.003999210362372841-0.0009178135135322908j),(-0.0014763906817320941+0.00012444817009362087j),(-0.0003309329930698567+0.004899074645698126j),(-0.01257545637772919+0.020275271570255188j)
