index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.07858049644843691+0.2699203418759882j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.20711480443606994+0.15103353679363662j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.23229362594278835+0.00992431612509041j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.1917751535106904-0.09559605604463826j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(0.1306488906163183-0.1613607257101188j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(0.06302308686619951-0.20765193104824722j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.023061359347377536-0.24085012939755512j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.13551373106836495-0.24202276155443248j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.2567149800332527-0.18567463400220646j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.3483449438256676-0.06587338608459296j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(-0.374448649524582+0.09351485218946193j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(-0.3223966330147577+0.24998522036058782j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(-0.20780921189748397+0.3636145788540901j)
"(-1.0, -3.0)","(-1.0, -3.0)",(-0.06392764596373247+0.41322655436679084j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.0745892860330706+0.39996242789486874j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.18358210074661027+0.3404449067395059j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.25312580198151197+0.25646197197028625j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.284885283414603+0.16698373089614j)
