index,xy,inc,scat,tot
"(-3.0, -3.0)",[-3. -3.],(0.7773494792181547+0.6290689844200426j),(0.07537188902907974+0.10420342156592738j),(0.8527213682472344+0.7332724059859699j)
"(-2.8461538461538463, -3.0)",[-2.84615385 -3.        ],(-0.10860406938749748+0.994085084946191j),(0.15579302156740643+0.001533601177780012j),(0.047188952179908955+0.995618686123971j)
"(-2.6923076923076925, -3.0)",[-2.69230769 -3.        ],(-0.8948427434723873+0.4463815234245378j),(0.12332446865774933-0.13935914813648012j),(-0.771518274814638+0.30702237528805765j)
"(-2.5384615384615383, -3.0)",[-2.53846154 -3.        ],(-0.8594811553903232-0.5111674319916275j),(-0.014373781651283103-0.21608958618844532j),(-0.8738549370416063-0.7272570181800728j)
"(-2.3846153846153846, -3.0)",[-2.38461538 -3.        ],(-0.03498656293693535-0.9993877828019812j),(-0.1753120514325289-0.1702618681642221j),(-0.21029861436946423-1.1696496509662033j)
"(-2.230769230769231, -3.0)",[-2.23076923 -3.        ],(0.8216309578085959-0.5700197971742117j),(-0.26557261985358305-0.024288740450779812j),(0.5560583379550128-0.5943085376249915j)
"(-2.0769230769230766, -3.0)",[-2.07692308 -3.        ],(0.9238676498953127+0.38271211827810203j),(-0.24166637815990744+0.14274851774909367j),(0.6822012717354052+0.5254606360271957j)
"(-1.923076923076923, -3.0)",[-1.92307692 -3.        ],(0.17785484909783048+0.9840567324358834j),(-0.1291866167561296+0.25289199821486563j),(0.04866823234170087+1.2369487306507492j)
"(-1.7692307692307692, -3.0)",[-1.76923077 -3.        ],(-0.731455460353972+0.681889220855088j),(0.006194932429678555+0.27509986275737536j),(-0.7252605279242935+0.9569890836124633j)
"(-1.6153846153846154, -3.0)",[-1.61538462 -3.        ],(-0.9691796141665602-0.24635518156506767j),(0.10576150426377733+0.23191276709093853j),(-0.8634181099027829-0.01444241447412914j)
"(-1.4615384615384615, -3.0)",[-1.46153846 -3.        ],(-0.3170510749839535-0.9484084646667381j),(0.14861772462936002+0.17267985570503916j),(-0.1684333503545935-0.7757286089616989j)
"(-1.3076923076923075, -3.0)",[-1.30769231 -3.        ],(0.6261780494437382-0.7796800949074147j),(0.1520284843071546+0.13901927133152384j),(0.7782065337508928-0.6406608235758909j)
"(-1.1538461538461537, -3.0)",[-1.15384615 -3.        ],(0.9944815197952718+0.10491190011474566j),(0.15023454659812405+0.1453229128212151j),(1.1447160663933957+0.2502348129359607j)
"(-1.0, -3.0)",[-1. -3.],(0.44970134126633127+0.8931789874729827j),(0.17080820564145635+0.1805889561709353j),(0.6205095469077876+1.073767943643918j)
"(-0.8461538461538458, -3.0)",[-0.84615385 -3.        ],(-0.5079723233823321+0.8613733909737143j),(0.22234316964693548+0.22315762553628402j),(-0.28562915373539666+1.0845310165099984j)
"(-0.6923076923076921, -3.0)",[-0.69230769 -3.        ],(-0.9992509738132139+0.03869743316220923j),(0.295663106815752+0.25569933448175647j),(-0.703587866997462+0.2943967676439657j)
