index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(-0.007345807550240092+0.18413729346127122j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.12461698596103266+0.14413750105925707j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.19590220261446442+0.026211513078304726j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.17403548398476212-0.10970590346829341j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(0.07244736254571675-0.20229190692864585j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.06393170529558775-0.21587552536387514j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.18311368695584082-0.14971545785499699j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.24700794136592827-0.03081658404925955j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.24153334534036383+0.10177547039500735j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.17546074994522046+0.21263464022414724j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(-0.07193465687051795+0.2800253513597985j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.04213930623998635+0.2987360755823731j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.14466504724595217+0.27705330616203117j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.22275782594041968+0.23075449394473416j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.27291310165882565+0.17702235290219365j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.29826716365298944+0.13018938155530949j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.3047266896784582+0.09986479262347688j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.29743284636653605+0.09087675549167924j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.278399287518269+0.10391817770197896j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.245672135923689+0.13585133967424437j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.19420871510588433+0.17917557287673866j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.11871030824014683+0.22103965523791919j)
"(0.384615384615385, -3.0)","(0.384615384615385, -3.0)",(0.018420646769216665+0.24319064219920974j)
"(0.5384615384615388, -3.0)","(0.5384615384615388, -3.0)",(-0.09708699592934321+0.2249508666602608j)
"(0.6923076923076925, -3.0)","(0.6923076923076925, -3.0)",(-0.20392472328437367+0.15086651362459366j)
"(0.8461538461538463, -3.0)","(0.8461538461538463, -3.0)",(-0.26615356883351615+0.022182365751782424j)
"(1.0, -3.0)","(1.0, -3.0)",(-0.24810669445865954-0.13308769323867123j)
"(1.1538461538461542, -3.0)","(1.1538461538461542, -3.0)",(-0.1355996836319291-0.26055280077698334j)
"(1.3076923076923084, -3.0)","(1.3076923076923084, -3.0)",(0.0437969909308476-0.29805920545263787j)
"(1.4615384615384617, -3.0)","(1.4615384615384617, -3.0)",(0.2179947303037692-0.21040677890816634j)
"(1.6153846153846159, -3.0)","(1.6153846153846159, -3.0)",(0.2979188656014528-0.022516192803747885j)
"(1.7692307692307692, -3.0)","(1.7692307692307692, -3.0)",(0.22958557082689354+0.17619150258626814j)
"(1.9230769230769234, -3.0)","(1.9230769230769234, -3.0)",(0.040357621184967066+0.27323626885729935j)
"(2.0769230769230775, -3.0)","(2.0769230769230775, -3.0)",(-0.16060697817438227+0.20546671899410054j)
"(2.230769230769231, -3.0)","(2.230769230769231, -3.0)",(-0.24442932661142366+0.013925446109439413j)
"(2.384615384615385, -3.0)","(2.384615384615385, -3.0)",(-0.15471024803579944-0.16990305966452562j)
"(2.5384615384615383, -3.0)","(2.5384615384615383, -3.0)",(0.04002082286940693-0.2130827788049519j)
"(2.6923076923076925, -3.0)","(2.6923076923076925, -3.0)",(0.18769353397753807-0.08627687264243049j)
"(2.8461538461538467, -3.0)","(2.8461538461538467, -3.0)",(0.17021665326620117+0.10365533364274754j)
"(3.0, -3.0)","(3.0, -3.0)",(0.005638885471705064+0.19469400855760755j)
"(-3.0, -2.8461538461538463)","(-3.0, -2.8461538461538463)",(0.13418737335642086+0.12631935373664335j)
"(-2.8461538461538463, -2.8461538461538463)","(-2.8461538461538463, -2.8461538461538463)",(0.19018641907392955-0.004141195291537923j)
"(-2.6923076923076925, -2.8461538461538463)","(-2.6923076923076925, -2.8461538461538463)",(0.14134336314717466-0.13723267924464075j)
"(-2.5384615384615383, -2.8461538461538463)","(-2.5384615384615383, -2.8461538461538463)",(0.016598099185178922-0.2040810670099875j)
"(-2.3846153846153846, -2.8461538461538463)","(-2.3846153846153846, -2.8461538461538463)",(-0.1217177608093707-0.175556387685313j)
"(-2.230769230769231, -2.8461538461538463)","(-2.230769230769231, -2.8461538461538463)",(-0.21302672379802337-0.06836402021264416j)
"(-2.0769230769230766, -2.8461538461538463)","(-2.0769230769230766, -2.8461538461538463)",(-0.22403669207932062+0.0713583788216624j)
"(-1.923076923076923, -2.8461538461538463)","(-1.923076923076923, -2.8461538461538463)",(-0.15592653076526336+0.19258148330861655j)
"(-1.7692307692307692, -2.8461538461538463)","(-1.7692307692307692, -2.8461538461538463)",(-0.035969402334207305+0.2590782537591347j)
"(-1.6153846153846154, -2.8461538461538463)","(-1.6153846153846154, -2.8461538461538463)",(0.09805475546780075+0.25811274177930577j)
"(-1.4615384615384615, -2.8461538461538463)","(-1.4615384615384615, -2.8461538461538463)",(0.21259633562126556+0.1985556608096091j)
"(-1.3076923076923075, -2.8461538461538463)","(-1.3076923076923075, -2.8461538461538463)",(0.2874290358903849+0.1025334634179953j)
"(-1.1538461538461537, -2.8461538461538463)","(-1.1538461538461537, -2.8461538461538463)",(0.3179280978139244-0.004522900366307331j)
"(-1.0, -2.8461538461538463)","(-1.0, -2.8461538461538463)",(0.31199808230067244-0.10167132826201386j)
"(-0.8461538461538458, -2.8461538461538463)","(-0.8461538461538458, -2.8461538461538463)",(0.2843573958563722-0.17625372908359582j)
"(-0.6923076923076921, -2.8461538461538463)","(-0.6923076923076921, -2.8461538461538463)",(0.2508150618234018-0.2237475013533516j)
"(-0.5384615384615383, -2.8461538461538463)","(-0.5384615384615383, -2.8461538461538463)",(0.22418582161367898-0.24501062451809405j)
"(-0.3846153846153846, -2.8461538461538463)","(-0.3846153846153846, -2.8461538461538463)",(0.21219953485936627-0.24269468644482234j)
"(-0.23076923076923084, -2.8461538461538463)","(-0.23076923076923084, -2.8461538461538463)",(0.2167843377753895-0.2183671626046837j)
"(-0.07692307692307665, -2.8461538461538463)","(-0.07692307692307665, -2.8461538461538463)",(0.23382011901741714-0.17138917969910725j)
"(0.0769230769230771, -2.8461538461538463)","(0.0769230769230771, -2.8461538461538463)",(0.25293510625463783-0.10013957334862411j)
"(0.23076923076923084, -2.8461538461538463)","(0.23076923076923084, -2.8461538461538463)",(0.2579372409147342-0.005691654225146664j)
"(0.384615384615385, -2.8461538461538463)","(0.384615384615385, -2.8461538461538463)",(0.22951316339048122+0.10287105593575575j)
"(0.5384615384615388, -2.8461538461538463)","(0.5384615384615388, -2.8461538461538463)",(0.15198436118760109+0.20396890177749305j)
"(0.6923076923076925, -2.8461538461538463)","(0.6923076923076925, -2.8461538461538463)",(0.02409237676123552+0.2641674128199772j)
"(0.8461538461538463, -2.8461538461538463)","(0.8461538461538463, -2.8461538461538463)",(-0.13033502894692964+0.24833549030973073j)
"(1.0, -2.8461538461538463)","(1.0, -2.8461538461538463)",(-0.26048870196375506+0.13961340227384425j)
