index,xy,r,theta,value
"(-0.84615385, 1.76923077)",[-0.84615385  1.76923077],1.961161353735234,2.0169018773383,(-0.44878879556800894+0.15507484941845254j)
"(-0.69230769, 1.76923077)",[-0.69230769  1.76923077],1.8998598514490297,1.943784047316269,(-0.4679452537334271+0.11313137684217982j)
"(-0.53846154, 1.76923077)",[-0.53846154  1.76923077],1.849356198133276,1.866237164613357,(-0.4891905646945595+0.010085821181149214j)
"(-0.38461538, 1.76923077)",[-0.38461538  1.76923077],1.8105541991465866,1.7848570077774908,(-0.47409680738296817-0.1539712746453621j)
"(-0.23076923, 1.76923077)",[-0.23076923  1.76923077],1.7842174629314629,1.7004988634675373,(-0.3681485826702794-0.3509015098422743j)
"(-0.07692308, 1.76923077)",[-0.07692308  1.76923077],1.7709022213977483,1.6142472239034087,(-0.1321839906215851-0.5036210336060059j)
"(0.07692308, 1.76923077)",[0.07692308 1.76923077],1.7709022213977483,1.5273454296863846,(0.20294636473853567-0.49754913364839465j)
"(0.23076923, 1.76923077)",[0.23076923 1.76923077],1.7842174629314629,1.4410937901222558,(0.49855034605342136-0.252240447040313j)
"(0.38461538, 1.76923077)",[0.38461538 1.76923077],1.8105541991465866,1.3567356458123025,(0.5542409349987487+0.17344648640499036j)
"(0.53846154, 1.76923077)",[0.53846154 1.76923077],1.849356198133276,1.275355488976436,(0.25798831467954514+0.5434250429094375j)
"(0.69230769, 1.76923077)",[0.69230769 1.76923077],1.8998598514490297,1.197808606273524,(-0.25962860765403284+0.5697344469718525j)
"(0.84615385, 1.76923077)",[0.84615385 1.76923077],1.961161353735234,1.124690776251493,(-0.6395772032404942+0.15874655328085388j)
"(1.0, 1.76923077)",[1.         1.76923077],2.032283818150111,1.0563450139221153,(-0.546039464584244-0.43140029625310317j)
"(1.15384615, 1.76923077)",[1.15384615 1.76923077],2.112235416658052,0.9928943915567889,(0.01395190574068269-0.7273275374886j)
"(1.30769231, 1.76923077)",[1.30769231 1.76923077],2.200053793694129,0.9342881103712488,(0.6129963972811681-0.43082579013280753j)
"(1.46153846, 1.76923077)",[1.46153846 1.76923077],2.294835982717276,0.8803498704705417,(0.7188014201474603+0.26351650232899504j)
"(1.61538462, 1.76923077)",[1.61538462 1.76923077],2.39575561943353,0.8308214416128398,(0.180514756714446+0.7645211713921977j)
"(1.76923077, 1.76923077)",[1.76923077 1.76923077],2.502070149901794,0.7853981633974483,(-0.5674778747853865+0.5865303193111818j)
"(1.92307692, 1.76923077)",[1.92307692 1.76923077],2.613121190789183,0.7437555853127247,(-0.8410084425629942-0.1701258563709417j)
"(2.07692308, 1.76923077)",[2.07692308 1.76923077],2.7283304414515994,0.7055681771685179,(-0.33357196005791634-0.8430121990451153j)
"(2.23076923, 1.76923077)",[2.23076923 1.76923077],2.8471931573094205,0.6705215583601113,(0.5463161842279793-0.7834753578931714j)
"(2.38461538, 1.76923077)",[2.38461538 1.76923077],2.96927062223155,0.638319809143274,(0.9977281715242842+0.017259509418728943j)
"(2.53846154, 1.76923077)",[2.53846154 1.76923077],3.0941823649510325,0.6086893072470656,(0.5628528220422114+0.8639532329226044j)
"(2.69230769, 1.76923077)",[2.69230769 1.76923077],3.221598704858805,0.5813801843978302,(-0.4088998630807387+0.9706077032801785j)
"(2.84615385, 1.76923077)",[2.84615385 1.76923077],3.351233989948272,0.5561662297094941,(-1.044182310006918+0.2045782042122029j)
"(3.0, 1.76923077)",[3.         1.76923077],3.482840438135918,0.5328438878096327,(-0.7497211011602508-0.7555385148412557j)
"(-3.0, 1.92307692)",[-3.          1.92307692],3.5634568666165567,2.571552190617017,(0.06398171786372914-0.3640981522165986j)
"(-2.84615385, 1.92307692)",[-2.84615385  1.92307692],3.4349405494282585,2.547378951158467,(-0.2319653292341449-0.2956130402203532j)
"(-2.69230769, 1.92307692)",[-2.69230769  1.92307692],3.308586637503969,2.521343167958323,(-0.3802228689330015-0.036410890607129306j)
"(-2.53846154, 1.92307692)",[-2.53846154  1.92307692],3.1846525446735723,2.4932606655643763,(-0.30152798382855106+0.2446056220947295j)
"(-2.38461538, 1.92307692)",[-2.38461538  1.92307692],3.0634319562819132,2.462930162677546,(-0.05873497541788376+0.39025360538798437j)
"(-2.23076923, 1.92307692)",[-2.23076923  1.92307692],2.9452599541893543,2.430133528471022,(0.20916318696887948+0.34222251020533595j)
"(-2.07692308, 1.92307692)",[-2.07692308  1.92307692],2.830518383701716,2.394637081749722,(0.37974332489680956+0.14789800638901654j)
"(-1.92307692, 1.92307692)",[-1.92307692  1.92307692],2.7196414617506792,2.356194490192345,(0.40339620226652034-0.0928675190542771j)
"(-1.76923077, 1.92307692)",[-1.76923077  1.92307692],2.613121190789183,2.3145519121076212,(0.30339745713116856-0.2908394547793558j)
"(-1.61538462, 1.92307692)",[-1.61538462  1.92307692],2.511511957122488,2.2694561537114817,(0.1403311477917384-0.4026979974937937j)
"(-1.46153846, 1.92307692)",[-1.46153846  1.92307692],2.4154336070974622,2.220666776470536,(-0.026565817418371124-0.43151349715157544j)
"(-1.30769231, 1.92307692)",[-1.30769231  1.92307692],2.325571761496476,2.1679729864521256,(-0.16071524971727544-0.4072293882705605j)
"(-1.15384615, 1.92307692)",[-1.15384615  1.92307692],2.242673801092461,2.111215826300775,(-0.24991822918675616-0.3654835559263316j)
"(-1.0, 1.92307692)",[-1.          1.92307692],2.167538890132467,2.050315619442405,(-0.2967665796869642-0.3347018833383358j)
"(-0.84615385, 1.92307692)",[-0.84615385  1.92307692],2.101000042386127,1.9853032036450982,(-0.3068070873712716-0.33174066385840817j)
"(-0.69230769, 1.92307692)",[-0.69230769  1.92307692],2.043896958721213,1.9163519068242008,(-0.27979296372678436-0.3613125552931268j)
"(-0.53846154, 1.92307692)",[-0.53846154  1.92307692],1.9970392260283367,1.8438050310388772,(-0.20661667904689066-0.41431680140789245j)
"(-0.38461538, 1.92307692)",[-0.38461538  1.92307692],1.9611613474595175,1.7681918846447773,(-0.0744957489327221-0.46359286751213113j)
"(-0.23076923, 1.92307692)",[-0.23076923  1.92307692],1.9368735833170627,1.6902252526081878,(0.11703828473664338-0.4618435052412735j)
"(-0.07692308, 1.92307692)",[-0.07692308  1.92307692],1.924614766771099,1.6107750155795286,(0.3324442487290127-0.3532482525221451j)
"(0.07692308, 1.92307692)",[0.07692308 1.92307692],1.924614766771099,1.5308176380102647,(0.4858619459435274-0.10920154962576956j)
"(0.23076923, 1.92307692)",[0.23076923 1.92307692],1.9368735833170627,1.4513674009816055,(0.46523120721958516+0.2213799799824801j)
"(0.38461538, 1.92307692)",[0.38461538 1.92307692],1.9611613474595175,1.3734007689450158,(0.2092267689165406+0.49042510790299376j)
"(0.53846154, 1.92307692)",[0.53846154 1.92307692],1.9970392260283367,1.297787622550916,(-0.20169275639214865+0.5115124523646325j)
"(0.69230769, 1.92307692)",[0.69230769 1.92307692],2.043896958721213,1.2252407467655924,(-0.5317498990040961+0.2027679458978849j)
"(0.84615385, 1.92307692)",[0.84615385 1.92307692],2.101000042386127,1.1562894499446952,(-0.5222507427109634-0.28805826419700176j)
"(1.0, 1.92307692)",[1.         1.92307692],2.167538890132467,1.0912770341473885,(-0.11289724808685496-0.6204148163463055j)
"(1.15384615, 1.92307692)",[1.15384615 1.92307692],2.242673801092461,1.0303768272890184,(0.43611916014461644-0.5003189518980232j)
"(1.30769231, 1.92307692)",[1.30769231 1.92307692],2.325571761496476,0.9736196671376677,(0.6877642951030344+0.04002345459905423j)
"(1.46153846, 1.92307692)",[1.46153846 1.92307692],2.4154336070974622,0.9209258771192573,(0.3852829175477359+0.5919223825371425j)
"(1.61538462, 1.92307692)",[1.61538462 1.92307692],2.511511957122488,0.8721364998783114,(-0.2718309583550555+0.6690393591639071j)
"(1.76923077, 1.92307692)",[1.76923077 1.92307692],2.613121190789183,0.8270407414821719,(-0.7298271728111416+0.14789013399846182j)
"(1.92307692, 1.92307692)",[1.92307692 1.92307692],2.7196414617506792,0.7853981633974483,(-0.5448976132285688-0.5559261914775149j)
"(2.07692308, 1.92307692)",[2.07692308 1.92307692],2.830518383701716,0.7469555718400713,(0.17879335733794666-0.802963627272768j)
"(2.23076923, 1.92307692)",[2.23076923 1.92307692],2.9452599541893543,0.7114591251187713,(0.8151738883991744-0.3107129269414327j)
"(2.38461538, 1.92307692)",[2.38461538 1.92307692],3.0634319562819132,0.6786624909122471,(0.7524612843030709+0.5323973524065119j)
"(2.53846154, 1.92307692)",[2.53846154 1.92307692],3.1846525446735723,0.648331988025417,(-0.018922971744321896+0.965625299267653j)
"(2.69230769, 1.92307692)",[2.69230769 1.92307692],3.308586637503969,0.6202494856314702,(-0.8382355607228557+0.5477204755451006j)
"(2.84615385, 1.92307692)",[2.84615385 1.92307692],3.4349405494282585,0.5942137024313265,(-0.9479689811135619-0.3943975612893883j)
"(3.0, 1.92307692)",[3.         1.92307692],3.5634568666165567,0.5700404629727764,(-0.20773770529388869-1.0208855456017507j)
"(-3.0, 2.07692308)",[-3.          2.07692308],3.6487819173303144,2.53604798929149,(0.2984641729162984-0.20599576016372032j)
"(-2.84615385, 2.07692308)",[-2.84615385  2.07692308],3.523379232797189,2.511191232054322,(0.05731767140695565-0.3636516077534586j)
"(-2.69230769, 2.07692308)",[-2.69230769  2.07692308],3.400313247021489,2.4845177167471264,(-0.21820237334552803-0.3033851128457651j)
"(-2.53846154, 2.07692308)",[-2.53846154  2.07692308],3.279847019343411,2.455863142254464,(-0.37164473529734365-0.07592118024881263j)
"(-2.38461538, 2.07692308)",[-2.38461538  2.07692308],3.162277658708866,2.425050977801082,(-0.3366889353486982+0.1866536368220869j)
"(-2.23076923, 2.07692308)",[-2.23076923  2.07692308],3.0479404255581306,2.3918936019608408,(-0.1518926852068985+0.3598722783679762j)
"(-2.07692308, 2.07692308)",[-2.07692308  2.07692308],2.9372127877417005,2.356194490192345,(0.08584857393186157+0.38681554320439265j)
"(-1.92307692, 2.07692308)",[-1.92307692  2.07692308],2.830518383701716,2.317751898634968,(0.28350808484735457+0.28465861846517976j)
"(-1.76923077, 2.07692308)",[-1.76923077  2.07692308],2.7283304414515994,2.2763645039634146,(0.3911444805739076+0.11294372998322272j)
"(-1.61538462, 2.07692308)",[-1.61538462  2.07692308],2.6311740631834355,2.2318394963122503,(0.406949477833141-0.06578939815346999j)
"(-1.46153846, 2.07692308)",[-1.46153846  2.07692308],2.5396267738185188,2.1840036744767453,(0.35973620436125564-0.2108189999658722j)
"(-1.30769231, 2.07692308)",[-1.30769231  2.07692308],2.4543163320708725,2.132717889179413,(0.2869024145381629-0.3083749502753784j)
"(-1.15384615, 2.07692308)",[-1.15384615  2.07692308],2.3759146487419343,2.0778948291432084,(0.21966898338103263-0.3637705086175289j)
"(-1.0, 2.07692308)",[-1.          2.07692308],2.305126781814112,2.019519670226553,(0.17808178488687532-0.38965576725224993j)
"(-0.84615385, 2.07692308)",[-0.84615385  2.07692308],2.2426738100103876,1.9576720455965129,(0.17234653917725942-0.3961578535721809j)
"(-0.69230769, 2.07692308)",[-0.69230769  2.07692308],2.1892691515366085,1.8925468797470943,(0.20553088433349506-0.3846853798095358j)
"(-0.53846154, 2.07692308)",[-0.53846154  2.07692308],2.145588569669371,1.8244704232677296,(0.2736709536179403-0.3455069318799027j)
"(-0.38461538, 2.07692308)",[-0.38461538  2.07692308],2.1122354202998372,1.7539071416435876,(0.36153582211259483-0.2601152551945347j)
"(-0.23076923, 2.07692308)",[-0.23076923  2.07692308],2.0897042656202527,1.681453547440337,(0.4360983161436057-0.11109420807253041j)
"(-0.07692308, 2.07692308)",[-0.07692308  2.07692308],2.078347093358896,1.6078164440934841,(0.44543708450248964+0.09883382055439173j)
"(0.07692308, 2.07692308)",[0.07692308 2.07692308],2.078347093358896,1.533776209496309,(0.33490484253987113+0.32459836730383684j)
"(0.23076923, 2.07692308)",[0.23076923 2.07692308],2.0897042656202527,1.4601391061494562,(0.08633279391587846+0.47254436983968423j)
"(0.38461538, 2.07692308)",[0.38461538 2.07692308],2.1122354202998372,1.3876855119462055,(-0.23642600623948284+0.43489860559220855j)
"(0.53846154, 2.07692308)",[0.53846154 2.07692308],2.145588569669371,1.3171222303220635,(-0.47944563833782294+0.1683741244475501j)
"(0.69230769, 2.07692308)",[0.69230769 2.07692308],2.1892691515366085,1.2490457738426988,(-0.47002544573035715-0.2286635059490945j)
"(0.84615385, 2.07692308)",[0.84615385 2.07692308],2.2426738100103876,1.1839206079932802,(-0.15206639342229772-0.5225279194020127j)
"(1.0, 2.07692308)",[1.         2.07692308],2.305126781814112,1.1220729833632401,(0.3130889947989664-0.4809783757452991j)
"(1.15384615, 2.07692308)",[1.15384615 2.07692308],2.3759146487419343,1.063697824446585,(0.6017482547252375-0.07303416538839162j)
"(1.30769231, 2.07692308)",[1.30769231 2.07692308],2.4543163320708725,1.00887476441038,(0.4569006138200334+0.43889072602934276j)
"(1.46153846, 2.07692308)",[1.46153846 2.07692308],2.5396267738185188,0.9575889791130479,(-0.06610934645510129+0.649531850407093j)
"(1.61538462, 2.07692308)",[1.61538462 2.07692308],2.6311740631834355,0.909753157277543,(-0.5739975673605534+0.34010965129567905j)
"(1.76923077, 2.07692308)",[1.76923077 2.07692308],2.7283304414515994,0.8652281496263787,(-0.6220118938378455-0.2830569615106099j)
"(1.92307692, 2.07692308)",[1.92307692 2.07692308],2.830518383701716,0.8238407549548253,(-0.11428220870242917-0.6987836124567025j)
"(2.07692308, 2.07692308)",[2.07692308 2.07692308],2.9372127877417005,0.7853981633974483,(0.5476800733774245-0.5035580325058715j)
"(2.23076923, 2.07692308)",[2.23076923 2.07692308],3.0479404255581306,0.7496990516289523,(0.7659454338377514+0.19068559339199065j)
"(2.38461538, 2.07692308)",[2.38461538 2.07692308],3.162277658708866,0.7165416757887113,(0.28461034519947753+0.7896351495539157j)
"(2.53846154, 2.07692308)",[2.53846154 2.07692308],3.279847019343411,0.6857295113353291,(-0.5224711191267166+0.719090507660668j)
"(2.69230769, 2.07692308)",[2.69230769 2.07692308],3.400313247021489,0.6570749368426668,(-0.9331763686004281-0.02570788250617979j)
"(2.84615385, 2.07692308)",[2.84615385 2.07692308],3.523379232797189,0.6304014215354711,(-0.5275684747906763-0.8146576416822278j)
"(3.0, 2.07692308)",[3.         2.07692308],3.6487819173303144,0.6055446642983033,(0.3842145345822367-0.9216451555257937j)
"(-3.0, 2.23076923)",[-3.          2.23076923],3.738493193455726,2.5022067480687347,(0.34736244343686257+0.07666258752751755j)
"(-2.84615385, 2.23076923)",[-2.84615385  2.23076923],3.6162028559505086,2.476818159595977,(0.304613188543851-0.1931343163687474j)
"(-2.69230769, 2.23076923)",[-2.69230769  2.23076923],3.4964055907671705,2.4496712710992403,(0.09220699504173763-0.3538597304977448j)
"(-2.53846154, 2.23076923)",[-2.53846154  2.23076923],3.379366560107673,2.4206213300894013,(-0.1649142952205623-0.33198597955747955j)
"(-2.38461538, 2.23076923)",[-2.38461538  2.23076923],3.265382346379569,2.3895154852770295,(-0.3411159294108464-0.15745084162166123j)
"(-2.23076923, 2.23076923)",[-2.23076923  2.23076923],3.1547840995905863,2.356194490192345,(-0.37292738293881356+0.07641056800209015j)
"(-2.07692308, 2.23076923)",[-2.07692308  2.23076923],3.0479404255581306,2.320495378423849,(-0.27156249274827227+0.27371188593638374j)
"(-1.92307692, 2.23076923)",[-1.92307692  2.23076923],2.9452599541893543,2.282255451913668,(-0.09520206501370725+0.3785353697941185j)
"(-1.76923077, 2.23076923)",[-1.76923077  2.23076923],2.8471931573094205,2.241317885155008,(0.09049841140610124+0.38433723337686637j)
"(-1.61538462, 2.23076923)",[-1.61538462  2.23076923],2.7542328928482678,2.1975392295270044,(0.2401895178893183+0.31865294582486275j)
"(-1.46153846, 2.23076923)",[-1.46153846  2.23076923],2.6669132021072537,2.1507991006781184,(0.3371240373935183+0.2204215959897443j)
"(-1.30769231, 2.23076923)",[-1.30769231  2.23076923],2.5858055872682946,2.1010121004918805,(0.38694945834563543+0.12309828985591889j)
"(-1.15384615, 2.23076923)",[-1.15384615  2.23076923],2.5115119540596686,2.0481417079490565,(0.4061237756181682+0.047907169264929876j)
"(-1.0, 2.23076923)",[-1.          2.23076923],2.444653627308947,1.9922155338114138,(0.41167268820800124+0.005034911703492026j)
"(-0.84615385, 2.23076923)",[-0.84615385  2.23076923],2.3858557574557215,1.9333405656810259,(0.41469915966258214-0.001721541522737506j)
"(-0.69230769, 2.23076923)",[-0.69230769  2.23076923],2.33572714484118,1.8717165603093349,(0.41707886757017876+0.029177141538868297j)
"(-0.53846154, 2.23076923)",[-0.53846154  2.23076923],2.2948359827172755,1.807645088472154,(0.4100735110598518+0.0979498610210967j)
"(-0.38461538, 2.23076923)",[-0.38461538  2.23076923],2.2636829168519466,1.7415315363186783,(0.37481717757199157+0.19983718109501294j)
"(-0.23076923, 2.23076923)",[-0.23076923  2.23076923],2.24267380486543,1.6738779350117146,(0.28684204883832426+0.3173908812028723j)
"(-0.07692308, 2.23076923)",[-0.07692308  2.23076923],2.2320950960367885,1.6052654291839534,(0.1280920949827853+0.4129681158610707j)
"(0.07692308, 2.23076923)",[0.07692308 2.23076923],2.2320950960367885,1.53632722440584,(-0.09298086826679429+0.4305377078758484j)
"(0.23076923, 2.23076923)",[0.23076923 2.23076923],2.24267380486543,1.4677147185780788,(-0.3218957424131035+0.3171912707668328j)
"(0.38461538, 2.23076923)",[0.38461538 2.23076923],2.2636829168519466,1.400061117271115,(-0.4593624270125779+0.06493646310884556j)
"(0.53846154, 2.23076923)",[0.53846154 2.23076923],2.2948359827172755,1.3339475651176393,(-0.4034945918075524-0.2493134322744917j)
"(0.69230769, 2.23076923)",[0.69230769 2.23076923],2.33572714484118,1.2698760932804585,(-0.127750952351879-0.4678855783800259j)
"(0.84615385, 2.23076923)",[0.84615385 2.23076923],2.3858557574557215,1.2082520879087675,(0.25493022393806375-0.4315216249220016j)
"(1.0, 2.23076923)",[1.         2.23076923],2.444653627308947,1.1493771197783795,(0.5147338624436841-0.10688464836400119j)
"(1.15384615, 2.23076923)",[1.15384615 2.23076923],2.5115119540596686,1.0934509456407369,(0.4439706015221977+0.33365782516531756j)
"(1.30769231, 2.23076923)",[1.30769231 2.23076923],2.5858055872682946,1.0405805530979126,(0.037668275514600585+0.582184457485167j)
"(1.46153846, 2.23076923)",[1.46153846 2.23076923],2.6669132021072537,0.9907935529116749,(-0.44006876543684914+0.4148650293761404j)
"(1.61538462, 2.23076923)",[1.61538462 2.23076923],2.7542328928482678,0.9440534240627889,(-0.6126023060611064-0.09196264441143244j)
"(1.76923077, 2.23076923)",[1.76923077 2.23076923],2.8471931573094205,0.9002747684347854,(-0.29601533640935224-0.5583934051593965j)
"(1.92307692, 2.23076923)",[1.92307692 2.23076923],2.9452599541893543,0.8593372016761254,(0.29580413885492784-0.577607872023736j)
"(2.07692308, 2.23076923)",[2.07692308 2.23076923],3.0479404255581306,0.8210972751659443,(0.6705362333658434-0.08067894995929578j)
"(2.23076923, 2.23076923)",[2.23076923 2.23076923],3.1547840995905863,0.7853981633974483,(0.46298317941595724+0.5417292360778376j)
"(2.38461538, 2.23076923)",[2.38461538 2.23076923],3.265382346379569,0.7520771683127638,(-0.20475536985245626+0.7301259749081809j)
"(2.53846154, 2.23076923)",[2.53846154 2.23076923],3.379366560107673,0.7209713235003922,(-0.7662195796523957+0.25639665570734915j)
"(2.69230769, 2.23076923)",[2.69230769 2.23076923],3.4964055907671705,0.691921382490553,(-0.6844170130341836-0.5158801785164447j)
"(2.84615385, 2.23076923)",[2.84615385 2.23076923],3.6162028559505086,0.6647744939938162,(0.0365348381412274-0.9010865339996306j)
"(3.0, 2.23076923)",[3.         2.23076923],3.738493193455726,0.6393859055210586,(0.793413280915148-0.5036768812649713j)
"(-3.0, 2.38461538)",[-3.          2.38461538],3.8322826762299966,2.469986498278841,(0.16921276317068948+0.3051658104529269j)
"(-2.84615385, 2.38461538)",[-2.84615385  2.38461538],3.7130825803370393,2.4442018653381115,(0.3366522469633391+0.10758522775932153j)
"(-2.69230769, 2.38461538)",[-2.69230769  2.38461538],3.596513757538775,2.416726510509676,(0.32772651865327673-0.14388786493327232j)
"(-2.53846154, 2.38461538)",[-2.53846154  2.38461538],3.4828404357064247,2.387434324890906,(0.16395772777843465-0.3232033494972704j)
"(-2.38461538, 2.38461538)",[-2.38461538  2.38461538],3.3723554114394716,2.356194490192345,(-0.06540192912007069-0.36099146534927357j)
"(-2.23076923, 2.38461538)",[-2.23076923  2.38461538],3.265382346379569,2.3228734951076606,(-0.26245100459020404-0.26258025183899514j)
"(-2.07692308, 2.38461538)",[-2.07692308  2.38461538],3.162277658708866,2.287338002583608,(-0.36591179170230725-0.08437535687880693j)
"(-1.92307692, 2.38461538)",[-1.92307692  2.38461538],3.0634319562819132,2.2494588177071435,(-0.3646848062895007+0.10527883722536761j)
"(-1.76923077, 2.38461538)",[-1.76923077  2.38461538],2.96927062223155,2.209116135938171,(-0.2849864214906745+0.2563999664449121j)
"(-1.61538462, 2.38461538)",[-1.61538462  2.38461538],2.880253110590298,2.1662062044990216,(-0.16738361489687698+0.348644680907523j)
"(-1.46153846, 2.38461538)",[-1.46153846  2.38461538],2.7968706049067977,2.120649509864825,(-0.04790519126705569+0.3867377536352685j)
"(-1.30769231, 2.38461538)",[-1.30769231  2.38461538],2.7196414631648933,2.072400382544017,(0.05077259637617179+0.388931370670492j)
"(-1.15384615, 2.38461538)",[-1.15384615  2.38461538],2.6491038953582713,2.0214576523274697,(0.11916776495231679+0.37609412483669663j)
"(-1.0, 2.38461538)",[-1.          2.38461538],2.5858055825085815,1.9678757727101444,(0.15603055045585468+0.3648812677893536j)
"(-0.84615385, 2.38461538)",[-0.84615385  2.38461538],2.5302898743824525,1.91177528233376,(0.1625442516462111+0.3648563554535345j)
"(-0.69230769, 2.38461538)",[-0.69230769  2.38461538],2.483078824396374,1.8533512788902038,(0.13822598384864643+0.3777250463581802j)
"(-0.53846154, 2.38461538)",[-0.53846154  2.38461538],2.444653623847705,1.7928782297300798,(0.07989140790212597+0.39685893969632097j)
"(-0.38461538, 2.38461538)",[-0.38461538  2.38461538],2.415433605186673,1.7307094483709657,(-0.015519256192366408+0.4065502899091024j)
"(-0.23076923, 2.38461538)",[-0.23076923  2.38461538],2.3957556110854332,1.6672701018434628,(-0.1440562860741202+0.38252699468562057j)
"(-0.07692308, 2.38461538)",[-0.07692308  2.38461538],2.3858557522971147,1.603043210581502,(-0.2854444393385051+0.29731357325227076j)
"(0.07692308, 2.38461538)",[0.07692308 2.38461538],2.3858557522971147,1.5385494430082913,(-0.39671019033687377+0.1340170670750341j)
"(0.23076923, 2.38461538)",[0.23076923 2.38461538],2.3957556110854332,1.4743225517463303,(-0.41809596297627766-0.09271422680757566j)
"(0.38461538, 2.38461538)",[0.38461538 2.38461538],2.415433605186673,1.4108832052188274,(-0.2994694685942653-0.3199390553469571j)
"(0.53846154, 2.38461538)",[0.53846154 2.38461538],2.444653623847705,1.3487144238597135,(-0.043169435534026294-0.4444027891329571j)
"(0.69230769, 2.38461538)",[0.69230769 2.38461538],2.483078824396374,1.2882413746995893,(0.2623456184327542-0.37083268052280083j)
"(0.84615385, 2.38461538)",[0.84615385 2.38461538],2.5302898743824525,1.2298173712560334,(0.457563907125234-0.08796120770784545j)
"(1.0, 2.38461538)",[1.         2.38461538],2.5858055825085815,1.1737168808796488,(0.3967593524261558+0.27945693164487123j)
"(1.15384615, 2.38461538)",[1.15384615 2.38461538],2.6491038953582713,1.1201350012623237,(0.06720817123075883+0.5068455568523046j)
"(1.30769231, 2.38461538)",[1.30769231 2.38461538],2.7196414631648933,1.0691922710457762,(-0.3497505022175653+0.4094832552627128j)
"(1.46153846, 2.38461538)",[1.46153846 2.38461538],2.7968706049067977,1.0209431437249683,(-0.561320585303763+0.005542228412678471j)
"(1.61538462, 2.38461538)",[1.61538462 2.38461538],2.880253110590298,0.9753864490907718,(-0.3738863689221332-0.4400265117908841j)
"(1.76923077, 2.38461538)",[1.76923077 2.38461538],2.96927062223155,0.9324765176516226,(0.11726784931154263-0.5769487380739367j)
"(1.92307692, 2.38461538)",[1.92307692 2.38461538],3.0634319562819132,0.8921338358826495,(0.5443864821624949-0.25340548880294395j)
"(2.07692308, 2.38461538)",[2.07692308 2.38461538],3.162277658708866,0.8542546510061853,(0.5355579655080833+0.3091132387258259j)
"(2.23076923, 2.38461538)",[2.23076923 2.38461538],3.265382346379569,0.8187191584821328,(0.047667810275693355+0.6443640351897397j)
"(2.38461538, 2.38461538)",[2.38461538 2.38461538],3.3723554114394716,0.7853981633974483,(-0.5372869097825401+0.4233929498022137j)
"(2.53846154, 2.38461538)",[2.53846154 2.38461538],3.4828404357064247,0.7541583286988873,(-0.6954912209599972-0.22020066542297936j)
"(2.69230769, 2.38461538)",[2.69230769 2.38461538],3.596513757538775,0.7248661430801171,(-0.2268946607215649-0.7446229541767251j)
"(2.84615385, 2.38461538)",[2.84615385 2.38461538],3.7130825803370393,0.6973907882516818,(0.5119588274176252-0.6491310728186743j)
"(3.0, 2.38461538)",[3.         2.38461538],3.8322826762299966,0.6716061553109521,(0.8697116348358656+0.05046116846532775j)
"(-3.0, 2.53846154)",[-3.          2.53846154],3.9298583931306195,2.4393357217819354,(-0.12205568533432438+0.3198462204189126j)
"(-2.84615385, 2.53846154)",[-2.84615385  2.53846154],3.813709313506864,2.4132752729688294,(0.12352619586594075+0.32363743761195385j)
"(-2.69230769, 2.53846154)",[-2.69230769  2.53846154],3.7003118365473346,2.385597777666013,(0.3059256765502565+0.1709891437234483j)
"(-2.53846154, 2.53846154)",[-2.53846154  2.53846154],3.5899267374304933,2.356194490192345,(0.3504536667534967-0.053375330622918j)
"(-2.38461538, 2.53846154)",[-2.38461538  2.53846154],3.4828404357064247,2.324954655493784,(0.25660345845530197-0.2502950638100128j)
"(-2.23076923, 2.53846154)",[-2.23076923  2.53846154],3.379366560107673,2.291767650295289,(0.0785650985702208-0.3536945068509751j)
"(-2.07692308, 2.53846154)",[-2.07692308  2.53846154],3.279847019343411,2.2565258381302256,(-0.11316311641804754-0.34806771515356033j)
"(-1.92307692, 2.53846154)",[-1.92307692  2.53846154],3.1846525446735723,2.219128314820314,(-0.264210903957028-0.25822290687882415j)
"(-1.76923077, 2.53846154)",[-1.76923077  2.53846154],3.0941823649510325,2.179485634041962,(-0.3504604225295017-0.12637875785423736j)
"(-1.61538462, 2.53846154)",[-1.61538462  2.53846154],3.0088626523308966,2.137525545338011,(-0.37517228727748203+0.008483954582568782j)
"(-1.46153846, 2.53846154)",[-1.46153846  2.53846154],2.929143502820977,2.093199757794184,(-0.357500876625032+0.12151452398300194j)
"(-1.30769231, 2.53846154)",[-1.30769231  2.53846154],2.855494032158412,2.0464915461215867,(-0.32067493212228954+0.2031421506880923j)
"(-1.15384615, 2.53846154)",[-1.15384615  2.53846154],2.7883952244846846,1.9974238184377544,(-0.2843246982993409+0.2543889079843896j)
"(-1.0, 2.53846154)",[-1.          2.53846154],2.7283304400418897,1.9460671494441766,(-0.26155190361585345+0.2805424374242206j)
"(-0.84615385, 2.53846154)",[-0.84615385  2.53846154],2.675773407433633,1.8925468823733569,(-0.25908196927071214+0.28587791430559845j)
"(-0.69230769, 2.53846154)",[-0.69230769  2.53846154],2.631174058798146,1.837048374945822,(-0.2782526471911207+0.27051631936667464j)
"(-0.53846154, 2.53846154)",[-0.53846154  2.53846154],2.5949427392754436,1.7798192700581033,(-0.31508691651934245+0.22966789758763567j)
"(-0.38461538, 2.53846154)",[-0.38461538  2.53846154],2.5674337344110203,1.7211677529348857,(-0.35882355893168044+0.15550207487491274j)
"(-0.23076923, 2.53846154)",[-0.23076923  2.53846154],2.548929466967253,1.6614562136404505,(-0.38989980101531796+0.04217721005233744j)
