index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)"
"(0.0769230769230771, -3.0)",(0.007222480901991156-0.007699052689733105j),(-0.005462370458132834+0.005861174416285389j),(-0.002050605835079672-0.01099824799414508j),(0.007470045783148961-0.010180350394270326j),(-0.0004555928084354229-0.011422442020042552j),(-0.007117032400641013+0.0043615332375572784j),(0.00437978396025699-0.0030936179368275456j),(-0.0018653607271116874+0.004804633159614811j),(0.0032896839193760808-0.010284670577778418j),(-0.015652731695177148-0.007868559930069236j),(0.0008224672177546917-0.011632423820141725j),(-8.013694011897031e-05+0.005406275145697099j)
"(0.23076923076923084, -3.0)",(0.004433204629513321-0.009464800329989465j),(-0.003854670701671056+0.006627802542155015j),(-0.0030517307727800347-0.010478516311281305j),(0.007892425597316493-0.009806325021916088j),(0.001732108926762931-0.011512992093307464j),(-0.008434285805364072+0.0020018627205538723j),(0.005447943042487703-0.0011546455887121343j),(-0.0035074867146817224+0.0035015530070878717j),(0.0058109847118604785-0.008091427065730634j),(-0.014756854177845674-0.009066862591706176j),(-0.0011391808334776858-0.012473074517042377j),(0.001564373123574076+0.005499597657970805j)
"(0.384615384615385, -3.0)",(0.0018067336759382954-0.010206864814776775j),(-0.002522735158582343+0.006869232746016167j),(-0.0035051514297449243-0.010017473966427246j),(0.008679924415328895-0.009009439703140784j),(0.0044101238059253015-0.010965524925481444j),(-0.008898922774805895-0.001146275916671055j),(0.005612513848323626+0.0014015846181279863j),(-0.0045765514739657355+0.0014748915967411078j),(0.0077516052574443444-0.004906700156293946j),(-0.012733596550123606-0.011166378220888685j),(-0.0023027179786020446-0.013156701507624302j),(0.0029338979846417427+0.005333753403885993j)
"(0.5384615384615388, -3.0)",(-0.0003407296983700672-0.01029569579756948j),(-0.0015666697388903989+0.006790341265222357j),(-0.003466585057969895-0.0096874825212137j),(0.009709782487662367-0.0077064644597148j),(0.007316762841090203-0.009461173279847263j),(-0.007976822330387358-0.004694239552072678j),(0.004422013828932862+0.004062686888989669j),(-0.004597298332040176-0.0009996514156807045j),(0.008393127524786784-0.0009660761413490027j),(-0.009267204814396744-0.01352624363729241j),(-0.002457564555302907-0.013907732432725292j),(0.003995630532585067+0.005144008565059446j)
"(0.6923076923076925, -3.0)",(-0.0018882826760964334-0.010086217959386669j),(-0.0010024578463393235+0.006548672995323338j),(-0.002982236445880465-0.009488666911065502j),(0.010782161615851703-0.005810079155711999j),(0.009992558317251857-0.0067627548348049545j),(-0.005327490146904029-0.007884399159154506j),(0.0017636643164800488+0.0059697199072650305j),(-0.0032678885461967-0.0032925167902691983j),(0.007188274372206827+0.00300974225336757j),(-0.004240737769788797-0.01515401326001216j),(-0.0014185388000180277-0.014725139119566388j),(0.0047561224832925325+0.005122925347697036j)
"(0.8461538461538463, -3.0)",(-0.0028256775829157465-0.009850415080141122j),(-0.0008023335443092343+0.0062399659039613425j),(-0.002086977528028862-0.009359421624960772j),(0.011615021666396776-0.0032759054520350387j),(0.011797087378039276-0.0028502480520340547j),(-0.0010762093990622451-0.009691152239119665j),(-0.0018580731871073108+0.00616667793621635j),(-0.000739689789601956-0.0045448171719779705j),(0.004109711168948599+0.0059233931775398065j),(0.0019156352911424864-0.014871246993270535j),(0.0009523578469603406-0.01531214983277241j),(0.00520476113949332+0.0054123254615081225j)
"(1.0, -3.0)",(-0.0031779965144109823-0.00975645362702054j),(-0.000921338426561375+0.005900816934330254j),(-0.0008165853699606241-0.009186493055531144j),(0.011859266636617601-0.00016287472597202848j),(0.012018275776912347+0.001937074704033994j),(0.003971106559354689-0.009134179293791839j),(-0.005247190312509439+0.004083633608493141j),(0.002205046076828805-0.004032189480539411j),(-8.678054974336119e-05+0.006695831058015182j),(0.00798922960986081-0.011747376617853897j),(0.004614512867536721-0.015060765610603911j),(0.005270951362236005+0.006093520427699357j)
"(1.1538461538461542, -3.0)",(-0.0029561723646303957-0.009868107398747654j),(-0.001308679224434775+0.005518708876120446j),(0.0007698607410204726-0.008817662312533774j),(0.011148766373778532+0.003305086635319333j),(0.010091199728552958+0.00681744319170298j),(0.00834369981080692-0.00576779896675783j),(-0.00684733839829311+6.948927601753646e-05j),(0.004293822917821839-0.0016690725185440447j),(-0.0039278302434796455+0.00486073597620095j),(0.012119321888860073-0.0057290877163251284j),(0.009128139857719294-0.013161226791820232j),(0.004802653996602445+0.007158502407863793j)
"(1.3076923076923084, -3.0)",(-0.0021379340149468478-0.010145043655917771j),(-0.0019065406564385894+0.005044576133460179j),(0.002562799019842036-0.008082568864790564j),(0.00919389306716401+0.006699566237606603j),(0.005894234022478298+0.010628339939239775j),(0.010299086164910867-0.00016227917576127084j),(-0.0055006595530839855-0.004385262594629384j),(0.004330510056634221+0.0016467014384844612j),(-0.005765970264660178+0.00105945886195555j),(0.01247719523051825+0.0018581441347774587j),(0.013453211238209762-0.008916457337264766j),(0.0035818571956738585+0.008456373609136555j)
"(1.4615384615384617, -3.0)",(-0.0006807500712831677-0.010436327511738525j),(-0.0026405635758967585+0.004407469383170968j),(0.004378484332080954-0.006827153746213663j),(0.005911353188000576+0.009403300700221618j),(2.0234569426166138e-05+0.01210112521088432j),(0.008582198459909604+0.005930930548051305j),(-0.0013247480409997266-0.007086115052291247j),(0.001997453010971034+0.004221545616454478j),(-0.00466595429090217-0.0029666803288633577j),(0.008347788850630502+0.008415299355950756j),(0.015972170506023127-0.0022598888409591632j),(0.0014004075416083138+0.009630590638774642j)
"(1.6153846153846159, -3.0)",(0.0014310556479684225-0.010473191002406809j),(-0.0034071292921202677+0.0035335632500382375j),(0.005950661377703823-0.004963582944102654j),(0.0015577023219762723+0.010712804078798181j),(-0.006138873656010439+0.010339232017616487j),(0.0032760581028705806+0.010017558649607445j),(0.0038876811874329646-0.006260355135013759j),(-0.0016259197324040011+0.004425832755823579j),(-0.001152368456491675-0.005114719302550015j),(0.001030317204889383+0.01108514962768762j),(0.014952157775030596+0.005716455762980954j),(-0.0017872545388220766+0.010094055948998109j)
"(1.7692307692307692, -3.0)",(0.004105871395043176-0.009881328433209765j),(-0.004064009672629594+0.00237218198597253j),(0.006951657316387667-0.0025297059967357275j),(-0.0031935751786635602+0.01003911889360752j),(-0.010652669672449874+0.005361506217827273j),(-0.0037599224607690624+0.009936519413078203j),(0.007283836193693906-0.0018517272858789276j),(-0.00439071361449833+0.00185007209892513j),(0.002790903164046191-0.004145342656071785j),(-0.006233166825713656+0.008400273650702375j),(0.009475555040255528+0.012628623234835322j),(-0.0056562289619194175+0.009117698604144641j)
"(1.9230769230769234, -3.0)",(0.007045439686776607-0.008243840862409684j),(-0.004432803164325897+0.0009291614833675765j),(0.007054109652178174+0.00025898341959715244j),(-0.007305190841904619+0.007173657564975487j),(-0.011705435058562672-0.0015550818731236567j),(-0.009352307722404517+0.0051717495001665165j),(0.006555902637171313+0.003937795367178439j),(-0.004347993245017327-0.0020723042259251138j),(0.004742385477676171-0.0006487237743579704j),(-0.009707332205661764+0.0016002240524900144j),(0.0004700780231748986+0.01548587117703972j),(-0.009343193279028536+0.006101271152258218j)
"(2.0769230769230775, -3.0)",(0.009667521153208836-0.005243790126470196j),(-0.00432245445023832-0.0006976717872293898j),(0.006033298196511343+0.002992541115223869j),(-0.009612590351071232+0.002528250466933855j),(-0.008473598544546514-0.008030680226609478j),(-0.010463732550829897-0.0023758554994121705j),(0.0016801641403130087+0.007581836112478868j),(-0.0012565217976314004-0.004704399003571045j),(0.0034269416964396865+0.0030768249250251165j),(-0.007435119990091786-0.005532053032974626j),(-0.008918610023813221+0.012235584579703746j),(-0.011488515730645665+0.0010127211346144733j)
"(2.230769230769231, -3.0)",(0.011122458403873471-0.0008862341167742297j),(-0.003580342001523229-0.00229422269750278j),(0.003889611193246839+0.005115784510818101j),(-0.009229416472864191-0.0027852033931361126j),(-0.0018262927971033447-0.011381452864049296j),(-0.006038513403025128-0.008899666593183546j),(-0.004535079611551168+0.006432450980860988j),(0.002873947341679337-0.003995072794439421j),(-0.00022725789036019215+0.004443871214586364j),(-0.000852602063280192-0.008704110728870779j),(-0.014332851135136958+0.0034806311001878793j),(-0.01065650337221557-0.005181409152199001j)
"(2.384615384615385, -3.0)",(0.010485405310778188+0.004264082965835249j),(-0.002167872486670333-0.0035380570303791834j),(0.0009460658624704632+0.006061969718807863j),(-0.006003468710317949-0.007159981287377376j),(0.005640843978150534-0.009870219181248772j),(0.0018922163810534075-0.010595558700818757j),(-0.007917709862720881+0.0008398066154653347j),(0.004966861629457929-0.00022221037374506078j),(-0.003539333659859787+0.002468501837218855j),(0.005716033230516729-0.005977563211309676j),(-0.012558218395367152-0.006907770615065183j),(-0.006135765695307504-0.010437781288743708j)
"(2.5384615384615383, -3.0)",(0.007157918459565097+0.008974382716565733j),(-0.0002402447608404225-0.004060682168786745j),(-0.0021405826161064304+0.005456816112214277j),(-0.0008099382056269484-0.00901507476148277j),(0.010523621949410793-0.003835446652122907j),(0.008871463599976303-0.006082958510770226j),(-0.005813134235593736-0.005556493805044817j),(0.0032212273216639235+0.003850035529749571j),(-0.003985344598365009-0.00132092831605622j),(0.007815387265857366+0.0006049871122181896j),(-0.0040037473323255-0.013313784359925534j),(0.0012063491328996086-0.01225039872232833j)
"(2.6923076923076925, -3.0)",(0.0013842980402804152+0.011552250506887128j),(0.0018104089874224115-0.0035729882098598236j),(-0.004507872048042792+0.003331900872543271j),(0.004546458659284423-0.007493442636307639j),(0.010259782792196952+0.004039108951509986j),(0.010499068655090895+0.002246993523800153j),(0.0006216345449842755-0.008085694544930003j),(-0.0011893002949626699+0.004923399084859552j),(-0.0012308247821791113-0.003907848630616969j),(0.004122647368121734+0.006200981877343666j),(0.0066329130625033495-0.01172257326494039j),(0.008647409333495521-0.008969076954244523j)
"(2.8461538461538467, -3.0)",(-0.00538569431466745+0.01048064275997555j),(0.0034003585066999494-0.0020303251536631867j),(-0.005361331132341889+0.000245784237461325j),(0.007926114226371897-0.0030296211749405054j),(0.004718120724434499+0.009766645317279892j),(0.005415716653151767+0.00923433946490929j),(0.00676629924284325-0.004573165196166331j),(-0.004730441196770377+0.0019244472814727502j),(0.0024431263087856536-0.0031777875794546393j),(-0.0023617191093011337+0.0066849159765083686j),(0.012722271967482579-0.002854547901135541j),(0.012498633764897248-0.0012351619472853353j)
"(3.0, -3.0)",(-0.010657133073354835+0.005346414022512829j),(0.0039236534978568435+0.00023060343404578945j),(-0.004321965829857368-0.0027920851667507843j),(0.007798922894145002+0.0025784703257779903j),(-0.0033103599929419497+0.010136575736739232j),(-0.0033103599929419497+0.010136575736739237j),(0.007798922894145022+0.0025784703257780285j),(-0.0043219658298573865-0.002792085166750821j),(0.003923653497856888+0.00023060343404580439j),(-0.006488329231503871+0.0019172567418334868j),(0.010121427563811621+0.007532504406309651j),(0.010121427563811675+0.0075325044063096515j)
"(-3.0, -2.8461538461538463)",(0.012640509077105948-0.002554213961645199j),(0.004718120724434532+0.00976664531727987j),(0.005415716653151764+0.009234339464909288j),(0.00676629924284318-0.004573165196166387j),(-0.004730441196770378+0.0019244472814727463j),(0.0024431263087856337-0.0031777875794546215j),(-0.0023617191093010872+0.006684915976508363j),(0.012722271967482582-0.0028545479011356147j),(0.012498633764897262-0.001235161947285366j),(-0.003952855741298606+0.005238586082495062j),(0.003400358506699935-0.0020303251536631997j),(-0.0053613311323418905+0.0002457842374613395j)
"(-2.8461538461538463, -2.8461538461538463)",(0.005517518781366503-0.01164833617355314j),(0.01054317454112748+0.002774421872482791j),(0.010543174541127473+0.0027744218724827505j),(0.0022901899207630667-0.008131134765949396j),(-0.002772388620639356+0.004553195008798957j),(0.00015401218319333518-0.00402848234913099j),(0.002169896403912564+0.006526913236812753j),(0.007183063452230809-0.010851234731969805j),(0.007183063452230835-0.010851234731969832j),(0.0021698964039125876+0.006526913236812725j),(0.00015401218319328907-0.004028482349131007j),(-0.002772388620639391+0.004553195008799029j)
"(-2.6923076923076925, -2.8461538461538463)",(-0.005868069138784054-0.011457415739412773j),(0.009096523150150975-0.006091484792450401j),(0.009705742920323928-0.005378726951705596j),(-0.003429556302094992-0.008036654971243114j),(0.00034352620983947363+0.005562624091164995j),(-0.002110733190724392-0.0034799004183332415j),(0.005397348960798398+0.003892873507030617j),(-0.0019075834193760667-0.012800941543314856j),(-0.0037086946442901466-0.012962248113687312j),(0.006907179960848844+0.002126679099166887j),(-0.0033298652271242677-0.002412974197760637j),(0.0021545542992973477+0.004831994210627249j)
"(-2.5384615384615383, -2.8461538461538463)",(-0.012599917682200557-0.0025040955480850765j),(0.0016473434187236685-0.01085765631669937j),(0.0035756263322993306-0.01070543160727241j),(-0.007864712405904644-0.004450961282197641j),(0.0034832577745977124+0.004680896174090294j),(-0.003663826783056185-0.001898596688977553j),(0.006417806665167143+0.00024515510097661503j),(-0.009585722749432408-0.008511471299766978j),(-0.012537199106997078-0.006145045661055058j),(0.006132835509993476-0.00451200182256737j),(-0.0039625077789145514+0.0014066032631918847j),(0.005143997437743894+0.0010308918869240545j)
"(-2.3846153846153846, -2.8461538461538463)",(-0.009882904799673596+0.008148874869239486j),(-0.006755949950099275-0.008684620874070311j),(-0.004443295213407402-0.010575557368963203j),(-0.009286299816593247+0.0010307952094487473j),(0.0056674723251792+0.002298066844558304j),(-0.004201442550345493+0.00013117582445709477j),(0.0054060171339632744-0.0030048864769184097j),(-0.012608032695946975-0.0008680204080228069j),(-0.013568125881569734+0.00495941465141277j),(0.00019249227608000616-0.008040246615501331j),(-0.0011783553079329756+0.0041472183453847376j),(0.0038323796485457483-0.0035118392814798166j)
"(-2.230769230769231, -2.8461538461538463)",(-0.0001580985149652655+0.012759713068176828j),(-0.010932936115382274-0.0012930920386762554j),(-0.010349062281531674-0.0053435891146695665j),(-0.007337115780299731+0.006276829085239029j),(0.006364716773370178-0.000810470795936786j),(-0.0037761147040335464+0.002063756554436577j),(0.003169416496966299-0.005031881564807289j),(-0.010594391411499428+0.006430542706399829j),(-0.006465152211063977+0.013451806848004504j),(-0.006486843745716617-0.005520906924404159j),(0.00271534037880745+0.0035064953504405517j),(-0.0004890856962736491-0.0051230661488926915j)
"(-2.0769230769230766, -2.8461538461538463)",(0.009442600130642029+0.008493102527526024j),(-0.008735550520350343+0.006682640914741433j),(-0.011589731906678101+0.002284544015811078j),(-0.0029085955970139417+0.009538227991180594j),(0.0055482526972505984-0.0038191989060665605j),(-0.0026591814162197453+0.0035407634454292726j),(0.0006146793663625822-0.005680148969154366j),(-0.005341909918085245+0.010836660242186396j),(0.0043480738486486965+0.014758666568095538j),(-0.008931964757596594+0.0014286899035119655j),(0.004578801978524976-2.1746802733813044e-05j),(-0.004291270995941513-0.0027404048078683765j)
"(-1.923076923076923, -2.8461538461538463)",(0.012566164584449747-0.0012415527695488703j),(-0.0018524937600694052+0.010811616573696925j),(-0.007993486451353244+0.008903221678200783j),(0.002441701146339669+0.009995556447240083j),(0.0035702695705676834-0.006106372620602372j),(-0.0011873179792458502+0.004423412850036002j),(-0.0016037494424463465-0.0052508963630038845j),(0.0006812722611027459+0.011682309310933224j),(0.013122506610568817+0.008823845462786799j),(-0.0052577527790755195+0.008066822378730527j),(0.002951131604206161-0.0037185035769987792j),(-0.004778592633450067+0.0015855808324003568j)
"(-1.7692307692307692, -2.8461538461538463)",(0.007715548650275184-0.009887749358759801j),(0.00574536537656843+0.009285347879211842j),(-0.0013924483985569196+0.012020931511358007j),(0.007166801877933794+0.007817737277202683j),(0.000957533415591659-0.007366226228704698j),(0.00034816292883370353+0.004747633188525713j),(-0.003188123855868656-0.004214281654853584j),(0.005586865557260407+0.00977189934047232j),(0.016164528489019267-0.0008631385160777251j),(0.002282113197423652+0.010015642787755782j),(-0.000983979590295438-0.0048461228716618334j),(-0.0018563532418930185+0.004617806564950349j)
"(-1.6153846153846154, -2.8461538461538463)",(-0.0015394989165896673-0.012347976845554734j),(0.01029955988954864+0.0034003855141040385j),(0.005544990233689818+0.010887683152173108j),(0.01021276345895589+0.003857957094288632j),(-0.0017770324097383205-0.007592519732511415j),(0.0017527560190941697+0.004650890204041633j),(-0.004129295163525867-0.002996214803346224j),(0.008561045345829531+0.006500863248330787j),(0.013158258948646681-0.009931611314247288j),(0.009168882468152076+0.006036547096723207j),(-0.004477185615544815-0.002600917463479424j),(0.002198773984965902+0.004401151938671196j)
