index,value
"(0,)",(-2.4170060044973187+2.0588882358193685j)
"(1,)",(0.8661005345293913+3.2919812450233676j)
"(2,)",(-4.887411871282999+2.694566061527121j)
"(3,)",(-6.572379558518028+4.232110045711606j)
"(4,)",(-7.215770602121495+2.955273694870443j)
"(5,)",(-7.215626798932222+3.192405574069757j)
"(6,)",(-4.9726918421935755+3.3223955493644466j)
"(7,)",(-2.469343552280809+2.8805813745020137j)
"(8,)",(0.019079632588770767+2.309221267524154j)
"(9,)",(1.7426100350797686+1.551796195741904j)
"(10,)",(2.5568591537970002+1.437546334836786j)
"(11,)",(3.334495140827787+1.68495279975357j)
"(12,)",(4.0509669501554875+0.892161053669907j)
"(13,)",(3.1862883144549867-1.629029370471059j)
"(14,)",(-0.7831753595430162-4.017592586374815j)
"(15,)",(-6.215258671836638-2.8581568873351237j)
"(16,)",(-8.1731818483155+2.256993916409726j)
"(17,)",(-3.647667538512728+6.543365343761504j)
"(18,)",(3.917010959536363+4.679449555415519j)
"(19,)",(7.541028060941883-2.6943078289357025j)
"(20,)",(4.153969093719244-9.174951644959837j)
"(21,)",(-2.6409431194212756-9.307008434818044j)
"(22,)",(-7.039510949839027-3.38866860067873j)
"(23,)",(-6.404486347148055+4.192019858279778j)
"(24,)",(-2.14690946322881+9.450362269763334j)
"(25,)",(2.8380950519822314+11.167774064827347j)
"(26,)",(6.569972134346825+10.30997550528011j)
"(27,)",(8.59247280228941+8.462033838908347j)
"(28,)",(9.383163003036248+6.837388594455932j)
"(29,)",(9.580183684933356+6.0737817760168475j)
"(30,)",(9.501449865994159+6.386337869403668j)
"(31,)",(8.976209035640167+7.687448546106317j)
"(32,)",(7.4290649824943635+9.518169888487424j)
"(33,)",(4.252327154661953+10.873098479516507j)
"(34,)",(-0.4984518974671217+10.226426116743765j)
"(35,)",(-5.353707881364665+6.229429247610818j)
"(36,)",(-7.526602655054624-0.8006774819163849j)
"(37,)",(-4.7661125080516-7.740039895490668j)
"(38,)",(1.8064661906637536-9.891738292349647j)
"(39,)",(6.998091318487604-5.134824128117869j)
"(40,)",(5.762320650202333+2.7283501809945125j)
"(41,)",(-1.1227393233425342+6.835821545688089j)
"(42,)",(-7.353300230761214+4.13848732901312j)
"(43,)",(-7.424037186765918-1.610254605453315j)
"(44,)",(-2.530978217741767-4.245398809050601j)
"(45,)",(2.0161048759583142-2.868596502643334j)
"(46,)",(4.2465326964131656-0.02317824900868448j)
"(47,)",(3.3911880802998144+2.181909189099309j)
"(48,)",(2.673628387274711+0.8809597692200359j)
"(49,)",(3.964223792431965+2.0855020257501953j)
