index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)","(18,)","(19,)","(20,)","(21,)","(22,)","(23,)","(24,)","(25,)","(26,)","(27,)","(28,)","(29,)","(30,)","(31,)","(32,)","(33,)","(34,)","(35,)","(36,)","(37,)","(38,)","(39,)"
"(-3.0, -3.0)",(0.004192329687599653+0.002673691422658846j),(0.001201390836527969+0.0030925374976590904j),(-0.0004560989639346104+0.0032901167936245754j),(-0.0016112189141661533+0.0029088974200994857j),(-0.002216001545897773+0.002482845562777944j),(-0.002395591513683306+0.0023114030369199554j),(-0.002216001545897772+0.0024828455627779428j),(-0.001611218914166153+0.002908897420099485j),(-0.0004560989639346102+0.0032901167936245767j),(0.0012013908365279622+0.0030925374976590856j),(0.00281060563720026+0.0017577611184088403j),(0.0032448953326947444-0.0006789636873004035j),(0.0015543462159708598-0.00293390920742744j),(-0.0015633111765685746-0.002942987104915352j),(-0.0033532456693271904-8.561931077874122e-05j),(-0.0015567422911761729+0.003009756934074572j),(0.002164542050646059+0.0026703644212930345j),(0.003364106659361958-0.000977095753337877j),(0.00046841584279709917-0.003555835566129913j),(-0.0030597832491411313-0.002057082999836537j),(-0.003445461742917033+0.0016051931987800337j),(-0.0008759526745736942+0.003822723845422973j),(0.0020412404196330134+0.0034846974143595867j),(0.003682398386617175+0.0018864406822144133j),(0.004173636594329959+0.0005069586011783904j),(0.004227984900232771+5.299277369349019e-06j),(0.0041736365943299755+0.0005069586011783881j),(0.0036823983866171583+0.0018864406822144074j),(0.002041240419632996+0.0034846974143596015j),(-0.0008759526745736922+0.0038227238454229696j),(-0.003445461742917009+0.0016051931987800256j),(-0.003059783249141133-0.0020570829998365356j),(0.00046841584279709743-0.003555835566129934j),(0.0033641066593619556-0.0009770957533378737j),(0.0021645420506460357+0.0026703644212930314j),(-0.0015567422911761599+0.003009756934074559j),(-0.0033532456693271943-8.561931077874168e-05j),(-0.001563311176568588-0.0029429871049153657j),(0.0015543462159708686-0.0029339092074274617j),(0.003244895332694744-0.0006789636873003979j)
"(-2.8461538461538463, -3.0)",(0.004724686751699004-0.0017176497892504616j),(0.0032007864201965587+0.0009992281985890335j),(0.002261770569163858+0.002479810208927172j),(0.00114987062276256+0.003156861354887238j),(0.0003459287796708303+0.0033445092615424j),(1.3412596244612627e-05+0.00336346269238422j),(0.00017942308749654094+0.0033581257205483528j),(0.0008333848744273674+0.0032557889133529292j),(0.0018763910455111244+0.0027842658496000697j),(0.002951909106985892+0.0015925698652894085j),(0.0033267505555987635-0.00040873862589937174j),(0.002175728558447575-0.002550075149314616j),(-0.0005017578975207341-0.003319403145317955j),(-0.0030133718826867648-0.0015065946820527188j),(-0.0028389588814773025+0.0018532471130417178j),(0.00039476700160900587+0.0034008041189053186j),(0.003313543680539819+0.0010354709618394238j),(0.002283397649671336-0.0027002640185485828j),(-0.0016095743905616237-0.0032415074944266097j),(-0.0037195307926160305+4.6294333991827956e-05j),(-0.001875590818366869+0.0033456765157835466j),(0.0016329191963669408+0.0036076331193448156j),(0.0038238953672715213+0.0014305543813068404j),(0.004062719338754488-0.001024242640084359j),(0.003422030536707891-0.002547418692189473j),(0.002993306866724947-0.00308557761254979j),(0.0032186827994252942-0.002824714764511418j),(0.0038807983806286644-0.001656491103698563j),(0.004084504184035051+0.0005480636722597251j),(0.0026001610616674152+0.003042123292651353j),(-0.0007060774082925593+0.0038118449447161256j),(-0.0034981940164945605+0.0013706786268330474j),(-0.0027260045827604404-0.0024286464956085625j),(0.001086358044855475-0.003392287851908935j),(0.003477528752756695-0.000309638189871288j),(0.0016416461056710744+0.003020676133789721j),(-0.0019965904301882404+0.00275202887322935j),(-0.0033494069201860824-0.00041460826969566566j),(-0.0014922595736949016-0.0030106756408597585j),(0.001402655042421077-0.0030456981363774435j)
"(-2.6923076923076925, -3.0)",(0.0015963492731413508-0.004825699597070271j),(0.0028335888627326446-0.0018589356121500528j),(0.0033897800803472647-0.00010380143482087194j),(0.0031491461612977003+0.0012667309179959724j),(0.0026979615844758154+0.0020638892872873855j),(0.0024215790533599867+0.0023839687984078977j),(0.0024758043935692773+0.0023272483078573317j),(0.0028332397598526786+0.0018726486023522768j),(0.0032718792281798584+0.0009001420816685968j),(0.003330712553466013-0.0006338434417543955j),(0.002410417410014926-0.0023815647353980307j),(0.0002490081155433246-0.003379880781044117j),(-0.00233933772918939-0.002458995643104027j),(-0.0033781082601176617+0.0004315102040052993j),(-0.0013916246409573971+0.003130871409607618j),(0.002167638702928623+0.0026950716222595866j),(0.0033952714012871897-0.0008718492493022525j),(0.0005319793940157981-0.003529129181238299j),(-0.0031066928664935643-0.0019178607908334414j),(-0.0031363234782812955+0.0020586218017395867j),(0.0002954125927735881+0.0038573127252490517j),(0.0034440577513875146+0.0020271826942759954j),(0.003953951238312327-0.0011754446610081556j),(0.0025260566717319917-0.0034059362120443877j),(0.0008716063340460887-0.004238065009290422j),(-6.029561948261373e-06-0.004369744829631707j),(0.00015990872298301504-0.004358681980130802j),(0.0013329166238460217-0.004092265128962324j),(0.0030705687505769943-0.002875458647207997j),(0.0040803983047794186-0.00020372294909094075j),(0.0027009529431122397+0.002890208261012092j),(-0.0009377172738639751+0.0037139991174542876j),(-0.003618472813334044+0.0008555323223719387j),(-0.002207439959137833-0.0028732987725445854j),(0.0017508284291180756-0.0030850164092483465j),(0.003467934405241296+0.00038374258839902765j),(0.0011128372270261574+0.0032625015923068395j),(-0.0023229725868925267+0.0025081506544372893j),(-0.0033485162008725492-0.000595675054513798j),(-0.0015907355994383317-0.002995688540698077j)
"(-2.5384615384615383, -3.0)",(-0.002765983753540943-0.004331418408620602j),(0.00041862294265788795-0.003399355009045463j),(0.0021931274537305215-0.0026327806770277714j),(0.0031033010107706883-0.001458727919324873j),(0.003396066124813714-0.0004908297254188115j),(0.003432621686423641+2.5828287146765815e-05j),(0.0034325193651222274+4.061904242830822e-05j),(0.0034022128598547633-0.00044709248933671894j),(0.003133757865485461-0.0013924613606805206j),(0.002269625898285738-0.0025673029609593204j),(0.0005444638311982935-0.003381520623575869j),(-0.0017392759623084055-0.002951442533659248j),(-0.00334183213759643-0.0007757814913288213j),(-0.002658933516397294+0.0021856093067091115j),(0.0004305598009305632+0.003435032044674708j),(0.0032638809503662434+0.001245140446000833j),(0.0025375055562273322-0.002466718309141246j),(-0.0012918552001809937-0.003361416317938196j),(-0.0036799199404261036-0.0001228269663366961j),(-0.0016784026527055316+0.0033892917275256834j),(0.0022811995491377277+0.0031632053389079873j),(0.004026990105828611-0.00017109995562653938j),(0.0025987292223618014-0.0032545488939238225j),(-4.166250214648835e-05-0.004288476217239005j),(-0.0020611016068917886-0.00387110287262659j),(-0.0029923352937228703-0.0032799241334537117j),(-0.00301694624922613-0.003259476986771647j),(-0.002144822046853552-0.0038304957844438017j),(-0.0001877506433315893-0.004291162636702976j),(0.002453852967332654-0.003374647967091314j),(0.0040196769219454104-0.00038947139459189503j),(0.0024742393800628224+0.0030241395685519914j),(-0.0014553213478464269+0.003497881437086739j),(-0.0036850855791947875+0.00012796884158116736j),(-0.0015214709006501977-0.0032685581755159494j),(0.0023668464443985142-0.0026351606965119745j),(0.0033402839781638844+0.001030310470667662j),(0.0006411686070268147+0.0034035436345490667j),(-0.0025315611425813667+0.0023332895834211414j),(-0.0033774158906530478-0.0006048980209458438j)
"(-2.3846153846153846, -3.0)",(-0.0051518759956205775-0.0006773516032063582j),(-0.0023041839738572405-0.0025829626147581214j),(-0.0004610947728063981-0.0034309917727877474j),(0.0011155909924702564-0.0032791172538718626j),(0.0020975908854563934-0.0027588643935165997j),(0.0025554073851667292-0.0023432194324783753j),(0.0026311716381128853-0.0022582323767692835j),(0.002358224679552768-0.0025406879491637058j),(0.001630698876043221-0.0030568836831400205j),(0.00031278621057090637-0.0034484227178155458j),(-0.0014912355377158847-0.003123600042786557j),(-0.0031017060050472617-0.0015383101054185543j),(-0.003286189354338952+0.0011052181638636467j),(-0.0012026621921960381+0.00326337511911768j),(0.0020738520595060045+0.002815967449595971j),(0.0034977863422311233-0.0004574140412639723j),(0.0011093028311019671-0.003395125381939757j),(-0.002718592397686881-0.0024091503705044558j),(-0.0033471100517369515+0.001604667540797002j),(0.00011326387849598869+0.0038094706334579646j),(0.0035563102587747807+0.0016710683855146876j),(0.003409612687531245-0.0022084702559325j),(0.0004522777556654735-0.004177262027426866j),(-0.0025055055469702-0.00353623425516469j),(-0.004039608381769984-0.0018470530166834823j),(-0.004470332961977831-0.0005838994677284106j),(-0.0045086116995655965-0.000335621618464827j),(-0.004321015144064885-0.0011742320767228133j),(-0.0033773037685855944-0.002799023894287152j),(-0.0010120774263772546-0.004140973725654899j),(0.0022587699772442585-0.003451371538753823j),(0.003985942972227266-0.00011554709867261207j),(0.001961523162836625+0.003326806737398675j),(-0.00212528310938435+0.0030944406783667776j),(-0.0035936001355233275-0.000723420352137155j),(-0.0007232631813873477-0.0035233402761655035j),(0.0028670857294882178-0.0020857992651778525j),(0.0031349408853852843+0.001577144607062941j),(0.0002768928351349611+0.0034743779006137896j),(-0.0026261240636473297+0.002269745253649642j)
"(-2.230769230769231, -3.0)",(-0.003936732695841976+0.003478957503959912j),(-0.0034976355336454297-3.290000672366528e-05j),(-0.0028301912725222536-0.0020541556868308004j),(-0.0015400718297724119-0.0031409245645214927j),(-0.00037198241424469657-0.0034800038002907384j),(0.00035218524955796-0.003483381724634947j),(0.0005691872384037546-0.0034550127888262803j),(0.000280751951449079-0.003489724518539796j),(-0.0005132818847436179-0.0034617533575895545j),(-0.001726840684612172-0.0030419986146830225j),(-0.002984104422307026-0.0018232830992666227j),(-0.003484637500995637+0.00030689156951071647j),(-0.0023229018915091383+0.0026219260621212215j),(0.0005035271272550919+0.003477133181233271j),(0.003164166733063662+0.0015693056450946194j),(0.0029624768596862015-0.0019762822649159345j),(-0.00046708413740676006-0.003573479153256508j),(-0.003513967608138855-0.0010336870783769242j),(-0.0023658371873884446+0.002897334749439472j),(0.0017599157071337258+0.003411296753084051j),(0.003955433909269345-9.194902546459251e-05j),(0.001992840164619754-0.003573062399669556j),(-0.0016993326258268862-0.0038792306139891005j),(-0.004042986462647134-0.0016726812834520197j),(-0.004421376786205684+0.0008080290991777072j),(-0.00394474545918904+0.0023157653519442663j),(-0.003694914310666016+0.002739563972145575j),(-0.004016050984752555+0.002172598563907795j),(-0.004451264177347921+0.0005046932060665787j),(-0.0038452263605941177-0.002047580868465846j),(-0.0012115174470248358-0.004036827205300927j),(0.002460600131551995-0.0032438055511245503j),(0.003905339129881253+0.0005119188944177053j),(0.0011828486190477321+0.003635906654210178j),(-0.002800950316651644+0.0024608183076989835j),(-0.0032889866107786796-0.0015906964028223384j),(0.00010745197714133295-0.0035953308446809887j),(0.003223286631599112-0.0015025757214238839j),(0.0029084632258335593+0.001998234184542691j),(5.3157545597981805e-05+0.0035110908105504125j)
"(-2.0769230769230766, -3.0)",(-5.970252364197984e-05+0.005311129511547741j),(-0.0024515758266320095+0.0025457019906778887j),(-0.0034862367495477786+0.0005676877895970858j),(-0.0033156215066847553-0.001218288611858785j),(-0.0026336715294091833-0.0023557520714402153j),(-0.0020077446258464026-0.002909108176678716j),(-0.0017281170353296775-0.00308405506550387j),(-0.0018841508467251143-0.0029909202953317393j),(-0.0024286481470477666-0.0025671132272301503j),(-0.0031401650776970817-0.0016183246503686578j),(-0.0035320424162951494-3.986452947738441e-06j),(-0.0029061519892238053+0.002009607092686057j),(-0.0008283621415054616+0.0034396754564318443j),(0.0020220099892650114+0.0029155822523520675j),(0.0035651168534494024+7.450211284912524e-05j),(0.0019154737386126801-0.003040936360047706j),(-0.0018563835120224527-0.0031252702952900683j),(-0.0036692488383942186+0.00041006226768441754j),(-0.0010747438221819193+0.0036112311335112076j),(0.00297221660038975+0.002469088018716665j),(0.0036037251315943187-0.0016919812710620426j),(0.0002856445658437875-0.004106961469166735j),(-0.003300811945268834-0.0027002558534336527j),(-0.0043797428001603805+0.0005353195572400603j),(-0.0033441943132612017+0.0030748158067697533j),(-0.0019068787223567116+0.004226279490579434j),(-0.0012108376484918863+0.004516797947611258j),(-0.0016016553774496247+0.004369918140972248j),(-0.0029000293211049193+0.0035380839630606026j),(-0.004223105767112841+0.001411770662804916j),(-0.0039074967846196434-0.0018141695382925334j),(-0.000908387562875301-0.0040584830070553805j),(0.00292447644677764-0.002756486517677899j),(0.0036463219660985077+0.0013718701552483262j),(0.00019243083555649219+0.0037886149219621646j),(-0.0033436240714281138+0.0016122084127035386j),(-0.0027763594812922226-0.002369166380852796j),(0.0008914066044990238-0.0034924083790995324j),(0.0034438702154364386-0.0009513126269811834j),(0.0027155996677900125+0.002290170236812729j)
"(-1.923076923076923, -3.0)",(0.0038682887041447595+0.0037238796258368795j),(9.378739583173618e-05+0.0035693279096287926j),(-0.002134994315879208+0.0028574093355225347j),(-0.0033007219162685705+0.0013499060475858382j),(-0.003566022211268244-6.644625783761016e-05j),(-0.00342226120652436-0.0010076903943597622j),(-0.0032699713235380705-0.0014277960677756623j),(-0.00329586266729731-0.0013667367260693116j),(-0.003472708363094854-0.0008161129817447849j),(-0.0035568844215448894+0.0002607740805466777j),(-0.003103269896816428+0.0017569761993786427j),(-0.0016512442399176008+0.003162387573487127j),(0.000773157655132315+0.003487482218254289j),(0.003076301319523091+0.0018346718994519946j),(0.0033408120271090683-0.0013380954600003409j),(0.0006535896082039587-0.0035662101141396806j),(-0.002872116418941991-0.002276670023961796j),(-0.0033246388773847083+0.0016688048852579306j),(0.00023021176212346424+0.0037863277827638493j),(0.0036656603732148495+0.0012940416275851652j),(0.0027734363716401737-0.002886646529099975j),(-0.0012985935998409469-0.003930002419271864j),(-0.004139827658312814-0.0011237724550649654j),(-0.003708246476861844+0.002449372211336611j),(-0.001423065888260945+0.004359405871703526j),(0.0006708614469045589+0.004645788634550023j),(0.0016873850697619473+0.00443954982630337j),(0.001538119848234153+0.004484535158416177j),(0.00021959063487205378+0.004665266013627789j),(-0.002060247267878388+0.004058630218148638j),(-0.004090247014425249+0.0016345606020422272j),(-0.0037131536913347202-0.0020673309478094672j),(-0.0001933718599207478-0.004097656404411337j),(0.0034572752865078683-0.0019538506988652483j),(0.0030964954773660307+0.0023063642009733434j),(-0.0009029940010559968+0.003662826066082942j),(-0.0036517680874086334+0.0006206451222063918j),(-0.0021093223831295527-0.002983056072628976j),(0.0015708546870898277-0.003258756652812496j),(0.0035610379637939604-0.00048275740841064374j)
"(-1.7692307692307692, -3.0)",(0.005425360375389163-0.00014930889107944164j),(0.0025789887797001173+0.002521209121455137j),(0.000369820160552297+0.0035822012987843555j),(-0.001617859051041035+0.003215079008505461j),(-0.002826436512426238+0.0022280070190761267j),(-0.0033585422889778837+0.001294884398841678j),(-0.0035212717860950964+0.0007487985817709856j),(-0.003532480134898551+0.0006942894426284141j),(-0.0034148713709834413+0.0011384657191757903j),(-0.0029882518638268685+0.002005918493980096j),(-0.0019476872465831597+0.0030264826548769483j),(-0.00011038644363902583+0.0035988816620132237j),(0.0021442606727372373+0.0028980692868582087j),(0.0035745936890941663+0.0005346003760962914j),(0.002672062572246169-0.0024577415492777754j),(-0.0005770481696800861-0.0036101355510320056j),(-0.0034711198948304454-0.001262414785636766j),(-0.0026792423641976777+0.002618395363100638j),(0.0013565678560519758+0.003567800134531204j),(0.003906018388500787+0.00013702979349454665j),(0.00175153927510534-0.0036206363157997652j),(-0.002530073076871947-0.0032987461302285584j),(-0.00428798654332976+0.0004335054691463547j),(-0.002450846062289739+0.003738371564375544j),(0.000651332435477873+0.004576118801305154j),(0.0028997780501639242+0.0037560892108345323j),(0.0038848892283097924+0.0028490654771725285j),(0.003968272006225898+0.0027447051859218552j),(0.0032088156619117505+0.0035236096078536776j),(0.001246300901766442+0.004481933480024403j),(-0.0017917837127552176+0.004132560839759655j),(-0.004143979425403371+0.001303650591748858j),(-0.0032348982271224918-0.0026613397400391393j),(0.0008317200681636258-0.003963128103989988j),(0.0038392018126492413-0.0008446738096184786j),(0.002215850085093807+0.003129916279064826j),(-0.0019622680257430215+0.0032072022160586204j),(-0.0036807238987335267-0.00041043774247151053j),(-0.001364842296017643-0.003399171690790365j),(0.0021181463587392605-0.0029542144217821927j)
"(-1.6153846153846154, -3.0)",(0.003829777616178599-0.003926797119149586j),(0.003640844263122235+0.00010079757349743206j),(0.002664279383015463+0.0024726845176063134j),(0.0008086725383942543+0.0035402934605346203j),(-0.0008756015583104731+0.003523207170517602j),(-0.00197745391618783+0.00304459864242428j),(-0.002524171328014371+0.002609746570898653j),(-0.0026532929667522965+0.002478532654108231j),(-0.0024145294970001232+0.0027113905605035127j),(-0.001721786673899575+0.003196068280370376j),(-0.00044179350337212773+0.003603554864170242j),(0.0013620825134225524+0.003367100767556323j),(0.003096335206162595+0.001907140874769371j),(0.0035711964243697212-0.0007315327691175549j),(0.001771329508560652-0.0032035129938067937j),(-0.001621649026148922-0.003308704352059369j),(-0.0037107973969791935-0.00026759085630578247j),(-0.001922344539838093+0.003243870706265385j),(0.002220619295144268+0.003131065570459875j),(0.003834184934806719-0.0008485705466947218j),(0.0007605835130083704-0.0039655883897470505j),(-0.0033527504418130833-0.0024820639448952728j),(-0.003968281071405302+0.0017196143182662141j),(-0.0010335300248153511+0.004369105281145359j),(0.0023892395505605312+0.003990764265510366j),(0.004297509087769255+0.00211298940777006j),(0.004848133701622717+0.0005504910266634725j),(0.004903455805668468+0.00010378659733002604j),(0.004774285510026466+0.0009046333257265602j),(0.003921176496384227+0.0026860717491823415j),(0.0015142935902115425+0.004350011752041649j),(-0.002076968542792122+0.003926054408604011j),(-0.004249776386075005+0.0004981335543107533j),(-0.002383640492485765-0.003373502517961564j),(0.002000184211234378-0.00346796185123725j),(0.0038704907968160995+0.000472035839674661j),(0.0010576221069210781+0.003667519156402507j),(-0.002846996647029139+0.0024476063916130364j),(-0.0034428340815232127-0.0013790381085941488j),(-0.0006177643344797292-0.0036244286504169376j)
