index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)","(18,)","(19,)"
"(-3.0, -3.0)",(0.007880241229566962+0.004615507931120591j),(-0.00036546379533000585+0.006411854737706929j),(-0.003970248783033561+0.005295684336487115j),(-0.003970248783033559+0.005295684336487111j),(-0.0003654637953300036+0.006411854737706927j),(0.005373950033736724+0.0028464741784731j),(0.0023675943385093154-0.005176998894948444j),(-0.005387397403310983+7.803993089903481e-05j),(0.0034168631335931587+0.004076934708148466j),(0.0008091522283200196-0.005576260777813389j),(-0.005925180669831539+0.0024303337081435445j),(0.0032578223322853633+0.006716151190074285j),(0.008092228043088052+0.001799785888744795j),(0.008092228043088052+0.001799785888744795j),(0.0032578223322853633+0.00671615119007428j),(-0.005925180669831534+0.0024303337081435696j),(0.0008091522283200129-0.005576260777813375j),(0.0034168631335931674+0.004076934708148477j),(-0.005387397403310972+7.803993089902623e-05j),(0.002367594338509302-0.005176998894948439j)
"(-2.8461538461538463, -3.0)",(0.008520405652502026-0.0034596711604279323j),(0.004727998330057291+0.004414777712350477j),(0.0012489274109999794+0.006561055855475979j),(0.0009263696870776211+0.0066315723181626235j),(0.004068183146376982+0.00508951494141389j),(0.0060675643046494195-0.0011986847563968401j),(-0.0012075209610006774-0.005668939655439612j),(-0.004456317360456743+0.003185368748227237j),(0.005166778914298204+0.0015055311251595076j),(-0.0024692039255584555-0.005094463061366461j),(-0.003370553633385813+0.005447073729196679j),(0.006790084398860937+0.0031442285953674444j),(0.007178054204450792-0.004329084765870624j),(0.006883983921479036-0.004927504071221643j),(0.007490518106229213+0.001625721083788463j),(-0.0015114779679470895+0.006395400331130019j),(-0.00423799934730619-0.003890967872648774j),(0.005369501350968468-0.0005589967522175494j),(-0.003022271621459651+0.004525368400492991j),(-0.0028361663346293006-0.004983443479924578j)
"(-2.6923076923076925, -3.0)",(0.002588373319570861-0.008888882890504202j),(0.006473873042600119-0.00071598891464321j),(0.005678246106116912+0.00362623847519046j),(0.005312263207702857+0.004200316094820189j),(0.006494220092763152+0.0012265739940037963j),(0.004136184579715957-0.004738549859937331j),(-0.004323064675144259-0.004018490317881448j),(-0.002034083366151303+0.005186531514878669j),(0.005244596244497576-0.0014724240224196577j),(-0.004823355036419942-0.0030169381132255407j),(0.00023738532738155508+0.006398501554798124j),(0.007316479769745794-0.0016068900985775892j),(0.002493971726762381-0.00808952966712537j),(0.0011780128776473521-0.008561300207089076j),(0.006172289431500739-0.004890755462133819j),(0.004350055779041791+0.005161567513138098j),(-0.005744196282940855+0.0012557132724921698j),(0.0026418082971744862-0.004803248090380589j),(0.0019685985787878412+0.00513246541886092j),(-0.005733436387039821-0.0006907667407938001j)
"(-2.5384615384615383, -3.0)",(-0.005288273349067721-0.007672334519004738j),(0.0037862803720258224-0.005351881293551024j),(0.006618201240384641-0.001534452746568111j),(0.00682842472845793-0.0005035325515908192j),(0.005880341853076835-0.0032154571015967945j),(0.0005421685696900267-0.0063728019978031005j),(-0.0059292259765516804-0.0009879155768671077j),(0.0009670754964853042+0.0055850528524625095j),(0.0038568120704138256-0.003944551590626136j),(-0.005715039814336665-0.00020270904445728096j),(0.0035560998084222624+0.005316931470708045j),(0.005067605723670046-0.005512836673568673j),(-0.0032795352434085213-0.007880820460166714j),(-0.005305971455026831-0.007040901026540839j),(0.0003324611404891126-0.00808794036612232j),(0.0069344658398498415-0.000296810774506747j),(-0.0024163943588039593+0.005508470168790128j),(-0.002409144560995217-0.005021796921538606j),(0.0053628440680996295+0.001444089886974385j),(-0.004053029748027817+0.00417027609777795j)
"(-2.3846153846153846, -3.0)",(-0.00933268575267109-0.0009036616244591346j),(-0.0013856006593239761-0.00644850672055473j),(0.0036733097922195482-0.005778925473519939j),(0.004847402968662949-0.004938123892791339j),(0.0026918109804275297-0.006238156598693152j),(-0.003237310070576655-0.005639181089473423j),(-0.005664390393612608+0.0023217260954922197j),(0.0036442328055546445+0.004471737138033812j),(0.0015842541233955806-0.005360719463626302j),(-0.005180590830762128+0.0024951196963515984j),(0.005693530561078888+0.002894104736971154j),(0.0012921753028200841-0.007361359522757352j),(-0.0074472987344777995-0.004284988730286819j),(-0.008847226411796246-0.0015738360133122308j),(-0.005921743382228118-0.005849029525160519j),(0.004243886514680517-0.005747224664296585j),(0.003014031578280057+0.005372406446352193j),(-0.005562223015651365-0.001063119218415384j),(0.004421274089571636-0.003457081849669874j),(0.0007780968162167697+0.005803294387816271j)
"(-2.230769230769231, -3.0)",(-0.006856434803058701+0.006476810221998792j),(-0.005652389048001173-0.003470108429290169j),(-0.0013017962868949787-0.006774329740465572j),(0.0005443886810293077-0.006968627492855293j),(-0.0015713619477836895-0.0067029804439905985j),(-0.005886786876818648-0.003003727470374183j),(-0.0038168942008865625+0.004929117395539784j),(0.005387485437451405+0.0023362495464655238j),(-0.0009111362031223334-0.005593211979276883j),(-0.003632554517203578+0.004501205112705901j),(0.0063744809557464005+2.080871811822491e-05j),(-0.002560495751916639-0.006993895055358346j),(-0.00859631981734234+0.0007718232764194789j),(-0.007866502109327102+0.0046694109191432005j),(-0.008557293305305618+0.00019926631500685006j),(-0.0016930374133140244-0.007164003412732245j),(0.00624056514421422+0.0009712545305076184j),(-0.00429880885671539+0.0038364881625230236j),(-1.8183897050313302e-05-0.005672810946529295j),(0.005026578686837271+0.0030786245758548047j)
"(-2.0769230769230766, -3.0)",(0.00019820681367964496+0.009482402855993846j),(-0.006478468731705038+0.0015701517103983563j),(-0.005541929306603292-0.004186224067303221j),(-0.0039608236899688854-0.005840368702358587j),(-0.00519758950032431-0.004648485257725316j),(-0.006695010965129007+0.0005126357869861816j),(-0.0010659545697011268+0.006257540656264279j),(0.005975476774340674-0.00019461508031793357j),(-0.003104345490559377-0.004837348232324257j),(-0.0016059700135664379+0.005595134441132378j),(0.005814817427542119-0.002576835078531287j),(-0.005455899675680944-0.005014088876253825j),(-0.006861253044665832+0.005267358621827996j),(-0.0033148581462883403+0.00868682867394415j),(-0.006181965322153356+0.006265202512151813j),(-0.006672680782910127-0.003622153934955646j),(0.004835377088114037-0.004318233095880913j),(0.00033034582881843734+0.005857827934234935j),(-0.004477450932676054-0.0035843322616244447j),(0.005630716089472135-0.00186934231987405j)
"(-1.923076923076923, -3.0)",(0.007070439953755128+0.006395546904103476j),(-0.0035921476137414964+0.005650386850156193j),(-0.006973966213467222+0.0004440964459097595j),(-0.006743207985193495-0.002284740067823148j),(-0.006982207390535096-0.0010344865309492293j),(-0.005652513967711926+0.0038140464821186464j),(0.0018305917441865443+0.0061968768413282835j),(0.005516367754642102-0.0025740627668097973j),(-0.004703419575970687-0.003448660179307945j),(0.0004362099970263493+0.005844995141262837j),(0.004472844474673421-0.004500033828784899j),(-0.006991862999701783-0.002300786214467369j),(-0.003377484017072371+0.007960068535497626j),(0.0024301020415640876+0.009112523099296754j),(-0.00042990771185470657+0.009036570613412608j),(-0.007454167624943979+0.0024218231146081737j),(-0.00011462232081195717-0.006661829702120384j),(0.004806938210974479+0.003556640255215002j),(-0.005687268420877408+0.0011401418369698403j),(0.002323177705293328-0.005500048423947804j)
"(-1.7692307692307692, -3.0)",(0.009563779699495492-0.0005501166311029596j),(0.0011851141709905229+0.0066153403147783925j),(-0.0051450539709153404+0.004784613514592164j),(-0.006869435586847658+0.0020821599630958944j),(-0.0065602041338009235+0.0028184695116384934j),(-0.0032730796160759658+0.006098097308099897j),(0.00427344079899068+0.004997038542797572j),(0.004311797470700405-0.004452085659123885j),(-0.005641106866054016-0.0017961526043336127j),(0.002196403163562694+0.0054813317472476464j),(0.0028245131849817715-0.005664128270286647j),(-0.007290593487502352+0.00038674440953725183j),(0.0005094184882875762+0.008605067380448354j),(0.007079095264714271+0.006398595867900191j),(0.0055611673151431335+0.007443075107153253j),(-0.0037301345566803368+0.007186631394787005j),(-0.005146871190631258-0.004530048551716354j),(0.005957033372482323-0.0013140124860928383j),(-0.002923926886490201+0.005087902586204402j),(-0.00250273826259122-0.005461226748258119j)
"(-1.6153846153846154, -3.0)",(0.006516573512565422-0.0070784848693916675j),(0.005263379691144368+0.004211394909996362j),(-0.001143662251490203+0.006964991345210929j),(-0.00457057706875542+0.005603195716723153j),(-0.0043293115815482425+0.005774247064494056j),(-0.0002947501254677542+0.007013610242100196j),(0.005931211389238943+0.003089123718413972j),(0.0027172451912060368-0.005694040958338336j),(-0.0060085504833550995-0.000171290037110068j),(0.003548237097313968+0.004779366943296464j),(0.0012326545894645918-0.006193245001734178j),(-0.006751374594913427+0.0025918492779798555j),(0.0038134987351313523+0.007672975092442649j),(0.009406085861213737+0.002047357077663302j),(0.009141259201316034+0.0026935221167969812j),(0.0021640162386987113+0.008084739759371464j),(-0.00704252839610197+0.0005624548670044817j),(0.0031252196927644645-0.005389197524770385j),(0.0017893732126695325+0.005663298206946705j),(-0.005707754301413205-0.0019859249001628063j)
"(-1.4615384615384615, -3.0)",(2.2590774385105802e-06-0.009658857712740464j),(0.0067546159318365015-0.00011688242366864748j),(0.0031953796907961086+0.00632275853984919j),(-0.0008879134388536307+0.007223106135630184j),(-0.0011209369218345977+0.007201648785949447j),(0.0025935932127786232+0.006624837279379589j),(0.006735123555796754+0.0009186825528016717j),(0.0010427066256390926-0.006335361209669406j),(-0.005976103161264599+0.001243913335156434j),(0.004492618649756873+0.003982609712225872j),(-8.86980586019462e-05-0.006301397084268132j),(-0.0058231167119705465+0.004158051822187936j),(0.006099354310401862+0.005908101208004238j),(0.009384094591270018-0.0023656490761617965j),(0.009308087083003267-0.002923710478457055j),(0.0070872415486616476+0.004964186309223563j),(-0.004826332654406523+0.005462214255364535j),(-0.0017225882708054752-0.006132026534595833j),(0.005380220708385347+0.0026873757364188934j),(-0.005483407333228686+0.00262326592550945j)
"(-1.3076923076923075, -3.0)",(-0.006363141014314208-0.007310359834393762j),(0.005255664794098443-0.004258732359248958j),(0.0062266586422501154+0.003418826108567248j),(0.002901177618620671+0.006717210032150634j),(0.0021751540104513268+0.0070241353356011345j),(0.004918096634386593+0.005263793837190537j),(0.006805602325766216-0.0011627254557773344j),(-0.0004943628501802666-0.006512358195335889j),(-0.0057294632140689845+0.0023666113888635093j),(0.005099655764296309+0.0032709385668868197j),(-0.0010487957922929263-0.006204069090024877j),(-0.004870091947371581+0.0051298831947360025j),(0.007384210942406135+0.003984943496888541j),(0.007749490454277498-0.0058200303984816j),(0.006662978618488396-0.007407866122859192j),(0.008937227427674804-0.0003603036984819146j),(4.329141920305333e-05+0.00752895370534019j),(-0.005626960596588731-0.0032936853192547582j),(0.0058036121439073935-0.0018561703129652796j),(-0.002216164638538161+0.00569733180904202j)
"(-1.1538461538461537, -3.0)",(-0.009583779058300955-0.0016214871947739424j),(0.001716542507414479-0.0065457848087340925j),(0.007099208382266467-0.00047556294660443265j),(0.005775334623395987+0.004543796283525443j),(0.004882602913614967+0.005574659292141306j),(0.006466081134613588+0.0033599002953496517j),(0.006359947658351694-0.0029397036193900797j),(-0.001773216450829591-0.0063983960605678665j),(-0.005430899166921575+0.0031821848114982074j),(0.005458255920901782+0.002760146519766829j),(-0.001631254000512079-0.006070285660483656j),(-0.004129866588439452+0.005637729225503255j),(0.00792601082960533+0.002354087139181155j),(0.0054405921304785925-0.007987667377452837j),(0.002616387266663714-0.009799171323729365j),(0.007414068748593759-0.005513775099957141j),(0.004972191871738283+0.00599053514098938j),(-0.006546625393580403+0.001342533792311955j),(0.003069823179084529-0.005360746898104772j),(0.002123767517730168+0.005768855208604594j)
"(-1.0, -3.0)",(-0.008607828259191286+0.0045647779753394645j),(-0.002284100174985121-0.006365636635761025j),(0.005865668584407477-0.004033422619741476j),(0.007216587937689822+0.0015026541844774034j),(0.006651965447617166+0.0033757202202607016j),(0.0072455543905422136+0.0013076161997189525j),(0.005634735789591647-0.0043248318707033735j),(-0.00274862164541109-0.006159348992589327j),(-0.005202691645924223+0.003709497004389177j),(0.005641211403383763+0.0025162751112338434j),(-0.0018478053139734838-0.006005293544014659j),(-0.003727210174357307+0.005810218882832127j),(0.008031600313998029+0.0012415037605358146j),(0.003215668522749279-0.009039609220606686j),(-0.0014655314995479756-0.010179222015791885j),(0.0036226031973196023-0.008816592394828217j),(0.007829050818163725+0.0019007275771275776j),(-0.004291816178381182+0.005350109422129551j),(-0.0011614193517610256-0.006159155718638459j),(0.005343278039820395+0.0031080478815908815j)
