index,value
"(0,)",(-1.9346368319718565+3.344273931851439j)
"(1,)",(1.2413169335425556+2.7263293764682563j)
"(2,)",(-3.785660952865902+2.354242249857945j)
"(3,)",(-5.538574984837993+4.276899547736203j)
"(4,)",(-6.703736205262684+3.085387004386905j)
"(5,)",(-7.971459436636381+3.180692134888252j)
"(6,)",(-7.003536589184262+3.314698963941328j)
"(7,)",(-5.602611124432265+3.0698686175869776j)
"(8,)",(-3.4836473238108905+3.130022349759277j)
"(9,)",(-1.0320730965048797+2.6562443012318946j)
"(10,)",(0.8541606885483588+2.0127419803522297j)
"(11,)",(2.151125281313612+1.5855367801403335j)
"(12,)",(2.885952208209602+1.5147476566264118j)
"(13,)",(3.4632876571768385+1.7088234679384136j)
"(14,)",(4.060402583240975+1.364579296393643j)
"(15,)",(3.9712907300360762-0.19531100105514465j)
"(16,)",(2.1047299041662932-2.5652751382726025j)
"(17,)",(-1.8493944073899407-4.052041808521587j)
"(18,)",(-6.314056937600294-2.8100364885905336j)
"(19,)",(-8.340910980815263+1.1627165862004816j)
"(20,)",(-5.9247843370486395+5.295163676236706j)
"(21,)",(-0.07520256252483737+6.16259016973885j)
"(22,)",(5.523139521041831+2.3812465492523485j)
"(23,)",(7.252889868732281-4.011737460567101j)
"(24,)",(4.265423455467607-9.051640059516226j)
"(25,)",(-1.1939081836209455-9.761545503077697j)
"(26,)",(-5.753033946278347-5.93869825691711j)
"(27,)",(-7.1985445749059584+0.29340642512288273j)
"(28,)",(-5.384329147011959+6.243427035461959j)
"(29,)",(-1.6310062192642611+10.146088645040479j)
"(30,)",(2.4344544309513116+11.602797484292175j)
"(31,)",(5.70425456746346+11.186581623253344j)
"(32,)",(7.80378517118578+9.813003098189197j)
"(33,)",(8.888731378127128+8.295469346513837j)
"(34,)",(9.323212031338015+7.177596548564139j)
"(35,)",(9.421450230703037+6.745359710739214j)
"(36,)",(9.302442531542589+7.089449837016124j)
"(37,)",(8.84632214227868+8.133968391791672j)
"(38,)",(7.738724834447751+9.605957787305485j)
"(39,)",(5.6155547767260785+10.969544996179101j)
"(40,)",(2.3239351410012383+11.413341987586307j)
"(41,)",(-1.7593438165503317+10.01878441837935j)
"(42,)",(-5.523579189501596+6.199963976613766j)
"(43,)",(-7.335966323669076+0.3427739455949381j)
"(44,)",(-5.881225271786415-5.802891405547933j)
"(45,)",(-1.301488456044949-9.567688259652591j)
"(46,)",(4.188721948256325-8.82259331909938j)
"(47,)",(7.196035648607234-3.788215292568382j)
"(48,)",(5.509703459045905+2.5565219320961097j)
"(49,)",(-0.06162109199089949+6.2949917347922835j)
"(50,)",(-5.911725947268546+5.306370696618814j)
"(51,)",(-8.261680350350392+1.0825102270805023j)
"(52,)",(-6.33511071022167-2.9254854161251416j)
"(53,)",(-1.892129013930754-4.36493622365211j)
"(54,)",(2.131687958940319-2.6619463888305823j)
"(55,)",(3.6130544403344436-0.2817473680823246j)
"(56,)",(4.257103220057106+1.1145606743351646j)
"(57,)",(3.587662895506633+2.4289630542515876j)
"(58,)",(2.5599257292736555+0.9117655679438812j)
"(59,)",(4.170687200091351+1.260572202615597j)
