index,value
"(0,)",(-3.138541566582169+1.6356892249070631j)
"(1,)",(-6.877727586300602+6.690476380276678j)
"(2,)",(-4.759171927953462+2.931126185677092j)
"(3,)",(-0.9625885218683086+3.7235433631651986j)
"(4,)",(5.4034189709831395-2.25694795482729j)
"(5,)",(-8.196550033990022+3.32935434057525j)
"(6,)",(9.047747373097728-0.8521201825047457j)
"(7,)",(-10.340816778972727-8.032266634738027j)
"(8,)",(6.689015918969627+15.482690646865482j)
"(9,)",(14.848582732047305+0.49540428760360555j)
"(10,)",(16.144224521786658+5.527543906688566j)
"(11,)",(-4.050674781896863+10.988752303025775j)
"(12,)",(-3.2289155944971073-12.959359037724774j)
"(13,)",(4.09534054601828+7.84586609088494j)
"(14,)",(-6.079788403102991-3.8926338379929644j)
"(15,)",(5.212572627105159+2.170813508971719j)
