index,value
"(0,)",(-2.8813653996470014+3.745291724922131j)
"(1,)",(2.4421431065735018+2.9087086793914043j)
"(2,)",(-3.268574119857809+1.6691643298792398j)
"(3,)",(-4.8207595028736385+4.661842860779945j)
"(4,)",(-5.679065357522883+3.0551274001095643j)
"(5,)",(-7.997894764429441+3.18102102984344j)
"(6,)",(-7.579235461345432+3.480035924744938j)
"(7,)",(-7.162946020662002+2.919091748868719j)
"(8,)",(-6.063515798815879+3.273194417429257j)
"(9,)",(-3.977958286642444+3.1685334215507126j)
"(10,)",(-2.033768194083745+2.8305170139603613j)
"(11,)",(-0.036396129872161787+2.479812924119181j)
"(12,)",(1.5516968090536927+1.8968690065441938j)
"(13,)",(2.5120557272608606+1.5682580285095078j)
"(14,)",(3.145632073691321+1.5626369336754635j)
"(15,)",(3.6059047532894533+1.6844334628684603j)
"(16,)",(4.043265761599949+1.5524528403375504j)
"(17,)",(4.19436278481332+0.6198611279484587j)
"(18,)",(3.3719270693139936-1.169971423910469j)
"(19,)",(1.0336563207365295-3.1253831036302717j)
"(20,)",(-2.646752414244654-4.019018178373914j)
"(21,)",(-6.421802512108093-2.8126459696822232j)
"(22,)",(-8.407368022446288+0.40221461308505013j)
"(23,)",(-7.218960512438659+4.120959917178423j)
"(24,)",(-3.0069932773806736+6.143250527494065j)
"(25,)",(2.380212271278244+4.920325875528851j)
"(26,)",(6.36132826153573+0.624598127731808j)
"(27,)",(7.0925397019626555-4.861876341733688j)
"(28,)",(4.438084775998782-9.010412040585823j)
"(29,)",(-0.12542377269313398-10.001482223241979j)
"(30,)",(-4.467006207207836-7.5194595908784025j)
"(31,)",(-6.906459459683916-2.6341787937816274j)
"(32,)",(-6.831025932937248+2.94792662641027j)
"(33,)",(-4.651102273085517+7.705817859912457j)
"(34,)",(-1.3323055034478735+10.787360651579217j)
"(35,)",(2.130120212658009+12.063637162367886j)
"(36,)",(5.047328971939252+11.904896817753835j)
"(37,)",(7.128523391609784+10.887072961815509j)
"(38,)",(8.400674668089072+9.568260533327617j)
"(39,)",(9.061088429174301+8.377359507420724j)
"(40,)",(9.338133805365647+7.591251918454184j)
"(41,)",(9.39350281624315+7.354702715922526j)
"(42,)",(9.270441228660916+7.7055053584236965j)
"(43,)",(8.88086600464873+8.581818565972842j)
"(44,)",(8.031325854676915+9.805730216774904j)
"(45,)",(6.490346015672294+11.05715849322192j)
"(46,)",(4.0999451039516135+11.860921360046133j)
"(47,)",(0.9266881009741708+11.633653644635709j)
"(48,)",(-2.606009888902797+9.836000182608625j)
"(49,)",(-5.684468692718589+6.221532628235005j)
"(50,)",(-7.266006456978233+1.1353905509914313j)
"(51,)",(-6.510581917034377-4.327429753373014j)
"(52,)",(-3.308765470179698-8.528719640014693j)
"(53,)",(1.35493444030273-9.87130226454815j)
"(54,)",(5.524470727903233-7.689636671701535j)
"(55,)",(7.178995035079383-2.856042891584409j)
"(56,)",(5.2992608545919335+2.496339942310085j)
"(57,)",(0.5821121057494163+5.844972796813948j)
"(58,)",(-4.621950198263527+5.810152714054345j)
"(59,)",(-7.948370385388544+2.9747608637264094j)
"(60,)",(-8.05584728996589-0.9835445460271366j)
"(61,)",(-5.131051471543913-3.6699682520468997j)
"(62,)",(-1.424282252822552-4.023732801264233j)
"(63,)",(1.915303370309151-2.9600215305754762j)
"(64,)",(3.9739573480025-0.436774729720959j)
"(65,)",(3.6428641544086466+1.0665830175319577j)
"(66,)",(4.379884529043671+1.1651371006447047j)
"(67,)",(3.7647923907076883+2.89693942305962j)
"(68,)",(2.0583813518596674+0.5559264493596041j)
"(69,)",(5.312903967230843+1.050849862470373j)
