index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)"
"(-1.4615384615384615, -3.0)",(-5.167373679399595e-05-0.010289505741415853j),(0.007329517394217407+0.0008025353719185268j),(0.0024382104593031985+0.007487422745633741j),(-0.0013664394807061874+0.00799164746877999j),(0.0003017025095649966+0.00800065581219427j),(0.006063743968930836+0.004580296838023043j),(0.004544732324435725-0.005332346408070871j),(-0.006244769436196969-0.001516930685740316j),(0.003463248055689275+0.005053145058638932j),(-9.223721281452871e-05-0.006428716258992726j),(-0.005152250839064352+0.005624920689069217j),(0.008411996713609564+0.004539474262974166j),(0.010278922530451323-0.003710896402927287j),(0.010284312096256625+0.00019905416044491747j),(0.0006904089895699851+0.008331769255996978j),(-0.0057758191444235284-0.0035798954094673563j),(0.0061463362826640585-0.00034916348098302776j),(-0.004791581447031581+0.004020165943804497j)
"(-1.3076923076923075, -3.0)",(-0.006802443592981891-0.007739454980180893j),(0.006288666749570107-0.0038361622029155j),(0.006180116275005035+0.004902716984003346j),(0.0026885667656499977+0.0077023056100924935j),(0.0035839890622865475+0.007261778566905591j),(0.007357637162706115+0.0023551999365132564j),(0.0030810858489390735-0.006449993783223047j),(-0.006548497278152558-0.000268113711856837j),(0.004267825025622493+0.0044981728906225305j),(-0.0010802215368132888-0.006317778426600951j),(-0.0038650601496334827+0.006427422714842694j),(0.0092439149641368+0.00181964336512862j),(0.007748078918953256-0.007813911527273848j),(0.008928660313875573-0.005721496603277473j),(0.006116624457316664+0.006168058949040435j),(-0.006855738788464422+0.0014088669730426425j),(0.00421780073878909-0.004610694092442119j),(-0.0007303192971342413+0.006236995233186989j)
"(-1.1538461538461537, -3.0)",(-0.010175555925056099-0.0016756980132391192j),(0.0028405863425557576-0.006780005948121144j),(0.007838554157874945+0.000924648157075278j),(0.005919780894090648+0.005671927693286783j),(0.006105324164847166+0.00544553604893036j),(0.007844802541298537+9.731717718698626e-05j),(0.0016516081577422064-0.007097735738764591j),(-0.006643564450416535+0.0007281243989675138j),(0.004780798774735964+0.004073822352728992j),(-0.0016813062651379756-0.006171704028925544j),(-0.0029095600292414563+0.006770822077867891j),(0.009245180813387538-0.0003456916161903653j),(0.004344520288749926-0.010136180983437874j),(0.004936231417888868-0.009725976133578926j),(0.008946303416448597+0.0012386479458841246j),(-0.004359933367860822+0.005757074807940194j),(9.811266330399109e-07-0.0063501049753742446j),(0.0036094090034847794+0.0051692501909006245j)
"(-1.0, -3.0)",(-0.009094057176764201+0.004869095154061773j),(-0.0014344846210305922-0.007185048493133619j),(0.007257984613566541-0.0030851824959504757j),(0.007786786548631789+0.002657443059023661j),(0.007657449158109417+0.0030806929231614994j),(0.007721877214862827-0.0019232062015934383j),(0.00041353639164554644-0.007411015290432063j),(-0.00666171689849581+0.0014281422177288533j),(0.005057617596374919+0.0038670455766067185j),(-0.001909891070494767-0.00609952159153522j),(-0.002389238950936904+0.006834297364047796j),(0.008877642230729382-0.0017777317634195499j),(0.0010992049673478348-0.010939290990583323j),(2.1260809970116226e-05-0.011181934340130777j),(0.008404196585932819-0.0041927185728070915j),(0.00022418012692327884+0.007461323629545556j),(-0.004187095394935014-0.004921172051520409j),(0.006104820235973524+0.0016754703181904248j)
"(-0.8461538461538458, -3.0)",(-0.004564767505741849+0.009247693909108606j),(-0.005005247752121094-0.00530510259567032j),(0.00497929685156552-0.0060929304715351545j),(0.008225454050895843-0.0005678654436789963j),(0.008291491651277077+0.0006321198777677491j),(0.007227888656971654-0.0035690041502259703j),(-0.0005450338655981405-0.007532377413719816j),(-0.006700044865624694+0.0018155239732677412j),(0.005127241798150091+0.003923319987900051j),(-0.0017763298650138976-0.0061428476829317544j),(-0.002328983438549087+0.006722539146782722j),(0.008478861343435553-0.0024788151669514437j),(-0.0014043714479457818-0.010809343734569968j),(-0.004413102353004529-0.010529456174358975j),(0.0052252075616426785-0.008246204574015056j),(0.004750952361084608+0.006096170112959213j),(-0.006453224561143982-0.0013072989239605265j),(0.00588077995735924-0.0024170381944055943j)
"(-0.6923076923076921, -3.0)",(0.0012911969805199357+0.010224085990073621j),(-0.006944579691721276-0.002086236895454084j),(0.00185471318445205-0.007616619835548832j),(0.0075055176918832215-0.0034234804176049706j),(0.008214693065229262-0.0015772988700003827j),(0.006586515542113609-0.004806420689973536j),(-0.0011825859146474286-0.007582688856699866j),(-0.00681296183472342+0.0018796155227966858j),(0.004979471239422981+0.004252583516804286j),(-0.0012742354056082517-0.006277365213067932j),(-0.002708404541137864+0.006450813031818755j),(0.00822267945689861-0.00251299128576912j),(-0.0029685767155770686-0.010327678620934172j),(-0.0076612203720485385-0.008708113201474245j),(0.0008522401459431604-0.010098884909097126j),(0.007587435087841696+0.002580273640470382j),(-0.0061278741970068095+0.0027592207152957043j),(0.0034022777131681075-0.005407033793528808j)
"(-0.5384615384615383, -3.0)",(0.006397511983723265+0.008063547440825963j),(-0.007067276951057378+0.001374332534313088j),(-0.0013060759830066035-0.00768732689592131j),(0.006047507979170398-0.005597276187439931j),(0.007691475905764766-0.003377809369904898j),(0.005976750862836956-0.005664642917212552j),(-0.0014808567657755604-0.007645756636324271j),(-0.007007863172410675+0.0016031639126814778j),(0.004562833681835668+0.004826122839208769j),(-0.00038791577993591643-0.006411820488261514j),(-0.003468265484245782+0.005950464026431812j),(0.008126611417909107-0.0019365297481944278j),(-0.0036096557357941485-0.009897825428094151j),(-0.00964654930194837-0.006646785474883894j),(-0.003384830714926794-0.009938360407292146j),(0.008158310729683585-0.0016301928373440087j),(-0.0037180602669882146+0.005778441142477168j),(-0.00010129462105019755-0.0064218138932060935j)
"(-0.3846153846153846, -3.0)",(0.009479241214186054+0.00397077970108561j),(-0.0057471525854656935+0.004235687028862118j),(-0.0039454803726264465-0.006663012204178884j),(0.004271950395691778-0.007019285944529552j),(0.006973250474765261-0.0047226316475672365j),(0.005525132760711815-0.006197224770334345j),(-0.0014272858968021962-0.007760958840290821j),(-0.007240751565435037+0.0009612426359374449j),(0.003794325565708221+0.005563924041091231j),(0.0008802285048115897-0.00638765937918309j),(-0.00449159059116506+0.005091298757995966j),(0.008070745019981593-0.0007863099745059957j),(-0.0034031171846500364-0.009696877867026818j),(-0.010637273646082919-0.005005619316224164j),(-0.006709881487053336-0.008516235996578974j),(0.006820729357765107-0.0053073418028580874j),(-0.0003301018390068175+0.007030364328705363j),(-0.0033672225812158775-0.005515573049302682j)
"(-0.23076923076923084, -3.0)",(0.010238740914359378-0.0006405839522509141j),(-0.0036080339348507295+0.0060810848582714076j),(-0.0058110372146498454-0.005017563742222237j),(0.002511329151060297-0.0077844974500494895j),(0.006261618963878535-0.00564199963124963j),(0.0053097783737745-0.00645271354064811j),(-0.0010066777880417153-0.007919139522525777j),(-0.007411792388596451-6.70333907245375e-05j),(0.0025849113607850434+0.006317052370821408j),(0.0024646861061567013-0.0059903333405267834j),(-0.005571168618478849+0.003726878071455785j),(0.007819271805259854+0.0008812656447091552j),(-0.0024056908184353163-0.009685493014013691j),(-0.01096068464463932-0.004143093803384056j),(-0.008926033635544646-0.006680912273486661j),(0.004394050315678279-0.007828941858189305j),(0.0029616292249444605+0.006586530268210865j),(-0.005586478874411573-0.003339563092540592j)
"(-0.07692307692307665, -3.0)",(0.00910586696213849-0.004681156337545805j),(-0.001253726056615347+0.006881727606848885j),(-0.006900842245366716-0.00318350960861113j),(0.0009819371962307164-0.008068258324666644j),(0.005697853294916753-0.00619901567652696j),(0.00536748054206501-0.006455908433696991j),(-0.00020384666288485406-0.008059461365065846j),(-0.0073650603030722015-0.0014733319030342388j),(0.0008846994830430738+0.0068559167445581244j),(0.004183899083837043-0.004988406348677597j),(-0.006386670817793929+0.001770914807336419j),(0.007060077502897089+0.002916240276355277j),(-0.0006640390157586987-0.009633659361706553j),(-0.010816940619886885-0.004187178923918264j),(-0.010202589432692652-0.00509996120912437j),(0.0017045000958238194-0.009161644175961919j),(0.005489850781204045+0.004995127052421265j),(-0.0065259721602498565-0.0006986804759907288j)
"(0.0769230769230771, -3.0)",(0.006835987138971055-0.007594883014930474j),(0.0008846994830430715+0.0068559167445581175j),(-0.007365060303072199-0.0014733319030342427j),(-0.00020384666288485542-0.008059461365065846j),(0.005367480542065011-0.006455908433696991j),(0.005697853294916751-0.00619901567652696j),(0.0009819371962307172-0.008068258324666643j),(-0.006900842245366722-0.003183509608611141j),(-0.001253726056615348+0.006881727606848893j),(0.005702493542312585-0.0032141036479994473j),(-0.006525972160249858-0.0006986804759907836j),(0.00548985078120401+0.0049951270524213375j),(0.0017045000958238528-0.00916164417596191j),(-0.010202589432692642-0.005099961209124384j),(-0.0108169406198869-0.004187178923918226j),(-0.0006640390157587339-0.00963365936170656j),(0.007060077502897102+0.002916240276355218j),(-0.006386670817793925+0.0017709148073364524j)
"(0.23076923076923084, -3.0)",(0.0041715491861177515-0.009306792312874797j),(0.0025849113607850404+0.0063170523708214014j),(-0.00741179238859645-6.703339072454214e-05j),(-0.001006677788041717-0.00791913952252578j),(0.005309778373774501-0.00645271354064811j),(0.006261618963878535-0.005641999631249631j),(0.002511329151060298-0.007784497450049486j),(-0.005811037214649861-0.005017563742222245j),(-0.0036080339348507325+0.006081084858271416j),(0.00654616665912833-0.0006826068002272605j),(-0.0055864788744115585-0.003339563092540636j),(0.0029616292249444033+0.006586530268210917j),(0.004394050315678323-0.007828941858189288j),(-0.008926033635544634-0.00668091227348667j),(-0.010960684644639323-0.004143093803384037j),(-0.0024056908184353688-0.009685493014013695j),(0.007819271805259844+0.0008812656447090894j),(-0.0055711686184788355+0.003726878071455819j)
"(0.384615384615385, -3.0)",(0.0016587020596728489-0.010045951109006414j),(0.0037943255657082167+0.0055639240410912255j),(-0.007240751565435036+0.0009612426359374392j),(-0.001427285896802198-0.007760958840290822j),(0.005525132760711816-0.006197224770334345j),(0.006973250474765261-0.004722631647567236j),(0.004271950395691777-0.007019285944529548j),(-0.003945480372626441-0.006663012204178896j),(-0.005747152585465713+0.004235687028862115j),(0.006209338599300027+0.002285330246607321j),(-0.003367222581215846-0.0055155730493026975j),(-0.0003301018390068889+0.007030364328705386j),(0.006820729357765142-0.005307341802858038j),(-0.0067098814870532935-0.008516235996579007j),(-0.010637273646082914-0.005005619316224163j),(-0.0034031171846500724-0.009696877867026806j),(0.00807074501998159-0.000786309974506045j),(-0.004491590591165032+0.005091298757995997j)
"(0.5384615384615388, -3.0)",(-0.0003914700706933267-0.010161040457228071j),(0.004562833681835663+0.004826122839208763j),(-0.007007863172410663+0.001603163912681482j),(-0.0014808567657755621-0.007645756636324275j),(0.005976750862836956-0.005664642917212552j),(0.007691475905764765-0.0033778093699048974j),(0.006047507979170397-0.005597276187439929j),(-0.0013060759830066072-0.00768732689592131j),(-0.0070672769510573856+0.0013743325343130895j),(0.004369175200926084+0.0050123308772577965j),(-0.0001012946210501536-0.0064218138932060995j),(-0.003718060266988285+0.005778441142477169j),(0.00815831072968359-0.0016301928373439526j),(-0.003384830714926765-0.009938360407292159j),(-0.009646549301948366-0.006646785474883892j),(-0.0036096557357941845-0.00989782542809414j),(0.008126611417909067-0.0019365297481945j),(-0.0034682654842457306+0.005950464026431849j)
"(0.6923076923076925, -3.0)",(-0.001854016534364824-0.009989186306496773j),(0.004979471239422974+0.004252583516804281j),(-0.006812961834723406+0.0018796155227966892j),(-0.0011825859146474308-0.007582688856699868j),(0.0065865155421136095-0.004806420689973536j),(0.008214693065229262-0.0015772988700003823j),(0.007505517691883221-0.0034234804176049693j),(0.0018547131844520622-0.0076166198355488365j),(-0.006944579691721276-0.0020862368954541115j),(0.001154731063255089+0.006578299194574979j),(0.0034022777131681504-0.005407033793528789j),(-0.006127874197006852+0.0027592207152956406j),(0.007587435087841666+0.002580273640470417j),(0.0008522401459432049-0.010098884909097097j),(-0.0076612203720485186-0.008708113201474252j),(-0.0029685767155771064-0.010327678620934167j),(0.008222679456898562-0.0025129912857691896j),(-0.0027084045411378465+0.006450813031818782j)
"(0.8461538461538463, -3.0)",(-0.002711256634414538-0.009787743345320924j),(0.005127241798150086+0.003923319987900048j),(-0.006700044865624694+0.0018155239732677358j),(-0.0005450338655981424-0.007532377413719818j),(0.007227888656971656-0.0035690041502259694j),(0.008291491651277075+0.0006321198777677491j),(0.008225454050895841-0.0005678654436789954j),(0.004979296851565518-0.006092930471535157j),(-0.005005247752121096-0.005305102595670341j),(-0.002665078959925557+0.006152004514385012j),(0.005880779957359264-0.0024170381944055522j),(-0.006453224561143978-0.001307298923960603j),(0.004750952361084566+0.006096170112959228j),(0.005225207561642703-0.00824620457401504j),(-0.00441310235300451-0.010529456174358976j),(-0.0014043714479457818-0.01080934373456997j),(0.008478861343435529-0.002478815166951468j),(-0.0023289834385490484+0.006722539146782736j)
"(1.0, -3.0)",(-0.0029819080475962925-0.009711075102664009j),(0.005057617596374913+0.0038670455766067146j),(-0.006661716898495808+0.0014281422177288472j),(0.0004135363916455449-0.007411015290432066j),(0.0077218772148628274-0.0019232062015934381j),(0.0076574491581094155+0.0030806929231614994j),(0.007786786548631787+0.0026574430590236607j),(0.007257984613566541-0.0030851824959504796j),(-0.0014344846210305935-0.007185048493133625j),(-0.0057594087247848464+0.0034728659184979286j),(0.006104820235973542+0.0016754703181904433j),(-0.004187095394934984-0.004921172051520451j),(0.0002241801269232544+0.0074613236295455266j),(0.008404196585932833-0.004192718572807046j),(2.1260809970114664e-05-0.011181934340130772j),(0.001099204967347797-0.01093929099058333j),(0.008877642230729356-0.0017777317634196078j),(-0.002389238950936866+0.006834297364047816j)
"(1.1538461538461542, -3.0)",(-0.002675680603736459-0.009808167868555581j),(0.004780798774735959+0.004073822352728989j),(-0.006643564450416522+0.0007281243989675162j),(0.0016516081577422047-0.007097735738764592j),(0.007844802541298539+9.731717718698667e-05j),(0.006105324164847166+0.005445536048930359j),(0.0059197808940906465+0.005671927693286782j),(0.007838554157874945+0.0009246481570752753j),(0.002840586342555771-0.006780005948121139j),(-0.006699873391291048-0.0007473925901272417j),(0.003609409003484747+0.005169250190900642j),(9.81126633106215e-07-0.00635010497537427j),(-0.00435993336786086+0.005757074807940159j),(0.008946303416448578+0.0012386479458841686j),(0.004936231417888879-0.00972597613357891j),(0.004344520288749928-0.010136180983437876j),(0.009245180813387524-0.00034569161619039685j),(-0.002909560029241442+0.006770822077867902j)
"(1.3076923076923084, -3.0)",(-0.0017785727940367647-0.01002339005831799j),(0.004267825025622488+0.004498172890622526j),(-0.006548497278152557-0.0002681137118568431j),(0.0030810858489390726-0.006449993783223049j),(0.007357637162706115+0.002355199936513257j),(0.003583989062286547+0.007261778566905591j),(0.002688566765649997+0.007702305610092492j),(0.006180116275005025+0.004902716984003373j),(0.0062886667495701265-0.0038361622029154945j),(-0.004720064214851317-0.004828403748081473j),(-0.0007303192971343037+0.006236995233187j),(0.00421780073878917-0.004610694092442066j),(-0.0068557387884644345+0.0014088669730425716j),(0.006116624457316609+0.00616805894904046j),(0.008928660313875587-0.0057214966032774405j),(0.007748078918953282-0.00781391152727382j),(0.009243914964136797+0.001819643365128587j),(-0.003865060149633451+0.006427422714842707j)
"(1.4615384615384617, -3.0)",(-0.00026980713733950907-0.010194431269651846j),(0.003463248055689256+0.00505314505863892j),(-0.0062447694361969595-0.001516930685740307j),(0.004544732324435726-0.005332346408070873j),(0.006063743968930836+0.004580296838023043j),(0.00030170250956496715+0.008000655812194274j),(-0.0013664394807061872+0.00799164746877999j),(0.0024382104593031893+0.0074874227456337514j),(0.007329517394217416+0.0008025353719185274j),(-0.00039666448960287297-0.006746113503390005j),(-0.004791581447031616+0.004020165943804479j),(0.006146336282664091-0.0003491634809829669j),(-0.005775819144423504-0.0035798954094673975j),(0.0006904089895699445+0.008331769255996949j),(0.010284312096256616+0.00019905416044494967j),(0.010278922530451325-0.003710896402927288j),(0.008411996713609569+0.004539474262974116j),(-0.005152250839064355+0.005624920689069255j)
"(1.6153846153846159, -3.0)",(0.0018300854912723552-0.010054480142474263j),(0.0023096403432490893+0.005600232242247374j),(-0.00558380704282234-0.002921044558475033j),(0.00580510608125204-0.0036615830834750653j),(0.0038926191905280048+0.00637361104109344j),(-0.0032130545003900093+0.007224942712119455j),(-0.005228995265682887+0.006118143665682316j),(-0.0023269708860414085+0.00749829554273589j),(0.005165567853320016+0.005260086734592471j),(0.0042710758666495855-0.0052374096117281405j),(-0.006206553003409483-0.0005328306466267904j),(0.004459719009698295+0.004119144442056691j),(-0.0014720283432596633-0.006442904145650281j),(-0.004922940850986227+0.0063746719473478436j),(0.007862534395521373+0.006116526383552084j),(0.010671946392830088+0.0017090525351868072j),(0.0062975202763291185+0.007326859712158603j),(-0.006539644529938301+0.0041583167707852815j)
"(1.7692307692307692, -3.0)",(0.004385501166558846-0.009257531092875084j),(0.0007854384406244221+0.005944502467305086j),(-0.004434036026067378-0.004306228092592146j),(0.006559201490133149-0.0014644483577774716j),(0.0009911404268285633+0.007266702810337222j),(-0.006152424019171179+0.004797536395230626j),(-0.007637040728469765+0.002317670337310367j),(-0.006339110444006483+0.004578138315190309j),(0.0004721420202788367+0.007348878200958468j),(0.006706335520498679-0.0007971802256910456j),(-0.0038821335516923262-0.004838468729643289j),(-2.3910411858872693e-05+0.005991809900043398j),(0.00361960681341629-0.00532448298178243j),(-0.007697759742239452+0.001050057322103483j),(0.002107811601336379+0.009404460116524424j),(0.007999473864667102+0.007032591913974119j),(0.002710164503663786+0.00934351755165033j),(-0.007630865596292654+0.0018935358748904292j)
"(1.9230769230769234, -3.0)",(0.00706530514983796-0.007451927810219341j),(-0.0010464417085171752+0.0058481977498955305j),(-0.0027330047574463463-0.005414248778905136j),(0.006492251692733906+0.0010667500789456877j),(-0.0022154054412361806+0.006848119810938305j),(-0.0076164902926485764+0.0010717815962646626j),(-0.0075447119203051055-0.0023657584610197596j),(-0.007772179047753183-0.00035772411944531726j),(-0.0045811244410209635+0.005746335862129704j),(0.005270799347776709+0.004207532976189077j),(0.0009594857336778188-0.006101405306442167j),(-0.004473978311737548+0.003873797747542443j),(0.006232859781066241-0.000782294222469539j),(-0.005856631039698102-0.004691788966638171j),(-0.0045601944449571215+0.008128871614071121j),(0.002437767489588631+0.010178525644929331j),(-0.0019689906639066865+0.009560832438125062j),(-0.007887835863486362-0.0010908771299128273j)
"(2.0769230769230775, -3.0)",(0.00929653080011036-0.004419676630354913j),(-0.002990996966356779+0.005076717834669001j),(-0.0005508793642048586-0.005928638943651186j),(0.005375019638851235+0.0035476440645156246j),(-0.005042865033852107+0.004941164736811905j),(-0.006938354309537301-0.0030456937056267553j),(-0.00467696363775712-0.006276130396713497j),(-0.005696557709800851-0.005232267083845951j),(-0.007258922393107013+0.0010018944963475582j),(0.0005594667686745624+0.006707209188339261j),(0.005204507704731796-0.0032733479353524515j),(-0.005772549613799785-0.0009400209823108266j),(0.004497246500773264+0.004176975324412791j),(-0.0003961342734185759-0.007248042539601299j),(-0.00863820635615714+0.002575118799263532j),(-0.004248700586371141+0.009340011186910791j),(-0.006597834168526891+0.007194906755116604j),(-0.00676586113908233-0.004361085026271708j)
