index,xy,inc,scat,tot
"(-3.0, -3.0)",[-3. -3.],(0.7773494792181547+0.6290689844200426j),(0.019339622043234105+0.1373381946012592j),(0.7966891012613888+0.7664071790213017j)
"(-2.8461538461538463, -3.0)",[-2.84615385 -3.        ],(-0.10860406938749748+0.994085084946191j),(0.11016883576267297+0.09096771976862236j),(0.001564766375175497+1.0850528047148134j)
"(-2.6923076923076925, -3.0)",[-2.69230769 -3.        ],(-0.8948427434723873+0.4463815234245378j),(0.14780081821227525-0.0031458761217826557j),(-0.7470419252601121+0.44323564730275516j)
"(-2.5384615384615383, -3.0)",[-2.53846154 -3.        ],(-0.8594811553903232-0.5111674319916275j),(0.1173724589708572-0.09932126413863426j),(-0.742108696419466-0.6104886961302618j)
"(-2.3846153846153846, -3.0)",[-2.38461538 -3.        ],(-0.03498656293693535-0.9993877828019812j),(0.034963898378003025-0.15696309152187812j),(-2.2664558932322665e-05-1.1563508743238593j)
"(-2.230769230769231, -3.0)",[-2.23076923 -3.        ],(0.8216309578085959-0.5700197971742117j),(-0.06546514500697041-0.1559602479534899j),(0.7561658128016254-0.7259800451277016j)
"(-2.0769230769230766, -3.0)",[-2.07692308 -3.        ],(0.9238676498953127+0.38271211827810203j),(-0.1485515815970722-0.09959340662637006j),(0.7753160682982405+0.28311871165173197j)
"(-1.923076923076923, -3.0)",[-1.92307692 -3.        ],(0.17785484909783048+0.9840567324358834j),(-0.18975516471773338-0.00814454705377756j),(-0.011900315619902901+0.9759121853821059j)
"(-1.7692307692307692, -3.0)",[-1.76923077 -3.        ],(-0.731455460353972+0.681889220855088j),(-0.18050796918287546+0.09127880986997787j),(-0.9119634295368475+0.7731680307250658j)
"(-1.6153846153846154, -3.0)",[-1.61538462 -3.        ],(-0.9691796141665602-0.24635518156506767j),(-0.12706353060947187+0.17419584006270325j),(-1.0962431447760321-0.07215934150236442j)
"(-1.4615384615384615, -3.0)",[-1.46153846 -3.        ],(-0.3170510749839535-0.9484084646667381j),(-0.04537587595619531+0.2249764652131216j),(-0.3624269509401488-0.7234319994536165j)
"(-1.3076923076923075, -3.0)",[-1.30769231 -3.        ],(0.6261780494437382-0.7796800949074147j),(0.04543282419342539+0.2390509123423209j),(0.6716108736371637-0.5406291825650938j)
"(-1.1538461538461537, -3.0)",[-1.15384615 -3.        ],(0.9944815197952718+0.10491190011474566j),(0.12882598295505837+0.22156000982247842j),(1.12330750275033+0.3264719099372241j)
