index,value
"(0,)",(-4.216158890140677+8.535658351556963j)
"(1,)",(-11.143455796564623+3.5393980809157575j)
"(2,)",(5.040334827020793+8.074081641220994j)
"(3,)",(-1.5533655829630557+2.091113893299073j)
"(4,)",(5.540829157959383-7.931055861536964j)
"(5,)",(-6.692599912077014+5.580732350032918j)
"(6,)",(20.067547146466495+3.449578993627366j)
"(7,)",(13.263857413623981+0.4454232248345027j)
"(8,)",(-12.498231707883463+0.6533998671983318j)
"(9,)",(3.632762740324555-0.8205520581974977j)
"(10,)",(-7.2260844774900335-1.3480569626321781j)
