index,value
"(0,)",(-5.314491975084614+2.38803554219657j)
"(1,)",(-9.362285466296656-0.20723875318904872j)
"(2,)",(-1.1283825840318058+7.110616635709366j)
"(3,)",(-0.5581196620199425-2.4866153412012366j)
"(4,)",(3.8425024232055653+4.406491080375742j)
"(5,)",(-3.784557944813889-7.714831615995264j)
"(6,)",(1.5467543488774713+13.755063990112895j)
"(7,)",(24.15707727026177+3.0216575068392233j)
"(8,)",(2.914333613653035+9.018926973967842j)
"(9,)",(-6.642813228924506-7.9416702680470035j)
"(10,)",(1.810671104017748+4.62882933214333j)
"(11,)",(-0.41907881893301385-5.069607596984185j)
