index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)"
"(-1.4615384615384615, -3.0)",(0.00026556117504273214-0.012036097045928323j),(0.008671870990696976+0.007299811659762383j),(0.0006246461214248595+0.013193199728119269j),(0.009415638711718811+0.005698596688051312j),(-0.003208241222641687-0.005660807825381753j),(0.0031817906461630422+0.00127793415156128j),(-0.005640119679608165+0.0021271855350683032j),(0.01517997657670429+0.0034419735931153373j),(0.013865012545641932+0.005121001214884904j),(-0.005455724236481601+0.0002931319897287102j),(0.002611390959169623+0.0023846863764518237j)
"(-1.3076923076923075, -3.0)",(-0.007546498521020165-0.009174308500968597j),(0.011116901690166029+0.0009989235333989267j),(0.006722609933560593+0.01148804194193618j),(0.01116964239978429+0.0022321575463810123j),(-0.004694264859012552-0.005107085537879889j),(0.0034820433322576574+0.0007803677137609813j),(-0.004674612795133006+0.0030022530453873075j),(0.01490547446260994-0.0022099970484818323j),(0.01518580542383646-0.0036945664491566392j),(-0.004209557363559571+0.004204033276501287j),(0.0034885813692137795-9.945005556997383e-05j)
"(-1.1538461538461537, -3.0)",(-0.011474612738295281-0.0023390714222272313j),(0.009672904716074114-0.005144870729899942j),(0.01108623545044119+0.007491789121732888j),(0.011690818484513255-0.0012933343198331165j),(-0.005899535360939377-0.0044395414276852145j),(0.0037239006351661927+0.0004256315230172378j),(-0.0038502633512253067+0.0033689888564553106j),(0.013000654137262849-0.0062866886865357244j),(0.011759010728752767-0.011510201734921705j),(-0.0006223252554265645+0.006480478156227658j),(0.002496891910758057-0.002396573635649177j)
"(-1.0, -3.0)",(-0.010390759041596462+0.00500806453446574j),(0.0054827117740708494-0.009208987008835432j),(0.013187911686325078+0.00245183289274882j),(0.011265564844605174-0.004458143976791026j),(-0.006848378933197426-0.0038210079407119566j),(0.0039596699726963825+0.0002468816851062754j),(-0.0032790588611405426+0.0033946798437959795j),(0.010620342423972614-0.00864530214361255j),(0.005446179816983421-0.016340989699266183j),(0.0037364588213698933+0.006100588446625363j),(0.0003624809499637261-0.00343568151868422j)
"(-0.8461538461538458, -3.0)",(-0.005490691637860228+0.009937708599055614j),(0.0002860657586710655-0.010442075407140476j),(0.01317051165079226-0.0025135873978805795j),(0.010260525868505944-0.0070438341113116636j),(-0.007587626156403348-0.003384551101201478j),(0.004215001962457546+0.0002778700845952332j),(-0.002980882076453776+0.0032026895883301917j),(0.008548558998254407-0.009591888069144695j),(-0.0015340780138508433-0.017832924270691223j),(0.007182218915369866+0.003255653055858997j),(-0.0018363731593121371-0.002953531414950244j)
"(-0.6923076923076921, -3.0)",(0.0008545017683791005+0.011137414502236747j),(-0.004365762865991273-0.009154173127504005j),(0.011584584886708028-0.006656165572040264j),(0.00902969280104608-0.008997304451872393j),(-0.00815794224746521-0.003234878801368437j),(0.004480657076840669+0.0005589681076983384j),(-0.002925283406250856+0.002856838920795977j),(0.007159014364360745-0.009543735977244583j),(-0.007542709002490368-0.016820722669210895j),(0.008649607533444527-0.0010049626959744912j),(-0.0032629566796126223-0.001366419631361934j)
"(-0.5384615384615383, -3.0)",(0.006384160065488547+0.00894193030331872j),(-0.007547981509762378-0.006260900509289325j),(0.009113886260429053-0.009644171442102077j),(0.007863621898279412-0.010370604789468005j),(-0.008569973432485055-0.003452227899268146j),(0.004702242253407196+0.001132972043730204j),(-0.0030541705141803105+0.0023671154816976023j),(0.00651340806910058-0.00882930085552505j),(-0.011830542751533403-0.014598696153077554j),(0.007950691536458497-0.005411463958901048j),(-0.0035866492515263305+0.0006297139759964368j)
"(-0.3846153846153846, -3.0)",(0.009743251244320583+0.00467722572367613j),(-0.009020655324960807-0.0027905622316760233j),(0.0063764090459656215-0.011481022254500099j),(0.0069736019605012856-0.011259996456930127j),(-0.008785966751749953-0.004091595107132981j),(0.00477028518456892+0.0020272992611435367j),(-0.003285164871599435+0.0017059637796285943j),(0.0064772598898533255-0.007626380721738805j),(-0.01435639538606481-0.012343326088386676j),(0.005592483630451416-0.009010965650282431j),(-0.0029232391169313624+0.0024248852884522078j)
"(-0.23076923076923084, -3.0)",(0.010634923409860973-0.00013822262944784489j),(-0.009041065903407705+0.0004507256750356167j),(0.0038255583726883743-0.012373460377633153j),(0.006496746701543151-0.011756771675394267j),(-0.008708377996831992-0.005171707072880864j),(0.00451859398662885+0.00322024128507312j),(-0.0035021626716070027+0.000833440238014068j),(0.006799083996738852-0.0059934117444080046j),(-0.015409837770824109-0.010841670057727477j),(0.0023902342869336624-0.011405335948881913j),(-0.0016198830262522622+0.003674089050025162j)
"(-0.07692307692307665, -3.0)",(0.009528085465188981-0.004352535642103389j),(-0.008100345701254308+0.0030064184838851323j),(0.0017341104777232053-0.012606768918613386j),(0.006507937271426007-0.011913698726993186j),(-0.0081798481403187-0.006650842367160255j),(0.003744430315446358+0.004594254749914213j),(-0.003545152276918605-0.00026494561940703585j),(0.0071539889352820515-0.003949041365031297j),(-0.015277317057753967-0.010455416794746658j),(-0.0008801383525964296-0.012703068690935519j),(-4.910331155096291e-05+0.004300414969925204j)
"(0.0769230769230771, -3.0)",(0.0072220063584854605-0.007385575617346755j),(-0.006705599051997868+0.004738961661927253j),(0.00022718647525934616-0.012455044863810225j),(0.007027960317122144-0.011726560687698421j),(-0.007002477197581099-0.00839144241425427j),(0.002265892555953966+0.005890681444770469j),(-0.003217875739490191-0.001526260430046113j),(0.007180678191557478-0.0015672430357139815j),(-0.014061319845850802-0.011175403511662569j),(-0.0036601463331587714-0.013316683211029946j),(0.001510195554745251+0.00440850574805937j)
"(0.23076923076923084, -3.0)",(0.004491710441780771-0.009161837413528572j),(-0.00525562234682876+0.005723426718381117j),(-0.0006675348621898629-0.012130779454185689j),(0.008021759784725854-0.011129747308465885j),(-0.0049860981800527995-0.010123293273382643j),(2.3756717896591705e-05+0.006696092175927693j),(-0.0023357195520770403-0.002756233740677988j),(0.006543545021979468+0.000940734657468366j),(-0.011670263329743575-0.012662842138463835j),(-0.005613339374806543-0.013739138340224161j),(0.002904675651618724+0.00418788676362964j)
"(0.384615384615385, -3.0)",(0.0019013511661794815-0.009920152037129898j),(-0.004003014193333478+0.006133293167591195j),(-0.000973922195969895-0.011765073405015845j),(0.00938558783715167-0.010006736338754233j),(-0.0020316289414999142-0.011425448576518633j),(-0.002789104744202605+0.006502191282622837j),(-0.0008267567680136396-0.0036084280400362715j),(0.0050345188407528215+0.003191470952523088j),(-0.007960116793523486-0.014262644963053336j),(-0.006527624399464155-0.01436863582075793j),(0.004084842442210619+0.00384595654166814j)
"(0.5384615384615388, -3.0)",(-0.00023187986713842437-0.010021812263837231j),(-0.003070707605649067+0.006154761710295986j),(-0.0007365808354078992-0.011406492370784733j),(0.010927156711276557-0.008218551835159215j),(0.0017572228897838776-0.011756413547852968j),(-0.0056263413056443145+0.004873079829098005j),(0.0011349600920192832-0.0036491901449536832j),(0.0026974818564549294+0.004678149359517125j),(-0.0029875499975385734-0.015056510578262825j),(-0.006205382409732108-0.015384960456134794j),(0.0050612096501859395+0.003576268907140847j)
"(0.6923076923076925, -3.0)",(-0.0017848495262116396-0.009817073140786033j),(-0.0024901270287159103+0.005938347583103037j),(-8.078994660005622e-06-0.011029127345422756j),(0.012348916934579422-0.005653641115826829j),(0.005963789505253707-0.01056273123372319j),(-0.007606516086091522+0.0017092155935110067j),(0.003039408096629887-0.0025459868960637628j),(-7.959861589011304e-05+0.004924039327506919j),(0.0027133960810360033-0.014058256944423477j),(-0.004420172614712213-0.016653285266972667j),(0.0058555673243156844+0.0035505479900850307j)
"(0.8461538461538463, -3.0)",(-0.0027458857104497273-0.009577680935074927j),(-0.0022386547111103287+0.005580937130294158j),(0.0011473647431105986-0.01054531741807639j),(0.013250610763884639-0.002298776211656249j),(0.00980760153322296-0.007477790530735781j),(-0.007741447611649166-0.002484073698566682j),(0.004110692911491742-0.0003448048639999617j),(-0.0025850435931468537+0.0037172135848982206j),(0.007991280917533995-0.010604745916140084j),(-0.0009971659570862561-0.01765405906166476j),(0.006453123029773184+0.00391736683204418j)
"(1.0, -3.0)",(-0.003140026116350349-0.009475641097357237j),(-0.0022659552505853277+0.00512694951857082j),(0.0026378901051871775-0.009823274820160639j),(0.013170721119302767+0.0016790104831781443j),(0.012227589650915938-0.002578653140805857j),(-0.0053879042395315125-0.006499956195220573j),(0.0036215026178415934+0.0023120368201697407j),(-0.003982928433347925+0.0013355056300678367j),(0.011266351735323256-0.004850080220033958j),(0.0039643063201499715-0.01749520461528661j),(0.006758474075936528+0.004789258782956579j)
"(1.1538461538461542, -3.0)",(-0.002978602521886391-0.009582421131861885j),(-0.002507262335343048+0.004579139820268537j),(0.004322082741572832-0.008713003438892562j),(0.011682856121002339+0.005864140276813716j),(0.012156229704022501+0.0033943619856752513j),(-0.0007799419713551007-0.008696720539479806j),(0.001388551926547924+0.004253295736141634j),(-0.003682746722683291-0.0013869621741853114j),(0.011140507104186985+0.0019136101148317104j),(0.009786971215243481-0.015113683806755507j),(0.0065649649154223425+0.006201429724442752j)
"(1.3076923076923084, -3.0)",(-0.0022378857652119192-0.009868881105211856j),(-0.002886341992647068+0.003913602983822064j),(0.005990286792591774-0.00708431408739743j),(0.008547504948285732+0.009577537836936918j),(0.008969245184883116+0.00900381293174506j),(0.0046687520209903995-0.007689489803600755j),(-0.001828567618476358+0.004279421281154596j),(-0.0017409718070192453-0.003289856560353888j),(0.007253286619079778+0.00746263624503628j),(0.015012216945788167-0.009750510297049033j),(0.005560896618950816+0.008033937463416702j)
"(1.4615384615384617, -3.0)",(-0.0008687712274584331-0.010197392609720572j),(-0.0033127520851599893+0.003097045026873252j),(0.0073611957639409835-0.0048774940890396684j),(0.003890096833607455+0.011960177068973976j),(0.0029742929219753905+0.012410223417716628j),(0.008644166848485757-0.0032497924362585744j),(-0.0044158168177518865+0.00196099772200527j),(0.0009600902346549006-0.003421057224690672j),(0.0008975637064260313+0.009541041683863025j),(0.0175736116086889-0.0016267407790437598j),(0.0034092730425430233+0.009913102731261059j)
"(1.6153846153846159, -3.0)",(0.001159273987182981-0.010311035805443155j),(-0.0036786674164967915+0.0021062276027668343j),(0.008106912385133556-0.002159941724067473j),(-0.001660945654120426+0.012183521843727316j),(-0.004317680720075368+0.012030746377658554j),(0.008925311816735339+0.0031010134860154285j),(-0.004687244240194122-0.0017558332680634745j),(0.002995922193879265-0.0016519827895269562j),(-0.005181660663396868+0.007156154462216489j),(0.015556877435492071+0.007517808720752561j),(-6.75612234263886e-05+0.011149564099749487j)
"(1.7692307692307692, -3.0)",(0.0037787901050108453-0.009839517031907876j),(-0.003860764070329015+0.000949363787033114j),(0.007915973708473897+0.0008279761283693029j),(-0.006969792761672583+0.009767597306971274j),(-0.01042131764991454+0.007385274683006031j),(0.00475349792363833+0.00838396710130302j),(-0.002066440788369866-0.00474192316181041j),(0.0031520580854533446+0.0010411076580221714j),(-0.008022273416701324+0.0014998922273891527j),(0.00841972127622036+0.014558474767877002j),(-0.004614379971078252+0.010813487127581737j)
"(1.9230769230769234, -3.0)",(0.006720974364939207-0.008354069609280939j),(-0.0037324314938826843-0.0003127749857453583j),(0.006592458574519963+0.0036636662533357594j),(-0.01060705304835361+0.004914870244062426j),(-0.012734020414792291-0.00027360987566638144j),(-0.00223206079022111+0.009545504316044173j),(0.0021424374999116018-0.004882714376228198j),(0.0012692337112591115+0.0029839562109236933j),(-0.006198132823839282-0.004324363575812922j),(-0.0019672841694328355+0.016175601298554672j),(-0.009294070818447485+0.008047687702375387j)
"(2.0769230769230775, -3.0)",(0.009427216373619946-0.005504268121423541j),(-0.0031900968853639786-0.0015517799331830396j),(0.004170009831302059+0.005797113373890789j),(-0.011298703830455895-0.0013000469781236854j),(-0.009807686320065744-0.008032583561495332j),(-0.008360224724669633+0.005386907739807348j),(0.005218472401294058-0.0016812843624984329j),(-0.0014468078577812322+0.002838383701365854j),(-0.0009550294576777993-0.006953441029869569j),(-0.011404344210376095+0.010837165873056224j),(-0.012483494677507492+0.002620167901741222j)
"(2.230769230769231, -3.0)",(0.011048756723761526-0.0012430330294188694j),(-0.0021934233153909077-0.0025721784054122234j),(0.00099753628215538+0.006684221075457363j),(-0.008502972853863503-0.007059116685097378j),(-0.002435871878080599-0.012358907846014185j),(-0.009828296975192472-0.0021766803575632137j),(0.004784170278461752+0.0029558738348757297j),(-0.0030796948110070293+0.0006381266463895745j),(0.004294390382090712-0.004930886146396644j),(-0.015142735474270324+0.00045156854241126034j),(-0.012346222077554439-0.004494869441376091j)
"(2.384615384615385, -3.0)",(0.010623658493069055+0.003918438987620041j),(-0.0008115804669909673-0.0031392552634075276j),(-0.002259947057855607+0.005982218314968612j),(-0.0028737815408069883-0.010335567875826169j),(0.006200791022224762-0.010851201792851824j),(-0.00524755686475085-0.008708538847880094j),(0.0007706303622969296+0.00570299343552677j),(-0.0023637237530336305-0.002032096623983111j),(0.006109938890462933+0.0001447601564606324j),(-0.010787194316729778-0.00978154504960239j),(-0.007812170212950464-0.010943418952877555j)
"(2.5384615384615383, -3.0)",(0.007477571701986863+0.008772082676972872j),(0.0007426377483710173-0.003042168859108345j),(-0.0047514907405514974+0.0037480537284914515j),(0.003689423545520567-0.009728818846833645j),(0.01177247878001291-0.003842446350369101j),(0.0029018530717683936-0.00983035143591287j),(-0.004070411186032857+0.004237897086234351j),(0.00022019845183659053-0.0030914144165323375j),(0.00345383736338217+0.004574018552994674j),(-0.0004926834126333002-0.013971605472950111j),(0.0003251687422107772-0.013675680913795129j)
"(2.6923076923076925, -3.0)",(0.0017650288054292355+0.011591360930900678j),(0.0021182535509788156-0.002187685916126361j),(-0.005703479633627929+0.0005455583688264475j),(0.008602639230064466-0.005263760585326786j),(0.011079838866983185+0.00523978988689951j),(0.009346229629191492-0.004364174456150833j),(-0.0059517724987888584-0.0006526340105798262j),(0.0026300445743431106-0.0016204759998710164j),(-0.001457586077081561+0.005192291548150643j),(0.009557758143291965-0.009411350250067523j),(0.008985107624701894-0.010534496047828919j)
"(2.8461538461538467, -3.0)",(-0.0051188378352518505+0.010759704914105018j),(0.0028981807199790635-0.0006975837463135883j),(-0.0047466030412358804-0.0026329060476138217j),(0.009682648948768913+0.001308294916301784j),(0.004177902332558006+0.01137521300892734j),(0.009436477057879221+0.004286787944836597j),(-0.0030928729552310314-0.005245288701931861j),(0.002830145984748843+0.00122820275508878j),(-0.0047671325490798305+0.0017869650204344941j),(0.012828982492283692+0.0009909138739935053j),(0.013801324502144587-0.0020399604066495204j)
"(3.0, -3.0)",(-0.010648927055480668+0.005735395395370244j),(0.0027454576376733713+0.001041600472017049j),(-0.002167849528077709-0.004667931459043976j),(0.006311646438887363+0.007049982458051651j),(-0.0051393766531764844+0.010811863253774659j),(0.0027325359127599556+0.01003452303866922j),(0.0024583943257304934-0.005671937315435791j),(0.0005733039053187476+0.003031973557341321j),(-0.003989797780956836-0.00270665940951429j),(0.0071243374836292474+0.010081444983149305j),(0.011528969488403337+0.007947526468418873j)
"(-3.0, -2.8461538461538463)",(0.013114974825274014-0.0026753442448609766j),(0.005161594738953475+0.01071350716345956j),(0.007788260807802926+0.007995333862026529j),(0.001727559492959553-0.0069863184185453234j),(0.0005198075095547426+0.003464129001161367j),(-0.0033483015994526925-0.002086178456397809j),(0.00914613646797749+0.005762099454482707j),(0.014106560251206062-0.005313754346076375j),(0.0009231323903117733+0.00783929541312192j),(0.0009815373461018856-0.0029488597075146635j),(-0.004142336013116295+0.0017216941425726533j)
"(-2.8461538461538463, -2.8461538461538463)",(0.005713863617195666-0.012067564372062852j),(0.011535837395000038+0.0031372486094455405j),(0.011414861375121318+0.00034622003926804395j),(-0.003206831674846436-0.006811121853757703j),(0.0025720705042527256+0.002639466235365923j),(-0.003795431868444138+0.00029331740650675764j),(0.010409502380685833-0.0015863181855290277j),(0.005520539549854309-0.014429412050436933j),(0.007302821923766274+0.004027872669181049j),(-0.00199104281157159-0.002510508512539717j),(-0.0008589525024908383+0.004337005719479393j)
"(-2.6923076923076925, -2.8461538461538463)",(-0.006047096535457876-0.011854336591301615j),(0.010078774001136152-0.006522292112806712j),(0.008799506645504176-0.00767765089056683j),(-0.007009405036653934-0.0035922871594053747j),(0.0038097903896492395+0.0007947994930591174j),(-0.0028672733977195964+0.0023034519990869917j),(0.006885911363828438-0.007530977361213346j),(-0.006907233555430856-0.014218022902552044j),(0.008036871242109207-0.0036607641109116804j),(-0.0033056020656426423+0.0002597264818957209j),(0.0030430041376749654+0.0031111866856285662j)
"(-2.5384615384615383, -2.8461538461538463)",(-0.012988125091677547-0.002628116976406267j),(0.0020858347726308013-0.011858832087358245j),(0.001516039721994515-0.011836897740684514j),(-0.008139126483208754+0.0012869211423212831j),(0.003867615921609421-0.001430966252647443j),(-0.0011597500291251367+0.003368346288133154j),(0.0009753583477346615-0.009785280007161322j),(-0.015257538761126486-0.00525199520634026j),(0.002156910598425991-0.009120423840081516j),(-0.0017369056970130887+0.0029758502334783564j),(0.004223030120509683-0.0006847748958711279j)
"(-2.3846153846153846, -2.8461538461538463)",(-0.010215886293169094+0.008331452450304248j),(-0.007099541680112053-0.009748944067694557j),(-0.006631484910767098-0.010221588308212438j),(-0.006253694664273043+0.005931305493868612j),(0.0027926753654141244-0.003378235789424367j),(0.0006572471326312796+0.003401500363010621j),(-0.004525944639400513-0.00825985417682415j),(-0.014985988412805665+0.006719626819109676j),(-0.006080038810717504-0.00789681442819771j),(0.0014648815601577565+0.003285578487445064j),(0.001889723758437611-0.003751325026094214j)
"(-2.230769230769231, -2.8461538461538463)",(-0.0002586864688923496+0.013097797020482634j),(-0.011910267905424148-0.0018971422772555487j),(-0.01180874030312851-0.0038728197857209874j),(-0.002138277177216447+0.008754143990820024j),(0.000934111084838154-0.004576471064360076j),(0.0021057067611211645+0.0026546950848211808j),(-0.00780839884134068-0.004397986134568594j),(-0.0070030607450576885+0.015109397015454043j),(-0.010603692604176823-0.0005511324138804395j),(0.0036825278448708062+0.000831005664945172j),(-0.0018345198557812757-0.0036882186468628233j)
"(-2.0769230769230766, -2.8461538461538463)",(0.009586840328418472+0.008786930742310859j),(-0.009909961487850023+0.00683682548322255j),(-0.011954692461163693+0.004167897793585963j),(0.002793888816453663+0.008991416287612726j),(-0.0012346357100358446-0.00483270519906072j),(0.0029828505652489934+0.001500607444508687j),(-0.008468448411470923-3.205042497208216e-05j),(0.003985009987114699+0.016328525052645388j),(-0.00803924347975828+0.00798380886775578j),(0.003080139425347283-0.0025269571394441947j),(-0.003957073828608694-0.0007928821631731379j)
"(-1.923076923076923, -2.8461538461538463)",(0.012845849029337908-0.001120969654782293j),(-0.002711899488648551+0.011684251233973842j),(-0.007383512641376429+0.010552847936837858j),(0.0071122392147996176+0.006783514939601718j),(-0.003278670339272823-0.00420824822507125j),(0.0033101238279479874+0.0002667186599601476j),(-0.007139408735644029+0.0034888935192676066j),(0.0128533938807681+0.01092167139214776j),(0.00015128654336119487+0.012102648932048482j),(-9.965306135482534e-06-0.004230152419655401j),(-0.0030339995769170292+0.0025310622912225354j)
"(-1.7692307692307692, -2.8461538461538463)",(0.007991620804327504-0.009961119426966857j),(0.005570831866391879+0.01054255893003765j),(-0.00019375718612163912+0.013079410033315428j),(0.0098235858136836+0.0029169481171578146j),(-0.004902325302505387-0.002929299827583121j),(0.0032308309676637435-0.0008396590187853424j),(-0.00483865298747826+0.005605544885417967j),(0.016672754981220582+0.0021493366109909535j),(0.009072870177103516+0.009221980983884215j),(-0.0034339579612047357-0.002939815122554353j),(-1.1287885610708485e-05+0.0038673070095867294j)
"(-1.6153846153846154, -2.8461538461538463)",(-0.0013675981822871396-0.012558432102875178j),(0.010905393965092098+0.0045700191364392686j),(0.006932471145606993+0.011304377206398085j),(0.010551722148916027-0.0015751871352274903j),(-0.005979161920828248-0.0012826382826168804j),(0.002919451392533085-0.001732435088930262j),(-0.002450063453188502+0.006404205265752711j),(0.015359283264548733-0.006350555725425168j),(0.013790058519151625+0.0009665816421027991j),(-0.004825989472112632+0.0005995763058526962j),(0.002837551171892664+0.0025075351871773587j)
"(-1.4615384615384615, -2.8461538461538463)",(-0.009525336369645199-0.008065213307090941j),(0.01129163779510774-0.0030390651538204114j),(0.01184783623116912+0.006292100129789388j),(0.009468751355101973-0.005768587445743975j),(-0.0065290648845984164+0.000467218228720009j),(0.002528638420015639-0.002410915946146957j),(-0.0004993323503633698+0.006295728036246244j),(0.010726354563497242-0.012247797515851994j),(0.012114315986566893-0.008419735573297213j),(-0.003178507993138586+0.004200136795545422j),(0.0036935867604609126-0.00037470343692207463j)
"(-1.3076923076923075, -2.8461538461538463)",(-0.012311333463989648+0.0003736098218808624j),(0.007232597889046204-0.008978721628202234j),(0.013538458705578876-0.0001378090958489496j),(0.007086563491784462-0.009056117986265008j),(-0.006669540474875677+0.0021239586518623744j),(0.002171899652928366-0.0029175800927054274j),(0.0008309545074208454+0.005735622492483152j),(0.005046923162826493-0.014954518282561094j),(0.005203792499437973-0.014817163815558618j),(0.0006615255054640054+0.0057048732661887916j),(0.0022739929959945597-0.0028534388579782525j)
"(-1.1538461538461537, -2.8461538461538463)",(-0.009012242496882558+0.00813596149516093j),(0.0009077785412585278-0.011293975813485218j),(0.012134073628815387-0.006205973258980064j),(0.004025491663130508-0.011196594047360757j),(-0.0065646742644506605+0.0035701006851514565j),(0.001928194093788179-0.0033044961873703537j),(0.0015759510607126648+0.005072068669632334j),(2.9844120940333958e-05-0.015128094974186209j),(-0.003802571921715039-0.016209393907037403j),(0.004685088472151442+0.004213750258552904j),(-0.000333283227733635-0.003584769380912172j)
"(-1.0, -2.8461538461538463)",(-0.001947063330974779+0.011796607721321592j),(-0.005161074594872616-0.009821605485445018j),(0.008526295533593783-0.010698387898975861j),(0.0008391270395239812-0.012250012043168106j),(-0.0063854819676626194+0.00475277829737059j),(0.001854506609831069-0.0036108270265260522j),(0.001858051992140785+0.004507954176559306j),(-0.003504880937573204-0.013891778810933716j),(-0.01176864910551489-0.013018030298015524j),(0.006941765892491684+0.0003798764265181542j),(-0.002620615552355121-0.002428864551618349j)
"(-0.8461538461538458, -2.8461538461538463)",(0.00538873502614224+0.010456745442666768j),(-0.009176397686285486-0.005738232365545374j),(0.0038727183692323776-0.013130333879271674j),(-0.002075879287742125-0.012462925061027596j),(-0.006285434362955736+0.005656853649234902j),(0.0019965723546514504-0.0038478192400768978j),(0.001799426989998019+0.004124620445190806j),(-0.005446393690896184-0.012246722770236394j),(-0.01690032158557374-0.00716105247465687j),(0.006474114005833901-0.004177381708748092j),(-0.003568904152301089-0.00019936370234896732j)
