index,value
"(0,)",(-4.288819800252958+1.7384008752532725j)
"(1,)",(4.184967573650281+4.423338640575949j)
"(2,)",(-2.9137058493781125+0.37842004111147265j)
"(3,)",(-4.815213969092422+5.4383175129976395j)
"(4,)",(-4.272153126341626+3.0329747326353393j)
"(5,)",(-7.920739819080543+2.9041285519865054j)
"(6,)",(-7.505407677857699+3.9260587350768565j)
"(7,)",(-7.549042059029679+2.718792326881128j)
"(8,)",(-7.575715535546534+3.27197382121589j)
"(9,)",(-5.895292248599702+3.362192332563703j)
"(10,)",(-4.569819236512533+3.0692193137792474j)
"(11,)",(-2.7587733834413966+3.186753033577707j)
"(12,)",(-0.7561866001573339+2.7350647683718146j)
"(13,)",(0.7513672538802338+2.2577855186964664j)
"(14,)",(2.0533057270879356+1.881898334896531j)
"(15,)",(2.8837200971882764+1.54134933625454j)
"(16,)",(3.351736072433866+1.5319757271093284j)
"(17,)",(3.7500315666963866+1.6392815297696886j)
"(18,)",(4.0725883846387205+1.5677631363508544j)
"(19,)",(4.25189761129926+1.0214678551715055j)
"(20,)",(3.923178344821199-0.232501218393667j)
"(21,)",(2.6044994654734293-1.9558374727988386j)
"(22,)",(0.10462925147226976-3.490909017241801j)
"(23,)",(-3.256285670666886-3.991820016285629j)
"(24,)",(-6.5285090469700595-2.8419644691136323j)
"(25,)",(-8.436736699246769-0.14601348560583904j)
"(26,)",(-7.991999047547259+3.153563310086621j)
"(27,)",(-5.0438117978579164+5.604848260968554j)
"(28,)",(-0.4973790207950435+5.910342743363987j)
"(29,)",(4.010078945774628+3.603724423579374j)
"(30,)",(6.823471815528677-0.6729983279830245j)
"(31,)",(6.984044956508276-5.43015681168584j)
"(32,)",(4.593511922133077-8.977513585577775j)
"(33,)",(0.6736255453170426-10.114260623334296j)
"(34,)",(-3.344857610222303-8.525772783101127j)
"(35,)",(-6.206191107213895-4.762853378391505j)
"(36,)",(-7.224095661684995+0.10034002529606845j)
"(37,)",(-6.371528996396012+4.914143945202963j)
"(38,)",(-4.116910012388172+8.804579554347027j)
"(39,)",(-1.1474725444441365+11.331736610164693j)
"(40,)",(1.8853984865611144+12.467557568981366j)
"(41,)",(4.521506924004424+12.467270517335553j)
"(42,)",(6.536527791319097+11.716712922708915j)
"(43,)",(7.906824167157783+10.610106024936318j)
"(44,)",(8.736077648165983+9.478402233850378j)
"(45,)",(9.177808048463161+8.562604193663526j)
"(46,)",(9.373032832795872+8.015572693055427j)
"(47,)",(9.40848107250562+7.91476233801378j)
"(48,)",(9.295624994271321+8.272311789024032j)
"(49,)",(8.968260031002693+9.037150552326853j)
"(50,)",(8.296756764544073+10.086514247639464j)
"(51,)",(7.123927560315814+11.211919911175915j)
"(52,)",(5.320726241132895+12.113635508028509j)
"(53,)",(2.858669836777032+12.413425336236497j)
"(54,)",(-0.10861311857889433+11.710254152695695j)
"(55,)",(-3.197345367091626+9.689684597093889j)
"(56,)",(-5.8065882917989065+6.2629752902664j)
"(57,)",(-7.228536091036155+1.7207557405735958j)
"(58,)",(-6.891659856638695-3.2006062629674457j)
"(59,)",(-4.625966349047319-7.426320275911028j)
"(60,)",(-0.8833669768473591-9.801296309589379j)
"(61,)",(3.2229358585192855-9.558174474814468j)
"(62,)",(6.28312327587075-6.719117008408512j)
"(63,)",(7.066124304886957-2.1744008323729527j)
"(64,)",(5.088280680445486+2.4369579691503382j)
"(65,)",(1.0497295549109849+5.485860877622935j)
"(66,)",(-3.6511892527825256+6.0696809047909435j)
"(67,)",(-7.274954638578739+4.123718701959055j)
"(68,)",(-8.457157982823503+0.912447411922913j)
"(69,)",(-7.3454574442743885-2.0916515874014223j)
"(70,)",(-4.346693177593637-4.051013164904841j)
"(71,)",(-0.7249072359338782-3.85534048360803j)
"(72,)",(1.6900886892751377-2.6297190476757795j)
"(73,)",(3.8293421330555613-1.2194354932071414j)
"(74,)",(4.326555876419009+1.1466187323233248j)
"(75,)",(3.4784466056451797+1.073691162613239j)
"(76,)",(4.9735668779522815+1.4778444459372748j)
"(77,)",(2.842382571509703+3.123067220343354j)
"(78,)",(2.742160802471018-0.5684495098402356j)
"(79,)",(5.868119754245345+3.2125510460988034j)
