index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.07910123338024037+0.12027955630000926j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.1522612969259338+0.026339333597514038j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.13533046895777345-0.0939728137426046j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.03948531315343183-0.1691146216582861j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(-0.07943893000301303-0.16181131675892568j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.162752342168405-0.08551801284572441j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.18377437314301845+0.015362452600629723j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.15339184703686715+0.0999701630049753j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.09994293866610549+0.1528737294535324j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.044591777936558566+0.18185665961639907j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(0.009100365858681542+0.20061784452600642j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.06841908878414517+0.21382625287291757j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.13813550953687773+0.21507419371251388j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.21286556691051012+0.1955307651621142j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.2795392439505202+0.15379125401328506j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.3256044664447571+0.09930200059695213j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.3456669947773703+0.048461154613895996j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.3423363233083885+0.01756897611030698j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.3219433988624285+0.017213851268161946j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.28872103611243466+0.04986356129078057j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.241110981306335+0.1096033370163788j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.17236627288667206+0.18226901349657548j)
"(0.384615384615385, -3.0)","(0.384615384615385, -3.0)",(0.07587270401294724+0.2457443816724997j)
"(0.5384615384615388, -3.0)","(0.5384615384615388, -3.0)",(-0.046222172318852235+0.2724686919376558j)
"(0.6923076923076925, -3.0)","(0.6923076923076925, -3.0)",(-0.1748462552011508+0.23712734681034853j)
"(0.8461538461538463, -3.0)","(0.8461538461538463, -3.0)",(-0.2724431712377482+0.1302327168732511j)
"(1.0, -3.0)","(1.0, -3.0)",(-0.29410271422917017-0.027369671089766838j)
"(1.1538461538461542, -3.0)","(1.1538461538461542, -3.0)",(-0.21198062987571797-0.1801037609939738j)
"(1.3076923076923084, -3.0)","(1.3076923076923084, -3.0)",(-0.04268299006711032-0.254734892186821j)
"(1.4615384615384617, -3.0)","(1.4615384615384617, -3.0)",(0.1426805810194836-0.199550995468413j)
