index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.04723488327443549+0.1453440923391737j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.13811118189214466+0.08241844819332345j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.16635597451529566-0.027548001552584085j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.11614655631510429-0.1318952534627488j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(0.010285032153853998-0.18151368397743356j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.10326106969585759-0.15535120326154558j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.17726235666140458-0.06816994550290821j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.18766425369525308+0.04158375379727711j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.14010896704625847+0.13424037102947864j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.059720837628119174+0.18701476314209392j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(0.02614698291535781+0.19856945189120714j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.10050653545058377+0.1813921765336699j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.1591804497582713+0.15042944973737538j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.20561807221536035+0.1159198165750721j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.2443047617365433+0.08282706266754493j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.27722273277456255+0.0541490038037769j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.303779707570475+0.03401554180508056j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.32200560199594086+0.028308834149654936j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.32892891047662054+0.04292191667487023j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.3197881251926771+0.0808566608536361j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.28738666078414127+0.13917562600600838j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.2234784394615706+0.20650901566067664j)
"(0.384615384615385, -3.0)","(0.384615384615385, -3.0)",(0.1233979292861557+0.2622468099013532j)
"(0.5384615384615388, -3.0)","(0.5384615384615388, -3.0)",(-0.0066894704996586785+0.27946236167504906j)
"(0.6923076923076925, -3.0)","(0.6923076923076925, -3.0)",(-0.14326180894261925+0.23366033020157978j)
"(0.8461538461538463, -3.0)","(0.8461538461538463, -3.0)",(-0.24545961094075125+0.11700846284291365j)
"(1.0, -3.0)","(1.0, -3.0)",(-0.26725689485545023-0.047478384205296514j)
"(1.1538461538461542, -3.0)","(1.1538461538461542, -3.0)",(-0.18188279329614027-0.20257476002084057j)
"(1.3076923076923084, -3.0)","(1.3076923076923084, -3.0)",(-0.008137082377088552-0.2747665555329704j)
"(1.4615384615384617, -3.0)","(1.4615384615384617, -3.0)",(0.18096245000505873-0.21330635870200249j)
"(1.6153846153846159, -3.0)","(1.6153846153846159, -3.0)",(0.2843280437823774-0.031792771039341645j)
"(1.7692307692307692, -3.0)","(1.7692307692307692, -3.0)",(0.23069643809777254+0.17960945302353137j)
"(1.9230769230769234, -3.0)","(1.9230769230769234, -3.0)",(0.03588090844136374+0.2944240790645226j)
"(2.0769230769230775, -3.0)","(2.0769230769230775, -3.0)",(-0.18758489312273424+0.23057563318929217j)
"(2.230769230769231, -3.0)","(2.230769230769231, -3.0)",(-0.29285452588721833+0.019018968287359155j)
"(2.384615384615385, -3.0)","(2.384615384615385, -3.0)",(-0.2028062725242329-0.20057467828228415j)
"(2.5384615384615383, -3.0)","(2.5384615384615383, -3.0)",(0.02137740116106923-0.27228028436264484j)
"(2.6923076923076925, -3.0)","(2.6923076923076925, -3.0)",(0.21361411486627305-0.14489781974691163j)
"(2.8461538461538467, -3.0)","(2.8461538461538467, -3.0)",(0.2284889152300198+0.07820395334721492j)
"(3.0, -3.0)","(3.0, -3.0)",(0.06297203692145381+0.21560653982392858j)
"(-3.0, -2.8461538461538463)","(-3.0, -2.8461538461538463)",(0.13834791683251885+0.05242898022585295j)
"(-2.8461538461538463, -2.8461538461538463)","(-2.8461538461538463, -2.8461538461538463)",(0.14569784895324675-0.05576715462401763j)
"(-2.6923076923076925, -2.8461538461538463)","(-2.6923076923076925, -2.8461538461538463)",(0.07792357111615444-0.14474598135315156j)
"(-2.5384615384615383, -2.8461538461538463)","(-2.5384615384615383, -2.8461538461538463)",(-0.034503712325890626-0.16915581690475495j)
"(-2.3846153846153846, -2.8461538461538463)","(-2.3846153846153846, -2.8461538461538463)",(-0.13882315955557062-0.11498356217997185j)
"(-2.230769230769231, -2.8461538461538463)","(-2.230769230769231, -2.8461538461538463)",(-0.18670808687542112-0.006198245292703124j)
"(-2.0769230769230766, -2.8461538461538463)","(-2.0769230769230766, -2.8461538461538463)",(-0.15820921923668194+0.10886473336469141j)
"(-1.923076923076923, -2.8461538461538463)","(-1.923076923076923, -2.8461538461538463)",(-0.06905257256552239+0.1834398032623147j)
"(-1.7692307692307692, -2.8461538461538463)","(-1.7692307692307692, -2.8461538461538463)",(0.042065202384423045+0.1945949635196219j)
"(-1.6153846153846154, -2.8461538461538463)","(-1.6153846153846154, -2.8461538461538463)",(0.13637674198414568+0.14909027445411166j)
"(-1.4615384615384615, -2.8461538461538463)","(-1.4615384615384615, -2.8461538461538463)",(0.1929148529731158+0.07224592038397748j)
"(-1.3076923076923075, -2.8461538461538463)","(-1.3076923076923075, -2.8461538461538463)",(0.21210893174176312-0.009726849186455305j)
"(-1.1538461538461537, -2.8461538461538463)","(-1.1538461538461537, -2.8461538461538463)",(0.20716273994526418-0.08173482740158206j)
"(-1.0, -2.8461538461538463)","(-1.0, -2.8461538461538463)",(0.19247051548471164-0.14099844135164596j)
"(-0.8461538461538458, -2.8461538461538463)","(-0.8461538461538458, -2.8461538461538463)",(0.17713832535019994-0.19081709858023055j)
"(-0.6923076923076921, -2.8461538461538463)","(-0.6923076923076921, -2.8461538461538463)",(0.16533255920816115-0.233705590323736j)
"(-0.5384615384615383, -2.8461538461538463)","(-0.5384615384615383, -2.8461538461538463)",(0.15987412915521776-0.2682298635615048j)
"(-0.3846153846153846, -2.8461538461538463)","(-0.3846153846153846, -2.8461538461538463)",(0.1646097126811756-0.28946318671030885j)
"(-0.23076923076923084, -2.8461538461538463)","(-0.23076923076923084, -2.8461538461538463)",(0.18352133236803342-0.2906765034060676j)
