index,value
"(0,)",(-2.3880806356541453-0.28446489841093936j)
"(1,)",(-6.230153819937544+5.907520952283705j)
"(2,)",(-6.726191384841264+3.5578532909954035j)
"(3,)",(-0.7378126568273111+2.5864362833848147j)
"(4,)",(0.9381529508919906+2.1735380405408344j)
"(5,)",(3.8687050390997566-2.6094626502802507j)
"(6,)",(-8.98115420421642+2.1115989433204936j)
"(7,)",(8.687266560862986+4.031466845210701j)
"(8,)",(-4.355901299787968-12.997304006823537j)
"(9,)",(-5.580577868315274+11.265192656205365j)
"(10,)",(13.65879256347435+8.342315848137881j)
"(11,)",(12.200851627499924+2.430959274730176j)
"(12,)",(14.780740058592936+5.732064860021596j)
"(13,)",(-1.096345499114553+12.394197165760382j)
"(14,)",(-8.852452349415964-10.605782461121292j)
"(15,)",(9.503279691274091-0.3837079419016076j)
"(16,)",(-8.352059128581175+5.843848595862576j)
"(17,)",(2.5406992792213696-5.807363796808953j)
"(18,)",(1.9576380232269606+3.5966770136461275j)
