index,xy,inc,scat,tot
"(-3.0, -3.0)",[-3. -3.],(0.7773494792181547+0.6290689844200426j),(0.048993230677311005+0.11875292589315901j),(0.8263427098954657+0.7478219103132016j)
"(-2.8461538461538463, -3.0)",[-2.84615385 -3.        ],(-0.10860406938749748+0.994085084946191j),(0.11864445424838801+0.05644030289903314j),(0.010040384860890539+1.050525387845224j)
"(-2.6923076923076925, -3.0)",[-2.69230769 -3.        ],(-0.8948427434723873+0.4463815234245378j),(0.13041928975725076-0.03478990762498178j),(-0.7644234537151366+0.411591615799556j)
"(-2.5384615384615383, -3.0)",[-2.53846154 -3.        ],(-0.8594811553903232-0.5111674319916275j),(0.08302280807570236-0.11205532433171662j),(-0.7764583473146208-0.6232227563233441j)
"(-2.3846153846153846, -3.0)",[-2.38461538 -3.        ],(-0.03498656293693535-0.9993877828019812j),(-0.00019950690962086508-0.14505819427776448j),(-0.035186069846556214-1.1444459770797457j)
"(-2.230769230769231, -3.0)",[-2.23076923 -3.        ],(0.8216309578085959-0.5700197971742117j),(-0.0865947615380614-0.12492153933168852j),(0.7350361962705345-0.6949413365059002j)
"(-2.0769230769230766, -3.0)",[-2.07692308 -3.        ],(0.9238676498953127+0.38271211827810203j),(-0.14812988046258682-0.061719031649265205j),(0.7757377694327259+0.32099308662883685j)
"(-1.923076923076923, -3.0)",[-1.92307692 -3.        ],(0.17785484909783048+0.9840567324358834j),(-0.16892665066061227+0.023730440733949407j),(0.008928198437218204+1.007787173169833j)
"(-1.7692307692307692, -3.0)",[-1.76923077 -3.        ],(-0.731455460353972+0.681889220855088j),(-0.14651141757945257+0.10851051809124013j),(-0.8779668779334246+0.7903997389463281j)
"(-1.6153846153846154, -3.0)",[-1.61538462 -3.        ],(-0.9691796141665602-0.24635518156506767j),(-0.08910723578968918+0.17400217829961542j),(-1.0582868499562494-0.07235300326545224j)
"(-1.4615384615384615, -3.0)",[-1.46153846 -3.        ],(-0.3170510749839535-0.9484084646667381j),(-0.011167803197016875+0.20942748971422656j),(-0.3282188781809704-0.7389809749525116j)
"(-1.3076923076923075, -3.0)",[-1.30769231 -3.        ],(0.6261780494437382-0.7796800949074147j),(0.07140493834688044+0.2127708402806764j),(0.6975829877906187-0.5669092546267384j)
"(-1.1538461538461537, -3.0)",[-1.15384615 -3.        ],(0.9944815197952718+0.10491190011474566j),(0.1453420924411922+0.18951357038991803j),(1.139823612236464+0.2944254705046637j)
"(-1.0, -3.0)",[-1. -3.],(0.44970134126633127+0.8931789874729827j),(0.2025658605092381+0.1498690396358353j),(0.6522672017755694+1.043048027108818j)
"(-0.8461538461538458, -3.0)",[-0.84615385 -3.        ],(-0.5079723233823321+0.8613733909737143j),(0.24077391987797309+0.10552121616851826j),(-0.26719840350435903+0.9668946071422326j)
"(-0.6923076923076921, -3.0)",[-0.69230769 -3.        ],(-0.9992509738132139+0.03869743316220923j),(0.26220423659938724+0.06691364633911598j),(-0.7370467372138267+0.1056110795013252j)
"(-0.5384615384615383, -3.0)",[-0.53846154 -3.        ],(-0.5730668990397428-0.8195085900861401j),(0.27127314264260494+0.04173647219507209j),(-0.3017937563971379-0.777772117891068j)
"(-0.3846153846153846, -3.0)",[-0.38461538 -3.        ],(0.37927880348881066-0.9252824375422329j),(0.27197016303470445+0.03459752872625447j),(0.651248966523515-0.8906849088159785j)
"(-0.23076923076923084, -3.0)",[-0.23076923 -3.        ],(0.9833895042207711-0.181507804208045j),(0.26573853572775075+0.04728748338839257j),(1.2491280399485218-0.1342203208196524j)
"(-0.07692307692307665, -3.0)",[-0.07692308 -3.        ],(0.6846006950960638+0.7289183001365697j),(0.2503187854102966+0.0788251459299885j),(0.9349194805063604+0.8077434460665581j)
"(0.0769230769230771, -3.0)",[ 0.07692308 -3.        ],(-0.24275454614606543+0.9700877436218941j),(0.21993645074331905+0.12469839936082036j),(-0.022818095402746374+1.0947861429827144j)
"(0.23076923076923084, -3.0)",[ 0.23076923 -3.        ],(-0.9472245930780933+0.3205706946494653j),(0.16728809603562184+0.1753896994483829j),(-0.7799364970424714+0.4959603940978482j)
"(0.384615384615385, -3.0)",[ 0.38461538 -3.        ],(-0.7819999593738021-0.6232784799264066j),(0.08769290944522194+0.21528488147124142j),(-0.6943070499285802-0.4079935984551652j)
"(0.5384615384615388, -3.0)",[ 0.53846154 -3.        ],(0.10121828418299657-0.9948642414656635j),(-0.015011415070352151+0.22404135970347916j),(0.08620686911264441-0.7708228817621844j)
