index,value
"(0,)",(-3.9155126219337784+2.7178258736373073j)
"(1,)",(-6.383037382452792+7.114686620845454j)
"(2,)",(-5.569664533613932+1.736851970656457j)
"(3,)",(2.1711929909413685+5.490025659846698j)
"(4,)",(0.535133970338582-5.210490231098631j)
"(5,)",(-2.055645094466369+8.449737389531276j)
"(6,)",(3.140885723388239-11.241666615935527j)
"(7,)",(-7.692541894826401+6.471342162363629j)
"(8,)",(15.640911014018593+9.78344946926708j)
"(9,)",(16.46801315996635-1.9269829301114412j)
"(10,)",(4.860050487876141+14.82708632566943j)
"(11,)",(-9.20943299346683-9.605739584078087j)
"(12,)",(7.283091754680211+2.802830152941275j)
"(13,)",(-7.775777998897538-0.42510795784938327j)
"(14,)",(5.288359860371623-0.003120903763663474j)
