index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)"
"(-1.4615384615384615, -3.0)",(-0.00010446349733934197-0.010924613308617612j),(0.007868049511192743+0.0020460792102024623j),(0.0014659867962266658+0.008773797104283424j),(-0.0012383382574035278+0.009029530130507711j),(0.003654938536103454+0.007903603549888645j),(0.0075580224750097375-0.0020156074260017573j),(-0.0048996552538360764-0.004708713527209416j),(0.0018157740523653374+0.005836160633601253j),(-0.00010019310095701808-0.006374707547101097j),(-0.0038651509812060577+0.007183414320983384j),(0.010782903886111262+0.002382937960902914j),(0.011688843304883983-0.0037238694323462338j),(0.007972825905647157+0.006293872121691783j),(-0.007053081156867158+0.0023388577112696753j),(0.004686251537091952-0.003988135669011887j),(-0.003284043139739151+0.005320344996911704j)
"(-1.3076923076923075, -3.0)",(-0.0072345628847016626-0.008167250059233465j),(0.007478841336818159-0.0031056633235898483j),(0.005947320712489699+0.006629307943693232j),(0.0030427750825941166+0.008671581772654379j),(0.006421401995388633+0.006089176551768462j),(0.0068284522509695095-0.004177510461068016j),(-0.005931909405876179-0.003664167540729142j),(0.002785979316322847+0.005559744298435038j),(-0.0010913895054146588-0.006245195030225915j),(-0.002207419764179289+0.007641888183334994j),(0.010795621721715356-0.0012745019756415846j),(0.00862256036415181-0.009024401472974232j),(0.01059190478430513+0.0002120266703999263j),(-0.003784087921915677+0.006742053629414371j),(0.0005907070224219345-0.006245529137576399j),(0.0012805061470312926+0.006129906733280803j)
"(-1.1538461538461537, -3.0)",(-0.010750238316304308-0.0017348595361006873j),(0.004277921265566641-0.006824821112985414j),(0.00848820166912443+0.0026866462995237647j),(0.006481423412530586+0.006603763444650182j),(0.008207292246192432+0.003648271663814421j),(0.005727398815555451-0.005845628046273687j),(-0.006622214162787162-0.002701683869868311j),(0.003448930235571316+0.005313954263068334j),(-0.0016961781744617268-0.006084817158224792j),(-0.0010350751765218673+0.007679144920084487j),(0.009872312378345233-0.0039868463339256515j),(0.004058355348870716-0.011968747177324114j),(0.009258839259155794-0.006013852357276507j),(0.001498979098655533+0.00792107538374029j),(-0.003845511331944486-0.005126325204182273j),(0.005046218859608598+0.003727380954286284j)
"(-1.0, -3.0)",(-0.009561882613191594+0.005151695431633813j),(-0.0001978002688650827-0.007996951127537077j),(0.008722350634148442-0.0016969317829947975j),(0.008593325608851088+0.003560815779186814j),(0.009040032914626982+0.0010645038385962984j),(0.00451991355036438-0.007028786409667258j),(-0.007070336949680012-0.0019447115953160838j),(0.0038292514336959772+0.005202826199536975j),(-0.001932881596740853-0.0060039746232426515j),(-0.000403608395885741+0.007534802888495216j),(0.008689790521057335-0.00567135797301875j),(-0.0005057107235624395-0.012714653813151669j),(0.005061794642623615-0.01031182046482317j),(0.0062736085737216+0.005619873093638217j),(-0.0063936190870940626-0.0014721391351281954j),(0.006276470038027652-0.00037349403269568377j)
"(-0.8461538461538458, -3.0)",(-0.004772513220764712+0.00971883219350813j),(-0.004311509969390589-0.006657615235933662j),(0.007022169352238139-0.0053914750083519135j),(0.009331118323247026+0.00027087186466838984j),(0.00911594968784937-0.0013143635688142063j),(0.003408656018464008-0.00780995554020684j),(-0.007367207800721641-0.0014710808717457824j),(0.0039396508774811635+0.005285479817883244j),(-0.0018139949655929122-0.00604589939216713j),(-0.00029909543539820483+0.00734454739792207j),(0.007710954464967742-0.0064725436387109685j),(-0.004158086802545083-0.012032587113107143j),(-0.00022560523304190766-0.011918774014341903j),(0.00874300002828415+0.0011186600637203708j),(-0.006109932771668757+0.002830283550601017j),(0.004744505264510608-0.004153600736161006j)
"(-0.6923076923076921, -3.0)",(0.0013685485457479033+0.010701028594935212j),(-0.006954126895484088-0.00364576031696902j),(0.004152357406728706-0.007763816470279752j),(0.00894652577799171-0.002721691846615231j),(0.008700444919652266-0.0032938088961147324j),(0.0025310627396302595-0.008298580310454974j),(-0.007573371720610978-0.001329122989456576j),(0.0037656219940887707+0.00557745642128554j),(-0.001332853740321782-0.006188888354540581j),(-0.0006853384959278695+0.007135459387471348j),(0.007168482078528681-0.006577214467388015j),(-0.006589763858242894-0.010797353165363953j),(-0.0050873047890778785-0.011226515083003865j),(0.008428900337174814-0.0037724077055657844j),(-0.0034532636405644455+0.006007281620101317j),(0.0014503295951527133-0.00616160211968513j)
"(-0.5384615384615383, -3.0)",(0.006688164061166358+0.008409466853405715j),(-0.007759617674478615-6.521757725396794e-05j),(0.0009214323751358328-0.008690676644156715j),(0.007826267720804279-0.005115461237123271j),(0.008054414156814706-0.0048062828021434335j),(0.0019719094702648197-0.008595055989923838j),(-0.007705805064662564-0.0015496021634265975j),(0.0032621303071236805+0.00604640544326924j),(-0.0004703438782431074-0.006345018786367074j),(-0.0015156274529776657+0.00683622844929566j),(0.007107871451441511-0.006107869319254847j),(-0.007869185346557004-0.009684929326675631j),(-0.00871942786929687-0.009209064296583773j),(0.005951906293877971-0.0076328857436561495j),(0.000317944467188833+0.007142586053448817j),(-0.0021634198684167853-0.005983227018020793j)
"(-0.3846153846153846, -3.0)",(0.009871461509680077+0.004124720810334402j),(-0.006974634807466908+0.003158550836937055j),(-0.002048647648514197-0.00841192868976343j),(0.0063606220893190745-0.006825197614301243j),(0.007393247997858196-0.005866504230948829j),(0.0017800317364999433-0.008767776879106669j),(-0.007730243784969038-0.002148558773402476j),(0.0023640408741258034+0.00660130575042907j),(0.0007783104249378548-0.00635821953484029j),(-0.0027122141591624407+0.00629549146864324j),(0.0074292888918466-0.00509382037474176j),(-0.008185070818524334-0.009078153201776573j),(-0.010999576513393767-0.006875661297159608j),(0.002412249039921429-0.009849484285575319j),(0.00391184598256342+0.00627806883669032j),(-0.004933696735249451-0.004084652509489678j)
"(-0.23076923076923084, -3.0)",(0.010629742531212235-0.0006727720360238912j),(-0.0051674901834253125+0.005494332502402819j),(-0.004407964294836526-0.007337757458264857j),(0.004867092655625667-0.00791333655357553j),(0.006872444375300704-0.006526551893868561j),(0.0019811977847988254-0.008839893318203323j),(-0.007558613126778961-0.00311844612120395j),(0.0010134515561293872+0.007079882927752686j),(0.002358214668118078-0.006012760605881615j),(-0.004123539956714502+0.005315566230963429j),(0.007906350561300667-0.003503867980438709j),(-0.007672814161832759-0.009086339788948149j),(-0.01220195737713059-0.004973176616430677j),(-0.0011787532570903677-0.010542286464747842j),(0.006505607259157371+0.004066831999957702j),(-0.0063208779909038225-0.0013373212643945519j)
"(-0.07692307692307665, -3.0)",(0.009427384735338828-0.004854632279001061j),(-0.0029484948955006314+0.006808400326226758j),(-0.0060543317986997015-0.005889612573306356j),(0.0035647673609059414-0.008515860370775693j),(0.006589115800542689-0.006840317013034544j),(0.0025823174225261284-0.008782854203995763j),(-0.007054679865466644-0.004407327210233471j),(-0.0007940402172342828+0.0072452386763277865j),(0.004099447772803246-0.005069031186764717j),(-0.005478623091086531+0.0037161636842163305j),(0.008194465308747971-0.001326575640672341j),(-0.006354785697241609-0.009586427192193407j),(-0.012687500410271281-0.003931502101975688j),(-0.004185135610968854-0.010245370114289892j),(0.00786472717939539+0.0013175894971165474j),(-0.006371719015662276+0.0014368801166438042j)
"(0.0769230769230771, -3.0)",(0.007057832599581186-0.007853823767521828j),(-0.0007940402172342685+0.007245238676327774j),(-0.007054679865466642-0.004407327210233471j),(0.0025823174225261284-0.008782854203995761j),(0.006589115800542689-0.006840317013034544j),(0.0035647673609059414-0.008515860370775695j),(-0.006054331798699703-0.005889612573306357j),(-0.0029484948955006314+0.006808400326226758j),(0.005673924558726214-0.003342121901301753j),(-0.006371719015662333+0.0014368801166437873j),(0.007864727179395372+0.0013175894971165474j),(-0.004185135610968806-0.010245370114289892j),(-0.012687500410271281-0.003931502101975688j),(-0.006354785697241658-0.009586427192193405j),(0.008194465308747968-0.001326575640672366j),(-0.005478623091086468+0.00371616368421632j)
"(0.23076923076923084, -3.0)",(0.004292372940542139-0.009602961059718125j),(0.001013451556129388+0.0070798829277526855j),(-0.007558613126778959-0.0031184461212039505j),(0.001981197784798826-0.00883989331820332j),(0.0068724443753007056-0.006526551893868561j),(0.004867092655625668-0.007913336553575533j),(-0.004407964294836528-0.007337757458264859j),(-0.0051674901834253325+0.005494332502402816j),(0.006602700678210323-0.0008233672966199376j),(-0.0063208779909038545-0.0013373212643945757j),(0.006505607259157379+0.004066831999957716j),(-0.0011787532570903226-0.010542286464747827j),(-0.012201957377130588-0.0049731766164306775j),(-0.007672814161832802-0.009086339788948137j),(0.007906350561300665-0.0035038679804387106j),(-0.004123539956714465+0.005315566230963404j)
"(0.384615384615385, -3.0)",(0.0016932951629712056-0.010346546699997142j),(0.002364040874125812+0.006601305750429052j),(-0.0077302437849690354-0.0021485587734024767j),(0.0017800317364999438-0.008767776879106667j),(0.0073932479978581975-0.005866504230948829j),(0.006360622089319076-0.006825197614301247j),(-0.0020486476485141987-0.008411928689763431j),(-0.00697463480746692+0.0031585508369370323j),(0.006357303980100343+0.0021881529363887435j),(-0.004933696735249475-0.004084652509489713j),(0.003911845982563403+0.006278068836690327j),(0.0024122490399214676-0.009849484285575286j),(-0.010999576513393753-0.006875661297159625j),(-0.008185070818524376-0.009078153201776561j),(0.007429288891846597-0.005093820374741766j),(-0.002712214159162406+0.0062954914686432165j)
"(0.5384615384615388, -3.0)",(-0.0004226210286618409-0.010449003931231524j),(0.003262130307123685+0.006046405443269221j),(-0.007705805064662562-0.0015496021634265988j),(0.00197190947026482-0.008595055989923835j),(0.008054414156814706-0.004806282802143433j),(0.007826267720804293-0.005115461237123242j),(0.0009214323751358319-0.008690676644156719j),(-0.007759617674478626-6.521757725398356e-05j),(0.004574706959193038+0.005019740756552455j),(-0.002163419868416786-0.005983227018020834j),(0.00031794446718881104+0.007142586053448832j),(0.005951906293878023-0.007632885743656085j),(-0.00871942786929685-0.009209064296583785j),(-0.007869185346557043-0.00968492932667562j),(0.007107871451441503-0.006107869319254854j),(-0.0015156274529776414+0.006836228449295624j)
"(0.6923076923076925, -3.0)",(-0.0019309651478117743-0.010259947093440934j),(0.0037656219940887733+0.005577456421285521j),(-0.007573371720610975-0.0013291229894565773j),(0.00253106273963026-0.008298580310454972j),(0.008700444919652267-0.0032938088961147315j),(0.008946525777991713-0.0027216918466152324j),(0.004152357406728706-0.007763816470279756j),(-0.006954126895484072-0.0036457603169690288j),(0.0013402509255270732+0.006724629610157079j),(0.0014503295951527537-0.00616160211968517j),(-0.0034532636405644732+0.006007281620101309j),(0.008428900337174805-0.003772407705565712j),(-0.005087304789077878-0.011226515083003867j),(-0.006589763858242908-0.010797353165363956j),(0.007168482078528671-0.0065772144673880446j),(-0.0006853384959278465+0.007135459387471311j)
"(0.8461538461538463, -3.0)",(-0.0028169604285677163-0.010045265457934202j),(0.0039396508774811635+0.005285479817883223j),(-0.007367207800721638-0.0014710808717457837j),(0.003408656018464008-0.007809955540206837j),(0.009115949687849371-0.0013143635688142052j),(0.009331118323247022+0.0002708718646684064j),(0.00702216935223814-0.005391475008351915j),(-0.004311509969390567-0.006657615235933676j),(-0.002598271703733118+0.006411348255676632j),(0.0047445052645106464-0.004153600736161016j),(-0.006109932771668747+0.002830283550600989j),(0.008743000028284108+0.001118660063720426j),(-0.00022560523304190593-0.011918774014341903j),(-0.004158086802545093-0.01203258711310715j),(0.007710954464967753-0.006472543638710975j),(-0.00029909543539820255+0.007344547397922046j)
"(1.0, -3.0)",(-0.0031018584641794404-0.009964518490536685j),(0.0038292514336959764+0.005202826199536955j),(-0.00707033694968001-0.001944711595316085j),(0.00451991355036438-0.0070287864096672545j),(0.009040032914626983+0.0010645038385962997j),(0.00859332560885109+0.003560815779186815j),(0.008722350634148446-0.0016969317829947988j),(-0.00019780026886508182-0.007996951127537077j),(-0.005881630255040618+0.0037462026614352734j),(0.00627647003802769-0.00037349403269567314j),(-0.006393619087094074-0.0014721391351282006j),(0.006273608573721574+0.005619873093638214j),(0.00506179464262364-0.01031182046482317j),(-0.0005057107235624445-0.012714653813151683j),(0.00868979052105732-0.005671357973018766j),(-0.000403608395885722+0.0075348028884951734j)
"(1.1538461538461542, -3.0)",(-0.002795893752888939-0.010069255329989864j),(0.003448930235571314+0.005313954263068313j),(-0.006622214162787159-0.002701683869868312j),(0.005727398815555449-0.005845628046273684j),(0.00820729224619243+0.003648271663814423j),(0.006481423412530589+0.006603763444650184j),(0.008488201669124432+0.0026866462995237647j),(0.004277921265566659-0.006824821112985413j),(-0.006996796051500829-0.0006022861789885406j),(0.00504621885960862+0.0037273809542863173j),(-0.003845511331944472-0.005126325204182299j),(0.0014989790986554537+0.007921075383740246j),(0.009258839259155813-0.006013852357276495j),(0.004058355348870695-0.011968747177324126j),(0.009872312378345235-0.003986846333925659j),(-0.0010350751765218452+0.0076791449200844485j)
"(1.3076923076923084, -3.0)",(-0.001882816141069393-0.010303822697298912j),(0.002785979316322847+0.005559744298435037j),(-0.005931909405876176-0.0036641675407291423j),(0.006828452250969509-0.004177510461068013j),(0.006421401995388631+0.0060891765517684625j),(0.0030427750825940854+0.00867158177265439j),(0.005947320712489701+0.006629307943693234j),(0.00747884133681818-0.003105663323589795j),(-0.005068048826128089-0.004922738697279831j),(0.001280506147031253+0.006129906733280831j),(0.0005907070224219817-0.006245529137576406j),(-0.0037840879219157297+0.0067420536294143145j),(0.010591904784305125+0.0002120266703999649j),(0.008622560364151835-0.009024401472974227j),(0.010795621721715361-0.001274501975641558j),(-0.0022074197641792806+0.0076418881833349725j)
"(1.4615384615384617, -3.0)",(-0.0003369793283034572-0.01050238695492844j),(0.0018157740523653443+0.005836160633601235j),(-0.004899655253836074-0.004708713527209416j),(0.007558022475009736-0.0020156074260017547j),(0.0036549385361034524+0.007903603549888647j),(-0.0012383382574035285+0.009029530130507715j),(0.0014659867962266665+0.008773797104283425j),(0.007868049511192743+0.0020460792102024623j),(-0.0006045935647672569-0.0070752019349909195j),(-0.003284043139739165+0.005320344996911721j),(0.004686251537091978-0.003988135669011896j),(-0.007053081156867151+0.0023388577112696276j),(0.007972825905647156+0.006293872121691784j),(0.011688843304883987-0.003723869432346252j),(0.010782903886111252+0.002382937960902918j),(-0.0038651509812060625+0.007183414320983373j)
"(1.6153846153846159, -3.0)",(0.0018270520119831697-0.010389421617183675j),(0.0005285701142418867+0.005992685223177979j),(-0.0034498336441456043-0.005653748100985494j),(0.007619455171561691+0.0005225090053688629j),(0.00014945730683120755+0.008557205399773293j),(-0.005417706900186541+0.0072203672613419655j),(-0.003707105947096805+0.008060785204568682j),(0.004864506862359422+0.006539575747035669j),(0.004354489762300569-0.005645414874955464j),(-0.006076792762000958+0.001429881407115109j),(0.00601836220147423+0.000583304462921232j),(-0.006428193593771951-0.0031485058658310824j),(0.00200434172049957+0.009529895034325341j),(0.011635905706502282+0.002973402747362095j),(0.009101209194279182+0.006463287770399715j),(-0.005809179956370499+0.006000838425877897j)
"(1.7692307692307692, -3.0)",(0.004477187103457223-0.00960348219874712j),(-0.0010337622489724392+0.005839780261114932j),(-0.0015753830040060868-0.0062615962985855846j),(0.006752100774319715+0.0031535787410169667j),(-0.003531426893728755+0.007625331073354662j),(-0.008267887075369027+0.003374636680569471j),(-0.00769667841915482+0.004344246714579841j),(-0.000524175361060832+0.008143951144744031j),(0.007075421874502072-0.00104021698229848j),(-0.005210252873883191-0.0034208515028401956j),(0.0035777487389893666+0.004754739662186427j),(-0.0020882229302579803-0.006587308429820133j),(-0.0047228641245470136+0.00805845720500775j),(0.007624751911612078+0.008901211826943917j),(0.005308524520813733+0.009896684840336116j),(-0.007625619407785949+0.003831004826446029j)
"(1.9230769230769234, -3.0)",(0.007277578766157087-0.007771255983271045j),(-0.0027374928784596932+0.00517667035593783j),(0.0006134416537998248-0.006267338929198776j),(0.0048327981612344756+0.005428981280161306j),(-0.006553583028535672+0.005001444766232514j),(-0.008678214697734218-0.0016028631283147125j),(-0.008708024896621536-0.0012244759515032753j),(-0.005817087639793515+0.005724826952245779j),(0.005724673394580913+0.004311452977681926j),(-0.0009575701030529902-0.006148026669545474j),(-0.0012153768644285552+0.0057361333592607245j),(0.003383812361040892-0.005766406794657413j),(-0.00865202909358801+0.002352827753291224j),(0.0005394172843678122+0.011397958969305136j),(-0.00028433860505730106+0.011246130708055255j),(-0.008676229704083275+0.0006247299207394829j)
"(2.0769230769230775, -3.0)",(0.009635685311394122-0.004651922721113635j),(-0.004328207894376037+0.003848306220832288j),(0.0028530931709681196-0.0054431975530050535j),(0.001987928243703578+0.00680268343048262j),(-0.008009444076322886+0.0010803903999236067j),(-0.006182616760981157-0.006139539118689137j),(-0.0059670355184669975-0.006386673770200791j),(-0.008151228050028287+0.00020088537959745269j),(0.0008012313366057961+0.007130564265814824j),(0.004010536286414106-0.004741469578157725j),(-0.005115107919296548+0.002700438660043094j),(0.006381691635177391-0.0011365042619775275j),(-0.007375589614761874-0.004454911771458571j),(-0.006779631483638076+0.008776432806936924j),(-0.006293909831229699+0.00929451626252733j),(-0.008225062860267801-0.003249142032315236j)
"(2.230769230769231, -3.0)",(0.01074747334139569-0.00034047135954574925j),(-0.00543734976249626+0.0018300138128627083j),(0.004729906571937745-0.0036952229846258363j),(-0.0013308750938680301+0.006780355530278069j),(-0.007247057296282196-0.0031913472387249584j),(-0.001386595053339452-0.008483242418186519j),(-0.0004094315348587993-0.008669743574267847j),(-0.005953091973499204-0.005548443333036622j),(-0.00474293972785767+0.005388189039705788j),(0.0061964686391415245+4.555300348008024e-05j),(-0.005236175414797122-0.002280671236859432j),(0.004770383037083541+0.004109854899847832j),(-0.0015532799063532972-0.008144540167707118j),(-0.010613612562525713+0.0018046286485151979j),(-0.010456259397333084+0.0039062778514162j),(-0.005744773391309273-0.006884479063516573j)
"(2.384615384615385, -3.0)",(0.009804209496759097+0.004539321643458107j),(-0.00565044446333484-0.0006815020862658218j),(0.005749918549875836-0.0011682781585427389j),(-0.004368345491506317+0.005128739035384254j),(-0.004233502058979109-0.0064976668230297295j),(0.0039958952218048256-0.007473034153848863j),(0.005416456346449434-0.006695027435147561j),(-0.0002031861977928914-0.008112314272828623j),(-0.007175603458452565-2.4995894342458476e-05j),(0.0038362583064452415+0.004847040092586431j),(-0.0013696487420063958-0.0054751081755489645j),(-0.00029909436377285767+0.006120100541420855j),(0.005007708697902155-0.006225508722649806j),(-0.00854966055311905-0.005998642021453739j),(-0.010557902899916519-0.003317713573820781j),(-0.0013416039074035655-0.008966821479169561j)
"(2.5384615384615383, -3.0)",(0.006370178632700724+0.008785422497325342j),(-0.004649400029212125-0.003216768470519272j),(0.0054872809732768165+0.0016886056556113132j),(-0.0062327347139356495+0.00207648850467914j),(0.00022205939111206345-0.007589343730772906j),(0.007684167866030369-0.0032665214228765646j),(0.008453140260416794-0.0012030976425872492j),(0.00574230405050418-0.005692240997232771j),(-0.004603520590991138-0.005494225370226398j),(-0.0014701144969994488+0.005986759506263965j),(0.003536976206983417-0.0043169420106755445j),(-0.004947648020735462+0.003345482764661573j),(0.007710145547454717-2.712806200900158e-05j),(-0.0014817465435267084-0.010019968699393185j),(-0.005853592778456165-0.009248633387897715j),(0.003916964644065096-0.00826240328254656j)
"(2.6923076923076925, -3.0)",(0.0008235507207021535+0.010863698856984114j),(-0.002404626823044405-0.005082917439751225j),(0.003786748032457624+0.004157535780530274j),(-0.006204694569340724-0.0016014788627915352j),(0.004572570152088084-0.005858678844159027j),(0.007857397172964284+0.002424400701221376j),(0.006844500830133422+0.004972739210784612j),(0.008039772513700357+0.00041698351935062794j),(0.0013416276524640014-0.007028638078723465j),(-0.005649707885279364+0.002419689415048123j),(0.005511047418994507+0.0003437256715497879j),(-0.00547717576801803-0.001998562051578675j),(0.004586185224808068+0.005873033334384689j),(0.006283010307587256-0.007551153121683555j),(0.001872361031040532-0.010639605153843445j),(0.008090901022200869-0.004376760527011612j)
