index,value
"(0,)",(-3.271887733274152+4.376001814851758j)
"(1,)",(4.143911553217414+2.3948068788396037j)
"(2,)",(-2.944658867530234+0.9454209084623759j)
"(3,)",(-3.305223329349405+5.263229572440753j)
"(4,)",(-3.769703823560431+2.7204358160470345j)
"(5,)",(-7.275754720118224+3.3702861763195653j)
"(6,)",(-6.94694164510608+4.0020157727218075j)
"(7,)",(-7.768197028800307+2.8148352789443596j)
"(8,)",(-8.189037876843038+3.4368077944491855j)
"(9,)",(-7.106080463878409+3.3162627677834022j)
"(10,)",(-6.453688269602962+3.106959827968301j)
"(11,)",(-5.026477202342666+3.3927339697834036j)
"(12,)",(-3.2561791554384993+3.115081834785593j)
"(13,)",(-1.677423759686496+2.8846768226974007j)
"(14,)",(0.049946185171395374+2.584672960288201j)
"(15,)",(1.4409341399104167+2.0770224256767253j)
"(16,)",(2.451714575505564+1.7443823018870437j)
"(17,)",(3.19630544067953+1.5281972737980052j)
"(18,)",(3.619417817540455+1.4847158804477854j)
"(19,)",(3.929238894850437+1.6003224851298636j)
"(20,)",(4.2039584102235+1.6040164229372205j)
"(21,)",(4.364295395314021+1.282859292606771j)
"(22,)",(4.242007814754794+0.4500418177485459j)
"(23,)",(3.504344330054144-0.8951137679792756j)
"(24,)",(1.8824948417435574-2.4297032772450846j)
"(25,)",(-0.6417181331856607-3.620633180395546j)
"(26,)",(-3.7259576385491826-3.874066738248551j)
"(27,)",(-6.640083310670574-2.811352954258852j)
"(28,)",(-8.484333553006602-0.5251582019421512j)
"(29,)",(-8.524940466719432+2.366867925922631j)
"(30,)",(-6.517585267138713+4.875905925890967j)
"(31,)",(-2.886355265043984+5.996956055298337j)
"(32,)",(1.3726930489122564+5.116332770481446j)
"(33,)",(5.02257322273494+2.276344849629333j)
"(34,)",(7.015204128052179-1.8081127020500558j)
"(35,)",(6.846447450393321-5.994028242783406j)
"(36,)",(4.6896249747419-9.104302428934055j)
"(37,)",(1.2794772096389284-10.30096161101454j)
"(38,)",(-2.3780066391728836-9.303919986047429j)
"(39,)",(-5.339371084524445-6.398703645653956j)
"(40,)",(-6.975017166621384-2.2693822496508185j)
"(41,)",(-7.073166802704354+2.2493919157752575j)
"(42,)",(-5.799846650849959+6.404336219433697j)
"(43,)",(-3.565826505589163+9.673895663460074j)
"(44,)",(-0.8675510431770359+11.818158943767305j)
"(45,)",(1.8451976800188081+12.84745840076954j)
"(46,)",(4.248375072439574+12.945778369847437j)
"(47,)",(6.1677151004334725+12.38463712115894j)
"(48,)",(7.561888819634488+11.451663148204162j)
"(49,)",(8.483465436035626+10.403885636621215j)
"(50,)",(9.034136306954398+9.4450540637099j)
"(51,)",(9.324800002633816+8.720684170530648j)
"(52,)",(9.445189631046517+8.322412375653045j)
"(53,)",(9.444623697671302+8.294753035605162j)
"(54,)",(9.322655941928716+8.639897667151839j)
"(55,)",(9.028910991809632+9.317233334035915j)
"(56,)",(8.473024559233448+10.238617407541183j)
"(57,)",(7.543556707326347+11.261711717463445j)
"(58,)",(6.13842545356713+12.184316024515956j)
"(59,)",(4.205874199579497+12.750395819336681j)
"(60,)",(1.7872274983491874+12.67248342075262j)
"(61,)",(-0.9420717992384846+11.676452789000582j)
"(62,)",(-3.6557145727483737+9.577020717495586j)
"(63,)",(-5.904717749443998+6.36017670782835j)
"(64,)",(-7.189000598727983+2.259707544666437j)
"(65,)",(-7.096885989540197-2.2029586461732658j)
"(66,)",(-5.465788428226702-6.283084125703919j)
"(67,)",(-2.498969034386168-9.149886769794033j)
"(68,)",(1.1660325649866752-10.113779790541024j)
"(69,)",(4.584271030846703-8.907021257408887j)
"(70,)",(6.766233344856156-5.796237713535737j)
"(71,)",(6.945808328532754-1.6154674045899124j)
"(72,)",(4.9744932711895204+2.4247833860795627j)
"(73,)",(1.3655705205645807+5.241976245201483j)
"(74,)",(-2.903662577715944+6.07734828292719j)
"(75,)",(-6.485877085306095+4.8654227719031695j)
"(76,)",(-8.46949325371395+2.3617605286708874j)
"(77,)",(-8.494916521576743-0.6387360264250193j)
"(78,)",(-6.5331548685092535-2.997913514593151j)
"(79,)",(-3.7268765989538837-3.9503721178541635j)
"(80,)",(-0.7249235756301249-3.9437089718197313j)
"(81,)",(2.0626548510788782-2.577339444786247j)
"(82,)",(3.2206604264209684-0.8673135263793164j)
"(83,)",(4.241049791365789-0.037499446717119245j)
"(84,)",(4.696939212779581+1.7112978041143214j)
"(85,)",(3.452212600715923+1.6074330092271252j)
"(86,)",(4.869374072024969+0.9564169934337627j)
"(87,)",(3.855034005260633+3.0717790359262453j)
"(88,)",(2.0895907391654727-0.045964302345003816j)
"(89,)",(5.948480573836008+1.2037039278032724j)
