index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)"
"(0.0769230769230771, -3.0)",(0.007265157763325178-0.00691510942975857j),(-0.007841778787897111+0.003212698676068629j),(0.002671623871522754-0.0138734228340042j),(0.003939022270593456-0.013848706047891469j),(-0.008935856824857619+0.0012821257032541182j),(0.00220157596893735-0.00209342478241702j),(0.001349651092368601+0.002873026349536572j),(-0.006297571625198365-0.014569273240784456j),(-0.009018886148325135-0.014529769463936856j),(0.0025152798644741815+0.0027112284354941433j)
"(0.23076923076923084, -3.0)",(0.004621443334250398-0.00873095631489824j),(-0.0065764076663749685+0.004388856391808734j),(0.002042351985255765-0.013652995596811095j),(0.005806725632581127-0.013407535963762771j),(-0.009452051697374597-0.0014217079045989929j),(0.0031850087024119446-0.0011337191840680692j),(0.00018900031192406054+0.0027449883969854353j),(-0.002624725876873391-0.014319152195501214j),(-0.010591686839981443-0.014782282866447649j),(0.003625486660896953+0.002361970914747608j)
"(0.384615384615385, -3.0)",(0.0020759079495928662-0.0095314330288171j),(-0.0054113611622429204+0.004945914181760956j),(0.002034452117126828-0.01327707548755719j),(0.008146467207397113-0.012314868879070962j),(-0.008899960862949826-0.0046923877864623355j),(0.003717098193656172+0.000451792638315235j),(-0.0008582157274247287+0.0022654356706110464j),(0.0016012839569697023-0.013119180582373555j),(-0.010856212033682765-0.015677184479164646j),(0.004664596306728204+0.001956736622826791j)
"(0.5384615384615388, -3.0)",(-4.752849809795418e-05-0.009663149588069402j),(-0.0044889271487571795+0.005049542892893669j),(0.0025972474599808746-0.012753312219771466j),(0.01069717101266128-0.010316657679918692j),(-0.006841178587255152-0.008005851390353381j),(0.003338998350466387+0.0024152926728987474j),(-0.0016392606989979518+0.0014330549295935486j),(0.0056656223526299855-0.010463591511378751j),(-0.009581772923727054-0.017226395808480132j),(0.00564828644585933+0.0016490581978134676j)
"(0.6923076923076925, -3.0)",(-0.0016186192523648256-0.009470505497599015j),(-0.00385338778771185+0.004844446376874739j),(0.003649865290205811-0.01201832405583445j),(0.01303414800550861-0.007219030658800806j),(-0.0031106120582996815-0.010512225222487952j),(0.0017500933283326337+0.004148949621048128j),(-0.0019757297062852597+0.00033922578975772733j),(0.008586713061821231-0.006290141171617235j),(-0.006491880410887584-0.019013093096095755j),(0.006595335843401363+0.0016108847340688404j)
"(0.8461538461538463, -3.0)",(-0.0026215435985186054-0.009226593087594022j),(-0.003485762949390776+0.004433657600118332j),(0.005071134965497422-0.010958066214069882j),(0.01457722774984478-0.0030000589374501938j),(0.0019314028110002303-0.011189167231397935j),(-0.0008940699169445651+0.004801254742762151j),(-0.001717743646291387-0.0007960952121732564j),(0.009401856447229845-0.0012041035924434769j),(-0.0014632022687023122-0.0201510266568968j),(0.007482948026194546+0.0020273678948084383j)
"(1.0, -3.0)",(-0.003080698687495779-0.009110466481602532j),(-0.0033309754574418213+0.0038784386509800174j),(0.006682491892515455-0.009439046242922366j),(0.014668698959073329+0.002066862384088722j),(0.007240522977652514-0.009196177974761011j),(-0.0037829313416690544+0.0036517047922479053j),(-0.0008477365151768712-0.0016249982287511885j),(0.007633980681413344+0.0035471109001764364j),(0.0051312180669468984-0.019401776936045032j),(0.008190238703309973+0.0030760125121988037j)
"(1.1538461538461542, -3.0)",(-0.0030084889724970097-0.009205669009728185j),(-0.003315074841408059+0.003209314533151339j),(0.008234213423451816-0.007352475416155387j),(0.012741083999436884+0.0073245978316074j),(0.011189309035486506-0.004367895927243103j),(-0.005583353024661346+0.0006468817335693102j),(0.00039964947905106474-0.0017696200845259767j),(0.0037171287261187234+0.006476675861311193j),(0.012087215492191874-0.01557752695988118j),(0.008446044540970053+0.004868924720913978j)
"(1.3076923076923084, -3.0)",(-0.0023802899776679625-0.009499780874431724j),(-0.0033549684876834664+0.002441603627491375j),(0.00940821817988954-0.004670171817045569j),(0.00856225995857717+0.01174648825955006j),(0.012047744618553784+0.002357868828790384j),(-0.005030195606216495-0.003212664930681625j),(0.0015053153925216165-0.0010394004981774802j),(-0.0009338050577355703+0.006560728543798319j),(0.017329335886763497-0.008241195788396716j),(0.00781672617926023+0.007342269700555291j)
"(1.4615384615384617, -3.0)",(-0.001139129956430316-0.009874967666854053j),(-0.0033648084101635615+0.001591378887354801j),(0.009851104432300195-0.0015035779208862697j),(0.002492458418327808+0.014118732085995556j),(0.00879159704738915+0.008885177922931127j),(-0.0017980105209488672-0.006036807687536493j),(0.0018422995316727843+0.00032754149504834334j),(-0.0044127451856994975+0.0039013664988147467j),(0.018463707866290802+0.0015510137400855007j),(0.005789822064448856+0.010107224939627693j)
"(1.6153846153846159, -3.0)",(0.0007653441867971717-0.010092544729456261j),(-0.003262871902602655+0.0006891768135530816j),(0.00924610233586712+0.0018528121766666016j),(-0.00436818538950505+0.013411660343546405j),(0.0019262034765426001+0.012535867310745444j),(0.0028791774636392994-0.0059496538864276015j),(0.0010656702079492794+0.0016136895678935258j),(-0.005247801949114226-0.00010643913091880061j),(0.01396473329005351+0.0110011452947246j),(0.0020058836925446496+0.01233585190814995j)
"(1.7692307692307692, -3.0)",(0.0032995828989478325-0.0097900309384936j),(-0.0029813024989472-0.00021086115102852965j),(0.007419605034879642+0.004920703709229285j),(-0.01028578337299373+0.00926786297228655j),(-0.006191762249400197+0.011235651080378314j),(0.006470631337939229-0.0023956281674966705j),(-0.0005061714139063868+0.0019472619217782673j),(-0.0032718982756351116-0.003365259431358228j),(0.004515653540457463+0.016360479898119246j),(-0.0033714093240081763+0.012820750560528877j)
"(1.9230769230769234, -3.0)",(0.006237940529604586-0.00852423770538202j),(-0.002479013966046266-0.0010287046940940009j),(0.0044573659824480565+0.007106838154812375j),(-0.013344799636398598+0.0024204313444549245j),(-0.011996332498928322+0.0048493829790656915j),(0.006502806120797531+0.0030175106980894735j),(-0.0018873256423691358+0.0009237089980104393j),(0.00016554449912256904-0.0042111932007719045j),(-0.00645012286463805+0.014798845539254937j),(-0.009291861073092772+0.010355898431740628j)
"(2.0769230769230775, -3.0)",(0.009058936749615422-0.005898731582073056j),(-0.0017558857712972305-0.001664940562246542j),(0.0007834240113573406+0.007852511197723736j),(-0.012191833592564542-0.005218514063436741j),(-0.012340076020778419-0.00414486527525246j),(0.00237122829680696+0.007027156861673222j),(-0.0020007649188761986-0.0009099188633545255j),(0.0029257994636999727-0.0024274953078269853j),(-0.013870439490025322+0.006492628848692974j),(-0.013759592545556271+0.004456360476736566j)
"(2.230769230769231, -3.0)",(0.010920434625817264-0.0017912130089991086j),(-0.0008645467651111392-0.0020169647013669845j),(-0.0028561990534642025+0.006841088311671397j),(-0.006812460881404284-0.01101011590401247j),(-0.006433680442753606-0.011372351174439408j),(-0.0037026503035149146+0.006686298280281815j),(-0.0005544072146660752-0.002231252012764758j),(0.0033958198084279474+0.0005893516275287085j),(-0.013759856921422587-0.004585770156999529j),(-0.014399542059008962-0.003853496662415381j)
"(2.384615384615385, -3.0)",(0.010812839106808034+0.0033687084764155014j),(8.51633274793498e-05-0.002004053565740258j),(-0.005548013576527258+0.004197230577863888j),(0.0010732474713955192-0.012577482940095398j),(0.0031024457918580237-0.012714736834885013j),(-0.007668343576828197+0.001675253578714579j),(0.0014983928709267553-0.0018776812531616101j),(0.0015375865314548748+0.0027389900813816893j),(-0.0060413630540681875-0.012321418978486879j),(-0.009703812957415712-0.011760011539282649j)
"(2.5384615384615383, -3.0)",(0.007955049783757598+0.008417930677330425j),(0.0009345143527583373-0.0015981700463499893j),(-0.006497440696875491+0.0005791215403423484j),(0.008378137259141457-0.008995840721641918j),(0.011111503701006949-0.006911042179182543j),(-0.0063856461364746936-0.004878102830399467j),(0.0025040329969613683+8.741253627786303e-05j),(-0.0011119651057783977+0.002654595669884923j),(0.004665394018811714-0.01211185218426982j),(-0.0004541816200558134-0.015485193287735668j)
"(2.6923076923076925, -3.0)",(0.0023674720833275036+0.011592505899035835j),(0.0015021480946730197-0.0008540483298007857j),(-0.0053664813565902185-0.002928251528399447j),(0.011855777489827583-0.0015747880099632764j),(0.012692840106305598+0.003082175924338739j),(-0.0002855981730165381-0.008198490598482029j),(0.0014505963403174849+0.002166787162364263j),(-0.0025709611184843648+0.0006485401884295388j),(0.011523556710118555-0.004237173198265533j),(0.009706555325937538-0.012277278628129789j)
"(2.8461538461538467, -3.0)",(-0.004647731399770722+0.011140399413330958j),(0.0016310712140787692+7.257483649935476e-05j),(-0.0025159399848395173-0.005145639629342787j),(0.009727427901914915+0.006368199877209585j),(0.006464207960468778+0.01130101566586263j),(0.0063515369475317714-0.0054258416789537385j),(-0.0009755433415037932+0.002525185253443791j),(-0.0018832466375607664-0.001576495043100846j),(0.010067779853708709+0.005802811500298856j),(0.015509690380669119-0.00264578030969444j)
"(3.0, -3.0)",(-0.010542309921429814+0.006330849294295513j),(0.001252179996742626+0.000934572019966403j),(0.001005214147406009-0.005271268963950304j),(0.0028807776359922725+0.010921713609825731j),(-0.003961524027857984+0.012339922467152632j),(0.008308191254383476+0.0017331406685965034j),(-0.0027283455395573+0.0006443292136964209j),(0.0001957965213374629-0.002278648176722136j),(0.0016528467129014056+0.010882164268361135j),(0.013040312048401071+0.008834004148454684j)
"(-3.0, -2.8461538461538463)",(0.013591833021349274-0.002696080409977501j),(0.0059836402272451725+0.011728305778799119j),(0.010167710999168559+0.004770201426803224j),(-0.003583494927811623-0.003800974433664548j),(0.0014769639634339778-0.0005205458638731606j),(-0.002336401870806158+0.005495895470673616j),(0.01576171987495856-0.0038699250510543294j),(0.0079586481667592+0.0070372205835724745j),(-0.0010984668938931802-0.001832104878440715j),(-0.0020367025562961698+0.002272908221961678j)
"(-2.8461538461538463, -2.8461538461538463)",(0.0060020365070866475-0.012419254076172845j),(0.012829513861335462+0.003294968645836128j),(0.011020344738811296-0.00355485224038376j),(-0.005524014878864636-0.0008574858768334679j),(0.0009363723143750634-0.0013289010260435663j),(0.001480257092739092+0.005387954728535505j),(0.008343034081175576-0.013967225903319535j),(0.011024718738582222-0.00222138012788788j),(-0.002283173598240976-0.00011260849729880914j),(0.0007517901242609489+0.002855604820231187j)
"(-2.6923076923076925, -2.8461538461538463)",(-0.0061029409489769875-0.012285023233398784j),(0.01113696780311032-0.007287695345149923j),(0.006026285573089733-0.010298355619641923j),(-0.005306514036076925+0.002763194698896429j),(5.439412617329331e-05-0.0017103835018803292j),(0.004077754589475695+0.003207774633379493j),(-0.003579545315261473-0.015842746200277775j),(0.005396489245617853-0.010628770612123037j),(-0.0014952896158236073+0.001954159595383309j),(0.0026898236666363477+0.0009395758121065198j)
"(-2.5384615384615383, -2.8461538461538463)",(-0.013319357371069264-0.002881666414338097j),(0.002371107536545342-0.01314261815396668j),(-0.0021653924005015242-0.012093915809103802j),(-0.002984423739859717+0.0056640664361390656j),(-0.000895349896445867-0.0015917008168719279j),(0.004768169913031549+0.00031883721189186764j),(-0.013113722659621572-0.009401697213829482j),(-0.00503163079889695-0.011603305983282195j),(0.0007817839122136996+0.00254753779443695j),(0.002215882154973571-0.0016140377884357384j)
"(-2.3846153846153846, -2.8461538461538463)",(-0.010617761707351465+0.00837498966112911j),(-0.007720693611089133-0.01092651673116204j),(-0.0095762482961491-0.008249451078858603j),(0.0006218256229355706+0.006819948695658527j),(-0.0016793997216730792-0.0010378264142684543j),(0.0038431079861260637-0.002070865485242133j),(-0.01590144780033778+0.0010679767954090656j),(-0.012792875720238909-0.0040790911976603065j),(0.002737843382907185+0.0009681611076413472j),(-3.029335978876893e-05-0.0026301847204044044j)
"(-2.230769230769231, -2.8461538461538463)",(-0.0005224876925574821+0.013393798504297859j),(-0.013156771690247877-0.0024292101949088957j),(-0.012969623743478853-0.0007026348079502679j),(0.004343686410313937+0.005892244349174023j),(-0.002150029343730158-0.00019247296221816534j),(0.002090396326587608-0.003358498624323861j),(-0.011806300796671831+0.010249068041029395j),(-0.012408279491606852+0.007024220394013561j),(0.002675102749553366-0.0017280253793922618j),(-0.002048027867688014-0.0014637281810582499j)
"(-2.0769230769230766, -2.8461538461538463)",(0.009580162529985791+0.009181464554545197j),(-0.011251863759892672+0.007188433559323891j),(-0.011180370316340747+0.007258272936179629j),(0.00712345813792296+0.0032189519532860563j),(-0.0022517934502227234+0.0007792091262642715j),(0.0002864391429911088-0.0035470316469463584j),(-0.0038113637167859287+0.014731012011827986j),(-0.003959135139729514+0.014607738928877925j),(0.0003709719623946489-0.0034949314882183175j),(-0.002294609564700168+0.0007168329243132979j)
"(-1.923076923076923, -2.8461538461538463)",(0.013094512512520824-0.0008093061361969188j),(-0.003606221264428636+0.012796080375900038j),(-0.0052390168614235896+0.012613969538994562j),(0.008325177848144745-0.0004321175382756705j),(-0.002004921539192438+0.0017321802688837797j),(-0.0010897307788022424-0.0029907172994057406j),(0.004340721505285676+0.014018088317118758j),(0.00754550046425103+0.01416094008066278j),(-0.002692319787924359-0.0028250761090846494j),(-0.0008114208973024278+0.0021441410516080013j)
"(-1.7692307692307692, -2.8461538461538463)",(0.008389849838415779-0.009870187483166867j),(0.005477566206968856+0.01201335189264014j),(0.002466373248167829+0.013751084611884633j),(0.007824350604900476-0.004189837144909585j),(-0.0014792771829505323+0.0025650838080717264j),(-0.0018946180416778292-0.002114840770175215j),(0.010051169815298591+0.00975580996439189j),(0.01583731822906968+0.006109567309480648j),(-0.0043567487464161265+0.00013238424469908517j),(0.0010962842396918648+0.001891150938439161j)
"(-1.6153846153846154, -2.8461538461538463)",(-0.0009836316413861313-0.012735900158228262j),(0.011673123057965105+0.005889739714053775j),(0.009368117671263328+0.01075112433786743j),(0.00591157872574932-0.007347770154237765j),(-0.0007678976441806374+0.003228527438390099j),(-0.002212966341602008-0.001241557479611993j),(0.012511427318260755+0.004259078051898185j),(0.017104660888917548-0.0052687898932221615j),(-0.0032680433830191685+0.003643967592624755j),(0.0020541288043247163+0.0003735313999907109j)
"(-1.4615384615384615, -2.8461538461538463)",(-0.009315697223361287-0.008453119654392454j),(0.012698046473965772-0.002309163940258644j),(0.01365000099694282+0.004955080309524755j),(0.003102044831336451-0.009503335122566597j),(3.4485751657933886e-05+0.003722121587326245j),(-0.002221618124255822-0.0005401567966036068j),(0.01229618940393298-0.0006469019797677669j),(0.011459857342000734-0.014879361824931853j),(0.00024391717029843672+0.005517568852046505j),(0.0015809545935152678-0.0012294630539860778j)
"(-1.3076923076923075, -2.8461538461538463)",(-0.012371269294121424-8.318234545424529e-05j),(0.008874796116056865-0.009077312805298441j),(0.014638701933854834-0.001801750357368724j),(-5.6378466582287375e-05-0.010568181548161706j),(0.0008449237614270342+0.0040844953817869125j),(-0.002092759625378942-5.698721352899868e-05j),(0.010559351830051933-0.004068511968314828j),(0.0019052407837491794-0.01948883318633482j),(0.004405360452670705+0.004442279292978678j),(0.000188843062654938-0.0019270091501767893j)
"(-1.1538461538461537, -2.8461538461538463)",(-0.009335348718630366+0.0077801082138722385j),(0.002344211259452118-0.012215299373522543j),(0.012683945636163778-0.007888433839881557j),(-0.0031174738346529647-0.010693374215737274j),(0.0015966208522057296+0.004380133466578766j),(-0.0019511101312188368+0.00022819403566186065j),(0.00837761682787213-0.0059082735133068436j),(-0.007863161741413454-0.018660114184064436j),(0.0070748486266222765+0.0006760580175969999j),(-0.001192459124737327-0.001472558782531231j)
"(-1.0, -2.8461538461538463)",(-0.002430704951470676+0.011673231564286526j),(-0.004282550918523526-0.011353847253579977j),(0.00874723072375247-0.012282265331268749j),(-0.005795832848315724-0.010163535755869039j),(0.002234865580284825+0.004685753742275381j),(-0.001869090705329376+0.0003529758114445157j),(0.006445744334319426-0.006496990421084605j),(-0.015249648229771985-0.014038201105448372j),(0.006887676258059058-0.004235084248132003j),(-0.0018645389088687628-0.0002847839201039068j)
"(-0.8461538461538458, -2.8461538461538463)",(0.0048981562436624165+0.010612162448631708j),(-0.009042663368787748-0.007555149114270039j),(0.003946568991715309-0.014646827309473436j),(-0.00796318293569851-0.009301523220574653j),(0.0027066663042229367+0.0050770747751727125j),(-0.0018772010037747934+0.0003415482982246047j),(0.005060497921459793-0.006265062092452644j),(-0.01938750395126277-0.007968808093079342j),(0.0038015142165575997-0.008374983688611684j),(-0.0016455382910579568+0.0009874988047564393j)
"(-0.6923076923076921, -2.8461538461538463)",(0.009843292511493868+0.0058464407174410055j),(-0.011110186679007815-0.002485704040608993j),(-0.0007766973846841807-0.015183516933903591j),(-0.009607055657079113-0.008404083978953626j),(0.0029474546304148704+0.005614718726079941j),(-0.0019726946082041937+0.00019146713065269918j),(0.004239184608076468-0.00556049691924371j),(-0.020767831513423773-0.002393982168491553j),(-0.0011299500029499994-0.010379381155093903j),(-0.0007641510324936519+0.0018525473034287534j)
"(-0.5384615384615383, -2.8461538461538463)",(0.011204441768127545-0.0003221618260588902j),(-0.010686897575012079+0.002341082962115126j),(-0.004813435247115488-0.01439365058502254j),(-0.010775986447316152-0.007710346072091915j),(0.0028695406516170206+0.00632654772228438j),(-0.0021186609668676676-0.0001251512784694556j),(0.003851911488002809-0.004600449978058414j),(-0.020470468179748843+0.0015864358602028044j),(-0.006450722912857813-0.00988359274189923j),(0.0004054958494971315+0.002114140334947127j)
"(-0.3846153846153846, -2.8461538461538463)",(0.009336249127247056-0.0057663915133477454j),(-0.008571346815825614+0.005982460125133446j),(-0.007891730438459225-0.012859229060791495j),(-0.011527725050305575-0.00739381736892921j),(0.0023588350580343864+0.007184019208461329j),(-0.0022342427816074532-0.000645639521616813j),(0.003715454786066284-0.0034987156985627943j),(-0.01950681393269589+0.0036143962899824076j),(-0.010989797558759225-0.007410325496475326j),(0.0015474896057138198+0.0018065252273696787j)
"(-0.23076923076923084, -2.8461538461538463)",(0.00548495402465012-0.009241235229581524j),(-0.005699570437438825+0.008126622764415435j),(-0.009994196526222307-0.011096232028620059j),(-0.011888738212469172-0.007564705766491146j),(0.001288426820934023+0.008073320451040505j),(-0.002185433554970281-0.0013827192660564368j),(0.0036460228622679056-0.0023169979438205472j),(-0.018473658240134312+0.0037642317915358484j),(-0.014218571014672438-0.0039345861038181315j),(0.0024756544755087165+0.0010683392733310643j)
