index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)","(18,)"
"(0.0769230769230771, -3.0)",(0.0067042388976879886-0.0074330333500688475j),(0.0015445212383974726+0.006545887066352619j),(-0.007177714494586212-0.00023927524297811829j),(-0.0014016422140230363-0.007494817759590252j),(0.004545934676612323-0.006490872508894167j),(0.005796960835211081-0.0055186417857204855j),(0.0030722465409369075-0.007216482272324848j),(-0.004172615438556923-0.006211157261053269j),(-0.0059820731874505794+0.003669226369845849j),(0.0053960122325553955+0.003794802559373j),(-0.0007278292405606846-0.006380345664787032j),(-0.0038176635030907485+0.005569051791990714j),(0.007795331840790701-0.0009260197086974786j),(-0.0032938498151196777-0.009077101353468111j),(-0.010635228464342157-0.003250805336678431j),(-0.009465877894795315-0.005125801971272641j),(0.0017256765795226046-0.008824805791902214j),(0.005933069829056867+0.004379775898947194j),(-0.0065052129003078515+0.0008687126243957256j)
"(0.23076923076923084, -3.0)",(0.004099229160083978-0.00911988169142251j),(0.003163938917965928+0.005855889336616916j),(-0.007004311130173298+0.0011574192626317684j),(-0.0022379027614304035-0.0072154755830610715j),(0.004354007972728235-0.006571707374273013j),(0.006155387335399521-0.005109090413622914j),(0.004206623280448082-0.006657049522298674j),(-0.0025347299614542347-0.007100978612981284j),(-0.006905055999993598+0.0015744880119818619j),(0.003587660590303032+0.0055904215124381075j),(0.001967386791559026-0.006104942555670024j),(-0.005702350905297273+0.003416941163597647j),(0.007338766795396896+0.0020326112924140194j),(-0.0005582670275805859-0.009327655045908644j),(-0.0099763334795351-0.004556041596188447j),(-0.00984676134048329-0.004745180448589617j),(-3.487965008803543e-05-0.009275507213341931j),(0.007111698846419117+0.002581934699346399j),(-0.005959145658404455+0.0029020489964549307j)
"(0.384615384615385, -3.0)",(0.0016380063887538724-0.009853516565873216j),(0.004285283180503119+0.0049968084370898315j),(-0.006667760809722402+0.0021600170355941624j),(-0.0027072791475075135-0.006965719656413635j),(0.004447342495791653-0.00644321783465912j),(0.006673527452270907-0.004378322610175212j),(0.005485301614735998-0.005675648598163815j),(-0.00038241735437567135-0.007575811482539859j),(-0.007062049424541315-0.0010394744194709472j),(0.0009152248931477416+0.006621149580658323j),(0.00453459452530227-0.004528523043058326j),(-0.006543505777624538+0.00036236184420182065j),(0.005549416136900039+0.00488510225780182j),(0.002692723139131167-0.008612783950168526j),(-0.008597332021908962-0.0064599917372472416j),(-0.009743814979933133-0.005170804770445348j),(-0.0011569097930861094-0.009471274968140236j),(0.007700270344161786+0.001003649917867792j),(-0.005068002704375367+0.004385382963018634j)
"(0.5384615384615388, -3.0)",(-0.00037251686547333735-0.009973713718200588j),(0.004977726731056662+0.004191009387974352j),(-0.006326591899853089+0.0027831166868666633j),(-0.0028363778480748553-0.0068153601677654226j),(0.004807706765472817-0.0060946972108860634j),(0.00724367850622522-0.0032771223094050753j),(0.006713655149619714-0.0041608040564606345j),(0.002137931954317196-0.0073132725471251j),(-0.006091051838136378-0.0038105707244784335j),(-0.0022375329650060915+0.006337055538432575j),(0.006181552246529956-0.0016732698301846483j),(-0.005737374834352448-0.0029871676881182314j),(0.002387007245269711+0.006778432224895509j),(0.005841134499850567-0.00645324209971848j),(-0.0061774553163264365-0.0084807716831328j),(-0.009053548307874512-0.0063558282699049855j),(-0.0015448956401539645-0.00965759282091093j),(0.007967978765718916-0.00014008310769895638j),(-0.004159428245467668+0.005359555749725644j)
"(0.6923076923076925, -3.0)",(-0.0018078133009464988-0.00981026606762824j),(0.005342887266495079+0.0035785274553313423j),(-0.006080954024534439+0.0030633583389930987j),(-0.0026445100344088253-0.006784575007795694j),(0.0053834505788832865-0.005484352847946726j),(0.007705562170855587-0.0017727078798569248j),(0.007614798178933762-0.0020697208320321894j),(0.004686682350281655-0.006035637447840605j),(-0.0038250254043000697-0.006125903403753304j),(-0.005104999010298638+0.00441773768543588j),(0.006115179438849418+0.0018859066767891153j),(-0.003110468331068625-0.00558336129573581j),(-0.0015677845794598783+0.006817241302745654j),(0.007918419762710648-0.0027807568368371878j),(-0.0025831351962451064-0.009862647722853226j),(-0.007523811647772526-0.008057552719759345j),(-0.0011406742880978604-0.009917146303667182j),(0.008138158011741304-0.000747627520543938j),(-0.003457164524700516+0.0059419371180981975j)
"(0.8461538461538463, -3.0)",(-0.002649027567665018-0.009615467194751407j),(0.00547088734191815+0.00323243553423447j),(-0.0059764647697260805+0.0030332537195160067j),(-0.0021383591109370415-0.006847677837075554j),(0.006082367890586136-0.004552024594568924j),(0.00785058455674468+0.00011575127271752932j),(0.007855090749050496+0.0005085075746619777j),(0.006732946220653252-0.003636853947634807j),(-0.0004765508547569074-0.007234061621376361j),(-0.006692830324522368+0.0010556756009704501j),(0.0039601680158493245+0.00501977915070524j),(0.0007424476881343082-0.006277245249976789j),(-0.005079824096370079+0.004549496943343712j),(0.00790016472969159+0.0017603307518024784j),(0.0018524344079115952-0.009701043992675113j),(-0.004883026180922267-0.009770685917174279j),(0.00010198060896403031-0.010140178955425322j),(0.008334333629054804-0.0007659519392169284j),(-0.003092789857447727+0.006248025190657411j)
"(1.0, -3.0)",(-0.002913684420532043-0.009540757553841216j),(0.005416204006015565+0.003178607421101069j),(-0.006010454679779949+0.0027087078695455214j),(-0.0013175226061786446-0.006935455595322964j),(0.006763434111697981-0.0032415917684763995j),(0.007444953601318667+0.0022765540512885286j),(0.00711366957894759+0.0032969985535494482j),(0.007645459465498854-0.00032215457470673403j),(0.003249164267262213-0.0065014226195818925j),(-0.006155181415728257-0.0028753635251730974j),(0.0001714618131208281+0.006384396727785333j),(0.004416612628885514-0.004431165780675798j),(-0.006641312988323418+0.00046975643306214793j),(0.005269013561084647+0.005767139331574736j),(0.00614644942758803-0.0073047218673665485j),(-0.0010726201418391967-0.010712848244219485j),(0.002169324344709163-0.010017759029800108j),(0.008553078472284752-0.0001518685459181124j),(-0.003132123490983634+0.006342554253344485j)
"(1.1538461538461542, -3.0)",(-0.0026112021121584986-0.009634041858185918j),(0.005188534741299565+0.0034092774026005866j),(-0.006135938078923447+0.0020890151839309703j),(-0.00018986941616327353-0.006937648734755727j),(0.007234576958385801-0.0015336599980692435j),(0.006279810767008224+0.00447190371047154j),(0.005198020536907558+0.005814223437861806j),(0.006890135105521668+0.0033047927729364444j),(0.006229944733000384-0.003761529709136569j),(-0.0032986831646745676-0.005952428167735969j),(-0.0038540141397779793+0.005081205308332108j),(0.006174248551794108-0.0005218300051197467j),(-0.005258666316940447-0.003837457864915248j),(0.0006017107273673952+0.007523475158354724j),(0.008803672959129833-0.0027245088566875218j),(0.003473115124386752-0.009977683689500869j),(0.0048716720806594805-0.009084522194576155j),(0.008649126686841892+0.0011228537259025092j),(-0.0035923691825032866+0.00621518084836612j)
"(1.3076923076923084, -3.0)",(-0.0017285163351639173-0.009840399451508462j),(0.004754396335608442+0.003885970773581626j),(-0.006263011523118415+0.0011680021058147589j),(0.001205058417939729-0.0067100972189165975j),(0.0072659083674916115+0.000514259319137522j),(0.004249282499585559+0.006331063490919271j),(0.0021836875355856792+0.007433714746609525j),(0.004301590821615553+0.006291525380427222j),(0.007267589063059883+0.00039230519053125377j),(0.0010430201836710167-0.006730351257209183j),(-0.006220510989084263+0.0013522165263744608j),(0.004880412418907546+0.0037255106892406307j),(-0.001278667100824881-0.006244620406421345j),(-0.004272824441340242+0.005921156485457634j),(0.008422818134000563+0.0028457201295641675j),(0.00766075495944621-0.006928632437904767j),(0.0077052072279279685-0.0068604395225591915j),(0.008337595993324983+0.003016259307893162j),(-0.0044376261922662785+0.005775758062629044j)
"(1.4615384615384617, -3.0)",(-0.0002467470121938595-0.01000035835297713j),(0.004048253029220749+0.004532133780669852j),(-0.006261231847343664-4.484004000460812e-05j),(0.0027686404519545247-0.006092882551135725j),(0.00662772910179149+0.0027291514244507965j),(0.0014429443679093976+0.007393549117104706j),(-0.0014750282555368096+0.007545138553526747j),(0.00032652082275825395+0.0075853363930136935j),(0.005643748110512638+0.004583951393170219j),(0.005086736152204394-0.004527718772726428j),(-0.00550106940792337-0.0031747771536295003j),(0.0009203305054655591+0.006016351224691288j),(0.0033737413831458484-0.005260349685614611j),(-0.006932192472618133+0.0014115256940816156j),(0.004625450848978507+0.007222346009057594j),(0.009917282024020748-0.001746852556856408j),(0.009793381256383488-0.0031210732201008926j),(0.0072399886649857585+0.005320656088617062j),(-0.005551304216140843+0.004871741347327752j)
"(1.6153846153846159, -3.0)",(0.0018117270041059744-0.009852635861183593j),(0.002995063784519764+0.005219951174025846j),(-0.005969541355915387-0.0014955659760691466j),(0.004319934892585844-0.004945333084382875j),(0.005157623999403886+0.0048024144279728365j),(-0.0017801345926892619+0.00721875194844783j),(-0.004940111132906297+0.0058023550830474824j),(-0.00391565711103234+0.006461287951798259j),(0.0016624362953702+0.007062921873847512j),(0.006803040914301493-6.587001190941935e-05j),(-0.0017659934065137623-0.006083224650356627j),(-0.003619715311358581+0.004829024579019529j),(0.006014463148227205-0.0012049063719939983j),(-0.005742581748469657-0.0037606732783837314j),(-0.0012377801145497024+0.008183811744825423j),(0.008857196895268546+0.00418552410103862j),(0.010045930852283938+0.001762060813149589j),(0.005010051502007505+0.007566149389979167j),(-0.006696540938770046+0.003338076117224159j)
"(1.7692307692307692, -3.0)",(0.00431142496383449-0.009059723260742964j),(0.0015469893331254714+0.005760354488637171j),(-0.005221635227171472-0.0030552123305600926j),(0.005589728647592553-0.003199461479849976j),(0.002849102484049522+0.006310912036321348j),(-0.0047847380481410365+0.0055554817379214905j),(-0.0071602329290944245+0.0023832367030312365j),(-0.006892481964121508+0.0029841664298469284j),(-0.0031714507028098157+0.006501977414235678j),(0.0050428088550892244+0.004548912752543735j),(0.0030689523679921483-0.0055186305063560865j),(-0.005951261739974518+0.0006390821790183587j),(0.004860513954892139+0.003563923877057889j),(-0.0011825779932770502-0.006564903216395014j),(-0.0063087542898311215+0.004908683426475216j),(0.004257788252239682+0.008510565262108626j),(0.007620661312178006+0.006605327123573713j),(0.0015526437841033192+0.009001761055267284j),(-0.007491941608428096+0.001089564068004868j)
