index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)","(18,)"
"(2.230769230769231, -2.3846153846153846)",(-0.00540933104996925+0.009946800717238566j),(-0.0018619704728146387-0.006113431127243939j),(0.005211412779051071+0.0032585902094007923j),(-0.006075934862274816+0.0019018791531594526j),(0.0004821266798433697-0.00679242005110337j),(0.0072761942302365075-0.00015036746859746882j),(0.00470234504515379+0.006000994513035935j),(0.002587260806446835+0.007309983752700307j),(0.004527944867277648+0.006148331554011102j),(0.007293177611080885+0.00027396960646706243j),(0.0010493044497959891-0.006751961780236817j),(-0.006257372759945952+0.00126903992505862j),(0.00480219466079181+0.003839451797624273j),(-0.0011288087277665894-0.006263356498139282j),(-0.004341678726041604+0.005829940047209196j),(0.008397081249049478+0.002786827051155516j),(0.007394637972784958-0.007193864241917378j),(0.007227016060530608-0.007423113958214705j),(0.008662251977423693+0.002177309133631977j)
"(2.384615384615385, -2.3846153846153846)",(-0.009862428805457877+0.005557514305225777j),(0.0014450380994747302-0.0061846112604801995j),(0.0028204800647989104+0.005345614551138544j),(-0.006026811247315819-0.0015623613475021238j),(0.004173265968675789-0.005185902582001511j),(0.0056922215773367105+0.004298509450189716j),(-0.0005096417683879706+0.0074828211282096735j),(-0.0033802998637644938+0.006870061155424087j),(-0.0016737502416114289+0.007374154988865747j),(0.0042176969342062965+0.005884488419825861j),(0.006070073958940637-0.0030164318361562336j),(-0.0044555200761079135-0.004480941711105932j),(-0.0006754794425943464+0.006015696467981873j),(0.004601512202605676-0.004177764558812377j),(-0.007019941567358052-0.00044719419400006323j),(0.002545030237996039+0.008131262769649077j),(0.009952379667024829+0.0009185086073087989j),(0.010195935105928564-0.0004710473734948973j),(0.005634361776179594+0.006937152011087499j)
"(2.5384615384615383, -2.3846153846153846)",(-0.011258298999092756-0.0010673074285303375j),(0.004528828946288587-0.004401681038926473j),(-0.00048541182628717306+0.005929162832096329j),(-0.004035267947246866-0.004563845270500902j),(0.006298085582795932-0.0016394766666875745j),(0.0015855705244445515+0.006807774026670786j),(-0.005416697969009371+0.0050066352381819175j),(-0.007229886023250921+0.0021997166248036966j),(-0.006667454400307889+0.0034018418214432212j),(-0.002154892110886639+0.006847993762772766j),(0.00587438372738293+0.003267742301377666j),(0.0013518213999335479-0.006106295403839437j),(-0.005397375043821948+0.0025354888595597994j),(0.005827924860009613+0.001721985924523038j),(-0.003253844741109354-0.005993267829873664j),(-0.0050728635266577195+0.006466595762335598j),(0.00534208813204339+0.00807651064486336j),(0.007363059199141927+0.00681765081744863j),(-6.151897432439771e-05+0.008919430222586058j)
"(2.6923076923076925, -2.3846153846153846)",(-0.008287212639585484-0.007662783673033592j),(0.006202900233723558-0.000996794978064612j),(-0.0037167807393458444+0.00453134841832773j),(-0.0005774083882979353-0.005936569251132063j),(0.005827498862093583+0.0025581553241722926j),(-0.0032375543953017693+0.006036184627244029j),(-0.007248577136887819-0.00023987909460910416j),(-0.0063874222460625265-0.0038471516929134294j),(-0.006761437546489612-0.0030236047036172322j),(-0.006743548640958215+0.0022728984293995435j),(0.000546700907852711+0.006642438250937717j),(0.005832352821114738-0.0020737488303903106j),(-0.004880229354284393-0.0032747866548955293j),(0.0014602548903225846+0.005766565296326527j),(0.00332439157665742-0.005727993494037131j),(-0.007915036684535104-0.0006466090527882403j),(-0.003100176492711925+0.008858531900794159j),(-4.8432823490504336e-05+0.009849931909046301j),(-0.0059750029202063374+0.006572209238413202j)
"(2.8461538461538467, -2.3846153846153846)",(-0.0014874466090187089-0.011156430675666561j),(0.005512466914512418+0.002948140776981439j),(-0.005608768139852512+0.0013905692001823305j),(0.003113306604600145-0.004945486091280105j),(0.0027689977813589207+0.005576081377089042j),(-0.006343487744076792+0.002194588634484641j),(-0.004795225682117176-0.0052767512957163755j),(-0.001268486090427308-0.007245308434137818j),(-0.0017613018225003784-0.007112119703526431j),(-0.005703729518542753-0.004147290097208916j),(-0.005216354047923844+0.004054859185611421j),(0.004765904094028158+0.0038502580257789827j),(0.0003456143804743347-0.0057844840685668504j),(-0.004169885244827929+0.004072594337931607j),(0.006441375305722428-6.39154815222792e-05j),(-0.0035903713788269414-0.006795351650643301j),(-0.008721814081991536+0.0026028768536930933j),(-0.007350763431918904+0.006264434035278409j),(-0.008809416715551717+0.0005685144726933915j)
"(3.0, -2.3846153846153846)",(0.006295196738020358-0.009279869264879599j),(0.0023858748986337838+0.005745461123417627j),(-0.005180985883602814-0.002381514078282221j),(0.005437906946054213-0.001804852383396437j),(-0.0015748007528808932+0.005885588569020664j),(-0.0059658835493002745-0.0027725727651590803j),(0.0005739606171008875-0.006985747668947839j),(0.0046662092474635845-0.005554827363793332j),(0.004549969319572982-0.005639936479169646j),(0.0001647697857220525-0.0069850519585151075j),(-0.006170405252632696-0.0021933073154053124j),(-0.0008389205814876345+0.006006279778256932j),(0.005113191385668532-0.0025547083144519334j),(-0.005493440299116933-0.0015811297483544822j),(0.003201133637308619+0.005396410785448752j),(0.0037732482522573234-0.0064229722622400716j),(-0.006900616021146498-0.00551494319360626j),(-0.009306406046510462-0.001711826730638433j),(-0.006481722304416862-0.00589120829582104j)
"(-3.0, -2.230769230769231)",(-0.009022657207655485-0.005032776521507127j),(-0.0015220611271359122-0.007080585840743864j),(0.0004754385231513052-0.007339901717850911j),(-0.002103754435613522-0.006894742780614628j),(-0.006542838714427208-0.002000910828082648j),(-0.00206048812441005+0.006017478530701707j),(0.00589427207899059-0.0005837605712275656j),(-0.004278337933924297-0.0038130481154479323j),(0.0007614133398388189+0.005959024421573553j),(0.004709252746528191-0.005071427320555479j),(-0.007147457108136948-0.004288017754580074j),(-0.008655075204695297+0.0038728242291857823j),(-0.008817523050887252+0.003215978838058913j),(-0.00602898291052713-0.0054670246772625134j),(0.0057947684779443885-0.0034849055960771737j),(-0.0011389829497477505+0.005825790829116855j),(-0.002865651889563839-0.0049669568233952j),(0.005865258903647917+0.00112354773587872j),(-0.003433687052386427+0.005431623169822302j)
"(-2.8461538461538463, -2.230769230769231)",(-0.009191839954032298+0.0049413133794099515j),(-0.0067524983506187415-0.0028302305382081846j),(-0.005603962694377507-0.004913473619746146j),(-0.006720139238472765-0.0029191910909931716j),(-0.006067762892245156+0.0034435994125550165j),(0.0027366089800276794+0.00589731509187583j),(0.004114839850425768-0.004439840708341917j),(-0.005828956746884111-0.00015793460870296193j),(0.00446543218285915+0.004100113271475293j),(0.00011708312377187235-0.006937547049772045j),(-0.008109911371472411+0.0020981266450259333j),(-0.0026047710090550667+0.009280814559592702j),(-0.002506084706912229+0.009324113418987609j),(-0.008072445576764021+0.0023529693333010993j),(-0.0001851820225678439-0.006961081393991939j),(0.00467077630688242+0.003881867140025253j),(-0.0058290701235525+0.00012842796822185813j),(0.003909906654030589-0.0046114267845345875j),(0.002941415165181646+0.0057866027610943525j)
"(-2.6923076923076925, -2.230769230769231)",(-0.000901074366442799+0.010501681170057033j),(-0.006297175815090152+0.003887538509301152j),(-0.007427276453756415+0.0013602702793474666j),(-0.006745008741772289+0.003155207577113779j),(-0.0018447985525286766+0.006871645766768343j),(0.006132838654641402+0.0025645336398843707j),(0.0003127196998501276-0.006182679967560873j),(-0.00475456138371891+0.0035576037728529395j),(0.006103163116746231+0.00046677302967349855j),(-0.004364034031457876-0.005412080385138561j),(-0.004455792623252766+0.007127182769202414j),(0.0053095587290813645+0.008222230808974376j),(0.006202345041275247+0.0077619714102275346j),(-0.002418281258532491+0.008357501516658667j),(-0.006309540662154166-0.0034329353516918634j),(0.005801728749149346-0.002245334769752814j),(-0.0027725662740178095+0.005244193530677155j),(-0.00207678892604709-0.005759111775942599j),(0.006538670961128564+0.000491441202685052j)
"(-2.5384615384615383, -2.230769230769231)",(0.00830663757536423+0.006655821061276799j),(-0.0006051635004956244+0.007453913904891393j),(-0.0036973091149498215+0.006695275377927891j),(-0.002270720190620548+0.007218443050086269j),(0.003528409210801957+0.0063402778397929635j),(0.006457031666927287-0.002127705784848351j),(-0.0036627898352438485-0.005168285181289567j),(-0.0017468044520394157+0.005795216675802745j),(0.00526368785516252-0.0032467735617501014j),(-0.006769248634143165-0.0016298683967365148j),(0.001353737170920738+0.008309080980597676j),(0.009754688567512876+0.0018143058235283247j),(0.010224489719005575-0.00015336571469982667j),(0.005855641446270951+0.006856318302851601j),(-0.006381614384561714+0.0037910230007069615j),(0.0009391761260878242-0.006311280147400373j),(0.0032494202191930607+0.005090859669953379j),(-0.0060964902211988765-0.0011323639075233407j),(0.0039004882772571787-0.005352936594980085j)
"(-2.3846153846153846, -2.230769230769231)",(0.010288555557308647-0.0031064045434518067j),(0.005632034282044244+0.005035571109677639j),(0.0027526930665225427+0.007239168463588148j),(0.0037086024046562543+0.006734531863366145j),(0.0070311422304840014+0.0023045708370611957j),(0.0037284445252486597-0.005870310517067323j),(-0.006157969827786858-0.002034691243815844j),(0.0018635084325723493+0.005887220423842965j),(0.002604376954262228-0.005685590722409373j),(-0.006482586680721566+0.0025615804341042j),(0.006258424986044331+0.005625307908114656j),(0.008332007095846188-0.005596771694121891j),(0.006560775691633665-0.008225769063191049j),(0.009307559583814365-0.0009783493885299483j),(-0.00010649112974759738+0.007684841477193576j),(-0.005117425460159276-0.00409498316653307j),(0.006148082026027006-0.00026262323446445124j),(-0.0041547530966370965+0.004711740742054055j),(-0.0024565274940751844-0.006222183701534497j)
"(-2.230769230769231, -2.230769230769231)",(0.003435012724459451-0.010290596585129375j),(0.00751014464408143-0.0013430809700573807j),(0.007342253996107652+0.0027481161092445146j),(0.007501921707895022+0.002167120462723962j),(0.00693700330409415-0.0029646691401687426j),(-0.0006468661554578007-0.007084527138940621j),(-0.006380697815131032+0.0018473680366558442j),(0.004806974971692255+0.004080804224885502j),(-0.0007285785021829416-0.00628747465974912j),(-0.004105462049718279+0.005640567901971086j),(0.008348815676984372+0.0008629333902051047j),(0.0024791156114269907-0.009819003092893065j),(-0.0018888441072227537-0.01065281739512364j),(0.004839017305077475-0.008440057176559296j),(0.006673273988489813+0.004366341190837451j),(-0.006317826031770289+0.0023571290802831893j),(0.00296987029172481-0.005528179724787308j),(0.0018734813805435376+0.006083818456853065j),(-0.006620276145559094-0.0013459510871814092j)
"(-2.0769230769230766, -2.230769230769231)",(-0.006348285345587569-0.008919550885994049j),(0.003722511297603317-0.006741338659237007j),(0.007068510197016218-0.0035989032441451187j),(0.007026972650049311-0.003670339023252242j),(0.003508512561855772-0.006842232593564335j),(-0.004777392529979507-0.005489140059653791j),(-0.004511011679031218+0.005096482133626224j),(0.00633402692516071+0.0011862239027621401j),(-0.003691494738323033-0.005243941093133344j),(-0.0008029610959431456+0.00693624079065123j),(0.007435714692860214-0.003805936587015496j),(-0.004295621661474074-0.009234672149757402j),(-0.009257537888971712-0.006142601291495336j),(-0.003921518118588888-0.00933733891119228j),(0.0076148434228939035-0.0032872919668608305j),(-0.0013486308705184834+0.006818297380912888j),(-0.0032407178853027215-0.005525496395368946j),(0.006231660049023701+0.0016735250719672032j),(-0.004845489720695378+0.004801443244745393j)
"(-1.923076923076923, -2.230769230769231)",(-0.011040044819809455-0.00030580570621372067j),(-0.0027801863437943177-0.007254148211649198j),(0.00231413131133074-0.007679545245077889j),(0.0027762627464886563-0.007550150324133341j),(-0.0014781290032105984-0.007693484427472011j),(-0.007185433227793157-0.001937744166927015j),(-0.0013785079950067603+0.006837227798412672j),(0.006316858279656817-0.0018801558647334453j),(-0.005678399562295401-0.0031729054856798025j),(0.0023518435734022286+0.006583055551142502j),(0.004547043161004051-0.006937840145572084j),(-0.008912609735936229-0.004967723527292524j),(-0.01120501721762144+0.002015817074310649j),(-0.010121657365795109-0.002989507772824844j),(0.0017006956074642884-0.008478694351044177j),(0.00518643980501972+0.004963170178572262j),(-0.006542854514914655-0.00019866372538338172j),(0.0048569860840185644-0.004383089978169053j),(0.0012137950627638904+0.006778750363430884j)
"(-1.7692307692307692, -2.230769230769231)",(-0.007104287065862403+0.008576415678772278j),(-0.0073438999292506635-0.002721154531355976j),(-0.0038194722111571018-0.00714813948687041j),(-0.002852885192505692-0.0076420969542201605j),(-0.0058427891859257714-0.005431166831094407j),(-0.007286904227484069+0.002187720830093491j),(0.002012319641362231+0.006858635525136892j),(0.005085280986098683-0.004430828249087912j),(-0.006561814450876536-0.0007579131742961013j),(0.0047313004270079185+0.005162353904555239j),(0.0010383609052124216-0.008155268467066224j),(-0.010161352996962612+0.0005655281872428571j),(-0.007331052131299061+0.009028604999226166j),(-0.009320623226998606+0.005852194994178914j),(-0.006106956558098313-0.006664831807274771j),(0.007250851907085525-0.001627695508129837j),(-0.0038179022760124904+0.0055025956374463265j),(-0.000958436717433714-0.0065660391949225j),(0.006281475399752331+0.00297561548338678j)
"(-1.6153846153846154, -2.230769230769231)",(0.0021768195241795947+0.011011190241830353j),(-0.00702439422791289+0.003591386330898491j),(-0.007760894266366553-0.002592622764377939j),(-0.0071168623095499775-0.004202117856409974j),(-0.008025006866008322-0.0012172269647888832j),(-0.005369145626147881+0.0056216019627589025j),(0.004862645954697451+0.005476240914875412j),(0.003165433673248664-0.00613724448667325j),(-0.006548690232179817+0.0014866216847315684j),(0.0061820557346824925+0.0033272982394542392j),(-0.002070632825147202-0.007866308783759941j),(-0.008614112013955181+0.005275124913041848j),(-0.00038530491129143017+0.011822931332204953j),(-0.00236422135098623+0.01122966662074989j),(-0.009444199060273401+0.0007586637954355292j),(0.0029140664562709423-0.007140970742618955j),(0.0024824325548523513+0.006397410486390033j),(-0.0060292969819830235-0.002996476134236331j),(0.006184828911802899-0.003306776560846538j)
"(-1.4615384615384615, -2.230769230769231)",(0.009864624962256062+0.005524213101852874j),(-0.002310712893894468+0.007596023965212739j),(-0.007577664587403327+0.0032694970806077593j),(-0.008310210775863525+0.0009605332186533776j),(-0.007561045620873685+0.003303420423827365j),(-0.002241869781533522+0.007613441245106541j),(0.006754222270600448+0.0032616054338374793j),(0.0010589609167064422-0.006991733374354295j),(-0.005989770211887695+0.0032905359398478547j),(0.006868139380393876+0.0015767167543737123j),(-0.004316508655943511-0.006781942587728875j),(-0.005673931009650441+0.008202720332875252j),(0.006214842833331214+0.010222149558508689j),(0.006160732752671693+0.01024299000903973j),(-0.005767849640922887+0.00811538602906637j),(-0.004191778888484017-0.00684623757618568j),(0.006832868838897897+0.0017057941239944684j),(-0.006049468506529224+0.0031805286278574177j),(0.0011719347747876153-0.006976610232701246j)
"(-1.3076923076923075, -2.230769230769231)",(0.010765229769702993-0.0036928655559684124j),(0.0036903231264106186+0.007077620855715223j),(-0.0037204825093627024+0.007435400083085782j),(-0.00630508811264101+0.0056369967410785085j),(-0.004967548523922896+0.006746875188676249j),(0.0011842369113651899+0.008007930128870399j),(0.007635642933939483+0.0007908527232417167j),(-0.0008763348124775354-0.0071877572740292285j),(-0.005233468752626258+0.0045898260421123535j),(0.007079960110459434+0.00019605643634225536j),(-0.005680283530004346-0.005549177894885214j),(-0.002649952383859494+0.009433245764752034j),(0.010388030826537654+0.006032364077349551j),(0.01169143806684177+0.0041849510501268975j),(0.0021975640545550523+0.010253725667306958j),(-0.008326194010915531-0.0009624641485220497j),(0.005598019260481043-0.004593655587165392j),(-0.0011307450823485493+0.006848996154236774j),(-0.004727525394875402-0.0053418934992947925j)
"(-1.1538461538461537, -2.230769230769231)",(0.004732665186567782-0.01042391829530278j),(0.007545800214102795+0.002700705415468124j),(0.0016854927544457698+0.008193318263225195j),(-0.002221832974438778+0.00824474348270463j),(-0.0012774547656651777+0.008399553846999485j),(0.004203988315095934+0.007094365432606638j),(0.007702951172088507-0.001507556480807177j),(-0.0024492087778958836-0.0069954099297512284j),(-0.004552370941823471+0.005441429406194308j),(0.0070949749600832945-0.0006963083839075252j),(-0.00635677899823324-0.004598396508222805j),(-0.00032483642331437087+0.009576252966275312j),(0.0118775877517172+0.0014096283867319004j),(0.012386742433290573-0.003391758218893125j),(0.009235285431172448+0.0060923751890271365j),(-0.0063962790624169+0.006016142332366322j),(-0.00014806069810581265-0.007461100386153857j),(0.004726581559767217+0.00523799144821097j),(-0.007188911414130069+0.00013816386101838575j)
"(-1.0, -2.230769230769231)",(-0.004034371684250437-0.010775483329246053j),(0.007490721775626728-0.0029101477140914176j),(0.0062259371906014304+0.005643432859918078j),(0.002345493769283587+0.008281786105202745j),(0.002459942497692287+0.008242991735618177j),(0.006443418893547778+0.005370882924127524j),(0.007259966508763844-0.0033974781437991655j),(-0.0035976307503518927-0.006673200317493916j),(-0.004127977346159787+0.005939068317167956j),(0.007105892566612383-0.0010692278854249105j),(-0.006556584035747204-0.004147716190032987j),(0.0010206511385844892+0.009279444417016806j),(0.01158726018997997-0.002227127261643499j),(0.009269858968164676-0.009384617469657802j),(0.011580504250417898-0.0015193261893064458j),(9.424864380881837e-05+0.00923149387609491j),(-0.005991209123723356-0.004852950089580525j),(0.007173236232396056-0.00022848789376756157j),(-0.004747660473821424+0.005472403196519757j)
"(-0.8461538461538458, -2.230769230769231)",(-0.010347748203727553-0.005140081733124091j),(0.004005665931995676-0.006977354164462378j),(0.008341117759504794+0.0011994063118701379j),(0.006053541216136482+0.006194716611611609j),(0.005506941171349762+0.006727810851121114j),(0.007835840375662676+0.00334026014706278j),(0.006611372821632676-0.004805264638111128j),(-0.00432983453631863-0.006423196490722067j),(-0.004064115035348457+0.006151557312697626j),(0.007194326945110485-0.00091324148667451j),(-0.0063919197812662915-0.004263449528740383j),(0.0013840643198082911+0.008967248818858062j),(0.01066539064761653-0.004380898698434418j),(0.004656269750567048-0.012586939050506174j),(0.008849633681908685-0.008565357714683221j),(0.006878283276517006+0.006895790159011821j),(-0.007899548307576238+0.001194050259873048j),(0.004731322016297958-0.005570346618606567j),(0.000656685417982662+0.007267709896515997j)
"(-0.6923076923076921, -2.230769230769231)",(-0.01121955745251934+0.002913108002720096j),(-0.0009594869548130423-0.007983640403656423j),(0.00773616138336578-0.0033615115198608763j),(0.008192270825717983+0.0029242373965926126j),(0.007539590129292075+0.004479434901235405j),(0.008520213835011115+0.0013912688725671424j),(0.006004651517971068-0.00575740087603072j),(-0.004669622479669032-0.0063769922376537376j),(-0.004402204653178238+0.006086602117527798j),(0.00732245921202966-0.00021164660084240742j),(-0.005837876245147358-0.004901863353943683j),(0.0008412632190148363+0.00877013517880878j),(0.009929624522678778-0.0051127969342158784j),(0.0005506712193521593-0.013480613229056552j),(0.0032205097726161584-0.012532274579458057j),(0.0102773989396425+0.0007755990309524909j),(-0.004935914090188996+0.0066802252878923555j),(-0.000683110218573654-0.007421465255671321j),(0.005561084777223595+0.004803201040628371j)
"(-0.5384615384615383, -2.230769230769231)",(-0.0069567931896886166+0.009305067232198698j),(-0.0052818551407082664-0.006037936022026807j),(0.005111633256133127-0.006697884769614526j),(0.008698699930676094-0.0005657556205098346j),(0.00858131882634269+0.002067912475428952j),(0.008727583586315868-0.0002349551971674133j),(0.005612144155546979-0.006316915129883589j),(-0.0046182311705895455-0.006594541409371096j),(-0.0051213725433332784+0.0056775516199651386j),(0.00732942015630261+0.0010441320715307927j),(-0.004752188363068594-0.005902305279011817j),(-0.00052928318014918+0.008542538581086724j),(0.009698987700785165-0.004616374042647498j),(-0.0020120181192158316-0.013226589463475186j),(-0.002629777061751264-0.013242783929570484j),(0.009250148588893503-0.005819832068570639j),(0.0008076325572167447+0.008628432035436439j),(-0.005683294149468976-0.005065778433372655j),(0.0073977059020998775-0.00010915800618902264j)
"(-0.3846153846153846, -2.230769230769231)",(-0.0001354694595204339+0.011633044519043657j),(-0.0076354637254512255-0.0023464289409704676j),(0.0015816645416992787-0.008247419169456937j),(0.007943314335800285-0.0035865875757280074j),(0.00886295316496699-0.00010800271143212492j),(0.008693343648256899-0.00142220847702268j),(0.005534816688999665-0.006534423176829233j),(-0.004137184427058287-0.007061464527253203j),(-0.00611778635736124+0.00479444001661065j),(0.006940735060385592+0.0027951810628853253j),(-0.0029543098069933684-0.0069437824512923645j),(-0.0025887074197225267+0.007915465218630095j),(0.009832371239195245-0.0030040973093311916j),(-0.00277775824525262-0.012781285760869421j),(-0.007013750200830305-0.012046836122707807j),(0.005145080061997584-0.010386751381923926j),(0.006243127554941739+0.006586511407558068j),(-0.007790673950386238-0.00022452005677412704j),(0.005719056682945549-0.004773973500652777j)
"(-0.23076923076923084, -2.230769230769231)",(0.006279587222473734+0.009799980407405448j),(-0.0077684808490877475+0.0016319790498066295j),(-0.0018504107881709502-0.008142960418578721j),(0.006463328230248979-0.005812691278018651j),(0.008686394878595313-0.0018361047080331441j),(0.008605271710363072-0.002133102215344629j),(0.005810172726875359-0.006418345454110346j),(-0.003154803527525274-0.007678391344726807j),(-0.007170630271118408+0.0032872765366006966j),(0.005818696703726215+0.004825229825148711j),(-0.0003736283591030599-0.007516490777589464j),(-0.004991360374063098+0.006407834908273787j),(0.009811358000991874-0.00035712648739207444j),(-0.0018312458219629246-0.01248767975773181j),(-0.009468114210478842-0.010572363610245468j),(0.00014818016953509167-0.012263275248965795j),(0.009301675169042912+0.002099420083582626j),(-0.006552608862654741+0.004588357096691763j),(0.0018308653200208563-0.007277323930521805j)
"(-0.07692307692307665, -2.230769230769231)",(0.01035899445552787+0.005299244039696154j),(-0.006219938632627203+0.0048266818580640376j),(-0.004568307172357687-0.0069103900690077455j),(0.004760053030355036-0.007219961433640518j),(0.00833047324181155-0.003046736648374926j),(0.008580119693958312-0.0023639661074431936j),(0.00641267918848378-0.00592432280402231j),(-0.0016000291480835532-0.008246126500133873j),(-0.007918187939552592+0.0010705179105957193j),(0.003686305208575493+0.00668061729045243j),(0.0027518367501374254-0.0069910628926540125j),(-0.0070511848739259675+0.003656829280231666j),(0.008872337158788003+0.0030314411092604156j),(0.0006269923072560522-0.012035520652470794j),(-0.010171140751071414-0.009929355140199799j),(-0.0040696808195330985-0.012240692391068493j),(0.009649426582531392-0.0027903368589856765j),(-0.003116598540363884+0.007621644335855316j),(-0.0024086546378354985-0.007170834225901168j)
"(0.0769230769230771, -2.230769230769231)",(0.011625141097994278+3.3610132158112035e-05j),(-0.0038311614639379185+0.006787145443116491j),(-0.006370347101191883-0.005160224021315869j),(0.003199013588359083-0.007962630851826833j),(0.008003705472339633-0.0037500139844028665j),(0.00865602260914799-0.0021143387598923763j),(0.007242735913038926-0.004964633730077627j),(0.0005343418434757943-0.008461872895344438j),(-0.00788343561687806-0.0017558088776743702j),(0.0005301890645298764+0.007674549970218706j),(0.0057183567592348425-0.004860176728421543j),(-0.007784377008108729-0.00023106994208856277j),(0.0063051845065794955+0.006380272576043712j),(0.00415615599436078-0.010644780945730032j),(-0.009288355556906444-0.010470892021280442j),(-0.006768404243124988-0.011605751577650389j),(0.008190957889546898-0.006713602625975639j),(0.0009056286487643833+0.008453832048358256j),(-0.005633195862422456-0.00515307112360419j)
"(0.23076923076923084, -2.230769230769231)",(0.010674134596194075-0.00456704631968165j),(-0.0013501030083774962+0.007582802099779839j),(-0.007350129527088563-0.003390223338990272j),(0.0019957597297979887-0.008255427549531692j),(0.007830397230191409-0.003980720033804875j),(0.008790525443615005-0.0013767911486830188j),(0.008108827760468661-0.0034409216318612144j),(0.003106392268058799-0.00795156923122661j),(-0.006592273465964985-0.004785283703905427j),(-0.003181052902575171+0.007061555484184393j),(0.007410767199350883-0.0011351020897334052j),(-0.006283581446446554-0.004369025664946508j),(0.001971108703191484+0.008378105967908086j),(0.007781189500208859-0.00748573175041881j),(-0.0067172989609206295-0.011792665153179808j),(-0.007811652850410691-0.011386127874092522j),(0.006187239761520603-0.009275819690681964j),(0.004342570080805571+0.00765904288177154j),(-0.007358637902587025-0.002327600657822491j)
"(0.384615384615385, -2.230769230769231)",(0.0085283016944926-0.007853544882727536j),(0.0007517960217677444+0.0075629355139007325j),(-0.007740556375034051-0.0019163079420469646j),(0.001248937726611029-0.008291732647466167j),(0.007852465139412556-0.003762914995084659j),(0.008860673928151232-0.00014870850254876858j),(0.008716988012988024-0.0013033437073278057j),(0.005745110289157222-0.006364521255293221j),(-0.003799947526407646-0.007263803240682766j),(-0.006414515340945519+0.0044116199827583386j),(0.006722603897749811+0.003297676061928419j),(-0.0023926740597771438-0.007145175793945215j),(-0.003175771944174449+0.007653548301785529j),(0.009920227442367485-0.002359381498828072j),(-0.002351307712291472-0.012783779704184707j),(-0.00716424689797268-0.011996289407384935j),(0.004660473901874635-0.010717287453644971j),(0.006747288109923253+0.006162685010100348j),(-0.0078081792221431304+0.0003953808359091033j)
"(0.5384615384615388, -2.230769230769231)",(0.006130153731408902-0.009822611527576429j),(0.002279840096125651+0.007135851899457603j),(-0.007789351664938903-0.0008918256571533507j),(0.0009853513216300039-0.008200195333061709j),(0.008033880405611142-0.0030973000120820085j),(0.008669500898561772+0.001535060791757843j),(0.008690312305748689+0.0013679985179681552j),(0.007828126383841482-0.003538499580497699j),(0.0002299317308252419-0.00822854267195703j),(-0.007812297173266359+6.728135872592812e-05j),(0.003294805463000876+0.006709377490419899j),(0.002700428602401395-0.006921496300085619j),(-0.007074063778700921+0.0037464636219396645j),(0.008935542564472916+0.0036328803353914956j),(0.0032955132287031752-0.011896500305196943j),(-0.004665085406866341-0.01311054874276806j),(0.004231338351558375-0.01139739534595437j),(0.008207929779327976+0.004771854940190172j),(-0.007524233107910957+0.0025280726912113075j)
"(0.6923076923076925, -2.230769230769231)",(0.004119704205789157-0.010809581778499245j),(0.0032231814834557913+0.006637089150829485j),(-0.007686603708290259-0.0003632945063202004j),(0.0011946469952219157-0.008029021477171945j),(0.008262610078149196-0.00197084119244632j),(0.007970013389462955+0.0035543402740771386j),(0.007643591160507765+0.004280054279547863j),(0.008582688711238495+0.0003005430848676671j),(0.004545563183469151-0.006883160334958647j),(-0.006324549369433494-0.0046113860808072j),(-0.0018229821248930504+0.007230191522777379j),(0.0065863195611413185-0.0032245097527468375j),(-0.0074962651402096445-0.0019966281201657166j),(0.004310208534870797+0.00807287490489306j),(0.008569867232727573-0.007919918361637681j),(-0.00026484613299834325-0.013656899522432401j),(0.005169081128364207-0.011403270586301691j),(0.009003123523873231+0.004015070857105722j),(-0.007050816962575179+0.003939346168166197j)
"(0.8461538461538463, -2.230769230769231)",(0.0028363411816700558-0.011211023426326303j),(0.003647945416561201+0.006282787500701799j),(-0.007535270598403543-0.0003242137270759912j),(0.001843722920216451-0.0077463481155822245j),(0.008353417578037125-0.0003870833388013061j),(0.006520312501097863+0.005654868395241982j),(0.005325583039829945+0.006885375878782865j),(0.007350304859172437+0.004400814065657817j),(0.007633497741529491-0.0031274504713510137j),(-0.002021975353256531-0.007563687763509195j),(-0.006217770317911874+0.004071838457860914j),(0.0068508341272189455+0.002352257871322089j),(-0.003708555699507122-0.006563792267750158j),(-0.0022989370640878275+0.008404732830195306j),(0.0109544299905048-0.0011355389921388537j),(0.005377297667960473-0.012110161496343334j),(0.007381934680951682-0.010388960135025256j),(0.009315912349832258+0.004174806095199885j),(-0.006779920613213569+0.004671169479625681j)
