index,value
"(0,)",(-5.637195612073542+5.58919474117876j)
"(1,)",(-5.334317148158076+5.349726264872913j)
"(2,)",(-6.2818752922786025+4.959880451979106j)
"(3,)",(6.545976817701769-1.0065540102720683j)
"(4,)",(-4.917280211668264+5.437864209886367j)
"(5,)",(4.691148966948562-8.752198368420292j)
"(6,)",(-6.991334997896032+4.969590863381853j)
"(7,)",(15.997090510766894+7.512165527882673j)
"(8,)",(18.297999418235086+1.87574047018187j)
"(9,)",(-6.224280385432434+7.480571133342375j)
"(10,)",(0.8746144882505117-9.081916254552626j)
"(11,)",(-3.202380193028029+6.513006809241318j)
"(12,)",(3.15788449497109-4.031956556232474j)
